DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20180427,1301,"MFO, RLO",LATSPH,1,FLR,1,VEG,1,VEG,1,VEG,1,FLR,1,VEG,1,VEG,1,FLR,1,VEG,1,FLR,1,VEG,,,red flower
20180427,1301,"MFO, RLO",AVEBAR,1,FLR,1,FLR,,,1,FLR,,,1,VEG,1,FLR,1,FLR,1,FLR,2,FLR,1,FLR,1,FLR,
20180427,1301,"MFO, RLO",BRIMAX,2,FLR,4,FLR,3,FLR,3,FLR,3,FLR,5,FLR,1,FLR,3,FLR,2,FLR,2,FLR,,,1,FLR,
20180427,1301,"MFO, RLO",SANCRA,2,FRT,10,FRT,2,FRT,5,FRT,8,FRT,3,FRT,1,VEG,2,FRT,1,FRT,1,FRT,2,VEG,6,FRT,
20180427,1301,"MFO, RLO",SHEARV,1,FLR,,,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",GALAPA,1,FRT,1,FRT,1,FRT,2,FRT,1,FRT,1,FRT,2,FRT,1,FRT,,,,,1,FRT,1,FRT,
20180427,1301,"MFO, RLO",TORARV,1,VEG,3,VEG,3,VEG,3,VEG,2,VEG,2,VEG,2,VEG,1,VEG,1,VEG,,,1,VEG,1,VEG,
20180427,1301,"MFO, RLO",VICSAT,1,FLR,2,FLR,2,FLR,,,2,FLR,1,FLR,1,FRT,1,FLR,1,FRT,1,FLR,,,,,
20180427,1301,"MFO, RLO",RANOCC,1,FLR,1,FLR,1,FLR,1,FRT,1,FRT,1,FRT,,,2,FRT,1,FRT,1,FRT,,,,,
20180427,1301,"MFO, RLO",DELPAT,,,,,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",SCAPEC,,,1,VEG,1,VEG,,,2,VEG,2,FLR,,,1,VEG,1,FLR,,,,,,,
20180427,1301,"MFO, RLO",TRIOLI,,,1,FLR,,,1,FLR,,,,,1,FLR,1,FLR,1,FLR,,,,,1,FRT,
20180427,1301,"MFO, RLO",CARCAL,,,1,FRT,,,,,1,FRT,,,1,FRT,1,VEG,1,VEG,,,,,,,
20180427,1301,"MFO, RLO",BRODIA,,,,,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,1,FLR,,,1,FLR,
20180427,1301,"MFO, RLO",TONTEN,,,,,1,FRT,1,FRT,1,FRT,1,FLR,1,FRT,1,FRT,,,,,,,,,
20180427,1301,"MFO, RLO",CERGLO,,,1,FLR,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",NEMHET,,,1,FRT,1,FLR,1,FRT,1,FRT,1,FRT,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",DICCAP,,,1,VEG,,,1,VEG,,,,,,,,,1,VEG,1,FLR,1,FLR,1,VEG,
20180427,1301,"MFO, RLO",CLAPER,,,,,2,FRT,1,FRT,2,FRT,2,FRT,1,FRT,1,FRT,1,FRT,,,1,FRT,,,
20180427,1301,"MFO, RLO",FESCAL,,,1,VEG,,,,,,,,,3,FLR,,,,,,,,,,,
20180427,1301,"MFO, RLO",MELGEY,,,,,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",PRIHEN,,,,,,,,,,,,,1,VEG,,,,,,,,,1,FRT,
20180427,1301,"MFO, RLO",HYPGLA,,,,,,,,,,,,,1,VEG,1,FLR,,,1,FLR,,,1,FLR,
20180427,1301,"MFO, RLO",BRADIS,,,,,1,FLR,,,,,,,,,2,FLR,1,FLR,1,FLR,1,FLR,1,FLR,
20180427,1301,"MFO, RLO",TRIBIF,,,,,,,,,1,FLR,,,,,,,1,FLR,,,,,,,
20180427,1301,"MFO, RLO",AIRCAR,,,,,,,,,1,FLR,,,1,FLR,1,FLR,,,1,FLR,,,1,FLR,
20180427,1301,"MFO, RLO",ANIMAD,,,,,,,,,1,VEG,,,2,VEG,,,,,,,,,,,
20180427,1301,"MFO, RLO",BRIMIN,,,,,,,,,,,,,1,FLR,1,FLR,,,,,,,,,
20180427,1301,"MFO, RLO",TRIWIL,,,,,,,,,,,,,,,,,,,2,FLR,,,,,
20180427,1301,"MFO, RLO",GALCAL,,,,,,,,,,,,,1,VEG,1,VEG,1,FRT,1,VEG,1,FLR,,,
20180427,1301,"MFO, RLO",GALPAR,,,,,,,,,,,,,1,VEG,1,VEG,1,VEG,1,VEG,2,VEG,1,VEG,
20180427,1301,"MFO, RLO",FESBRO,,,,,,,,,,,,,,,1,FLR,1,FLR,,,,,,,
20180427,1301,"MFO, RLO",LUZCOM,,,,,,,,,,,,,,,1,FRT,,,,,,,,,
20180427,1301,"MFO, RLO",LACSER,,,,,,,,,,,,,,,,,1,FLR,,,,,,,
20180427,1301,"MFO, RLO",TRIMICCEP,,,,,,,,,,,,,,,,,1,VEG,,,,,,,
20180427,1301,"MFO, RLO",LYSARV,,,,,,,,,,,,,,,,,1,VEG,1,FLR,1,FLR,,,
20180427,1301,"MFO, RLO",SISBEL,,,,,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",LATANG,,,,,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",LUPBIC,,,,,,,,,,,,,,,,,,,1,FRT,,,1,FRT,
20180427,1301,"MFO, RLO",ACMPAR,,,,,,,,,,,,,,,,,,,,,1,FLR,,,
20180427,1301,"MFO, RLO",CYNGRA,,,,,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",FRIAFF,,,,,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",BROHOR,,,,,,,,,,,,,,,,,,,1,FLR,,,,,
20180427,1301,"MFO, RLO",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,,,
20180427,1301,"MFO, RLO",TOXDIV,,,,,,,,,,,,,,,,,,,,,,,,,
