"Plot Title: PPW1310_10006338"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10006338, SEN S/N: 10006338)","RH, % (LGR S/N: 10006338, SEN S/N: 10006338)","Coupler Detached (LGR S/N: 10006338)","Coupler Attached (LGR S/N: 10006338)","Stopped (LGR S/N: 10006338)","End Of File (LGR S/N: 10006338)"
1,06/27/18 11:00:00 AM,23.689,49.751,Logged,,,
2,06/27/18 11:30:00 AM,24.315,49.037,,,,
3,06/27/18 12:00:00 PM,25.477,45.812,,,,
4,06/27/18 12:30:00 PM,25.744,45.456,,,,
5,06/27/18 01:00:00 PM,26.012,45.164,,,,
6,06/27/18 01:30:00 PM,26.646,45.110,,,,
7,06/27/18 02:00:00 PM,27.161,43.540,,,,
8,06/27/18 02:30:00 PM,28.122,42.304,,,,
9,06/27/18 03:00:00 PM,27.554,42.208,,,,
10,06/27/18 03:30:00 PM,28.394,41.346,,,,
11,06/27/18 04:00:00 PM,28.965,38.986,,,,
12,06/27/18 04:30:00 PM,27.751,40.186,,,,
13,06/27/18 05:00:00 PM,28.097,40.421,,,,
14,06/27/18 05:30:00 PM,26.475,43.559,,,,
15,06/27/18 06:00:00 PM,25.210,45.877,,,,
16,06/27/18 06:30:00 PM,23.280,50.427,,,,
17,06/27/18 07:00:00 PM,22.705,52.680,,,,
18,06/27/18 07:30:00 PM,21.318,56.030,,,,
19,06/27/18 08:00:00 PM,18.889,62.377,,,,
20,06/27/18 08:30:00 PM,16.796,69.038,,,,
21,06/27/18 09:00:00 PM,15.318,73.896,,,,
22,06/27/18 09:30:00 PM,14.242,77.667,,,,
23,06/27/18 10:00:00 PM,13.353,80.734,,,,
24,06/27/18 10:30:00 PM,12.582,84.467,,,,
25,06/27/18 11:00:00 PM,12.074,86.273,,,,
26,06/27/18 11:30:00 PM,11.565,88.556,,,,
27,06/28/18 12:00:00 AM,11.127,90.095,,,,
28,06/28/18 12:30:00 AM,10.883,91.279,,,,
29,06/28/18 01:00:00 AM,10.418,92.526,,,,
30,06/28/18 01:30:00 AM,10.026,93.320,,,,
31,06/28/18 02:00:00 AM,9.657,94.240,,,,
32,06/28/18 02:30:00 AM,9.361,95.525,,,,
33,06/28/18 03:00:00 AM,9.114,96.337,,,,
34,06/28/18 03:30:00 AM,8.965,97.021,,,,
35,06/28/18 04:00:00 AM,8.817,97.329,,,,
36,06/28/18 04:30:00 AM,8.519,97.842,,,,
37,06/28/18 05:00:00 AM,8.494,98.626,,,,
38,06/28/18 05:30:00 AM,8.195,98.690,,,,
39,06/28/18 06:00:00 AM,7.945,99.014,,,,
40,06/28/18 06:30:00 AM,8.220,99.729,,,,
41,06/28/18 07:00:00 AM,9.854,95.657,,,,
42,06/28/18 07:30:00 AM,12.509,86.137,,,,
43,06/28/18 08:00:00 AM,15.318,71.730,,,,
44,06/28/18 08:30:00 AM,16.796,61.223,,,,
45,06/28/18 09:00:00 AM,18.628,55.570,,,,
46,06/28/18 09:30:00 AM,20.913,49.608,,,,
47,06/28/18 10:00:00 AM,23.328,41.802,,,,
48,06/28/18 10:30:00 AM,25.016,38.776,,,,
49,06/28/18 11:00:00 AM,27.358,32.393,,,,
50,06/28/18 11:30:00 AM,28.320,30.236,,,,
51,06/28/18 12:00:00 PM,29.290,28.810,,,,
52,06/28/18 12:30:00 PM,30.394,26.795,,,,
53,06/28/18 01:00:00 PM,31.996,23.743,,,,
54,06/28/18 01:30:00 PM,32.201,24.456,,,,
55,06/28/18 02:00:00 PM,32.407,24.960,,,,
56,06/28/18 02:30:00 PM,33.183,25.293,,,,
57,06/28/18 03:00:00 PM,33.626,26.407,,,,
58,06/28/18 03:30:00 PM,33.521,27.688,,,,
59,06/28/18 04:00:00 PM,34.202,26.554,,,,
60,06/28/18 04:30:00 PM,33.261,26.276,,,,
61,06/28/18 05:00:00 PM,32.717,27.419,,,,
62,06/28/18 05:30:00 PM,31.893,28.740,,,,
63,06/28/18 06:00:00 PM,30.950,29.733,,,,
64,06/28/18 06:30:00 PM,29.715,31.852,,,,
65,06/28/18 07:00:00 PM,28.766,32.991,,,,
66,06/28/18 07:30:00 PM,27.407,34.821,,,,
67,06/28/18 08:00:00 PM,25.914,37.346,,,,
68,06/28/18 08:30:00 PM,24.122,40.258,,,,
69,06/28/18 09:00:00 PM,22.729,43.161,,,,
70,06/28/18 09:30:00 PM,21.748,45.137,,,,
71,06/28/18 10:00:00 PM,20.841,47.607,,,,
72,06/28/18 10:30:00 PM,19.960,50.173,,,,
73,06/28/18 11:00:00 PM,19.199,52.565,,,,
74,06/28/18 11:30:00 PM,18.390,55.228,,,,
75,06/29/18 12:00:00 AM,17.938,56.172,,,,
76,06/29/18 12:30:00 AM,17.415,57.706,,,,
77,06/29/18 01:00:00 AM,16.892,59.528,,,,
78,06/29/18 01:30:00 AM,16.487,61.561,,,,
79,06/29/18 02:00:00 AM,16.201,62.496,,,,
