Plot,Subplot,Num,UTM.E,UTM.N,Species,Survival,Basal,Epicormic,Apical,PercLivingCanopy,DBH_cm,BasalResproutHeight,BasalResproutCount,Senesced,Notes
1501,A1,7702,,,QUEGAR,1,0,1,0,1,29.2,,,S,
1501,A1,7703,,,QUEGAR,1,0,1,1,2,29.3,,,S,
1501,A1,7708,,,QUEGAR,1,0,1,1,2,23.3,,,S,
1501,A1,7709,,,QUEGAR,1,0,0,0,0,39.5,,,,Dead on Ground
1501,A1,7709.1,,,QUEGAR,1,0,0,0,0,,,,,Dead on Ground
1501,A1,7709.2,,,QUEGAR,0,0,0,0,0,24.5,,,,Dead on Ground
1501,A1,7710,,,QUEGAR,0,0,1,1,1,25.7,,,S,
1501,A1,7711,,,QUEGAR,1,0,1,0,1,23,,,S,
1501,A1,7711.1,,,QUEGAR,0,0,1,1,0,22.8,,,S,
1501,A1,7712,,,QUEGAR,1,0,1,0,0,28,,,S,
1501,A1,7713,,,QUEGAR,0,0,0,0,0,39.9,,,,Snag
1501,A1,7714,,,QUEGAR,1,0,1,0,1,40.4,,,S,
1501,A1,7715,,,QUEGAR,1,0,1,0,1,48.1,,,S,
1501,A1,7716,,,QUEDOU,1,0,1,0,1,27.5,,,S,Powdery Mildew
1501,A1,7717,,,QUEDOU,1,1,1,0,1,25.4,113.2,7,S,
1501,A2,7706,,,QUEGAR,1,0,1,1,1,34,,,S,
1501,A2,7707,,,QUEDOU,1,0,1,0,1,21.3,,,S,
1501,A2,7718,,,QUEGAR,1,1,1,1,1,27.5,,0,S,
1501,A2,7719,,,QUEGAR,1,0,1,1,2,37.2,,,S,
1501,A2,7719.1,,,QUEGAR,1,0,1,1,1,23.8,,,S,
1501,A2,7720,,,QUEGAR,1,0,1,1,1,22.7,,,S,
1501,A2,7721,,,QUEGAR,1,0,0,0,0,29.8,,,S,
1501,A2,7721.1,,,QUEGAR,1,0,0,1,1,24.9,,,S,
1501,A2,7721.2,,,QUEGAR,1,0,1,1,1,24.7,,,S,
1501,A2,7722,,,QUEGAR,1,0,1,1,2,25.8,,,S,
1501,A2,7724,,,QUEGAR,1,1,1,1,1,22.1,55.6,2,S,
1501,A2,7725,,,QUEGAR,1,0,1,0,1,25.2,,,S,
1501,A2,7725.1,,,QUEGAR,1,0,0,1,0,21.3,,,S,
1501,A2,7726,,,QUEGAR,1,0,1,1,1,19.7,,,S,
1501,A2,7770,,,QUEGAR,1,0,1,1,2,26.7,,,S,
1501,A2,7771,,,QUEGAR,1,0,1,1,2,28.6,,,S,
1501,A3,7698,,,QUEGAR,1,0,1,1,3,36.3,,,S,
1501,A3,7699,,,QUEGAR,1,0,1,1,2,44.9,,,S,
1501,A3,7756,,,QUEGAR,1,0,1,1,3,24.9,,,S,
1501,A3,7757,,,QUEGAR,1,0,1,1,2,30.7,,,S,
1501,A3,7758,,,QUEGAR,1,0,1,1,3,28.2,,,S,
1501,A3,7758.1,,,QUEGAR,1,0,1,1,3,25.4,,,S,
1501,A3,7759,,,QUEGAR,1,0,1,1,2,36.7,,,S,
1501,A3,7760,,,QUEGAR,1,0,1,1,3,21.8,,,S,
1501,A3,7761,,,QUEGAR,1,0,1,1,2,23.7,,,S,
1501,A3,7762,,,QUEGAR,1,0,1,1,2,26.5,,,S,
1501,A3,7764,,,QUEGAR,1,1,1,1,0,23.3,84.8,3,S,
1501,A4,7636,,,QUEGAR,1,0,0,1,4,35.9,,,S,Not in list
1501,A4,7637,,,QUEGAR,1,0,1,1,3,37.8,,,S,
1501,A4,7637.1,,,QUEGAR,1,0,0,1,2,34.9,,,S,
1501,A4,7638,,,QUEGAR,1,1,1,1,4,39.8,,0,S,
1501,A4,7638.1,,,QUEGAR,1,0,1,1,3,35,,,S,
1501,A4,7639,,,QUEGAR,1,0,1,1,2,31.2,,,S,
1501,A4,7640,,,QUEGAR,1,0,1,1,4,42.6,,,S,
1501,A4,7700,,,QUEGAR,1,0,1,1,2,26,,,S,
1501,A4,7749,,,QUEGAR,1,0,1,1,3,25.8,,,S,
1501,A4,7750,,,QUEGAR,1,0,1,1,2,24.4,,,S,Mistletoe
1501,A4,7751,,,QUEGAR,1,0,1,1,3,20,,,S,
1501,A4,7752,,,QUEGAR,1,0,1,1,4,36.1,,,S,
1501,A4,7753,,,QUEGAR,1,0,1,1,4,24.3,,,S,
1501,A4,7754,,,QUEGAR,1,0,1,1,4,29.4,,,S,
1501,A4,7755,,,QUEGAR,1,0,1,1,1,18.5,,,S,
1501,A5,7633,,,QUEGAR,1,0,1,1,4,60.6,,,S,
1501,A5,7633.1,,,QUEGAR,1,0,1,0,5,52.7,,,S,
1501,A5,7634,,,QUEGAR,1,0,1,1,3,38.3,,,S,
1501,A5,7635,,,QUEGAR,1,1,1,1,4,44.2,,0,S,Not in DB
1501,A5,10706,,,QUEAGR,1,0,1,1,3,74.8,,,,
1501,A5,10706.1,,,QUEAGR,1,0,1,1,3,43.5,,,,OUT
1501,B1,7585,,,QUEGAR,1,0,1,1,3,35.8,,,S,
1501,B1,7586,,,QUEGAR,1,0,1,1,3,31.3,,,S,
1501,B1,7587,,,QUEGAR,1,0,1,1,2,39.3,,,S,
1501,B1,7588,,,QUEGAR,1,0,1,1,2,33.8,,,S,
1501,B1,7588.1,,,QUEGAR,1,0,1,1,2,34.4,,,S,
1501,B1,7589,,,QUEGAR,1,0,1,1,2,33.4,,,S,
1501,B1,7590,,,QUEDOU,1,0,1,1,1,22.5,,,S,
1501,B1,7592,,,QUEDOU,1,0,1,1,3,32.4,,,S,
1501,B1,7593,,,QUEGAR,1,0,1,1,3,32,,,S,
1501,B1,7597,,,QUEGAR,1,0,0,1,0,20.2,,,S,
1501,B1,7598,,,QUEGAR,1,0,1,1,1,20,,,S,
1501,B1,7599,,,QUEGAR,1,0,1,1,3,28.1,,,S,
1501,B1,7599.1,,,QUEGAR,1,0,1,1,2,23.8,,,S,
1501,B1,7600,,,QUEGAR,1,0,1,1,1,26.3,,,S,
1501,B1,7600.1,,,QUEGAR,1,0,1,1,1,20.7,,,S,
1501,B1,7701,,,QUEGAR,1,0,1,1,2,32.1,,,S,
1501,B2,7591,,,QUEDOU,1,0,1,1,3,24.9,,,S,
1501,B2,7594,,,QUEGAR,1,0,1,1,3,29.1,,,S,
1501,B2,7595,,,QUEGAR,1,0,1,1,2,30.1,,,S,
1501,B2,7686,,,QUEGAR,1,0,1,1,3,39.8,,,S,
1501,B2,7704,,,QUEGAR,1,0,1,1,3,36.1,,,S,
1501,B2,7705,,,QUEDOU,1,0,0,1,0,17.9,,,S,
1501,B2,7723,,,QUEDOU,1,0,1,1,2,23.3,,,S,
1501,B2,7769,,,ARCMAN,0,0,0,0,0,29.5,,,,Dead on Ground
1501,B2,7769.1,,,ARCMAN,0,0,0,0,0,,,,,Dead on Ground can't get DBH
1501,B2,7769.2,,,ARCMAN,0,0,0,0,0,,,,,Dead on Ground can't get DBH
1501,B3,7687,,,QUEGAR,1,0,1,1,3,27.7,,,S,
1501,B3,7688,,,QUEGAR,1,1,1,1,4,26.7,,,S,
1501,B3,7689,,,QUEGAR,1,0,1,1,1,28.1,,,S,
1501,B3,7690,,,QUEGAR,1,0,1,1,3,28.1,,,S,
1501,B3,7691,,,AESCAL,1,0,0,1,0,21.4,190.2,34,S,
1501,B3,7692,,,QUEGAR,1,0,1,1,3,23.5,,,S,Mistletoe
1501,B3,7693,,,QUEGAR,1,1,1,1,2,21.5,68.3,5,S,
1501,B3,7694,,,QUEGAR,1,0,1,1,3,26.1,,,S,
1501,B3,7695,,,QUEGAR,1,0,1,1,3,21.6,,,S,
1501,B3,7696,,,QUEGAR,1,0,1,1,3,24.9,,,S,
1501,B3,7696.1,,,QUEGAR,1,0,1,1,3,22.6,,,S,
1501,B3,7697,,,QUEGAR,1,0,1,1,4,27.5,,,S,
1501,B3,7763,,,QUEGAR,1,0,1,1,3,39.8,,,S,
1501,B3,7763.1,,,QUEGAR,1,0,1,1,3,28.7,,,S,
1501,B3,7765,,,QUEGAR,1,0,1,1,3,30,,,S,
1501,B3,7766,,,QUEGAR,0,0,0,0,0,27.7,,,,Snag
1501,B3,7767,,,QUEGAR,1,0,1,1,3,26.2,,,S,
1501,B3,7768,,,QUEGAR,1,0,1,1,2,23.5,,,S,
1501,B4,7641,,,QUEGAR,1,0,1,1,2,54.7,,,S,Mistletoe
1501,B4,7642,,,QUEGAR,1,0,1,1,3,53.2,,,S,
1501,B4,7643,,,QUEGAR,0,0,0,0,0,,,,,On ground burned
1501,B4,7644,,,AESCAL,1,1,0,1,0,16,161.9,17,S,
1501,B4,7644.1,,,AESCAL,1,0,0,1,0,18.5,,,S,
1501,B4,7644.2,,,AESCAL,1,0,0,1,0,5.8,,,S,
1501,B4,7644.3,,,AESCAL,1,0,0,1,0,4.8,,,S,
1501,B5,7631,,,QUEGAR,0,0,0,0,0,42.8,,,,
1501,B5,7632,,,QUEAGR,1,0,1,1,4,71.8,,,,
1501,B5,7632.1,,,QUEAGR,1,0,1,0,2,15.5,,,,NEW
1501,B5,10705,,,QUEGAR,1,0,1,1,4,104.3,,,S,
1501,C1,7546,,,QUEGAR,1,0,1,1,3,34.8,,,S,
1501,C1,7574,,,QUEGAR,1,0,1,1,1,23.9,,,S,
1501,C1,7583,,,QUEGAR,1,0,1,1,3,30.7,,,S,
1501,C1,7583.1,,,QUEGAR,1,0,1,1,2,25.4,,,S,
1501,C1,7584,,,QUEGAR,1,0,1,1,2,33.7,,,S,
1501,C1,7586,,,QUEGAR,1,0,1,1,2,28.6,,,S,
1501,C2,7575,,,QUEGAR,1,0,1,1,1,48,,,S,
1501,C2,7576,,,QUEGAR,1,0,1,1,2,34.1,,,S,
1501,C2,7577,,,QUEGAR,1,0,1,1,3,41,,,S,
1501,C2,7578,,,QUEGAR,1,0,1,1,3,37.3,,,S,
1501,C2,7579,,,QUEGAR,1,0,1,1,2,39.1,,,S,
1501,C2,7580,,,QUEGAR,1,0,1,1,1,30,,,S,
1501,C2,7581,,,QUEDOU,1,0,0,1,0,18.7,,,S,
1501,C2,7582,,,QUEDOU,1,0,1,1,1,23.1,,,S,
1501,C2,7665,,,QUEGAR,0,0,0,0,0,,,,,Dead on Ground can't get DBH
1501,C2,7685,,,QUEGAR,1,1,1,1,3,46.9,54.1,1,S,
1501,C3,1020,,,QUEGAR,1,0,1,1,2,36.2,,,,
1501,C3,7664,,,QUEGAR,1,1,1,1,3,22.8,58.1,1,S,
1501,C3,7683,,,QUEGAR,0,0,0,0,0,,,,,Dead on Ground Burned
1501,C4,7627,,,QUEGAR,1,0,1,1,4,58.9,,,S,
1501,C4,7628,,,QUEGAR,1,0,1,1,3,39.9,,,S,
1501,C4,7629,,,AESCAL,1,1,0,1,0,19,204.1,16,S,
1501,C4,7629.1,,,AESCAL,1,0,0,1,0,15.7,,,S,
1501,C4,7630,,,UMBCAL,1,0,0,1,4,57,,,,
1501,C4,7630.1,,,UMBCAL,1,1,0,1,4,58,55,2,,
1501,C4,7645,,,AESCAL,1,0,0,1,0,15.6,,,S,
1501,C4,7663,,,QUEGAR,1,0,1,1,4,36.4,,,S,
1501,C4,7663.1,,,QUEGAR,1,0,1,1,3,20.6,,,S,
1501,C5,7623,,,QUEGAR,0,0,0,0,0,,,,,Dead on Ground Burned
1501,C5,7624,,,QUEAGR,1,0,1,1,4,44.2,,,,
1501,C5,7625,,,QUEAGR,1,0,1,1,4,42.8,,,,
1501,C5,7626,,,QUEGAR,0,0,0,0,0,,,,,Dead on Ground Burned
1501,D1,7535,,,QUEGAR,1,0,1,1,4,29,,,S,
1501,D1,7536,,,QUEGAR,1,0,1,1,4,23.9,,,S,
1501,D1,7537,,,QUEGAR,1,0,1,1,3,38.6,,,S,
1501,D1,7538,,,QUEGAR,1,0,1,1,2,25.4,,,S,
1501,D1,7539,,,QUEGAR,1,0,1,1,3,30.1,,,S,
1501,D1,7540,,,QUEGAR,1,0,1,1,2,24.1,,,S,
1501,D1,7541,,,QUEGAR,1,0,1,1,2,21.7,,,S,
1501,D1,7542,,,QUEGAR,1,0,1,1,3,25.2,,,S,
1501,D1,7544,,,QUEGAR,1,0,1,1,2,18.6,,,S,
1501,D1,7545,,,QUEGAR,1,0,1,1,0,25.7,,,S,
1501,D1,7571,,,QUEGAR,1,0,1,1,3,19.7,,,S,
1501,D2,7565,,,AESCAL,1,1,0,1,0,18.4,161.4,27,S,
1501,D2,7566,,,AESCAL,1,1,1,1,0,27.2,268.3,26,S,
1501,D2,7567,,,QUEGAR,1,0,1,1,3,29.6,,,S,
1501,D2,7569,,,QUEDOU,1,0,1,1,3,44.3,,,S,
1501,D2,7570,,,QUELOB,1,0,1,1,3,29.6,,,S,
1501,D2,7572,,,QUEGAR,1,1,1,1,2,26.7,62.5,1,S,
1501,D2,7573,,,QUEGAR,1,1,1,1,1,30.8,83.6,19,S,
1501,D2,7668,,,QUEGAR,1,0,1,1,3,22.6,,,S,
1501,D3,7562,,,QUEGAR,1,0,1,1,3,36.6,,,S,
1501,D3,7667,,,QUEGAR,1,0,1,1,2,24.4,,,S,
1501,D3,7668,,,QUEGAR,1,0,1,1,3,37.5,,,S,
1501,D3,7669,,,QUEGAR,1,0,1,1,2,20.6,,,S,
1501,D3,7670,,,QUEGAR,0,1,0,0,0,26.3,80.4,12,S,Snag
1501,D3,7677,,,QUEGAR,1,0,1,1,1,18.1,,,S,
1501,D3,7678,,,QUEGAR,1,0,1,1,2,27.9,,,S,
1501,D3,7679,,,QUEGAR,1,0,1,1,2,30,,,S,
1501,D3,7680,,,QUEGAR,1,0,1,1,1,25.8,,,S,
1501,D3,7681,,,QUEGAR,1,0,1,1,3,35.2,,,S,
1501,D3,7682,,,QUEGAR,1,0,1,1,2,32.8,,,S,
1501,D3,7682.1,,,QUEGAR,1,1,1,1,2,29.9,73.6,6,S,
1501,D4,7646,,,AESCAL,1,1,1,1,0,,,,S,Unable to get DBH because of dead tree
1501,D4,7646.1,,,AESCAL,1,0,0,1,0,,,,S,Unable to get DBH because of dead tree
1501,D4,7647,,,QUEGAR,1,0,1,1,3,33.2,,,S,Dead Tree Leaning on it
1501,D4,7648,,,AESCAL,1,1,1,1,1,25.5,195.3,3,S,
1501,D4,7649,,,AESCAL,1,1,0,1,0,19.5,203.5,26,S,
1501,D4,7650,,,AESCAL,0,1,0,0,0,17.4,118.2,3,,
1501,D4,7651,,,AESCAL,1,1,0,1,0,22.6,124.8,7,S,
1501,D4,7652,,,UMBCAL,0,1,0,0,0,28.5,258.3,15,,Dead
1501,D4,7652.1,,,UMBCAL,0,0,0,0,0,30.3,,,,
1501,D4,7652.2,,,UMBCAL,0,0,0,0,0,17.8,,,,
1501,D4,7659,,,AESCAL,1,1,0,1,0,18.5,,0,S,
1501,D4,7660,,,QUEGAR,1,0,1,1,3,22.2,,,S,
1501,D4,7661,,,QUEGAR,1,0,1,1,4,29.8,,,S,
1501,D4,7662,,,QUEGAR,1,0,1,1,2,26.9,,,S,
1501,D4,7666,,,QUEGAR,1,0,1,1,3,27.3,,,S,
1501,D4,7671,,,AESCAL,1,1,1,1,0,18.5,84,2,S,
1501,D4,7672,,,QUEGAR,1,0,1,1,4,29.5,,,S,
1501,D4,7673,,,QUEGAR,1,0,1,1,2,20.6,,,S,
1501,D4,7675,,,QUEGAR,1,0,1,1,4,34.8,,,S,
1501,D4,7676,,,QUEGAR,1,0,1,1,1,28.2,,,S,
1501,D4,7684,,,QUEGAR,0,0,0,0,0,,,,,Burned Completely
1501,D5,7621,,,QUEGAR,0,0,0,0,0,,,,,Dead on Ground Burned
1501,D5,7621.1,,,QUEGAR,0,0,0,0,0,,,,,Dead on Ground Burned
1501,D5,7622,,,QUEGAR,1,1,1,1,2,25.9,93.9,19,S,
1501,D5,10704,,,QUEGAR,1,1,1,1,3,57.1,81.2,2,S,
1501,E1,7525,,,QUEGAR,1,0,1,1,3,44.8,,,S,
1501,E1,7526,,,QUEGAR,1,0,1,1,3,29,,,S,
1501,E1,7527,,,QUEGAR,1,0,1,1,3,45.8,,,S,
1501,E1,7528,,,QUEGAR,1,0,1,1,2,25.7,,,S,
1501,E1,7529,,,QUEGAR,1,0,1,1,1,24.6,,,S,
1501,E1,7530,,,QUEGAR,1,0,1,1,3,31.2,,,S,
1501,E1,7530.1,,,QUEGAR,1,0,1,1,2,24,,,S,
1501,E1,7531,,,QUEGAR,1,0,1,1,3,26.2,,,S,
1501,E1,7532,,,QUEGAR,1,0,1,1,3,28.8,,,S,
1501,E1,7533,,,QUEGAR,1,0,1,1,2,23.1,,,S,
1501,E1,7534,,,QUEGAR,1,0,1,1,1,18.9,,,S,
1501,E1,7543,,,QUEGAR,1,0,1,1,3,46,,,S,PO in DBH
1501,E1,7547,,,QUEGAR,1,0,1,1,3,26.1,,,S,
1501,E1,7548,,,QUEGAR,1,0,1,1,3,23.2,,,S,
1501,E1,7549,,,QUEGAR,1,1,1,1,3,27.9,66.3,5,S,
1501,E1,7553,,,QUEGAR,0,0,0,0,0,,,,,Burned Completely
1501,E1,7554,,,QUEGAR,1,0,1,1,3,52.6,,,S,
1501,E1,7563,,,QUEGAR,1,0,1,1,3,59.9,,,S,
1501,E2,7550,,,QUEGAR,1,1,1,1,4,46.7,,0,S,
1501,E2,7551,,,UMBCAL,0,1,0,0,0,,90.5,13,,
1501,E2,7551.1,,,UMBCAL,0,0,0,0,0,,,,,Dead & Gone
1501,E2,7552,,,QUEGAR,1,0,1,1,2,24.3,,,S,
1501,E2,7556,,,QUEAGR,1,0,1,0,2,42.8,,,,
1501,E2,7556.1,,,QUEAGR,1,0,1,0,1,18.4,,,,
1501,E2,7564,,,QUEGAR,1,0,1,1,3,29.2,,,S,Change Species in DB
1501,E3,7557,,,QUEGAR,1,0,1,1,1,29.7,,,S,
1501,E3,7558,,,QUEGAR,1,0,1,1,2,36.7,,,S,Top Fell Off
1501,E3,7558.1,,,QUEGAR,1,0,1,1,3,27.8,,,S,
1501,E3,7559,,,QUEGAR,1,0,1,1,3,28.6,,,S,
1501,E3,7560,,,QUEGAR,1,0,1,1,3,27.1,,,S,
1501,E3,7560.1,,,QUEGAR,1,0,1,1,3,24.7,,,S,
1501,E3,7561,,,QUEGAR,1,1,1,1,3,51,,0,S,
1501,E4,7654,,,UMBCAL,0,1,0,1,0,36.3,81.2,11,,Lost some of trunk lowering DBH
1501,E4,7654.1,,,UMBCAL,0,0,0,0,0,,,,,Dead/Gone
1501,E4,7655,,,AESCAL,1,1,0,1,0,20.5,212.6,9,S,
1501,E4,7674,,,QUEGAR,1,0,1,1,3,34.7,,,S,
1501,E5,7620,,,QUEGAR,1,0,1,1,3,36.8,,,S,
1501,E5,7653,,,QUEAGR,1,1,1,1,3,44.4,,0,,Burned
1501,E5,7656,,,QUEGAR,1,0,1,1,4,63.1,,,S,
1501,E5,7657,,,QUEGAR,0,0,0,0,0,,,,,Dead on Ground Burned
1501,E5,7658,,,QUEGAR,1,0,1,0,1,25.1,,,S,OUT
1501,E5,10703,,,QUEGAR,1,0,1,1,4,47.1,,,S,
1507,A1,9890,,,PSEMEN,1,0,0,1,3,30.6,,,,
1507,A1,9891,,,PSEMEN,1,0,0,1,3,26.2,,,,
1507,A1,9892,,,PSEMEN,1,0,0,1,3,88.7,,,,
1507,A1,9893,,,PSEMEN,1,0,0,1,3,24.9,,,,
1507,A1,9897,,,QUEGAR,1,0,1,1,3,59.3,,,S,
1507,A2,9884,,,QUEGAR,1,0,0,1,3,47.9,,,,
1507,A2,9885,,,ARBMEN,1,1,1,1,3,46.8,114.6,32,,
1507,A2,9886,,,QUEKEL,1,0,1,1,2,78.2,,,,
1507,A2,9886.1,,,QUEKEL,1,0,1,1,2,57.2,,,,
1507,A2,9887,,,UMBCAL,1,1,1,0,1,,63,4,,"TREE DEAD, LARGE EPICORMIC BRANCH, NO DBH"
1507,A2,9888,,,QUEGAR,1,0,0,1,3,48.6,,,S,
1507,A2,9899,,,PSEMEN,1,0,0,1,3,26.6,,,,
1507,A3,9843,,,QUEAGR,1,0,1,1,4,31.5,,,,
1507,A3,9844,,,QUEGAR,1,0,1,1,4,31,,,S,
1507,A3,9844.1,,,QUEGAR,1,0,1,1,4,26.6,,,S,
1507,A3,9845,,,QUEGAR,1,1,1,1,4,43.4,,0,S,
1507,A3,9846,,,QUEGAR,1,0,1,1,3,52.6,,,S,
1507,A3,9847,,,QUEAGR,1,0,1,1,4,47.6,,,,
1507,A3,9848,,,QUEDOU,1,0,0,1,2,36.6,,,S,
1507,A3,9850,,,QUEAGR,1,0,1,1,4,50.2,,,,
1507,A3,9851,,,QUEAGR,1,0,1,1,3,36.6,,,,
1507,A4,9838,,,QUEKEL,0,0,0,0,0,,,,,D.O.G.
1507,A4,9838.1,,,QUEKEL,0,0,0,0,0,,,,,D.O.G.
1507,A4,9839,,,QUEGAR,1,0,1,1,3,63.4,,,S,
1507,A4,9841,,,QUEAGR,1,0,1,1,3,39.1,,,,
1507,A4,9842,,,QUEGAR,1,0,1,1,4,53.8,,,S,
1507,A4,9852,,,QUEGAR,0,0,0,0,0,21.6,,,,
1507,A4,9853,,,QUEGAR,1,0,1,1,3,22,,,S,
1507,A4,9854,,,QUEGAR,1,1,1,1,3,36,50,1,S,
1507,A4,9854.1,,,QUEGAR,1,0,1,1,3,20.6,,,S,
1507,A4,9855,,,QUEGAR,1,0,1,1,4,38.4,,,S,
1507,A4,9856,,,QUEGAR,1,0,1,1,0,35.7,,,S,
1507,A4,9856.1,,,QUEGAR,1,0,1,1,2,17.3,,,S,
1507,A5,9831,,,QUEKEL,1,0,1,1,3,59.3,,,S,
1507,A5,9832,,,QUEAGR,1,0,1,1,4,33.6,,,,
1507,A5,9833,,,QUEKEL,0,0,0,0,0,,,,,"NO DBH, TRUNK SPLIT"
1507,A5,9834,,,QUEKEL,1,0,1,0,1,44.9,,,S,
1507,A5,9835,,,QUEKEL,1,1,1,1,3,39,137.7,48,S,
1507,A5,9836,,,QUEGAR,1,0,1,1,3,41.4,,,S,
1507,A5,9837,,,QUEAGR,1,0,1,1,4,27.7,,,,
1507,A5,9837.1,,,QUEAGR,1,0,1,1,3,15.6,,,,
1507,A5,9837.2,,,QUEAGR,1,0,1,1,3,12.5,,,,
1507,A5,9837.3,,,QUEAGR,1,0,1,0,2,8,,,,
1507,B1,9880,,,QUEAGR,1,0,1,1,4,34.8,,,,
1507,B1,9880.1,,,QUEAGR,1,0,1,1,4,31.7,,,,
1507,B1,9880.2,,,QUEAGR,1,0,1,1,4,22.6,,,,
1507,B1,9905,,,PSEMEN,0,0,0,0,0,,,,,CUT DOWN
1507,B1,9906,,,PSEMEN,0,0,0,0,0,,,,,CUT DOWN
1507,B1,9956,,,PSEMEN,1,0,0,1,2,30.3,,,,
1507,B1,9957,,,PSEMEN,1,0,0,1,2,38.1,,,,
1507,B1,9958,,,PSEMEN,1,0,0,1,2,37.4,,,,
1507,B1,9959,,,PSEMEN,1,0,0,1,3,43.3,,,,
1507,B2,9881,,,QUEGAR,1,0,0,1,4,47.4,,,S,
1507,B2,9882,,,QUEKEL,1,1,1,1,3,96.2,,0,S,
1507,B2,9898,,,PSEMEN,1,0,0,1,3,31.1,,,,
1507,B3,9849,,,QUEGAR,1,0,0,1,4,94.1,,,S,NOT ON LIST
1507,B3,9863,,,QUEAGR,1,0,1,1,4,58.9,,,,
1507,B3,9863.1,,,QUEAGR,1,0,1,0,2,24.6,,,,
1507,B3,9864,,,PSEMEN,1,0,0,1,3,36.3,,,,
1507,B3,9865,,,ARBMEN,1,1,1,1,2,44,119.3,52,,
1507,B4,9858,,,QUEGAR,1,0,1,1,2,20.4,,,S,
1507,B4,9859,,,QUEGAR,1,1,1,1,2,28.4,73,11,S,
1507,B4,9859.1,,,QUEGAR,1,0,1,1,3,25.3,,,S,
1507,B4,9860,,,QUEGAR,1,0,1,1,4,34.3,,,S,
1507,B4,9860.1,,,QUEGAR,1,0,1,1,4,25.4,,,S,
1507,B4,9861,,,QUEDOU,1,0,1,1,3,26.8,,,S,
1507,B4,9862,,,QUEDOU,1,0,1,1,3,39.9,,,S,
1507,B5,9821,,,QUEGAR,1,1,1,1,4,36.2,,0,S,
1507,B5,9822,,,QUEGAR,1,0,1,1,4,28.7,,,S,
1507,B5,9823,,,QUEGAR,1,1,1,1,2,24.5,86.3,14,S,
1507,B5,9824,,,QUEGAR,1,1,0,1,4,31.5,,0,S,
1507,B5,9825,,,QUEGAR,1,0,1,1,3,25.7,,,S,
1507,B5,9826,,,QUEGAR,1,0,0,1,4,34.7,,,S,
1507,B5,9827,,,QUEKEL,0,0,0,0,0,,,,,D.O.G. NO DBH
1507,B5,9828,,,QUEAGR,1,1,1,1,5,44.7,,0,,
1507,B5,9829,,,QUEKEL,0,0,0,0,0,18.9,,,,D.O.G.
1507,B5,9830,,,AESCAL,1,1,0,1,0,29.2,95,2,S,
1507,B5,9831,,,AESCAL,0,0,0,0,0,,,,,"GONE, BURNED"
1507,B5,9857,,,QUEGAR,1,0,1,1,4,58.3,,,S,P.O. IN DBH
1507,B5,9857.1,,,QUEGAR,1,0,1,1,4,15.9,,,S,
1507,C1,9877,,,QUEKEL,1,0,1,1,3,72.1,,,S,
1507,C1,9878,,,ARBMEN,1,1,1,1,3,52,183.4,52,,
1507,C1,9878.1,,,ARBMEN,1,0,1,1,2,22.6,,,,
1507,C1,9879,,,QUEAGR,1,1,1,1,4,81.3,,0,,
1507,C1,9879.1,,,QUEAGR,1,0,1,1,4,63.9,,,,
1507,C1,9900,,,QUEAGR,1,1,1,1,4,69.6,,,,
1507,C1,9900.1,,,QUEAGR,1,0,1,1,4,38.5,,,,
1507,C2,9883,,,ARBMEN,1,1,1,0,1,50.4,241.3,132,,
1507,C4,9814,,,QUEAGR,1,0,1,1,4,45.2,,,,
1507,C4,9815,,,QUEGAR,1,1,1,1,3,42.2,51.2,1,S,
1507,C4,9816,,,QUEAGR,1,0,1,1,4,44.1,,,,
1507,C4,9816.1,,,QUEAGR,1,0,1,0,2,28.3,,,,
1507,C4,9817,,,QUEKEL,1,0,0,1,3,53.5,,,S,
1507,C4,9866,,,QUEGAR,1,1,1,1,2,27.6,66,3,S,
1507,C4,9867,,,QUEGAR,1,1,1,1,3,32.6,,0,S,
1507,C4,9868,,,QUEGAR,1,0,1,0,2,24.1,,,,POWDERY MILDEW
1507,C4,9869,,,QUEGAR,0,1,1,1,4,38.5,,0,S,
1507,C5,9818,,,QUEGAR,1,1,0,1,5,51.5,82.3,18,S,
1507,C5,9818.1,,,QUEGAR,0,0,0,0,0,,,,,
1507,C5,9819,,,QUELOB,1,1,1,1,2,29.3,,0,S,
1507,C5,9820,,,QUEAGR,0,1,0,0,0,73.6,115.9,5,,
1507,C5,9870,,,QUEGAR,1,0,0,1,4,44.3,,,,
1507,C5,9871,,,QUEGAR,0,1,0,0,0,31.7,59.2,2,,D.O.G.
1507,C5,9871.1,,,QUEGAR,0,0,0,0,0,,,,,D.O.G. NO DBH
1507,D1,9793,,,QUEGAR,1,0,1,1,4,48.8,,,S,
1507,D1,9794,,,QUEKEL,1,1,1,1,4,51.3,,,S,
1507,D1,9795,,,QUEKEL,0,1,0,0,0,55.5,75.6,21,,TOP FELL OFF
1507,D1,9875,,,PSEMEN,1,0,0,1,2,27.1,,,,
1507,D1,9876,,,PSEMEN,1,0,0,1,2,43.1,,,,
1507,D1,9953,,,PSEMEN,1,0,0,1,2,28.5,,,,
1507,D1,9954,,,QUEAGR,1,0,1,1,4,66.4,,,,
1507,D1,9954.1,,,QUEAGR,1,0,1,1,3,21.5,,,,
1507,D2,9796,,,QUEGAR,1,1,1,1,3,45.6,50.5,1,S,P.O. IN DBH
1507,D2,9797,,,QUEGAR,1,0,1,1,4,53.7,,,S,P.O. IN DBH
