Plot ID,PPW1315,,Sampler(s),"MFO, MNB, JEC, MMJ",,,,,Date ,20130314,,
Notes,,,,,,,,,,,,
Quad,Type,Tree Tag No.,Species,Confidence ,Dead/ Stump,SA or Stump Height (cm),SA or Stump BD (cm),SA  Branch #,DBH (cm), X (cm),Y (cm),Notes
A1,TR,2797,QUEGAR,0,,,,,16.2,190,111,
A1,TR,2799,QUEGAR,0,,,,,31.5,261,103,
A1,TR,2800,QUEGAR,0,,,,,27.15,271,152,
A1,TR,2687,QUEKEL,0,,,,,20.7,-115,-161,
A2,TR,2804,QUEGAR,0,,,,,19.3,19,255,
A2,TR,2805,QUEGAR,0,,,,,24.45,68,256,
A3,TR,2806,QUEKEL,0,,,,,13.6,103,217,
A3,TR,2806.1,QUEKEL,0,,,,,2.54,103,217,
A3,TR,2807,PSEMEN,1,,,,,1.5,32,133,
A3,SA,2808,PSEMEN,1,,79,2.48,1,,-143,-167,
A4,TR,2809,QUEGAR,0,,,,,20.95,-141,15,
B4,SA ,2810,PSEMEN,1,,113,3.7,1,,249,202,
B4,TR,2811,QUEGAR,0,,,,,17.85,-99,-42,
B4,TR,,QUEGAR,0,D,,,,18.5,-143,-59,"MARKED AS STUMP, BUT PRESUMED DEAD, MNB"
B3,TR,2812,QUEGAR,0,,,,,18.15,-167,-108,
B3,TR,2813,QUEGAR,0,,,,,17.15,-178,-83,
B3,TR,,QUEGAR,0,D,,11.8,,,-102,114,"MARKED AS STUMP, BUT PRESUMED DEAD, MNB"
B3,TR,2814,QUEGAR,0,,,,,24.2,-223,77,
B1,TR,2815,UMBCAL,0,,,,,13.9,-219,111,
B1,TR,2815.1,UMBCAL,1,,,,,9.45,-219,111,
B1,TR,2815.2,UMBCAL,1,,,,,1.13,-219,111,
B1,TR,2815.3,UMBCAL,1,,,,,1.48,-219,111,
B1,TS,2815.4,UMBCAL,1,,66,1.29,2,,-219,111,
C1,TR,2816,UMBCAL,1,,,,,11.6,72,97,
C1,TS,2816.1,UMBCAL,1,,88,1.32,2,,72,97,
C1,TR,2817,QUEGAR,0,,,,,27.15,-281,70,
C1,TR,2818,QUEGAR,0,,,,,16.7,159,-55,
C2,TR,2819,QUEGAR,0,,,,,17.5,-186,115,
C3,TR,2820,QUEGAR,0,,,,,13.85,79,42
C3,TR,,QUEGAR,0,S,,14,,,31,66
C3,TR,2821,QUEGAR,0,,,,,11.3,128,-76
C3,TR,2822,QUEGAR,0,,,,,16,164,-133
C3,TR,2823,QUEGAR,0,,,,,10.8,-44,-141
C4,SA,2824,PSEMEN,1,,121,2.33,1,,192,-192
C4,SA,2826,PSEMEN,1,,101,3.08,1,,43,-80
C4,TR,2825,QUEGAR,0,,,,,19.9,206,-58
D4,TR,2827,QUEGAR,0,,,,,14.1,-199,201
D4,TR,2828,QUEGAR,0,,,,,17.4,-152,213
D4,TR,2829,QUEGAR,0,,,,,18.9,-153,263
D4,TR,2830,QUEGAR,0,,,,,10.1,-82,-228
D4,TR,,QUEGAR,0,S,,,,14.1,-63,-252
D3,SA,2831,PSEMEN,1,,86,2.08,1,,138,216
D3,TR,2833,QUEGAR,0,,,,,27.7,41,62
D3,TR,2832,QUEGAR,0,,,,,17,95,50
D2,TR,2834,QUEGAR,0,,,,,17.9,62,286
D2,TR,2838,QUEGAR,0,,,,,16.4,-106,283
D2,TR,2835,QUEGAR,0,,,,,13,151,153
D2,TR,2836,QUEGAR,0,,,,,26.2,90,98
D2,TR,2837,QUEGAR,0,,,,,16,69,69
D1,TR,,QUEGAR,0,S,,,,12.3,-104,33
