"Plot Title: PPW1344_10008147"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10008147, SEN S/N: 10008147)","RH, % (LGR S/N: 10008147, SEN S/N: 10008147)","Coupler Detached (LGR S/N: 10008147)","Coupler Attached (LGR S/N: 10008147)","Stopped (LGR S/N: 10008147)","End Of File (LGR S/N: 10008147)"
1,05/25/13 12:00:00 AM,11.370,66.340,Logged,,,
2,05/25/13 12:30:00 AM,10.638,69.183,,,,
3,05/25/13 01:00:00 AM,9.952,71.931,,,,
4,05/25/13 01:30:00 AM,9.262,73.525,,,,
5,05/25/13 02:00:00 AM,8.593,75.655,,,,
6,05/25/13 02:30:00 AM,7.995,78.447,,,,
7,05/25/13 03:00:00 AM,7.770,80.849,,,,
8,05/25/13 03:30:00 AM,7.469,81.530,,,,
9,05/25/13 04:00:00 AM,7.066,83.454,,,,
10,05/25/13 04:30:00 AM,7.066,83.296,,,,
11,05/25/13 05:00:00 AM,6.813,83.922,,,,
12,05/25/13 05:30:00 AM,6.484,87.080,,,,
13,05/25/13 06:00:00 AM,6.763,85.170,,,,
14,05/25/13 06:30:00 AM,6.889,86.920,,,,
15,05/25/13 07:00:00 AM,7.217,87.259,,,,
16,05/25/13 07:30:00 AM,8.344,82.582,,,,
17,05/25/13 08:00:00 AM,9.287,78.428,,,,
18,05/25/13 08:30:00 AM,11.127,72.303,,,,
19,05/25/13 09:00:00 AM,12.001,68.839,,,,
20,05/25/13 09:30:00 AM,13.257,63.063,,,,
21,05/25/13 10:00:00 AM,14.529,57.983,,,,
22,05/25/13 10:30:00 AM,15.891,54.708,,,,
23,05/25/13 11:00:00 AM,17.843,47.353,,,,
24,05/25/13 11:30:00 AM,20.103,40.182,,,,
25,05/25/13 12:00:00 PM,21.294,37.343,,,,
26,05/25/13 12:30:00 PM,22.393,34.550,,,,
27,05/25/13 01:00:00 PM,22.489,36.806,,,,
28,05/25/13 01:30:00 PM,22.681,34.080,,,,
29,05/25/13 02:00:00 PM,23.713,33.009,,,,
30,05/25/13 02:30:00 PM,24.195,32.851,,,,
31,05/25/13 03:00:00 PM,23.905,35.656,,,,
32,05/25/13 03:30:00 PM,23.689,35.801,,,,
33,05/25/13 04:00:00 PM,23.713,36.928,,,,
34,05/25/13 04:30:00 PM,24.050,35.570,,,,
35,05/25/13 05:00:00 PM,24.291,35.992,,,,
36,05/25/13 05:30:00 PM,24.050,35.570,,,,
37,05/25/13 06:00:00 PM,23.641,28.972,,,,
38,05/25/13 06:30:00 PM,22.561,31.904,,,,
39,05/25/13 07:00:00 PM,21.390,37.483,,,,
40,05/25/13 07:30:00 PM,19.365,43.318,,,,
41,05/25/13 08:00:00 PM,18.319,47.759,,,,
42,05/25/13 08:30:00 PM,17.201,52.224,,,,
43,05/25/13 09:00:00 PM,16.368,56.332,,,,
44,05/25/13 09:30:00 PM,15.461,60.945,,,,
45,05/25/13 10:00:00 PM,14.888,63.488,,,,
46,05/25/13 10:30:00 PM,14.146,66.637,,,,
47,05/25/13 11:00:00 PM,13.738,69.078,,,,
48,05/25/13 11:30:00 PM,13.257,71.901,,,,
49,05/26/13 12:00:00 AM,13.040,74.343,,,,
50,05/26/13 12:30:00 AM,12.727,76.432,,,,
51,05/26/13 01:00:00 AM,12.389,77.830,,,,
52,05/26/13 01:30:00 AM,11.904,78.993,,,,
53,05/26/13 02:00:00 AM,11.467,82.273,,,,
54,05/26/13 02:30:00 AM,11.370,82.197,,,,
