plot,date,device,quad,reading
PPW1325,20140514,ack,B4,5.1
PPW1325,20140514,ack,B3,3.6
PPW1325,20140514,ack,B2,4.1
PPW1325,20140514,ack,B1,4.4
PPW1325,20140514,ack,C1,3.8
PPW1325,20140514,ack,C2,2.7
PPW1325,20140514,ack,C3,3.9
PPW1325,20140514,ack,C4,3
PPW1325,20140514,ack,D4,4.8
PPW1325,20140514,ack,D3,3.5
PPW1325,20140514,ack,D2,2.2
PPW1325,20140514,ack,D1,3.2

PPW1349,20140514,ack,A1,11.2
PPW1349,20140514,ack,A2,11.5
PPW1349,20140514,ack,A3,7.1
PPW1349,20140514,ack,A4,10.8
PPW1349,20140514,ack,B4,11.6
PPW1349,20140514,ack,B3,9.6
PPW1349,20140514,ack,B2,8.4
PPW1349,20140514,ack,B1,11.3
PPW1349,20140514,ack,C1,8.1
PPW1349,20140514,ack,C2,9.9
PPW1349,20140514,ack,C3,11.1
PPW1349,20140514,ack,C4,9.6
PPW1349,20140514,ack,D4,10
PPW1349,20140514,ack,D3,11.1
PPW1349,20140514,ack,D2,9
PPW1349,20140514,ack,D1,11.3

PPW1301,20140514,ack,A1,6.9
PPW1301,20140514,ack,A2,7.3
PPW1301,20140514,ack,A3,6.6
PPW1301,20140514,ack,A4,5.8
PPW1301,20140514,ack,B4,3.3
PPW1301,20140514,ack,B3,6.9
PPW1301,20140514,ack,B2,6.4
PPW1301,20140514,ack,B1,6.6
PPW1301,20140514,ack,C1,3.5
PPW1301,20140514,ack,C2,5.7
PPW1301,20140514,ack,C3,7.3
PPW1301,20140514,ack,C4,6.5
PPW1301,20140514,ack,D4,8.5
PPW1301,20140514,ack,D3,5.1
PPW1301,20140514,ack,D2,6.3
PPW1301,20140514,ack,D1,4.9

PPW1335,20140514,ack,A1,5.5
PPW1335,20140514,ack,A2,4.9
PPW1335,20140514,ack,A3,5.4
PPW1335,20140514,ack,A4,6
PPW1335,20140514,ack,B4,5.9
PPW1335,20140514,ack,B3,5.8
PPW1335,20140514,ack,B2,7.6
PPW1335,20140514,ack,B1,7.4
PPW1335,20140514,ack,C1,8
PPW1335,20140514,ack,C2,7.9
PPW1335,20140514,ack,C3,7.8
PPW1335,20140514,ack,C4,7.9
PPW1335,20140514,ack,D4,6.8
PPW1335,20140514,ack,D3,6.1
PPW1335,20140514,ack,D2,6.7
PPW1335,20140514,ack,D1,5.5

PPW1336,20140514,ack,A1,5.5
PPW1336,20140514,ack,A2,6.7
PPW1336,20140514,ack,A3,5.4
PPW1336,20140514,ack,A4,5.1
PPW1336,20140514,ack,B4,4.9
PPW1336,20140514,ack,B3,5.9
PPW1336,20140514,ack,B2,5.2
PPW1336,20140514,ack,B1,4.8
PPW1336,20140514,ack,C1,4.8
PPW1336,20140514,ack,C2,4
PPW1336,20140514,ack,C3,3.6
PPW1336,20140514,ack,C4,4.9
PPW1336,20140514,ack,D4,7.1
PPW1336,20140514,ack,D3,3.9
PPW1336,20140514,ack,D2,3.8
PPW1336,20140514,ack,D1,5.4

PPW1332,20140514,ack,A1,10
PPW1332,20140514,ack,A2,7.3
PPW1332,20140514,ack,A3,10.8
PPW1332,20140514,ack,A4,7.4
PPW1332,20140514,ack,B4,8.4
PPW1332,20140514,ack,B3,8
PPW1332,20140514,ack,B2,11.9
PPW1332,20140514,ack,B1,9.3
PPW1332,20140514,ack,C1,7.6
PPW1332,20140514,ack,C2,8.3
PPW1332,20140514,ack,C3,7.2
PPW1332,20140514,ack,C4,7.3
PPW1332,20140514,ack,D4,9.6
PPW1332,20140514,ack,D3,6.6
PPW1332,20140514,ack,D2,9.2
PPW1332,20140514,ack,D1,10.2

PPW1334,20140514,ack,A1,5.3
PPW1334,20140514,ack,A2,4.6
PPW1334,20140514,ack,A3,5
PPW1334,20140514,ack,A4,4.8
PPW1334,20140514,ack,B4,3.4
PPW1334,20140514,ack,B3,3.3
PPW1334,20140514,ack,B2,4.9
PPW1334,20140514,ack,B1,2.5
PPW1334,20140514,ack,C1,5.4
PPW1334,20140514,ack,C2,4.1
PPW1334,20140514,ack,C3,4.4
PPW1334,20140514,ack,C4,NA
PPW1334,20140514,ack,D4,5.9
PPW1334,20140514,ack,D3,5.4
PPW1334,20140514,ack,D2,5.7
PPW1334,20140514,ack,D1,2.8

PPW1329,20140513,ack,A1,1.7
PPW1329,20140513,ack,A2,4.9
PPW1329,20140513,ack,A3,7
PPW1329,20140513,ack,A4,9.1
PPW1329,20140513,ack,B4,13.2
PPW1329,20140513,ack,B3,13.9
PPW1329,20140513,ack,B2,6.4
PPW1329,20140513,ack,B1,4.1
PPW1329,20140513,ack,C1,13.5
PPW1329,20140513,ack,C2,10.3
PPW1329,20140513,ack,C3,16.4
PPW1329,20140513,ack,C4,11.9
PPW1329,20140513,ack,D4,8.8
PPW1329,20140513,ack,D3,15.1
PPW1329,20140513,ack,D2,19.6
PPW1329,20140513,ack,D1,9.6

PPW1303,20140517,ack,A1,6.8
PPW1303,20140517,ack,A2,6.1
PPW1303,20140517,ack,A3,7.3
PPW1303,20140517,ack,A4,7.6
PPW1303,20140517,ack,B4,6.8
PPW1303,20140517,ack,B3,8.6
PPW1303,20140517,ack,B2,5.1
PPW1303,20140517,ack,B1,6.5
PPW1303,20140517,ack,C1,5.7
PPW1303,20140517,ack,C2,4.3
PPW1303,20140517,ack,C3,9.7
PPW1303,20140517,ack,C4,9.2
PPW1303,20140517,ack,D4,11.1
PPW1303,20140517,ack,D3,5.5
PPW1303,20140517,ack,D2,4.8
PPW1303,20140517,ack,D1,5.9

PPW1342,20140516,ack,A1,5.2
PPW1342,20140516,ack,A2,4.8
PPW1342,20140516,ack,A3,7.9
PPW1342,20140516,ack,A4,6.8
PPW1342,20140516,ack,B4,4.4
PPW1342,20140516,ack,B3,5.3
PPW1342,20140516,ack,B2,8.6
PPW1342,20140516,ack,B1,6.3
PPW1342,20140516,ack,C1,7.1
PPW1342,20140516,ack,C2,7.7
PPW1342,20140516,ack,C3,3.9
PPW1342,20140516,ack,C4,3.2
PPW1342,20140516,ack,D4,7.6
PPW1342,20140516,ack,D3,3.9
PPW1342,20140516,ack,D2,6.3
PPW1342,20140516,ack,D1,4.1

PPW1341,20140514,ack,A1,6.3
PPW1341,20140514,ack,A2,6.3
PPW1341,20140514,ack,A3,7.9
PPW1341,20140514,ack,A4,11
PPW1341,20140514,ack,B4,7.1
PPW1341,20140514,ack,B3,7.5
PPW1341,20140514,ack,B2,7.9
PPW1341,20140514,ack,B1,6.8
PPW1341,20140514,ack,C1,10.8
PPW1341,20140514,ack,C2,7.3
PPW1341,20140514,ack,C3,7.1
PPW1341,20140514,ack,C4,8.9
PPW1341,20140514,ack,D4,6
PPW1341,20140514,ack,D3,6.1
PPW1341,20140514,ack,D2,7.7
PPW1341,20140514,ack,D1,7.4

PPW1340,20140514,ack,A1,5.7
PPW1340,20140514,ack,A2,7.4
PPW1340,20140514,ack,A3,5.2
PPW1340,20140514,ack,A4,12.9
PPW1340,20140514,ack,B4,10.6
PPW1340,20140514,ack,B3,6.7
PPW1340,20140514,ack,B2,5.5
PPW1340,20140514,ack,B1,1.2
PPW1340,20140514,ack,C1,6.3
PPW1340,20140514,ack,C2,2.4
PPW1340,20140514,ack,C3,10
PPW1340,20140514,ack,C4,10.2
PPW1340,20140514,ack,D4,10.1
PPW1340,20140514,ack,D3,10
PPW1340,20140514,ack,D2,6.2
PPW1340,20140514,ack,D1,5.7

PPW1346,20140514,ack,A1,9.9
PPW1346,20140514,ack,A2,5.3
PPW1346,20140514,ack,A3,6.8
PPW1346,20140514,ack,A4,6.4
PPW1346,20140514,ack,B4,6.8
PPW1346,20140514,ack,B3,7.7
PPW1346,20140514,ack,B2,3.9
PPW1346,20140514,ack,B1,4.8
PPW1346,20140514,ack,C1,6.2
PPW1346,20140514,ack,C2,6.3
PPW1346,20140514,ack,C3,7.8
PPW1346,20140514,ack,C4,5.8
PPW1346,20140514,ack,D4,7.9
PPW1346,20140514,ack,D3,3.9
PPW1346,20140514,ack,D2,4.3
PPW1346,20140514,ack,D1,6

PPW1333,20140514,ack,A1,5.9
PPW1333,20140514,ack,A2,6.2
PPW1333,20140514,ack,A3,7.3
PPW1333,20140514,ack,A4,8.3
PPW1333,20140514,ack,B4,6.8
PPW1333,20140514,ack,B3,6.1
PPW1333,20140514,ack,B2,6.1
PPW1333,20140514,ack,B1,7.9
PPW1333,20140514,ack,C1,7.6
PPW1333,20140514,ack,C2,4.6
PPW1333,20140514,ack,C3,6.6
PPW1333,20140514,ack,C4,7.5
PPW1333,20140514,ack,D4,6.1
PPW1333,20140514,ack,D3,6.5
PPW1333,20140514,ack,D2,5.7
PPW1333,20140514,ack,D1,7.3

PPW1326,20140514,ack,A1,5.3
PPW1326,20140514,ack,A2,4.5
PPW1326,20140514,ack,A3,7.2
PPW1326,20140514,ack,A4,4.8
PPW1326,20140514,ack,B4,7.7
PPW1326,20140514,ack,B3,4.4
PPW1326,20140514,ack,B2,6.2
PPW1326,20140514,ack,B1,3.8
PPW1326,20140514,ack,C1,7.7
PPW1326,20140514,ack,C2,4.5
PPW1326,20140514,ack,C3,5.9
PPW1326,20140514,ack,C4,7.5
PPW1326,20140514,ack,D4,7.6
PPW1326,20140514,ack,D3,4.9
PPW1326,20140514,ack,D2,3.4
PPW1326,20140514,ack,D1,6.1

PPW1330,20140514,ack,A1,7.7
PPW1330,20140514,ack,A2,5.7
PPW1330,20140514,ack,A3,7.4
PPW1330,20140514,ack,A4,9.1
PPW1330,20140514,ack,B4,5.8
PPW1330,20140514,ack,B3,4.1
PPW1330,20140514,ack,B2,5.2
PPW1330,20140514,ack,B1,6.2
PPW1330,20140514,ack,C1,6.3
PPW1330,20140514,ack,C2,6.2
PPW1330,20140514,ack,C3,7.2
PPW1330,20140514,ack,C4,6.8
PPW1330,20140514,ack,D4,4.9
PPW1330,20140514,ack,D3,6.2
PPW1330,20140514,ack,D2,7.7
PPW1330,20140514,ack,D1,6.9

PPW1331,20140513,ack,A1,9.5
PPW1331,20140513,ack,A2,7.8
PPW1331,20140513,ack,A3,5.2
PPW1331,20140513,ack,A4,7.5
PPW1331,20140513,ack,B4,6.9
PPW1331,20140513,ack,B3,5.3
PPW1331,20140513,ack,B2,5.3
PPW1331,20140513,ack,B1,7.7
PPW1331,20140513,ack,C1,6.1
PPW1331,20140513,ack,C2,5.8
PPW1331,20140513,ack,C3,4.7
PPW1331,20140513,ack,C4,3.8
PPW1331,20140513,ack,D4,4.5
PPW1331,20140513,ack,D3,4.5
PPW1331,20140513,ack,D2,4.9
PPW1331,20140513,ack,D1,6.3

PPW1324,20140513,ack,A1,5.6
PPW1324,20140513,ack,A2,4.1
PPW1324,20140513,ack,A3,5.7
PPW1324,20140513,ack,A4,6.7
PPW1324,20140513,ack,B4,3.4
PPW1324,20140513,ack,B3,5.8
PPW1324,20140513,ack,B2,6.8
PPW1324,20140513,ack,B1,8.5
PPW1324,20140513,ack,C1,7.9
PPW1324,20140513,ack,C2,8.4
PPW1324,20140513,ack,C3,5.4
PPW1324,20140513,ack,C4,6.3
PPW1324,20140513,ack,D4,5.9
PPW1324,20140513,ack,D3,6.4
PPW1324,20140513,ack,D2,9.4
PPW1324,20140513,ack,D1,7.6

PPW1310,20140513,ack,A1,12.7
PPW1310,20140513,ack,A2,12.9
PPW1310,20140513,ack,A3,11.9
PPW1310,20140513,ack,A4,12.5
PPW1310,20140513,ack,B4,13.5
PPW1310,20140513,ack,B3,8.2
PPW1310,20140513,ack,B2,12.9
PPW1310,20140513,ack,B1,12.6
PPW1310,20140513,ack,C1,12.5
PPW1310,20140513,ack,C2,13.6
PPW1310,20140513,ack,C3,17.8
PPW1310,20140513,ack,C4,15.4
PPW1310,20140513,ack,D4,13.3
PPW1310,20140513,ack,D3,11.9
PPW1310,20140513,ack,D2,17.2
PPW1310,20140513,ack,D1,11.3

PPW1312,20140513,ack,A1,10.1
PPW1312,20140513,ack,A2,11.9
PPW1312,20140513,ack,A3,5.1
PPW1312,20140513,ack,A4,7.4
PPW1312,20140513,ack,B4,11.2
PPW1312,20140513,ack,B3,10.3
PPW1312,20140513,ack,B2,14.3
PPW1312,20140513,ack,B1,10.2
PPW1312,20140513,ack,C1,7.9
PPW1312,20140513,ack,C2,9
PPW1312,20140513,ack,C3,10
PPW1312,20140513,ack,C4,10.4
PPW1312,20140513,ack,D4,9.2
PPW1312,20140513,ack,D3,10.7
PPW1312,20140513,ack,D2,13.4
PPW1312,20140513,ack,D1,10.8

PPW1343,20140513,ack,A1,9.9
PPW1343,20140513,ack,A2,6.6
PPW1343,20140513,ack,A3,7.4
PPW1343,20140513,ack,A4,6.5
PPW1343,20140513,ack,B4,5.3
PPW1343,20140513,ack,B3,9.9
PPW1343,20140513,ack,B2,11.2
PPW1343,20140513,ack,B1,9.1
PPW1343,20140513,ack,C1,8.3
PPW1343,20140513,ack,C2,7.6
PPW1343,20140513,ack,C3,13.7
PPW1343,20140513,ack,C4,14.5
PPW1343,20140513,ack,D4,10.9
PPW1343,20140513,ack,D3,12.5
PPW1343,20140513,ack,D2,9.8
PPW1343,20140513,ack,D1,7.9

PPW1309,20140513,ack,A1,9
PPW1309,20140513,ack,A2,7.4
PPW1309,20140513,ack,A3,6.3
PPW1309,20140513,ack,A4,7.6
PPW1309,20140513,ack,B4,5.9
PPW1309,20140513,ack,B3,8.9
PPW1309,20140513,ack,B2,8.1
PPW1309,20140513,ack,B1,5.9
PPW1309,20140513,ack,C1,8.5
PPW1309,20140513,ack,C2,6.8
PPW1309,20140513,ack,C3,8.7
PPW1309,20140513,ack,C4,6.7
PPW1309,20140513,ack,D4,6.7
PPW1309,20140513,ack,D3,6.2
PPW1309,20140513,ack,D2,6.1
PPW1309,20140513,ack,D1,6.2

PPW1308,20140513,ack,A1,8.6
PPW1308,20140513,ack,A2,13.9
PPW1308,20140513,ack,A3,6.2
PPW1308,20140513,ack,A4,9.5
PPW1308,20140513,ack,B4,3.6
PPW1308,20140513,ack,B3,4.7
PPW1308,20140513,ack,B2,11.8
PPW1308,20140513,ack,B1,7.8
PPW1308,20140513,ack,C1,11.6
PPW1308,20140513,ack,C2,11.3
PPW1308,20140513,ack,C3,9.9
PPW1308,20140513,ack,C4,10.9
PPW1308,20140513,ack,D4,9.1
PPW1308,20140513,ack,D3,12.2
PPW1308,20140513,ack,D2,8.1
PPW1308,20140513,ack,D1,12.7

PPW1311,20140513,ack,A1,12.6
PPW1311,20140513,ack,A2,11.2
PPW1311,20140513,ack,A3,4.5
PPW1311,20140513,ack,A4,4.5
PPW1311,20140513,ack,B4,10.5
PPW1311,20140513,ack,B3,2.3
PPW1311,20140513,ack,B2,5.1
PPW1311,20140513,ack,B1,5.4
PPW1311,20140513,ack,C1,2.8
PPW1311,20140513,ack,C2,6.8
PPW1311,20140513,ack,C3,4.7
PPW1311,20140513,ack,C4,5.8
PPW1311,20140513,ack,D4,6.5
PPW1311,20140513,ack,D3,7.4
PPW1311,20140513,ack,D2,5.7
PPW1311,20140513,ack,D1,4.4

PPW1344,20140513,ack,A1,9
PPW1344,20140513,ack,A2,11.3
PPW1344,20140513,ack,A3,7.6
PPW1344,20140513,ack,A4,7.7
PPW1344,20140513,ack,B4,9.4
PPW1344,20140513,ack,B3,8.9
PPW1344,20140513,ack,B2,8.5
PPW1344,20140513,ack,B1,6.9
PPW1344,20140513,ack,C1,10.3
PPW1344,20140513,ack,C2,7.3
PPW1344,20140513,ack,C3,4.9
PPW1344,20140513,ack,C4,6.4
PPW1344,20140513,ack,D4,6.1
PPW1344,20140513,ack,D3,7.4
PPW1344,20140513,ack,D2,8
PPW1344,20140513,ack,D1,9.7

PPW1313,20140513,ack,A1,6.4
PPW1313,20140513,ack,A2,11
PPW1313,20140513,ack,A3,5.3
PPW1313,20140513,ack,A4,8.3
PPW1313,20140513,ack,B4,8.3
PPW1313,20140513,ack,B3,2.5
PPW1313,20140513,ack,B2,7.1
PPW1313,20140513,ack,B1,13.3
PPW1313,20140513,ack,C1,9.9
PPW1313,20140513,ack,C2,5.9
PPW1313,20140513,ack,C3,4.1
PPW1313,20140513,ack,C4,6.4
PPW1313,20140513,ack,D4,5.9
PPW1313,20140513,ack,D3,8.1
PPW1313,20140513,ack,D2,10.5
PPW1313,20140513,ack,D1,5.2

PPW1323,20140513,ack,A1,19.9
PPW1323,20140513,ack,A2,22.9
PPW1323,20140513,ack,A3,14.4
PPW1323,20140513,ack,A4,8.1
PPW1323,20140513,ack,B4,10.9
PPW1323,20140513,ack,B3,12.9
PPW1323,20140513,ack,B2,13.3
PPW1323,20140513,ack,B1,19.1
PPW1323,20140513,ack,C1,15.6
PPW1323,20140513,ack,C2,14.4
PPW1323,20140513,ack,C3,14.6
PPW1323,20140513,ack,C4,12.9
PPW1323,20140513,ack,D4,10.9
PPW1323,20140513,ack,D3,11.4
PPW1323,20140513,ack,D2,14.2
PPW1323,20140513,ack,D1,15.7

PPW1314,20140513,ack,A1,5.1
PPW1314,20140513,ack,A2,8.2
PPW1314,20140513,ack,A3,10.9
PPW1314,20140513,ack,A4,5.7
PPW1314,20140513,ack,B4,11.4
PPW1314,20140513,ack,B3,5.2
PPW1314,20140513,ack,B2,8.8
PPW1314,20140513,ack,B1,7.8
PPW1314,20140513,ack,C1,12.6
PPW1314,20140513,ack,C2,4.8
PPW1314,20140513,ack,C3,4.1
PPW1314,20140513,ack,C4,11.9
PPW1314,20140513,ack,D4,11.3
PPW1314,20140513,ack,D3,5.7
PPW1314,20140513,ack,D2,8.1
PPW1314,20140513,ack,D1,8.8

PPW1345,20140513,ack,A1,7.4
PPW1345,20140513,ack,A2,4.8
PPW1345,20140513,ack,A3,12
PPW1345,20140513,ack,A4,11
PPW1345,20140513,ack,B4,6.6
PPW1345,20140513,ack,B3,13.9
PPW1345,20140513,ack,B2,7.6
PPW1345,20140513,ack,B1,3.3
PPW1345,20140513,ack,C1,7.9
PPW1345,20140513,ack,C2,9.7
PPW1345,20140513,ack,C3,7.7
PPW1345,20140513,ack,C4,10.9
PPW1345,20140513,ack,D4,5.3
PPW1345,20140513,ack,D3,10.6
PPW1345,20140513,ack,D2,4
PPW1345,20140513,ack,D1,6.9

PPW1315,20140513,ack,A1,5.2
PPW1315,20140513,ack,A2,5
PPW1315,20140513,ack,A3,7.7
PPW1315,20140513,ack,A4,10.6
PPW1315,20140513,ack,B4,8.9
PPW1315,20140513,ack,B3,7.4
PPW1315,20140513,ack,B2,6.6
PPW1315,20140513,ack,B1,4.9
PPW1315,20140513,ack,C1,8.2
PPW1315,20140513,ack,C2,6.7
PPW1315,20140513,ack,C3,6.4
PPW1315,20140513,ack,C4,6.3
PPW1315,20140513,ack,D4,6.4
PPW1315,20140513,ack,D3,7
PPW1315,20140513,ack,D2,6
PPW1315,20140513,ack,D1,6.4

PPW1317,20140513,ack,A1,4.1
PPW1317,20140513,ack,A2,3
PPW1317,20140513,ack,A3,2.6
PPW1317,20140513,ack,A4,3.4
PPW1317,20140513,ack,B4,2
PPW1317,20140513,ack,B3,1.6
PPW1317,20140513,ack,B2,3.7
PPW1317,20140513,ack,B1,2.2
