DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20210416,1310,"MK,MF,MO,ROY,RBF,TT",CHLPOM,7,V,,,3,V,2,V,5,V,4,V,1,V,4,V,2,V,4,V,1,V,9,V,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",RANOCC,2,FR,4,FR,6,FR,2,FR,3,V,2,V,,,1,V,1,V,,,,,2,FL,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",LAT_SP,,,,,,,1,V,1,V,,,,,,,,,,,,,1,V,ANG OR SPH - NOT FLOWERING YET BUT ANG IS FLOWERING OUTSIDE PLOT
20210416,1310,"MK,MF,MO,ROY,RBF,TT",CERGLO,,,,,,,,,,,,,3,FL,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",SISBEL,3,V,7,V,4,V,3,V,5,V,5,V,,,,,1,V,,,,,1,V,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",CYNECH,1,V,1,V,,,,,1,V,1,V,1,V,1,FL,1,V,,,2,V,2,V,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",FESIDA,25,V,15,V,5,V,5,V,8,V,2,V,,,,,,,,,1,FL,4,V,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",CARCAL,1,V,,,,,,,,,,,1,FR,,,,,1,V,1,V,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",PERKEL,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",VICSAT,1,FR,,,1,FL,2,V,1,FR,,,,,1,FR,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",COLSPA,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",TRIBIF,1,V,1,FL,1,FL,,,1,FL,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",PRIHEN,,,,,,,1,V,1,FR,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",LUPBIC,,,,,3,FR,2,F,,,,,1,FR,1,FR,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",SANCRA,,,,,,,4,V,1,V,2,V,,,2,V,4,V,,,4,V,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",PENTRI,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",LUZCOM,,,,,,,,,1,FL,1,V,4,FR,,,1,V,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",TOXDIV,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",GALPAR,,,,,,,,,,,,,,,,,,,1,FR,1,FR,1,FR,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",CERVUL,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",BRIMAX,,,,,2,FL,4,FL,10,FL,2,FL,1,FL,3,FL,2,FL,6,FL,5,FL,3,FL,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",BRADIS,,,,,1,V,,,,,,,,,,,,,,,4,V,5,V,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",SHEARV,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",LONHIS,,,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",CALAMA,,,,,,,,,,,1,V,,,1,V,,,,,2,V,1,V,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",BRODIA,,,,,,,2,FL,,,,,,,1,FL,1,V,,,1,FL,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",MICGRA,1,FR,,,1,FR,,,,,,,1,FR,,,,,,,,,1,FR,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",MEDPOL,1,V,,,,,,,,,,,,,,,,,,,,,,,
20210416,1310,"MK,MF,MO,ROY,RBF,TT",MICCAL,,,,,,,,,,,,,,,,,,,,,,,,,MICROPUS CALIFORNICUS
20210416,1310,"MK,MF,MO,ROY,RBF,TT",MADGRA,,,1,V,1,V,6,V,1,V,,,1,FR,1,V,,,,,1,V,1,V,TINY PEURPLE PEA
20210416,1310,"MK,MF,MO,ROY,RBF,TT",VICLAT,1,FL,1,FL,,,,,,,1,FL,,,,,,,,,,,,,ALL TRITILEA
