DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20210419,1307,"MK,MF,RLO,ALN",STARIG,,,,,,,,,10,V,3,V,,,,,6,V,6,V,,,,,
20210419,1307,"MK,MF,RLO,ALN",VICSAT,2,FR,1,FL,1,FL,3,FL,2,V,2,FL,1,FL,2,FL,2,FL,4,FL,4,FL,3,FR,
20210419,1307,"MK,MF,RLO,ALN",RANOCC,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",SANCRA,,,1,V,5,V,8,V,12,V,2,V,3,V,3,V,2,V,3,V,2,V,,,
20210419,1307,"MK,MF,RLO,ALN",SANLAC,,,2,FR,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",ANIMAD,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",MADGRA,,,,,,,2,V,1,V,1,V,2,V,5,V,3,V,,,2,V,,,
20210419,1307,"MK,MF,RLO,ALN",CLAPAR,,,2,FR,,,2,FR,,,1,FL,,,1,FR,1,FR,,,1,FR,,,
20210419,1307,"MK,MF,RLO,ALN",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",GALAPA,2,FR,2,FR,1,FR,2,FR,1,FR,1,FR,1,FR,1,FR,1,FR,1,FR,2,FR,3,FR,
20210419,1307,"MK,MF,RLO,ALN",GALPAR,1,FR,,,,,,,,,,,,,,,,,1,FR,1,FR,1,FR,
20210419,1307,"MK,MF,RLO,ALN",TORARV,2,V,2,V,,,2,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,2,V,
20210419,1307,"MK,MF,RLO,ALN",VICAME,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",PRIHEN,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",LAT_SP,,,3,V,3,V,5,V,,,,,1,V,,,1,V,1,V,,,,,"deleted unk_lat from plot wide list- with note, looks like giant LATANG- determined in 2022 to be LATANG/LATSPH just big"
20210419,1307,"MK,MF,RLO,ALN",MELGEY,,,,,3,FL,,,5,FL,,,,,,,,,,,8,V,,,
20210419,1307,"MK,MF,RLO,ALN",CYNECH,30,V,8,V,,,2,V,,,,,,,1,V,4,V,4,V,4,V,6,V,
20210419,1307,"MK,MF,RLO,ALN",BRODIA,10,FL,,,2,FL,1,FL,2,FL,2,FL,1,FL,,,1,FL,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",TRIBIF,,,,,1,FL,1,FL,,,1,FL,,,1,FL,,,1,FL,,,,,
20210419,1307,"MK,MF,RLO,ALN",GALCAL,,,,,2,V,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",PTEAQU,,,,,,,,,,,,,,,,,,,37,V,,,,,
20210419,1307,"MK,MF,RLO,ALN",CARPYC,,,,,,,,,1,V,1,V,,,1,V,2,V,1,V,8,V,2,V,WAS TYPO CARPIC- MKQC 2022
20210419,1307,"MK,MF,RLO,ALN",NEMHET,2,FL,,,,,,,2,FR,,,,,2,FL,,,3,FR,6,FL,5,FL,
20210419,1307,"MK,MF,RLO,ALN",MELTOR,,,,,,,,,,,,,1,FL,,,3,FL,8,FL,,,,,
20210419,1307,"MK,MF,RLO,ALN",HYPRAD,,,,,,,1,FL,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",LUZCOM,,,,,1,FR,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",OSMBER,,,,,,,,,1,V,1,V,1,V,,,1,V,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",LATVES,,,,,,,,,,,,,50,FL,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",TOXDIV,,,,,12,V,,,,,,,,,,,2,V,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",CERGLO,,,,2,FL,,,,,,1,FR,,,,,,,,,,,2,FR,
20210419,1307,"MK,MF,RLO,ALN",TRIOLI,,,,,,,,,,,1,FL,,,1,FL,1,FL,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",TRIMICDON,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",CARCAL,,,,,1,V,1,V,,,2,FR,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",SISBEL,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",TRILAX,,,,,1,V,2,V,,,,,,,,,,,,,,,,,TRITILEA LAXA
20210419,1307,"MK,MF,RLO,ALN",BROCAR,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",TONTEN,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",CLAPER,,,,,,,,,,,,,,,,,,,,,,,8,FR,
20210419,1307,"MK,MF,RLO,ALN",TRIWIL,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",EROBRA,2,V,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",AVEBAR,,,,,,,,,,,,,,,,,,,,,,,2,V,
20210419,1307,"MK,MF,RLO,ALN",BRYO_SP,,,,,1,V,1,V,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",SONASP,,,,,,,,,,,,,,,,,,,,,,,1,V,
20210419,1307,"MK,MF,RLO,ALN",SENVUL,,,,,,,,,,,,,,,,,,,,,,,2,FL,
20210419,1307,"MK,MF,RLO,ALN",HYPGLA,4,V,3,V,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",SILMAR,,,,,,,,,,,,,,,,,,,,,,,2,V,
20210419,1307,"MK,MF,RLO,ALN",AGR_SP,,,,,2,V,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",LATSPH,,,,,,,,,9,FL,3,V,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",HEIALB,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",ACMPAR,,,,,,,,,,,,,,,,,,,,,,,1,FL,
20210419,1307,"MK,MF,RLO,ALN",YABMIC,,,,,,,1,FL,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",ROSGYM,,,,,,,1,V,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",CAROLI,,,,,,,,,,,,,,,,,1,FR,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",AGOGRACIL,,,,,,,,,,,,,,,,,,,,,,,,,
20210419,1307,"MK,MF,RLO,ALN",LATANG,,,,,,,,,,,,,,,,,,,,,,,,,
