DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20210417,1315,"MK, MF, ROY, RFB, MO, TT",PIP_SP,,,,,,,,,,,,,,,,,,,,,5,V,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",PRIHEN,,,4,V,3,FR,7,FR,3,FR,2,V,8,FR,9,FR,1,V,,,,,6,FR,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",RANOCC,1,V,3,FR,2,FR,1,FR,,,1,V,1,FL,1,FL,2,FR,2,FL,2,FR,2,FR,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",NEMHET,1,FL,1,FL,1,FR,,,1,FR,1,FR,,,,,1,FR,1,FR,1,FR,1,FR,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",LUZCOM,,,,,2,FR,1,FR,1,V,,,,,1,FR,,,1,FR,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",FRIAFF,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",VICSAT,4,FL,2,FL,1,FL,2,FL,2,FL,1,FR,3,FL,3,FL,2,FL,3,FL,2,FL,2,FL,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",BRIMAX,4,FL,3,FL,2,FL,2,FL,2,FL,2,FL,3,FL,,,3,FL,4,FL,4,FL,2,FL,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",MELGEY,1,V,1,V,,,,,,,,,,,,,,,1,V,4,FL,2,FL,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",SANCRA,3,V,2,V,2,V,3,V,6,V,3,FL,,,3,V,8,V,5,FR,5,V,8,V,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",CYNECH,1,V,,,1,V,1,V,1,V,1,V,1,V,,,1,V,,,1,V,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",BRODIA,7,FL,1,FL,,,,,,,1,FL,,,,,,,1,FL,,,1,FL,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",CLAPAR,3,FR,,,1,FR,1,FR,,,1,FR,1,FL,1,FL,,,,,1,FR,1,FR,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",CARCAL,1,V,1,V,1,V,1,V,2,FR,1,V,2,V,,,1,V,1,V,1,V,1,V,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",TOXDIV,,,,,,,,,,,,,5,V,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",TORARV,2,V,1,V,1,V,,,1,V,1,V,1,V,,,1,V,1,V,1,V,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",DIC_SP,,,,,,,,,,,,,,,,,1,V,1,V,,,1,V,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",TRIOLI,,,1,V,,,1,FL,1,FL,,,,,,,1,FL,1,FL,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",MADGRA,2,V,,,1,V,,,2,V,2,V,,,1,V,1,V,1,V,2,V,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",GALAPA,2,FR,2,FR,,,,,,,1,FR,,,,,1,FR,,,1,FR,1,FR,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",ACMPAR,,,,,,,1,V,1,V,1,V,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",GALPOR,,,,,,,,,3,FL,1,V,,,,,,,,,,,1,FL,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",GALPAR,1,FR,1,FR,,,1,FL,,,,,1,FR,,,1,FR,,,1,FL,1,FL,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,1,V,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",LAT_SP,,,,,2,V,1,V,1,V,,,,,3,V,1,V,1,V,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",IRI_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",LONHIS,,,,,,,,,,,,,,,,,2,V,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",LATVES,,,,,,,,,,,3,V,2,V,,,,,,,2,FL,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",SENARO,,,,,1,FL,1,FL,1,FR,,,,,,,,,,,,,,,MAY HAVE PREVIOUSLY BEEN RECORDED AS CYNGRA
20210417,1315,"MK, MF, ROY, RFB, MO, TT",TRIBIF,1,FL,,,,,,,,,,,,,1,FL,1,FL,,,,,2,FL,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",CLAPER,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",TONTEN,,,1,FR,,,,,,,1,V,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",STARIG,2,V,,,,,,,,,,,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",FESBRO,,,,,1,FL,1,FL,,,1,FL,1,FL,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",BRY_SP,,,,,,,1,V,,,2,V,,,,,,,,,,,1,V,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",TRI_SP,1,V,,,1,V,1,V,1,V,1,V,1,V,2,V,,,,,,,,,TRITILEA LAXA
20210417,1315,"MK, MF, ROY, RFB, MO, TT",MICGRA,,,,,,,,,,,1,V,1,V,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",STEMED,1,FR,,,,,,,,,1,FR,1,FR,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",TRIHIR,,,,,,,,,,,,,,,,,,,1,V,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",UNKPOA,,,,,,,,,,,,,,,,,,,,,,,,,LOOKS LIKE FESMIC
20210417,1315,"MK, MF, ROY, RFB, MO, TT",YABMIC,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",ANIMAD,,,,,,,,,,,,,,,1,V,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",CERGLO,,,,,1,FR,1,FR,,,,,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",MELTOR,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",DELPAT,,,,,,,,,,,,,,,1,FR,,,,,,,,,
20210417,1315,"MK, MF, ROY, RFB, MO, TT",POLYPOCAL,,,,,,,,,,,,,,,,,,,,,,,,,
