DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20210417,1344,"MK,MO,MF,TT,ROY,RBF",PETDRY,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",AVEBAR,12,FL,5,FL,4,FL,5,FL,1,5L,4,FL,6,FL,2,FL,1,FL,1,FL,4,FL,2,FL,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",BRODIA,8,FL,30,FL,6,FL,1,FL,1,FL,5,FL,,,7,FL,,,1,FL,,,2,FL,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",BRIMAX,6,FL,,,3,FL,,,,,,,,,,,,,1,FL,1,FL,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",CYNECH,,,,,,,1,V,1,V,1,V,,,1,V,1,V,,,,V,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",BRADIS,3,FL,3,FL,2,FL,2,FL,1,FL,3,FL,2,FL,5,FL,3,FL,3,FL,2,FL,1,FL,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",BROHOR,,,,,,,,,,,,,3,FL,,,,,,,1,FL,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",ACMPAR,1,FL,,,,,,,,,,,,,,,,,1,FL,1,FL,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",VICSAT,2,V,3,V,1,V,,,,,1,FR,1,V,3,FR,,,3,FR,4,FR,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",GERDIS,1,FR,,,,,,,,,,,,,,,,,1,FL,1,V,2,FR,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",CARPYC,2,V,2,V,3,V,,,1,V,2,V,,,,,,,,,1,V,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",TRIHIR,3,V,,,,,1,FL,,,,,,,3,V,2,V,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",TRIMICCEP,,,,,,,,,,,2,FR,1,FL,,,,,1,FL,1,FL,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",TRICIL,,,,,,,,,,,1,FL,,,,,1,V,1,FR,,,1,FL,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",HYPGLA,3,FL,,,,,,,,,1,FR,3,FL,,,,,,,1,FL,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",DIC_SP,,,,,,,,,,,,,,,,,,,1,FL,,,1,FL,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",SANCRA,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",SONASP,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",ACHMIL,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",TRIBIF,,,,,,,,,,,,,,,,,,,,,,,1,FR,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",MEDPOL,4,FR,,,,,,,,,,,1,V,,,,,1,FR,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",GALPAR,2,V,,,,,1,FR,1,V,,,,,,,,,1,V,1,V,1,V,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",RANOCC,,,,,,,,,,,,,,,,,,,1,FR,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",STI_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",DICCON,,,,,,,1,FL,2,FL,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",DICCAP,,,,,,,,,,,1,FR,2,FR,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",CENMEL,1,V,,,,,2,V,,,2,V,2,V,,,,,,,,,3,V,NEED TO CONFIRM
20210417,1344,"MK,MO,MF,TT,ROY,RBF",CAREX_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",SILGAL,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",LUPBIC,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",MAD_SP,1,V,,,,,,,2,V,,,2,FL,,,,,,,,,,,RIGLEP? NOT MADGRA
20210417,1344,"MK,MO,MF,TT,ROY,RBF",LACSER,,,,,1,V,1,V,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",BRYO_SP,,,,,,,1,V,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",GERMOL,,,1,FR,,,,,,,,,2,FR,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",TORARV,,,1,V,1,V,,,,,,,,,,,,,1,V,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",HYPRAD,,,,,,,1,V,,,,,,,1,FL,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",STARIG,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",PETDUB,,,,,,,,,,,,,2,FR,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",STILEP,,,,,,,,,,,,,,,,,6,FL,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",MELCAL,,,,,,,,,,,,,,,,,1,FL,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",FESBRO,,,,,,,,,,,,,,,,,,,,,,,,,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",GALPOR,,,,,,,,,,,,,,,,,,,,,,,1,V,
20210417,1344,"MK,MO,MF,TT,ROY,RBF",MADGRA,,,,,,,,,,,,,,,,,,,,,,,,,
