DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20210418,1325,"MF,MK,TT,MO,ROY,RBF",KOEMAC,,,,,1,V,,,,,,,,,,,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",ELYGLA,,,,,1,V,,,,,,,,,1,V,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",AVEBAR,1,V,1,V,,,,,,,,,,,,,1,V,,,,,1,V,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",MELGEY,,,1,V,,,1,FL,,,,,,,1,V,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",BRADIS,2,V,,,,,,,1,V,2,V,,,1,V,,,1,V,2,V,1,V,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",BRIMAX,,,,,,,3,FL,,,,,,,,,,,1,FL,4,FL,1,FL,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",CYNECH,1,V,1,V,1,V,1,V,1,V,1,V,,,1,V,2,V,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",RANOCC,1,FR,1,V,2,FL,2,FL,1,V,3,FL,2,FR,2,V,,,,,2,FR,1,V,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",SISBEL,,,,,1,V,,,2,FL,4,FL,2,FL,1,FL,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",SANCRA,1,V,,,,,,,,,1,V,,,,,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",LATANG,,,,,,,,,1,FL,1,FL,2,FL,,,1,V,5,FL,2,FL,2,FL,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",TORARV,1,V,1,V,1,V,1,V,1,V,1,V,,,1,V,,,1,V,1,V,1,V,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",GALAPA,1,FR,1,FR,,,,,,,,,1,FR,1,FR,1,FR,1,FR,1,FR,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",GALPAR,1,FR,1,FR,,,1,FR,1,FL,1,FR,,,,,1,FR,,,,,1,FL,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",CARCAL,1,V,1,FR,1,V,,,,,,,,,1,V,1,V,,,1,FR,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",LUZCOM,,,1,FR,1,FR,1,FL,1,FR,,,1,FR,,,1,FL,2,FR,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",MADGRA,1,V,,,1,V,1,V,1,V,1,V,1,V,,,1,V,1,V,1,V,1,V,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",VICSAT,1,FL,1,V,1,FR,2,FR,1,FR,1,FR,,,,,1,FL,,,1,V,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",IRIFER,,,,,,,,,,,,,,,,,,,,,,,2,V,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",ACMPAR,,,,,1,FL,1,FL,,,1,FL,1,FL,1,FL,,,,,1,FL,1,FL,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",PRIHEN,,,,,,,,,,,,,,,,,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",GALPOR,,,,,1,V,,,,,,,,,,,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",TOXDIV,,,,,,,1,V,,,,,,,,,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",FESMIC,1,FL,1,FL,1,FL,1,FL,1,FL,,,1,FL,4,FL,1,FL,1,FL,1,FL,1,FL,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",TRILAX,,,,,,,1,V,1,V,1,V,,,,,,,,,,,,,
20210418,1325,"MF,MK,TT,MO,ROY,RBF",PIP_SP,,,,,,,,,,,,,,,,,,,,,,,,,
