"Plot Title: PPW1342_10008136"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10008136, SEN S/N: 10008136)","RH, % (LGR S/N: 10008136, SEN S/N: 10008136)","Coupler Detached (LGR S/N: 10008136)","Bad Battery (LGR S/N: 10008136)","Coupler Attached (LGR S/N: 10008136)","Stopped (LGR S/N: 10008136)","End Of File (LGR S/N: 10008136)"
1246,10/02/15 11:30:00 AM,24.098,41.953,,,,,
1247,10/02/15 12:00:00 PM,25.428,38.752,,,,,
1248,10/02/15 12:30:00 PM,26.744,38.690,,,,,
1249,10/02/15 01:00:00 PM,27.014,37.423,,,,,
1250,10/02/15 01:30:00 PM,27.333,36.688,,,,,
1251,10/02/15 02:00:00 PM,28.543,34.220,,,,,
1252,10/02/15 02:30:00 PM,27.727,39.123,,,,,
1253,10/02/15 03:00:00 PM,27.333,39.678,,,,,
1254,10/02/15 03:30:00 PM,26.573,41.672,,,,,
1255,10/02/15 04:00:00 PM,26.109,39.352,,,,,
1256,10/02/15 04:30:00 PM,25.598,39.891,,,,,
1257,10/02/15 05:00:00 PM,25.331,40.651,,,,,
1258,10/02/15 05:30:00 PM,24.388,43.157,,,,,
1259,10/02/15 06:00:00 PM,23.689,44.468,,,,,
1260,10/02/15 06:30:00 PM,23.665,42.587,,,,,
1261,10/02/15 07:00:00 PM,23.136,42.203,,,,,
1262,10/02/15 07:30:00 PM,22.561,42.592,,,,,
1263,10/02/15 08:00:00 PM,21.939,43.972,,,,,
1264,10/02/15 08:30:00 PM,21.079,46.684,,,,,
1265,10/02/15 09:00:00 PM,20.365,47.736,,,,,
1266,10/02/15 09:30:00 PM,19.936,47.682,,,,,
1267,10/02/15 10:00:00 PM,19.603,48.271,,,,,
1268,10/02/15 10:30:00 PM,19.603,48.397,,,,,
1269,10/02/15 11:00:00 PM,19.460,48.788,,,,,
1270,10/02/15 11:30:00 PM,18.937,50.005,,,,,
1271,10/03/15 12:00:00 AM,19.770,48.134,,,,,
1272,10/03/15 12:30:00 AM,20.770,47.503,,,,,
1273,10/03/15 01:00:00 AM,19.770,48.922,,,,,
1274,10/03/15 01:30:00 AM,18.010,53.264,,,,,
1275,10/03/15 02:00:00 AM,17.843,53.518,,,,,
1276,10/03/15 02:30:00 AM,17.701,54.236,,,,,
1277,10/03/15 03:00:00 AM,17.082,56.074,,,,,
1278,10/03/15 03:30:00 AM,17.415,55.023,,,,,
1279,10/03/15 04:00:00 AM,16.654,58.526,,,,,
1280,10/03/15 04:30:00 AM,16.392,59.238,,,,,
1281,10/03/15 05:00:00 AM,15.986,60.673,,,,,
1282,10/03/15 05:30:00 AM,16.558,57.725,,,,,
1283,10/03/15 06:00:00 AM,16.225,59.152,,,,,
1284,10/03/15 06:30:00 AM,16.201,59.027,,,,,
1285,10/03/15 07:00:00 AM,16.415,57.734,,,,,
1286,10/03/15 07:30:00 AM,16.582,57.214,,,,,
1287,10/03/15 08:00:00 AM,16.987,56.090,,,,,
1288,10/03/15 08:30:00 AM,17.272,54.359,,,,,
1289,10/03/15 09:00:00 AM,18.129,51.951,,,,,
1290,10/03/15 09:30:00 AM,19.270,50.769,,,,,
1291,10/03/15 10:00:00 AM,20.746,45.623,,,,,
1292,10/03/15 10:30:00 AM,21.366,44.931,,,,,
1293,10/03/15 11:00:00 AM,21.175,45.612,,,,,
1294,10/03/15 11:30:00 AM,21.581,43.544,,,,,
1295,10/03/15 12:00:00 PM,22.824,41.746,,,,,
1296,10/03/15 12:30:00 PM,23.857,39.050,,,,,
1297,10/03/15 01:00:00 PM,24.219,39.711,,,,,
1298,10/03/15 01:30:00 PM,24.629,36.091,,,,,
1299,10/03/15 02:00:00 PM,25.550,37.575,,,,,
1300,10/03/15 02:30:00 PM,24.195,41.116,,,,,
1301,10/03/15 03:00:00 PM,23.665,42.815,,,,,
1302,10/03/15 03:30:00 PM,21.987,46.350,,,,,
1303,10/03/15 04:00:00 PM,21.772,44.627,,,,,
1304,10/03/15 04:30:00 PM,20.984,38.357,,,,,
1305,10/03/15 05:00:00 PM,20.126,41.638,,,,,
1306,10/03/15 05:30:00 PM,19.222,45.151,,,,,
1307,10/03/15 06:00:00 PM,18.152,47.864,,,,,
1308,10/03/15 06:30:00 PM,17.177,51.354,,,,,
1309,10/03/15 07:00:00 PM,18.033,42.365,,,,,
1310,10/03/15 07:30:00 PM,18.652,38.083,,,,,
1311,10/03/15 08:00:00 PM,18.842,37.940,,,,,
1312,10/03/15 08:30:00 PM,20.103,32.716,,,,,
1313,10/03/15 09:00:00 PM,20.031,34.460,,,,,
1314,10/03/15 09:30:00 PM,19.817,33.912,,,,,
1315,10/03/15 10:00:00 PM,19.936,37.988,,,,,
1316,10/03/15 10:30:00 PM,17.439,60.518,,,,,
1317,10/03/15 11:00:00 PM,16.010,64.595,,,,,
1318,10/03/15 11:30:00 PM,17.130,54.828,,,,,
1319,10/04/15 12:00:00 AM,17.510,52.638,,,,,
1320,10/04/15 12:30:00 AM,17.225,55.851,,,,,
1321,10/04/15 01:00:00 AM,17.296,53.009,,,,,
1322,10/04/15 01:30:00 AM,17.368,51.349,,,,,
1323,10/04/15 02:00:00 AM,17.843,49.297,,,,,
1324,10/04/15 02:30:00 AM,18.461,45.091,,,,,
1325,10/04/15 03:00:00 AM,19.270,41.446,,,,,
1326,10/04/15 03:30:00 AM,19.175,42.335,,,,,
1327,10/04/15 04:00:00 AM,19.103,42.647,,,,,
1328,10/04/15 04:30:00 AM,19.103,43.447,,,,,
1329,10/04/15 05:00:00 AM,17.796,46.717,,,,,
1330,10/04/15 05:30:00 AM,18.985,43.146,,,,,
1331,10/04/15 06:00:00 AM,19.436,41.883,,,,,
1332,10/04/15 06:30:00 AM,19.555,41.993,,,,,
1333,10/04/15 07:00:00 AM,19.746,40.822,,,,,
1334,10/04/15 07:30:00 AM,20.126,40.379,,,,,
1335,10/04/15 08:00:00 AM,21.175,39.453,,,,,
1336,10/04/15 08:30:00 AM,21.437,39.904,,,,,
1337,10/04/15 09:00:00 AM,21.987,40.939,,,,,
1338,10/04/15 09:30:00 AM,23.112,39.234,,,,,
1339,10/04/15 10:00:00 AM,24.267,32.757,,,,,
1340,10/04/15 10:30:00 AM,24.871,32.006,,,,,
1341,10/04/15 11:00:00 AM,25.234,30.454,,,,,
1342,10/04/15 11:30:00 AM,25.258,31.030,,,,,
1343,10/04/15 12:00:00 PM,25.623,31.904,,,,,
1344,10/04/15 12:30:00 PM,25.914,35.082,,,,,
1345,10/04/15 01:00:00 PM,26.134,38.098,,,,,
1346,10/04/15 01:30:00 PM,25.939,37.713,,,,,
1347,10/04/15 02:00:00 PM,26.549,37.277,,,,,
1348,10/04/15 02:30:00 PM,25.283,39.857,,,,,
1349,10/04/15 03:00:00 PM,24.195,43.654,,,,,
1350,10/04/15 03:30:00 PM,23.328,44.522,,,,,
1351,10/04/15 04:00:00 PM,21.581,49.411,,,,,
1352,10/04/15 04:30:00 PM,20.507,52.904,,,,,
1353,10/04/15 05:00:00 PM,19.579,55.403,,,,,
1354,10/04/15 05:30:00 PM,18.723,58.273,,,,,
1355,10/04/15 06:00:00 PM,17.439,62.286,,,,,
1356,10/04/15 06:30:00 PM,16.677,65.153,,,,,
1357,10/04/15 07:00:00 PM,15.963,69.608,,,,,
1358,10/04/15 07:30:00 PM,15.629,70.958,,,,,
1359,10/04/15 08:00:00 PM,15.318,70.439,,,,,
1360,10/04/15 08:30:00 PM,15.223,69.123,,,,,
1361,10/04/15 09:00:00 PM,15.223,65.837,,,,,
1362,10/04/15 09:30:00 PM,15.294,66.581,,,,,
1363,10/04/15 10:00:00 PM,15.151,66.029,,,,,
1364,10/04/15 10:30:00 PM,15.175,65.272,,,,,
1365,10/04/15 11:00:00 PM,15.438,63.020,,,,,
1366,10/04/15 11:30:00 PM,15.843,65.976,,,,,
1367,10/05/15 12:00:00 AM,15.724,62.506,,,,,
1368,10/05/15 12:30:00 AM,15.390,65.691,,,,,
1369,10/05/15 01:00:00 AM,15.270,65.465,,,,,
1370,10/05/15 01:30:00 AM,14.721,69.636,,,,,
1371,10/05/15 02:00:00 AM,13.882,83.524,,,,,
1372,10/05/15 02:30:00 AM,13.522,87.576,,,,,
1373,10/05/15 03:00:00 AM,13.353,89.732,,,,,
1374,10/05/15 03:30:00 AM,13.305,92.933,,,,,
1375,10/05/15 04:00:00 AM,13.353,93.644,,,,,
1376,10/05/15 04:30:00 AM,12.944,94.388,,,,,
1377,10/05/15 05:00:00 AM,12.871,94.421,,,,,
1378,10/05/15 05:30:00 AM,12.823,94.331,,,,,
1379,10/05/15 06:00:00 AM,12.727,94.845,,,,,
1380,10/05/15 06:30:00 AM,12.558,95.516,,,,,
1381,10/05/15 07:00:00 AM,12.968,95.855,,,,,
1382,10/05/15 07:30:00 AM,13.305,95.561,,,,,
1383,10/05/15 08:00:00 AM,13.546,94.932,,,,,
1384,10/05/15 08:30:00 AM,14.218,91.758,,,,,
1385,10/05/15 09:00:00 AM,14.816,88.127,,,,,
1386,10/05/15 09:30:00 AM,16.034,82.893,,,,,
1387,10/05/15 10:00:00 AM,18.200,73.610,,,,,
1388,10/05/15 10:30:00 AM,19.270,69.554,,,,,
1389,10/05/15 11:00:00 AM,20.126,66.586,,,,,
1390,10/05/15 11:30:00 AM,20.698,63.910,,,,,
1391,10/05/15 12:00:00 PM,21.533,60.480,,,,,
1392,10/05/15 12:30:00 PM,22.537,56.520,,,,,
1393,10/05/15 01:00:00 PM,23.040,54.386,,,,,
1394,10/05/15 01:30:00 PM,23.857,52.746,,,,,
1395,10/05/15 02:00:00 PM,24.339,51.803,,,,,
1396,10/05/15 02:30:00 PM,22.824,57.676,,,,,
1397,10/05/15 03:00:00 PM,21.724,60.906,,,,,
1398,10/05/15 03:30:00 PM,20.460,64.977,,,,,
1399,10/05/15 04:00:00 PM,19.651,68.421,,,,,
1400,10/05/15 04:30:00 PM,18.628,72.514,,,,,
1401,10/05/15 05:00:00 PM,17.724,75.914,,,,,
1402,10/05/15 05:30:00 PM,16.630,80.208,,,,,
1403,10/05/15 06:00:00 PM,15.748,84.249,,,,,
1404,10/05/15 06:30:00 PM,15.008,88.680,,,,,
1405,10/05/15 07:00:00 PM,14.625,90.916,,,,,
1406,10/05/15 07:30:00 PM,14.337,92.364,,,,,
1407,10/05/15 08:00:00 PM,14.074,92.974,,,,,
1408,10/05/15 08:30:00 PM,13.738,94.596,,,,,
1409,10/05/15 09:00:00 PM,13.906,95.000,,,,,
1410,10/05/15 09:30:00 PM,13.882,94.479,,,,,
1411,10/05/15 10:00:00 PM,13.618,94.564,,,,,
1412,10/05/15 10:30:00 PM,13.401,95.279,,,,,
1413,10/05/15 11:00:00 PM,13.401,95.970,,,,,
1414,10/05/15 11:30:00 PM,13.594,95.688,,,,,
1415,10/06/15 12:00:00 AM,13.642,95.599,,,,,
1416,10/06/15 12:30:00 AM,13.546,95.548,,,,,
1417,10/06/15 01:00:00 AM,13.353,95.574,,,,,
1418,10/06/15 01:30:00 AM,13.064,95.880,,,,,
1419,10/06/15 02:00:00 AM,12.944,96.435,,,,,
1420,10/06/15 02:30:00 AM,12.751,97.246,,,,,
1421,10/06/15 03:00:00 AM,12.582,97.554,,,,,
1422,10/06/15 03:30:00 AM,12.799,98.068,,,,,
1423,10/06/15 04:00:00 AM,13.112,96.912,,,,,
1424,10/06/15 04:30:00 AM,13.064,96.569,,,,,
1425,10/06/15 05:00:00 AM,13.040,96.104,,,,,
1426,10/06/15 05:30:00 AM,12.968,96.212,,,,,
1427,10/06/15 06:00:00 AM,12.944,96.052,,,,,
1428,10/06/15 06:30:00 AM,12.871,95.778,,,,,
1429,10/06/15 07:00:00 AM,12.968,95.599,,,,,
1430,10/06/15 07:30:00 AM,13.088,95.017,,,,,
1431,10/06/15 08:00:00 AM,13.329,93.819,,,,,
1432,10/06/15 08:30:00 AM,13.714,92.544,,,,,
1433,10/06/15 09:00:00 AM,14.625,88.773,,,,,
1434,10/06/15 09:30:00 AM,15.294,86.930,,,,,
1435,10/06/15 10:00:00 AM,17.344,80.501,,,,,
1436,10/06/15 10:30:00 AM,18.414,75.598,,,,,
1437,10/06/15 11:00:00 AM,19.246,72.199,,,,,
1438,10/06/15 11:30:00 AM,20.079,68.322,,,,,
1439,10/06/15 12:00:00 PM,21.056,65.886,,,,,
1440,10/06/15 12:30:00 PM,21.867,62.538,,,,,
1441,10/06/15 01:00:00 PM,22.633,59.738,,,,,
1442,10/06/15 01:30:00 PM,23.304,57.285,,,,,
1443,10/06/15 02:00:00 PM,23.713,56.416,,,,,
1444,10/06/15 02:30:00 PM,21.724,63.360,,,,,
1445,10/06/15 03:00:00 PM,21.342,64.289,,,,,
1446,10/06/15 03:30:00 PM,20.388,66.899,,,,,
1447,10/06/15 04:00:00 PM,19.865,68.842,,,,,
1448,10/06/15 04:30:00 PM,19.817,68.951,,,,,
1449,10/06/15 05:00:00 PM,18.771,72.050,,,,,
1450,10/06/15 05:30:00 PM,17.796,75.245,,,,,
1451,10/06/15 06:00:00 PM,16.915,77.725,,,,,
1452,10/06/15 06:30:00 PM,16.177,80.359,,,,,
1453,10/06/15 07:00:00 PM,15.461,82.737,,,,,
1454,10/06/15 07:30:00 PM,14.864,85.050,,,,,
1455,10/06/15 08:00:00 PM,14.314,87.820,,,,,
1456,10/06/15 08:30:00 PM,14.002,89.073,,,,,
1457,10/06/15 09:00:00 PM,13.714,90.321,,,,,
1458,10/06/15 09:30:00 PM,13.377,92.900,,,,,
1459,10/06/15 10:00:00 PM,13.305,93.321,,,,,
1460,10/06/15 10:30:00 PM,13.233,94.464,,,,,
1461,10/06/15 11:00:00 PM,13.401,93.734,,,,,
1462,10/06/15 11:30:00 PM,12.920,94.793,,,,,
1463,10/07/15 12:00:00 AM,12.582,96.185,,,,,
1464,10/07/15 12:30:00 AM,12.727,96.834,,,,,
1465,10/07/15 01:00:00 AM,13.233,93.251,,,,,
1466,10/07/15 01:30:00 AM,12.871,94.549,,,,,
1467,10/07/15 02:00:00 AM,12.703,95.657,,,,,
1468,10/07/15 02:30:00 AM,13.016,93.169,,,,,
1469,10/07/15 03:00:00 AM,13.305,91.006,,,,,
1470,10/07/15 03:30:00 AM,13.305,90.429,,,,,
1471,10/07/15 04:00:00 AM,13.305,91.554,,,,,
1472,10/07/15 04:30:00 AM,13.473,92.587,,,,,
1473,10/07/15 05:00:00 AM,14.002,90.865,,,,,
1474,10/07/15 05:30:00 AM,14.864,87.337,,,,,
1475,10/07/15 06:00:00 AM,14.122,89.684,,,,,
1476,10/07/15 06:30:00 AM,14.074,91.748,,,,,
1477,10/07/15 07:00:00 AM,15.414,86.958,,,,,
1478,10/07/15 07:30:00 AM,16.796,80.160,,,,,
1479,10/07/15 08:00:00 AM,16.630,80.263,,,,,
1480,10/07/15 08:30:00 AM,17.153,80.488,,,,,
1481,10/07/15 09:00:00 AM,17.153,80.098,,,,,
1482,10/07/15 09:30:00 AM,18.652,77.975,,,,,
1483,10/07/15 10:00:00 AM,20.889,68.617,,,,,
1484,10/07/15 10:30:00 AM,22.034,65.398,,,,,
1485,10/07/15 11:00:00 AM,21.461,66.136,,,,,
1486,10/07/15 11:30:00 AM,21.819,65.810,,,,,
1487,10/07/15 12:00:00 PM,23.208,59.245,,,,,
1488,10/07/15 12:30:00 PM,23.809,56.306,,,,,
1489,10/07/15 01:00:00 PM,24.122,53.977,,,,,
1490,10/07/15 01:30:00 PM,24.532,52.903,,,,,
1491,10/07/15 02:00:00 PM,25.210,51.478,,,,,
1492,10/07/15 02:30:00 PM,24.146,55.045,,,,,
1493,10/07/15 03:00:00 PM,24.750,53.437,,,,,
1494,10/07/15 03:30:00 PM,23.954,55.642,,,,,
1495,10/07/15 04:00:00 PM,22.633,60.167,,,,,
1496,10/07/15 04:30:00 PM,22.082,61.025,,,,,
1497,10/07/15 05:00:00 PM,21.199,63.393,,,,,
1498,10/07/15 05:30:00 PM,20.055,66.247,,,,,
1499,10/07/15 06:00:00 PM,19.270,67.203,,,,,
1500,10/07/15 06:30:00 PM,18.842,66.211,,,,,
1501,10/07/15 07:00:00 PM,18.842,65.234,,,,,
1502,10/07/15 07:30:00 PM,18.747,65.484,,,,,
1503,10/07/15 08:00:00 PM,18.580,63.790,,,,,
1504,10/07/15 08:30:00 PM,18.557,62.801,,,,,
1505,10/07/15 09:00:00 PM,18.557,64.293,,,,,
1506,10/07/15 09:30:00 PM,18.699,64.079,,,,,
1507,10/07/15 10:00:00 PM,19.651,68.421,,,,,
1508,10/07/15 10:30:00 PM,18.628,65.434,,,,,
1509,10/07/15 11:00:00 PM,18.557,66.279,,,,,
1510,10/07/15 11:30:00 PM,18.937,64.000,,,,,
1511,10/08/15 12:00:00 AM,18.866,68.308,,,,,
1512,10/08/15 12:30:00 AM,18.033,69.937,,,,,
1513,10/08/15 01:00:00 AM,19.080,69.021,,,,,
1514,10/08/15 01:30:00 AM,20.174,64.450,,,,,
1515,10/08/15 02:00:00 AM,18.889,68.107,,,,,
1516,10/08/15 02:30:00 AM,20.246,54.884,,,,,
1517,10/08/15 03:00:00 AM,18.961,67.384,,,,,
1518,10/08/15 03:30:00 AM,18.485,70.429,,,,,
1519,10/08/15 04:00:00 AM,20.722,46.894,,,,,
1520,10/08/15 04:30:00 AM,21.318,49.503,,,,,
1521,10/08/15 05:00:00 AM,19.888,61.156,,,,,
1522,10/08/15 05:30:00 AM,19.460,63.401,,,,,
1523,10/08/15 06:00:00 AM,20.746,53.187,,,,,
1524,10/08/15 06:30:00 AM,20.650,54.695,,,,,
1525,10/08/15 07:00:00 AM,19.841,56.825,,,,,
1526,10/08/15 07:30:00 AM,20.174,56.291,,,,,
1527,10/08/15 08:00:00 AM,22.705,47.205,,,,,
1528,10/08/15 08:30:00 AM,23.472,49.342,,,,,
1529,10/08/15 09:00:00 AM,22.992,55.003,,,,,
1530,10/08/15 09:30:00 AM,23.545,54.958,,,,,
1531,10/08/15 10:00:00 AM,25.598,46.505,,,,,
1532,10/08/15 10:30:00 AM,24.944,49.023,,,,,
1533,10/08/15 11:00:00 AM,24.871,45.965,,,,,
1534,10/08/15 11:30:00 AM,25.137,47.446,,,,,
1535,10/08/15 12:00:00 PM,26.134,43.357,,,,,
1536,10/08/15 12:30:00 PM,26.402,40.437,,,,,
1537,10/08/15 01:00:00 PM,26.769,41.267,,,,,
1538,10/08/15 01:30:00 PM,27.235,35.073,,,,,
1539,10/08/15 02:00:00 PM,28.147,33.408,,,,,
1540,10/08/15 02:30:00 PM,27.801,30.601,,,,,
1541,10/08/15 03:00:00 PM,27.481,30.914,,,,,
1542,10/08/15 03:30:00 PM,27.063,34.957,,,,,
1543,10/08/15 04:00:00 PM,26.134,36.237,,,,,
1544,10/08/15 04:30:00 PM,25.914,34.949,,,,,
1545,10/08/15 05:00:00 PM,24.895,36.316,,,,,
1546,10/08/15 05:30:00 PM,23.954,39.355,,,,,
1547,10/08/15 06:00:00 PM,23.376,39.753,,,,,
1548,10/08/15 06:30:00 PM,22.896,35.856,,,,,
1549,10/08/15 07:00:00 PM,22.657,28.252,,,,,
1550,10/08/15 07:30:00 PM,22.154,27.571,,,,,
1551,10/08/15 08:00:00 PM,22.226,26.528,,,,,
1552,10/08/15 08:30:00 PM,21.987,25.050,,,,,
1553,10/08/15 09:00:00 PM,22.130,17.986,,,,,
1554,10/08/15 09:30:00 PM,22.633,18.257,,,,,
1555,10/08/15 10:00:00 PM,22.561,19.327,,,,,
1556,10/08/15 10:30:00 PM,22.321,19.174,,,,,
1557,10/08/15 11:00:00 PM,22.082,21.503,,,,,
1558,10/08/15 11:30:00 PM,22.058,27.766,,,,,
1559,10/09/15 12:00:00 AM,21.700,26.183,,,,,
1560,10/09/15 12:30:00 AM,21.557,27.929,,,,,
1561,10/09/15 01:00:00 AM,20.055,40.500,,,,,
1562,10/09/15 01:30:00 AM,19.722,44.670,,,,,
1563,10/09/15 02:00:00 AM,19.032,46.302,,,,,
1564,10/09/15 02:30:00 AM,18.675,48.214,,,,,
1565,10/09/15 03:00:00 AM,17.510,50.251,,,,,
1566,10/09/15 03:30:00 AM,16.820,51.212,,,,,
1567,10/09/15 04:00:00 AM,16.915,51.937,,,,,
1568,10/09/15 04:30:00 AM,17.153,51.413,,,,,
1569,10/09/15 05:00:00 AM,16.749,52.407,,,,,
1570,10/09/15 05:30:00 AM,16.892,51.253,,,,,
1571,10/09/15 06:00:00 AM,18.414,42.376,,,,,
1572,10/09/15 06:30:00 AM,17.796,46.874,,,,,
1573,10/09/15 07:00:00 AM,18.675,41.540,,,,,
1574,10/09/15 07:30:00 AM,20.889,41.756,,,,,
1575,10/09/15 08:00:00 AM,20.603,42.530,,,,,
1576,10/09/15 08:30:00 AM,20.770,43.674,,,,,
1577,10/09/15 09:00:00 AM,20.579,42.849,,,,,
1578,10/09/15 09:30:00 AM,21.270,43.572,,,,,
1579,10/09/15 10:00:00 AM,22.896,38.359,,,,,
1580,10/09/15 10:30:00 AM,23.905,38.101,,,,,
1581,10/09/15 11:00:00 AM,23.569,37.012,,,,,
1582,10/09/15 11:30:00 AM,23.905,34.360,,,,,
1583,10/09/15 12:00:00 PM,24.460,35.277,,,,,
1584,10/09/15 12:30:00 PM,25.525,32.164,,,,,
1585,10/09/15 01:00:00 PM,26.353,30.818,,,,,
1586,10/09/15 01:30:00 PM,27.308,28.654,,,,,
1587,10/09/15 02:00:00 PM,27.579,25.658,,,,,
1588,10/09/15 02:30:00 PM,27.259,28.342,,,,,
1589,10/09/15 03:00:00 PM,27.505,29.385,,,,,
1590,10/09/15 03:30:00 PM,27.358,30.122,,,,,
1591,10/09/15 04:00:00 PM,26.940,34.107,,,,,
1592,10/09/15 04:30:00 PM,25.963,35.588,,,,,
1593,10/09/15 05:00:00 PM,24.968,43.061,,,,,
1594,10/09/15 05:30:00 PM,23.472,47.589,,,,,
1595,10/09/15 06:00:00 PM,22.154,55.348,,,,,
1596,10/09/15 06:30:00 PM,21.390,58.472,,,,,
1597,10/09/15 07:00:00 PM,21.079,61.167,,,,,
1598,10/09/15 07:30:00 PM,20.889,61.651,,,,,
1599,10/09/15 08:00:00 PM,20.246,64.372,,,,,
1600,10/09/15 08:30:00 PM,20.674,64.206,,,,,
1601,10/09/15 09:00:00 PM,20.436,65.510,,,,,
1602,10/09/15 09:30:00 PM,20.222,65.801,,,,,
1603,10/09/15 10:00:00 PM,20.055,66.633,,,,,
1604,10/09/15 10:30:00 PM,19.817,65.611,,,,,
1605,10/09/15 11:00:00 PM,19.603,67.322,,,,,
1606,10/09/15 11:30:00 PM,19.318,71.313,,,,,
1607,10/10/15 12:00:00 AM,19.080,73.294,,,,,
1608,10/10/15 12:30:00 AM,19.270,69.876,,,,,
1609,10/10/15 01:00:00 AM,19.222,71.324,,,,,
1610,10/10/15 01:30:00 AM,18.628,73.810,,,,,
1611,10/10/15 02:00:00 AM,18.295,72.766,,,,,
1612,10/10/15 02:30:00 AM,17.962,75.535,,,,,
1613,10/10/15 03:00:00 AM,17.582,74.518,,,,,
1614,10/10/15 03:30:00 AM,17.558,74.599,,,,,
1615,10/10/15 04:00:00 AM,17.677,78.727,,,,,
1616,10/10/15 04:30:00 AM,17.819,76.359,,,,,
1617,10/10/15 05:00:00 AM,18.414,72.616,,,,,
1618,10/10/15 05:30:00 AM,17.962,74.165,,,,,
1619,10/10/15 06:00:00 AM,17.510,74.875,,,,,
1620,10/10/15 06:30:00 AM,17.011,77.576,,,,,
1621,10/10/15 07:00:00 AM,17.344,82.028,,,,,
1622,10/10/15 07:30:00 AM,17.843,71.294,,,,,
1623,10/10/15 08:00:00 AM,17.558,77.915,,,,,
1624,10/10/15 08:30:00 AM,17.463,81.000,,,,,
1625,10/10/15 09:00:00 AM,18.343,77.288,,,,,
1626,10/10/15 09:30:00 AM,19.175,76.949,,,,,
1627,10/10/15 10:00:00 AM,20.865,71.402,,,,,
1628,10/10/15 10:30:00 AM,22.896,65.907,,,,,
1629,10/10/15 11:00:00 AM,22.681,64.577,,,,,
1630,10/10/15 11:30:00 AM,22.800,65.620,,,,,
1631,10/10/15 12:00:00 PM,23.545,61.596,,,,,
1632,10/10/15 12:30:00 PM,24.291,60.153,,,,,
1633,10/10/15 01:00:00 PM,25.113,57.216,,,,,
1634,10/10/15 01:30:00 PM,25.574,56.536,,,,,
1635,10/10/15 02:00:00 PM,25.744,54.459,,,,,
1636,10/10/15 02:30:00 PM,25.428,56.201,,,,,
1637,10/10/15 03:00:00 PM,24.871,58.080,,,,,
1638,10/10/15 03:30:00 PM,23.761,61.111,,,,,
1639,10/10/15 04:00:00 PM,23.304,60.273,,,,,
1640,10/10/15 04:30:00 PM,22.513,60.942,,,,,
1641,10/10/15 05:00:00 PM,21.939,61.853,,,,,
1642,10/10/15 05:30:00 PM,20.913,63.556,,,,,
1643,10/10/15 06:00:00 PM,19.817,67.774,,,,,
1644,10/10/15 06:30:00 PM,19.175,69.858,,,,,
1645,10/10/15 07:00:00 PM,19.270,67.233,,,,,
1646,10/10/15 07:30:00 PM,18.604,69.985,,,,,
1647,10/10/15 08:00:00 PM,18.485,70.720,,,,,
1648,10/10/15 08:30:00 PM,17.772,73.124,,,,,
1649,10/10/15 09:00:00 PM,17.296,74.090,,,,,
1650,10/10/15 09:30:00 PM,17.106,74.993,,,,,
1651,10/10/15 10:00:00 PM,16.749,76.958,,,,,
1652,10/10/15 10:30:00 PM,16.463,79.532,,,,,
1653,10/10/15 11:00:00 PM,16.177,81.135,,,,,
1654,10/10/15 11:30:00 PM,15.867,82.334,,,,,
1655,10/11/15 12:00:00 AM,15.605,83.862,,,,,
1656,10/11/15 12:30:00 AM,15.223,85.295,,,,,
1657,10/11/15 01:00:00 AM,15.031,86.276,,,,,
1658,10/11/15 01:30:00 AM,14.768,86.805,,,,,
1659,10/11/15 02:00:00 AM,14.481,87.913,,,,,
1660,10/11/15 02:30:00 AM,14.361,88.284,,,,,
1661,10/11/15 03:00:00 AM,14.385,87.837,,,,,
1662,10/11/15 03:30:00 AM,14.218,88.036,,,,,
1663,10/11/15 04:00:00 AM,14.218,87.477,,,,,
1664,10/11/15 04:30:00 AM,14.505,85.506,,,,,
1665,10/11/15 05:00:00 AM,14.649,84.892,,,,,
1666,10/11/15 05:30:00 AM,15.103,81.834,,,,,
1667,10/11/15 06:00:00 AM,15.986,75.729,,,,,
1668,10/11/15 06:30:00 AM,15.843,77.220,,,,,
1669,10/11/15 07:00:00 AM,15.986,77.698,,,,,
1670,10/11/15 07:30:00 AM,16.511,76.712,,,,,
1671,10/11/15 08:00:00 AM,17.272,74.628,,,,,
1672,10/11/15 08:30:00 AM,18.224,73.012,,,,,
1673,10/11/15 09:00:00 AM,19.341,72.652,,,,,
1674,10/11/15 09:30:00 AM,20.269,69.240,,,,,
1675,10/11/15 10:00:00 AM,21.366,64.413,,,,,
1676,10/11/15 10:30:00 AM,22.681,59.623,,,,,
1677,10/11/15 11:00:00 AM,23.040,57.029,,,,,
1678,10/11/15 11:30:00 AM,23.617,53.937,,,,,
1679,10/11/15 12:00:00 PM,24.339,52.561,,,,,
1680,10/11/15 12:30:00 PM,25.258,48.840,,,,,
1681,10/11/15 01:00:00 PM,25.453,48.897,,,,,
1682,10/11/15 01:30:00 PM,25.793,46.174,,,,,
1683,10/11/15 02:00:00 PM,26.378,45.662,,,,,
1684,10/11/15 02:30:00 PM,25.744,47.522,,,,,
1685,10/11/15 03:00:00 PM,25.744,47.232,,,,,
1686,10/11/15 03:30:00 PM,25.453,46.970,,,,,
1687,10/11/15 04:00:00 PM,25.307,46.985,,,,,
1688,10/11/15 04:30:00 PM,24.388,48.248,,,,,
1689,10/11/15 05:00:00 PM,23.472,51.559,,,,,
1690,10/11/15 05:30:00 PM,22.106,54.190,,,,,
