"Plot Title: PPW1314_10006343"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10006343, SEN S/N: 10006343)","RH, % (LGR S/N: 10006343, SEN S/N: 10006343)","DewPt, °C (LGR S/N: 10006343, SEN S/N: 10006343)","Coupler Detached (LGR S/N: 10006343)","Coupler Attached (LGR S/N: 10006343)","Stopped (LGR S/N: 10006343)","End Of File (LGR S/N: 10006343)"
95,01/22/14 11:00:00 AM,19.555,20.865,-3.420,,,,
96,01/22/14 11:30:00 AM,21.056,17.339,-4.838,,,,
97,01/22/14 12:00:00 PM,22.393,17.028,-4.020,,,,
98,01/22/14 12:30:00 PM,22.992,15.629,-4.784,,,,
99,01/22/14 01:00:00 PM,24.171,13.825,-5.645,,,,
100,01/22/14 01:30:00 PM,23.978,16.833,-2.914,,,,
101,01/22/14 02:00:00 PM,24.050,17.813,-2.026,,,,
102,01/22/14 02:30:00 PM,23.376,17.707,-2.658,,,,
103,01/22/14 03:00:00 PM,22.369,17.757,-3.432,,,,
104,01/22/14 03:30:00 PM,20.222,21.864,-2.199,,,,
105,01/22/14 04:00:00 PM,16.296,28.546,-1.748,,,,
106,01/22/14 04:30:00 PM,15.270,29.949,-1.965,,,,
107,01/22/14 05:00:00 PM,13.978,35.119,-0.887,,,,
108,01/22/14 05:30:00 PM,12.509,35.040,-2.218,,,,
109,01/22/14 06:00:00 PM,11.005,38.720,-2.198,,,,
110,01/22/14 06:30:00 PM,10.296,40.190,-2.331,,,,
111,01/22/14 07:00:00 PM,8.941,44.309,-2.248,,,,
112,01/22/14 07:30:00 PM,9.114,43.369,-2.377,,,,
113,01/22/14 08:00:00 PM,8.394,46.734,-2.036,,,,
114,01/22/14 08:30:00 PM,7.368,51.150,-1.784,,,,
115,01/22/14 09:00:00 PM,7.745,49.421,-1.890,,,,
116,01/22/14 09:30:00 PM,8.145,48.199,-1.854,,,,
117,01/22/14 10:00:00 PM,7.569,51.329,-1.551,,,,
118,01/22/14 10:30:00 PM,7.795,52.112,-1.140,,,,
119,01/22/14 11:00:00 PM,7.116,55.765,-0.877,,,,
120,01/22/14 11:30:00 PM,6.535,58.144,-0.875,,,,
121,01/23/14 12:00:00 AM,6.433,58.449,-0.902,,,,
122,01/23/14 12:30:00 AM,5.796,60.928,-0.962,,,,
123,01/23/14 01:00:00 AM,5.668,61.051,-1.057,,,,
124,01/23/14 01:30:00 AM,5.024,63.863,-1.085,,,,
125,01/23/14 02:00:00 AM,4.662,64.622,-1.279,,,,
126,01/23/14 02:30:00 AM,4.662,64.905,-1.222,,,,
127,01/23/14 03:00:00 AM,4.792,64.333,-1.213,,,,
128,01/23/14 03:30:00 AM,3.827,67.676,-1.487,,,,
129,01/23/14 04:00:00 AM,3.670,67.479,-1.675,,,,
130,01/23/14 04:30:00 AM,2.717,68.661,-2.371,,,,
131,01/23/14 05:00:00 AM,2.182,70.760,-2.509,,,,
132,01/23/14 05:30:00 AM,1.967,72.896,-2.346,,,,
133,01/23/14 06:00:00 AM,1.859,75.408,-2.030,,,,
134,01/23/14 06:30:00 AM,2.450,74.187,-1.658,,,,
135,01/23/14 07:00:00 AM,13.834,27.224,-4.525,,,,
136,01/23/14 07:30:00 AM,15.342,22.897,-5.629,,,,
137,01/23/14 08:00:00 AM,15.390,22.530,-5.813,,,,
138,01/23/14 08:30:00 AM,15.819,21.174,-6.313,,,,
139,01/23/14 09:00:00 AM,16.892,20.427,-5.923,,,,
140,01/23/14 09:30:00 AM,18.604,19.507,-5.158,,,,
141,01/23/14 10:00:00 AM,19.032,18.641,-5.450,,,,
142,01/23/14 10:30:00 AM,20.484,16.650,-5.879,,,,
143,01/23/14 11:00:00 AM,21.795,15.814,-5.568,,,,
144,01/23/14 11:30:00 AM,22.753,15.023,-5.549,,,,
145,01/23/14 12:00:00 PM,23.256,13.080,-7.170,,,,
146,01/23/14 12:30:00 PM,23.304,13.505,-6.666,,,,
147,01/23/14 01:00:00 PM,24.002,12.548,-7.200,,,,
148,01/23/14 01:30:00 PM,23.448,12.736,-7.410,,,,
149,01/23/14 02:00:00 PM,23.112,15.110,-5.180,,,,
150,01/23/14 02:30:00 PM,22.729,13.479,-7.144,,,,
151,01/23/14 03:00:00 PM,22.417,13.465,-7.402,,,,
152,01/23/14 03:30:00 PM,21.199,15.784,-6.072,,,,
153,01/23/14 04:00:00 PM,19.032,19.533,-4.788,,,,
154,01/23/14 04:30:00 PM,18.699,18.381,-5.920,,,,
155,01/23/14 05:00:00 PM,16.749,20.690,-5.863,,,,
156,01/23/14 05:30:00 PM,14.577,24.186,-5.519,,,,
157,01/23/14 06:00:00 PM,13.233,26.548,-5.384,,,,
158,01/23/14 06:30:00 PM,12.558,27.684,-5.393,,,,
159,01/23/14 07:00:00 PM,10.712,32.095,-4.995,,,,
160,01/23/14 07:30:00 PM,8.965,37.174,-4.572,,,,
161,01/23/14 08:00:00 PM,7.720,41.371,-4.270,,,,
162,01/23/14 08:30:00 PM,7.519,45.120,-3.305,,,,
163,01/23/14 09:00:00 PM,7.167,47.278,-3.010,,,,
164,01/23/14 09:30:00 PM,6.813,47.810,-3.188,,,,
165,01/23/14 10:00:00 PM,6.763,48.592,-3.021,,,,
166,01/23/14 10:30:00 PM,6.000,52.184,-2.792,,,,
167,01/23/14 11:00:00 PM,6.255,53.858,-2.141,,,,
168,01/23/14 11:30:00 PM,5.898,54.811,-2.246,,,,
169,01/24/14 12:00:00 AM,5.334,56.754,-2.321,,,,
170,01/24/14 12:30:00 AM,4.844,58.658,-2.355,,,,
171,01/24/14 01:00:00 AM,4.324,62.200,-2.092,,,,
172,01/24/14 01:30:00 AM,11.565,39.034,-1.586,,,,
173,01/24/14 02:00:00 AM,14.840,31.161,-1.788,,,,
174,01/24/14 02:30:00 AM,15.199,29.811,-2.092,,,,
175,01/24/14 03:00:00 AM,14.553,30.513,-2.330,,,,
176,01/24/14 03:30:00 AM,14.888,29.324,-2.590,,,,
177,01/24/14 04:00:00 AM,14.314,31.017,-2.312,,,,
178,01/24/14 04:30:00 AM,8.444,47.628,-1.737,,,,
179,01/24/14 05:00:00 AM,7.770,49.757,-1.777,,,,
180,01/24/14 05:30:00 AM,7.569,50.787,-1.691,,,,
181,01/24/14 06:00:00 AM,7.419,52.448,-1.405,,,,
182,01/24/14 06:30:00 AM,7.217,55.336,-0.885,,,,
183,01/24/14 07:00:00 AM,7.393,56.369,-0.475,,,,
184,01/24/14 07:30:00 AM,6.661,58.836,-0.600,,,,
185,01/24/14 08:00:00 AM,5.231,63.814,-0.898,,,,
186,01/24/14 08:30:00 AM,5.050,66.923,-0.457,,,,
187,01/24/14 09:00:00 AM,7.041,64.533,0.974,,,,
188,01/24/14 09:30:00 AM,11.613,51.168,2.159,,,,
189,01/24/14 10:00:00 AM,13.497,43.862,1.765,,,,
190,01/24/14 10:30:00 AM,15.414,39.481,2.027,,,,
191,01/24/14 11:00:00 AM,17.558,35.305,2.355,,,,
192,01/24/14 11:30:00 AM,18.652,32.552,2.158,,,,
193,01/24/14 12:00:00 PM,19.722,30.059,1.946,,,,
194,01/24/14 12:30:00 PM,20.412,29.616,2.328,,,,
195,01/24/14 01:00:00 PM,20.198,31.098,2.849,,,,
196,01/24/14 01:30:00 PM,21.318,29.523,3.065,,,,
197,01/24/14 02:00:00 PM,22.106,18.678,-2.914,,,,
198,01/24/14 02:30:00 PM,22.298,15.769,-5.208,,,,
199,01/24/14 03:00:00 PM,22.920,15.346,-5.107,,,,
200,01/24/14 03:30:00 PM,21.103,20.412,-2.455,,,,
201,01/24/14 04:00:00 PM,19.532,21.000,-3.347,,,,
202,01/24/14 04:30:00 PM,18.033,24.093,-2.652,,,,
203,01/24/14 05:00:00 PM,15.629,30.111,-1.579,,,,
204,01/24/14 05:30:00 PM,13.642,34.569,-1.403,,,,
205,01/24/14 06:00:00 PM,12.534,36.392,-1.678,,,,
206,01/24/14 06:30:00 PM,11.662,38.473,-1.696,,,,
207,01/24/14 07:00:00 PM,10.516,42.131,-1.494,,,,
208,01/24/14 07:30:00 PM,9.706,44.774,-1.409,,,,
209,01/24/14 08:00:00 PM,9.139,47.167,-1.228,,,,
210,01/24/14 08:30:00 PM,8.519,50.405,-0.912,,,,
211,01/24/14 09:00:00 PM,8.220,51.782,-0.830,,,,
212,01/24/14 09:30:00 PM,7.645,54.302,-0.734,,,,
213,01/24/14 10:00:00 PM,7.318,56.327,-0.556,,,,
214,01/24/14 10:30:00 PM,6.914,58.292,-0.483,,,,
215,01/24/14 11:00:00 PM,6.661,60.813,-0.166,,,,
216,01/24/14 11:30:00 PM,6.408,63.563,0.172,,,,
217,01/25/14 12:00:00 AM,6.179,66.793,0.599,,,,
218,01/25/14 12:30:00 AM,6.051,70.581,1.193,,,,
219,01/25/14 01:00:00 AM,6.102,72.557,1.599,,,,
220,01/25/14 01:30:00 AM,5.821,75.513,1.841,,,,
221,01/25/14 02:00:00 AM,6.712,75.236,2.659,,,,
222,01/25/14 02:30:00 AM,6.788,74.978,2.689,,,,
223,01/25/14 03:00:00 AM,6.255,75.468,2.255,,,,
224,01/25/14 03:30:00 AM,6.255,75.768,2.306,,,,
225,01/25/14 04:00:00 AM,5.924,75.780,1.986,,,,
226,01/25/14 04:30:00 AM,5.847,76.659,2.059,,,,
227,01/25/14 05:00:00 AM,6.763,77.206,3.043,,,,
228,01/25/14 05:30:00 AM,6.965,73.917,2.675,,,,
229,01/25/14 06:00:00 AM,6.535,75.690,2.565,,,,
230,01/25/14 06:30:00 AM,6.433,76.050,2.527,,,,
231,01/25/14 07:00:00 AM,6.102,76.849,2.339,,,,
232,01/25/14 07:30:00 AM,6.179,79.424,2.837,,,,
233,01/25/14 08:00:00 AM,6.560,79.508,3.223,,,,
234,01/25/14 08:30:00 AM,6.484,79.438,3.138,,,,
235,01/25/14 09:00:00 AM,7.645,77.694,3.984,,,,
236,01/25/14 09:30:00 AM,11.759,63.480,5.248,,,,
237,01/25/14 10:00:00 AM,14.242,45.270,2.883,,,,
238,01/25/14 10:30:00 AM,17.368,39.596,3.820,,,,
239,01/25/14 11:00:00 AM,19.460,29.937,1.661,,,,
240,01/25/14 11:30:00 AM,21.485,25.659,1.170,,,,
241,01/25/14 12:00:00 PM,22.776,24.425,1.543,,,,
242,01/25/14 12:30:00 PM,23.304,21.374,0.032,,,,
243,01/25/14 01:00:00 PM,24.339,18.387,-1.326,,,,
244,01/25/14 01:30:00 PM,24.557,20.414,0.391,,,,
245,01/25/14 02:00:00 PM,24.677,15.748,-3.332,,,,
246,01/25/14 02:30:00 PM,23.930,17.528,-2.359,,,,
247,01/25/14 03:00:00 PM,23.352,21.411,0.098,,,,
248,01/25/14 03:30:00 PM,20.793,25.778,0.649,,,,
249,01/25/14 04:00:00 PM,17.772,30.690,0.551,,,,
250,01/25/14 04:30:00 PM,17.915,28.844,-0.206,,,,
251,01/25/14 05:00:00 PM,17.272,33.118,1.195,,,,
252,01/25/14 05:30:00 PM,14.457,42.050,2.048,,,,
253,01/25/14 06:00:00 PM,12.799,46.059,1.804,,,,
254,01/25/14 06:30:00 PM,12.147,49.252,2.129,,,,
255,01/25/14 07:00:00 PM,11.565,50.429,1.915,,,,
256,01/25/14 07:30:00 PM,10.198,53.360,1.415,,,,
257,01/25/14 08:00:00 PM,9.903,53.618,1.205,,,,
258,01/25/14 08:30:00 PM,9.485,54.815,1.112,,,,
259,01/25/14 09:00:00 PM,9.139,55.807,1.029,,,,
260,01/25/14 09:30:00 PM,8.270,59.360,1.036,,,,
261,01/25/14 10:00:00 PM,7.544,62.379,1.006,,,,
262,01/25/14 10:30:00 PM,8.045,61.190,1.227,,,,
263,01/25/14 11:00:00 PM,6.990,65.238,1.068,,,,
264,01/25/14 11:30:00 PM,7.419,63.740,1.171,,,,
265,01/26/14 12:00:00 AM,7.167,64.384,1.064,,,,
266,01/26/14 12:30:00 AM,7.015,64.843,1.012,,,,
267,01/26/14 01:00:00 AM,7.066,64.452,0.981,,,,
268,01/26/14 01:30:00 AM,6.737,65.335,0.846,,,,
269,01/26/14 02:00:00 AM,6.255,67.850,0.877,,,,
270,01/26/14 02:30:00 AM,5.514,71.750,0.886,,,,
271,01/26/14 03:00:00 AM,5.924,70.862,1.121,,,,
272,01/26/14 03:30:00 AM,5.898,71.051,1.131,,,,
273,01/26/14 04:00:00 AM,5.308,73.222,0.948,,,,
274,01/26/14 04:30:00 AM,4.610,75.178,0.607,,,,
275,01/26/14 05:00:00 AM,4.063,77.193,0.409,,,,
276,01/26/14 05:30:00 AM,3.932,79.353,0.628,,,,
277,01/26/14 06:00:00 AM,4.402,78.605,0.969,,,,
278,01/26/14 06:30:00 AM,4.921,75.732,1.002,,,,
279,01/26/14 07:00:00 AM,4.376,77.100,0.699,,,,
280,01/26/14 07:30:00 AM,4.220,78.405,0.758,,,,
281,01/26/14 08:00:00 AM,4.402,79.005,1.033,,,,
282,01/26/14 08:30:00 AM,5.488,77.877,1.911,,,,
283,01/26/14 09:00:00 AM,8.120,72.434,3.529,,,,
284,01/26/14 09:30:00 AM,10.320,60.809,3.299,,,,
285,01/26/14 10:00:00 AM,10.492,58.006,2.821,,,,
286,01/26/14 10:30:00 AM,10.638,55.826,2.439,,,,
287,01/26/14 11:00:00 AM,11.759,53.345,2.866,,,,
288,01/26/14 11:30:00 AM,13.329,49.995,3.428,,,,
289,01/26/14 12:00:00 PM,13.906,48.715,3.599,,,,
290,01/26/14 12:30:00 PM,16.892,39.737,3.444,,,,
291,01/26/14 01:00:00 PM,19.770,32.719,3.210,,,,
292,01/26/14 01:30:00 PM,21.437,28.492,2.651,,,,
293,01/26/14 02:00:00 PM,22.705,24.897,1.763,,,,
294,01/26/14 02:30:00 PM,21.652,25.977,1.490,,,,
295,01/26/14 03:00:00 PM,22.034,23.759,0.516,,,,
296,01/26/14 03:30:00 PM,21.366,26.531,1.553,,,,
297,01/26/14 04:00:00 PM,17.415,33.885,1.645,,,,
298,01/26/14 04:30:00 PM,15.414,39.129,1.901,,,,
299,01/26/14 05:00:00 PM,14.290,39.456,1.009,,,,
300,01/26/14 05:30:00 PM,12.944,43.231,1.061,,,,
301,01/26/14 06:00:00 PM,11.565,48.160,1.285,,,,
302,01/26/14 06:30:00 PM,10.247,56.095,2.137,,,,
303,01/26/14 07:00:00 PM,9.805,58.637,2.320,,,,
304,01/26/14 07:30:00 PM,8.668,63.382,2.286,,,,
305,01/26/14 08:00:00 PM,8.295,67.040,2.675,,,,
306,01/26/14 08:30:00 PM,7.318,68.416,2.006,,,,
307,01/26/14 09:00:00 PM,6.788,71.392,2.052,,,,
308,01/26/14 09:30:00 PM,6.204,73.487,1.862,,,,
309,01/26/14 10:00:00 PM,5.565,75.351,1.564,,,,
310,01/26/14 10:30:00 PM,4.895,77.346,1.245,,,,
311,01/26/14 11:00:00 PM,4.792,79.544,1.499,,,,
312,01/26/14 11:30:00 PM,4.584,80.851,1.502,,,,
313,01/27/14 12:00:00 AM,4.610,80.883,1.532,,,,
314,01/27/14 12:30:00 AM,4.298,82.235,1.434,,,,
315,01/27/14 01:00:00 AM,4.350,83.451,1.669,,,,
316,01/27/14 01:30:00 AM,3.985,84.717,1.496,,,,
317,01/27/14 02:00:00 AM,3.406,86.945,1.246,,,,
318,01/27/14 02:30:00 AM,3.248,87.976,1.234,,,,
319,01/27/14 03:00:00 AM,3.195,88.445,1.246,,,,
320,01/27/14 03:30:00 AM,3.195,88.699,1.281,,,,
321,01/27/14 04:00:00 AM,2.903,89.307,1.075,,,,
322,01/27/14 04:30:00 AM,2.690,89.958,0.952,,,,
323,01/27/14 05:00:00 AM,2.637,89.969,0.900,,,,
324,01/27/14 05:30:00 AM,2.450,90.548,0.792,,,,
325,01/27/14 06:00:00 AM,2.155,90.970,0.555,,,,
326,01/27/14 06:30:00 AM,2.021,91.781,0.527,,,,
327,01/27/14 07:00:00 AM,2.209,92.103,0.757,,,,
328,01/27/14 07:30:00 AM,2.128,92.007,0.664,,,,
329,01/27/14 08:00:00 AM,2.717,92.955,1.374,,,,
330,01/27/14 08:30:00 AM,4.063,90.863,2.438,,,,
331,01/27/14 09:00:00 AM,5.385,89.632,3.583,,,,
332,01/27/14 09:30:00 AM,8.095,81.752,5.086,,,,
333,01/27/14 10:00:00 AM,9.213,77.348,5.455,,,,
334,01/27/14 10:30:00 AM,10.687,73.030,6.121,,,,
335,01/27/14 11:00:00 AM,12.630,65.988,6.610,,,,
336,01/27/14 11:30:00 AM,13.594,60.788,6.392,,,,
337,01/27/14 12:00:00 PM,15.676,56.773,7.394,,,,
338,01/27/14 12:30:00 PM,16.725,51.137,6.886,,,,
339,01/27/14 01:00:00 PM,17.391,47.515,6.449,,,,
340,01/27/14 01:30:00 PM,17.177,44.556,5.333,,,,
341,01/27/14 02:00:00 PM,17.463,46.234,6.123,,,,
342,01/27/14 02:30:00 PM,16.582,48.912,6.120,,,,
343,01/27/14 03:00:00 PM,16.034,52.430,6.601,,,,
344,01/27/14 03:30:00 PM,16.225,56.371,7.808,,,,
345,01/27/14 04:00:00 PM,15.724,59.162,8.023,,,,
346,01/27/14 04:30:00 PM,15.605,57.699,7.556,,,,
347,01/27/14 05:00:00 PM,15.008,65.799,8.842,,,,
348,01/27/14 05:30:00 PM,13.978,70.843,8.884,,,,
349,01/27/14 06:00:00 PM,12.823,72.496,8.087,,,,
350,01/27/14 06:30:00 PM,12.074,73.840,7.613,,,,
351,01/27/14 07:00:00 PM,11.662,75.182,7.457,,,,
352,01/27/14 07:30:00 PM,11.346,75.923,7.283,,,,
353,01/27/14 08:00:00 PM,10.980,77.091,7.133,,,,
354,01/27/14 08:30:00 PM,10.785,78.204,7.134,,,,
355,01/27/14 09:00:00 PM,10.614,79.914,7.256,,,,
356,01/27/14 09:30:00 PM,10.345,80.750,7.131,,,,
357,01/27/14 10:00:00 PM,9.534,82.614,6.636,,,,
358,01/27/14 10:30:00 PM,8.941,84.235,6.307,,,,
359,01/27/14 11:00:00 PM,8.891,84.911,6.362,,,,
360,01/27/14 11:30:00 PM,8.891,85.992,6.526,,,,
361,01/28/14 12:00:00 AM,8.817,85.763,6.418,,,,
362,01/28/14 12:30:00 AM,8.668,86.856,6.435,,,,
363,01/28/14 01:00:00 AM,8.469,87.512,6.335,,,,
364,01/28/14 01:30:00 AM,8.668,87.404,6.516,,,,
365,01/28/14 02:00:00 AM,9.015,86.887,6.783,,,,
366,01/28/14 02:30:00 AM,9.361,86.630,7.086,,,,
367,01/28/14 03:00:00 AM,9.509,87.452,7.355,,,,
368,01/28/14 03:30:00 AM,9.756,87.878,7.662,,,,
369,01/28/14 04:00:00 AM,9.312,88.344,7.292,,,,
370,01/28/14 04:30:00 AM,9.361,88.252,7.327,,,,
371,01/28/14 05:00:00 AM,8.990,88.369,6.977,,,,
372,01/28/14 05:30:00 AM,8.419,90.192,6.673,,,,
373,01/28/14 06:00:00 AM,8.941,89.239,7.054,,,,
374,01/28/14 06:30:00 AM,8.841,89.706,7.023,,,,
375,01/28/14 07:00:00 AM,9.262,88.852,7.317,,,,
376,01/28/14 07:30:00 AM,9.509,88.705,7.540,,,,
377,01/28/14 08:00:00 AM,9.903,88.646,7.922,,,,
378,01/28/14 08:30:00 AM,10.687,87.422,8.516,,,,
379,01/28/14 09:00:00 AM,11.273,86.136,8.899,,,,
380,01/28/14 09:30:00 AM,12.147,82.886,9.246,,,,
381,01/28/14 10:00:00 AM,13.497,75.081,9.221,,,,
382,01/28/14 10:30:00 AM,14.457,71.135,9.403,,,,
383,01/28/14 11:00:00 AM,16.630,63.311,9.842,,,,
384,01/28/14 11:30:00 AM,16.796,62.804,9.885,,,,
385,01/28/14 12:00:00 PM,18.295,59.268,10.471,,,,
386,01/28/14 12:30:00 PM,18.509,59.120,10.636,,,,
387,01/28/14 01:00:00 PM,18.652,58.809,10.694,,,,
388,01/28/14 01:30:00 PM,18.271,60.261,10.688,,,,
389,01/28/14 02:00:00 PM,17.748,65.014,11.285,,,,
390,01/28/14 02:30:00 PM,17.653,67.179,11.664,,,,
391,01/28/14 03:00:00 PM,18.557,65.154,12.087,,,,
392,01/28/14 03:30:00 PM,19.080,65.275,12.612,,,,
393,01/28/14 04:00:00 PM,18.366,71.770,13.298,,,,
394,01/28/14 04:30:00 PM,17.796,75.701,13.509,,,,
395,01/28/14 05:00:00 PM,17.320,78.736,13.604,,,,
396,01/28/14 05:30:00 PM,16.844,80.170,13.394,,,,
397,01/28/14 06:00:00 PM,16.368,83.543,13.503,,,,
398,01/28/14 06:30:00 PM,15.939,85.651,13.427,,,,
399,01/28/14 07:00:00 PM,15.939,86.516,13.566,,,,
400,01/28/14 07:30:00 PM,14.840,87.331,12.609,,,,
401,01/28/14 08:00:00 PM,13.666,88.911,11.689,,,,
402,01/28/14 08:30:00 PM,12.727,90.390,10.979,,,,
403,01/28/14 09:00:00 PM,11.953,91.784,10.412,,,,
404,01/28/14 09:30:00 PM,11.175,92.772,9.778,,,,
405,01/28/14 10:00:00 PM,11.248,94.022,10.025,,,,
