Plot,Subplot,Num,UTM.E,UTM.N,Species,Survival,Basal,Epicormic,Apical,PercLivingCanopy,DBH_cm,BasalResproutHeight,BasalResproutCount,Notes
2152,,11115,527406,4269665,QUEAGRI,1,0,1,0,3,24,,,
2152,,11115.1,527406,4269665,QUEAGRI,1,1,1,0,3,20.2,92.3,1,
2152,,11116,527406,4269665,QUEAGRI,1,0,1,0,3,28,,,
2152,,11116.1,527406,4269665,QUEAGRI,0,1,0,0,0,15.2,77.5,1,
2152,,11117,527409,4269659,QUEKEL,0,1,0,0,0,26.3,210,5,
2152,,11118,527411,4269656,QUEAGRI,1,1,1,0,3,26.5,190.8,4,
2152,,11118.1,527411,4269656,QUEAGRI,1,1,1,0,3,30,,,
2152,,11119,527398,4269734,UMBCAL,0,1,0,0,0,22.4,600,10,
2152,,11120,527393,4269763,ARBMEN,0,1,0,0,0,24.1,300,6,
2152,,11120.1,527393,4269763,ARBMEN,0,1,0,0,0,17,,,
2152,,11121,527394,4269735,UMBCAL,0,1,0,0,0,22,500,17,
2152,,11121.1,527394,4269735,UMBCAL,0,1,0,0,0,14.7,,,
2152,,11121.2,527394,4269735,UMBCAL,0,1,0,0,0,8.9,,,
2152,,11121.3,527394,4269735,UMBCAL,0,1,0,0,0,6.8,,,
2152,,11122,527401,4269734,SEQSEM,1,1,1,0,1,84.3,450,24,pwd tag 684
2152,,11122.1,527401,4269734,SEQSEM,0,1,0,0,0,15.5,,,pwd tag 685
2152,,11123,527402,4269734,SEQSEM,1,1,1,0,3,53.1,450,17,pwd tag 683
2152,E5,11124,527405,4269740,SEQSEM,1,1,1,0,2,129.7,435,35,pwd tag 682
2152,E5,11124.1,527405,4269740,SEQSEM,0,1,0,0,0,13.5,,,pwd tag 682.1
2152,E5,11125,527401,4269739,SEQSEM,1,1,1,0,3,62.4,425,7,pwd tag 681
2152,E5,11126,527407,4269741,SEQSEM,1,1,1,0,3,86,340,15,pwd tag 680
2152,E5,11127,527411,4269740,SEQSEM,1,1,1,0,3,126.4,350,47,pwd tag 690
2152,E5,11128,527412,4269739,SEQSEM,1,1,1,0,3,70.2,300,33,pwd tag 692
2152,E5,11129,527413,4269738,SEQSEM,1,1,1,0,3,71.1,275,22,pwd tag 693.1
2152,E5,11130,527416,4269735,SEQSEM,1,1,1,0,2,126.3,400,17,pwd tag 693.1
2152,E5,11130.1,527416,4269735,SEQSEM,0,1,0,0,0,15,,,
2152,E5,11130.2,527416,4269735,SEQSEM,0,1,0,0,0,36.4,,,
2152,E5,11131,527416,4269733,SEQSEM,1,1,1,0,3,85,500,44,pwd tag 694
2152,E5,11131.1,527416,4269733,SEQSEM,0,1,0,0,0,46.3,,,pwd tag 694.1
2152,E5,11132,527418,4269736,SEQSEM,0,1,0,0,0,28.8,320,14,pwd tag 697
2152,E5,11133,527410,4269746,SEQSEM,1,1,1,0,3,140,400,42,pwd tag 698
2152,E5,11134,527406,4269732,SEQSEM,1,1,1,0,3,104.8,250,37,pwd tag 687
2152,E5,11134.1,527406,4269732,SEQSEM,0,1,0,0,0,25.9,,,pwd tag 686
2152,E5,11135,527412,4269730,SEQSEM,1,1,1,0,3,95,250,18,pwd tag 688
2152,E5,11136,527408,4269726,SEQSEM,1,1,1,0,3,82.4,200,23,pwd tag 695
2152,E5,11136.1,527408,4269726,SEQSEM,0,1,0,0,0,16,,,pwd tag 695.1
2152,E5,99236,527425,4269713,PSEMEN,0,0,0,0,0,78.8,,,
2152,E5,11137,527423,4269698,QUEKEL,1,0,0,0,0,26.6,240,2,
2152,E5,11137.1,527423,4269698,QUEKEL,0,0,0,0,0,NA,,,ON GROUND NO DBH
2152,E5,11138,527417,4269710,ARBMEN,0,1,0,0,0,31.3,240,6,
2152,E5,99237,527413,4269707,PSEMEN,0,0,0,0,0,67.4,,,
2152,E5,99238,527410,4269704,PSEMEN,0,0,0,0,0,71.7,,,
2152,E5,99239,527413,4269707,PSEMEN,0,0,0,0,0,24.8,,,
2152,E5,11139,527409,4269702,QUEKEL,0,1,0,0,0,22.3,400,2,
2152,E5,11139.1,527409,4269702,QUEKEL,0,1,0,0,0,20.8,,,
2152,,99240,527410,4269701,PSEMEN,0,0,0,0,0,46.6,,,
2152,,99241,527405,4269703,PSEMEN,0,0,0,0,0,32.6,,,
2152,,99242,527406,4269705,PSEMEN,0,0,0,0,0,55.7,,,
2152,,99243,527403,4269706,QUEKEL,0,0,0,0,0,22.7,,,
2152,,11140,527395,4269716,QUEKEL,0,1,0,0,0,29,195.9,5,
2152,,99244,527398,4269697,PSEMEN,0,0,0,0,0,65,,,
2152,,99245,527400,4269688,PSEMEN,0,0,0,0,0,46.5,,,
2152,,99246,527395,4269692,PSEMEN,0,0,0,0,0,76.5,,,
2152,,99247,527385,4269699,QUEKEL,0,0,0,0,0,32.6,,,"MAYBE DUP, BOTTOM OF C3"
2152,,11141,527381,4269719,UMBCAL,0,1,0,0,0,25.2,650,33,
2152,,11141.1,527381,4269719,UMBCAL,0,1,0,0,0,12.7,,,
2152,,11141.2,527381,4269719,UMBCAL,0,1,0,0,0,11.1,,,
2152,,11141.3,527381,4269719,UMBCAL,0,1,0,0,0,17.8,,,
2152,,11141.4,527381,4269719,UMBCAL,0,1,0,0,0,13.2,,,
2152,,11141.5,527381,4269719,UMBCAL,0,1,0,0,0,8,,,
2152,,11141.6,527381,4269719,UMBCAL,0,1,0,0,0,6.8,,,
2152,,11141.7,527381,4269719,UMBCAL,0,1,0,0,0,15.2,,,
2152,,11141.8,527381,4269719,UMBCAL,0,1,0,0,0,11.9,,,
2152,,11141.9,527381,4269719,UMBCAL,0,1,0,0,0,13,,,
2152,,11141.11,527381,4269719,UMBCAL,0,1,0,0,0,15,,,
2152,,99248,527380,4269731,PSEMEN,0,0,0,0,0,26.5,,,
2152,,99249,527379,4269721,PSEMEN,0,0,0,0,0,22.9,,,
2152,,99250,527374,4269719,PSEMEN,0,0,0,0,0,37.5,,,
2152,,11142,527374,4269719,ARBMEN,0,1,0,0,0,19.1,350,7,
2152,,99251,527375,4269721,PSEMEN,0,0,0,0,0,29.4,,,
2152,,11143,527376,4269742,ARBMEN,0,1,0,0,0,32.2,350,7,
2152,,99252,527373,4269736,PSEMEN,0,0,0,0,0,30.4,,,
2152,,99253,527388,4269725,PSEMEN,0,0,0,0,0,27.2,,,
2152,,99254,527389,4269726,PSEMEN,0,0,0,0,0,27.6,,,
2152,,11144,527391,4269726,ARBMEN,0,1,0,0,0,27.6,350,10,
2152,,11144.1,527391,4269726,ARBMEN,0,1,0,0,0,20,,,
2152,,11144.2,527391,4269726,ARBMEN,0,1,0,0,0,19.4,,,
2152,,99255,527404,4269724,PSEMEN,0,0,0,0,0,31.2,,,
2152,,11145,527400,4269724,ARBMEN,0,1,0,0,0,37,320,8,
2152,,11145.1,527400,4269724,ARBMEN,0,1,0,0,0,17.7,,,
2152,,11146,527400,4269724,QUEAGRI,0,1,0,0,0,29.6,105.6,4,
2152,,11147,527408,4269726,ARBMEN,0,1,0,0,0,23,400,12,
2152,,11148,527416,4269719,ARBMEN,0,1,0,0,0,30,300,9,
2152,,11149,527389,4269730,ARBMEN,0,1,0,0,0,27.4,375,11,
2152,,11149.1,527389,4269730,ARBMEN,0,1,0,0,0,20.9,,,
2152,,11149.2,527389,4269730,ARBMEN,0,1,0,0,0,12,,,
2152,,99256,527389,4269730,PSEMEN,0,0,0,0,0,24.7,,,
2152,,11158,527389,4268725,QUEKEL,0,1,0,0,0,23.7,243,5,
2152,,11158.1,527389,4268725,QUEKEL,0,1,0,0,0,10.7,,,
2152,,11158.2,527389,4268725,QUEKEL,0,1,0,0,0,18.6,,,
2152,,99257,527363,4269736,PSEMEN,0,0,0,0,0,33.1,,,
2152,,99258,527363,4269736,PSEMEN,0,0,0,0,0,29.6,,,
2152,,99259,527366,4269727,PSEMEN,0,0,0,0,0,30.4,,,
2152,,99260,527366,4269727,PSEMEN,0,0,0,0,0,23.4,,,
2152,,99261,527366,4269727,PSEMEN,0,0,0,0,0,22.1,,,
2152,,99262,527360,4269730,PSEMEN,0,0,0,0,0,22.9,,,
2152,,11150,527345,4269703,QUEAGRI,1,1,1,0,1,21.3,137.5,4,
2152,,11150.1,527345,4269703,QUEAGRI,1,1,1,0,2,16.5,,,
2152,,11150.2,527345,4269703,QUEAGRI,0,1,0,0,0,15.2,,,
2152,,11150.3,527345,4269703,QUEAGRI,0,1,0,0,0,10,,,
2152,,99263,527392,4269692,PSEMEN,0,0,0,0,0,75.8,,,
2152,,11151,527404,4269685,ARBMEN,0,1,0,0,0,20,350,17,
2152,,11151.1,527404,4269685,ARBMEN,0,1,0,0,0,11.6,,,
2152,,11151.2,527404,4269685,ARBMEN,0,1,0,0,0,12.6,,,
2152,,11151.3,527404,4269685,ARBMEN,0,1,0,0,0,14.3,,,
2152,,11151.4,527404,4269685,ARBMEN,0,1,0,0,0,22.2,,,
2152,,11152,527412,4269673,QUEAGRI,1,0,1,0,2,26,,,
2152,,11152.1,527412,4269673,QUEAGRI,1,0,1,0,3,25.4,,,
2152,,11153,527412,4269673,QUEAGRI,1,0,1,0,3,25.4,,,
2152,,11154,527410,4269687,QUEKEL,0,1,0,0,0,22.9,300,7,
2152,,11154.1,527410,4269687,QUEKEL,0,1,0,0,0,22,,,
2152,,11154.2,527410,4269687,QUEKEL,0,0,0,0,0,19,,,SNAG
2152,,99264,527411,4269687,PSEMEN,0,0,0,0,0,49.6,,,
2152,,11155,527418,4269694,QUEKEL,0,1,0,0,0,29.4,300,4,
2152,,11155.1,527418,4269694,QUEKEL,0,1,0,0,0,24.7,,,
2152,,11155.2,527418,4269694,QUEKEL,0,1,0,0,0,27.4,,,
2152,,11156,527407,4269672,QUEKEL,0,1,0,0,0,23.3,180.6,6,
2152,,11157,527405,4269679,QUEAGRI,1,1,1,0,2,25.1,83.2,1,
2152,,11157.1,527405,4269679,QUEAGRI,1,0,1,0,2,22.3,,,
2152,,11157.2,527405,4269679,QUEAGRI,1,0,1,0,2,19.2,,,
