"Plot Title: PPW1348_10319259"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10319259, SEN S/N: 10319259)","RH, % (LGR S/N: 10319259, SEN S/N: 10319259)","Coupler Detached (LGR S/N: 10319259)","Bad Battery (LGR S/N: 10319259)","Good Battery (LGR S/N: 10319259)","End Of File (LGR S/N: 10319259)"
579,06/06/13 01:00:00 AM,-23.242,100.000,,,,
580,06/06/13 01:30:00 AM,-25.321,100.000,,,,
581,06/06/13 02:00:00 AM,-24.270,100.000,,,,
582,06/06/13 02:30:00 AM,-25.321,100.000,,,,
583,06/06/13 03:00:00 AM,-48.525,97.924,,,,
584,06/06/13 03:30:00 AM,-50.778,97.501,,,,
585,06/06/13 04:00:00 AM,-56.076,96.508,,,,
586,06/06/13 04:30:00 AM,-55.185,96.675,,,,
587,06/06/13 05:00:00 AM,-55.185,96.675,,,,
588,06/06/13 05:30:00 AM,-56.076,96.508,,,,
589,06/06/13 06:00:00 AM,-56.076,96.508,,,,
590,06/06/13 06:30:00 AM,-61.627,95.467,,,,
591,06/06/13 07:00:00 AM,-55.185,96.675,,,,
592,06/06/13 07:30:00 AM,113.221,100.000,,,,
593,06/06/13 08:00:00 AM,114.294,100.000,,,,
594,06/06/13 08:30:00 AM,-23.751,100.000,,,,
595,06/06/13 09:00:00 AM,50.576,98.937,,,,
596,06/06/13 09:30:00 AM,51.501,98.781,,,,
597,06/06/13 10:00:00 AM,53.384,93.751,,,,
598,06/06/13 10:30:00 AM,55.558,92.099,,,,
599,06/06/13 11:00:00 AM,59.830,84.102,,,,
600,06/06/13 11:30:00 AM,62.748,75.896,,,,
601,06/06/13 12:00:00 PM,65.487,70.946,,,,
602,06/06/13 12:30:00 PM,68.313,62.650,,,,
603,06/06/13 01:00:00 PM,70.803,59.538,,,,
604,06/06/13 01:30:00 PM,75.767,51.325,,,,
605,06/06/13 02:00:00 PM,77.464,49.319,,,,
606,06/06/13 02:30:00 PM,78.777,47.874,,,,
607,06/06/13 03:00:00 PM,80.492,44.819,,,,
608,06/06/13 03:30:00 PM,81.864,43.799,,,,
609,06/06/13 04:00:00 PM,82.575,42.400,,,,
610,06/06/13 04:30:00 PM,81.244,42.449,,,,
611,06/06/13 05:00:00 PM,79.128,44.567,,,,
612,06/06/13 05:30:00 PM,78.165,45.283,,,,
613,06/06/13 06:00:00 PM,76.246,46.734,,,,
614,06/06/13 06:30:00 PM,66.643,51.919,,,,
615,06/06/13 07:00:00 PM,55.776,59.508,,,,
616,06/06/13 07:30:00 PM,42.109,60.263,,,,
617,06/06/13 08:00:00 PM,32.891,67.464,,,,
618,06/06/13 08:30:00 PM,34.664,100.000,,,,
619,06/06/13 09:00:00 PM,32.940,100.000,,,,
620,06/06/13 09:30:00 PM,31.339,100.000,,,,
621,06/06/13 10:00:00 PM,125.771,100.000,,,,
622,06/06/13 10:30:00 PM,122.169,100.000,,,,
623,06/06/13 11:00:00 PM,119.727,1.000,,,,
624,06/06/13 11:30:00 PM,116.883,1.000,,,,
625,06/07/13 12:00:00 AM,115.034,1.000,,,,
626,06/07/13 12:30:00 AM,114.294,1.000,,,,
627,06/07/13 01:00:00 AM,114.921,1.000,,,,
628,06/07/13 01:30:00 AM,115.034,1.000,,,,
629,06/07/13 02:00:00 AM,114.750,1.000,,,,
630,06/07/13 02:30:00 AM,113.841,1.000,,,,
631,06/07/13 03:00:00 AM,113.110,1.000,,,,
632,06/07/13 03:30:00 AM,111.940,1.000,,,,
633,06/07/13 04:00:00 AM,111.168,1.000,,,,
634,06/07/13 04:30:00 AM,109.423,1.000,,,,
635,06/07/13 05:00:00 AM,107.868,1.000,,,,
636,06/07/13 05:30:00 AM,105.499,1.000,,,,
637,06/07/13 06:00:00 AM,107.125,1.000,,,,
638,06/07/13 06:30:00 AM,107.125,1.000,,,,
639,06/07/13 07:00:00 AM,107.125,1.000,,,,
640,06/07/13 07:30:00 AM,110.291,1.000,,,,
641,06/07/13 08:00:00 AM,113.729,1.000,,,,
642,06/07/13 08:30:00 AM,119.727,1.000,,,,
643,06/07/13 09:00:00 AM,127.996,1.000,,,,
644,06/07/13 09:30:00 AM,139.161,100.000,,,,
645,06/07/13 10:00:00 AM,32.940,100.000,,,,
646,06/07/13 10:30:00 AM,54.952,67.427,,,,
647,06/07/13 11:00:00 AM,55.647,61.895,,,,
648,06/07/13 11:30:00 AM,65.959,57.075,,,,
649,06/07/13 12:00:00 PM,74.511,53.184,,,,
650,06/07/13 12:30:00 PM,-138.626,34.019,,,,
651,06/07/13 01:00:00 PM,85.127,42.889,,,,
652,06/07/13 01:30:00 PM,88.534,37.290,,,,
653,06/07/13 02:00:00 PM,91.216,35.539,,,,
654,06/07/13 02:30:00 PM,93.092,32.491,,,,
655,06/07/13 03:00:00 PM,96.048,28.403,,,,
656,06/07/13 03:30:00 PM,97.209,29.220,,,,
657,06/07/13 04:00:00 PM,97.014,26.062,,,,
658,06/07/13 04:30:00 PM,97.111,28.029,,,,
659,06/07/13 05:00:00 PM,96.822,25.000,,,,
660,06/07/13 05:30:00 PM,96.289,27.365,,,,
661,06/07/13 06:00:00 PM,94.944,28.286,,,,
662,06/07/13 06:30:00 PM,92.386,33.416,,,,
663,06/07/13 07:00:00 PM,91.495,33.167,,,,
664,06/07/13 07:30:00 PM,-138.626,24.133,,,,
665,06/07/13 08:00:00 PM,-138.626,29.586,,,,
666,06/07/13 08:30:00 PM,-116.673,31.847,,,,
667,06/07/13 09:00:00 PM,-138.626,27.672,,,,
668,06/07/13 09:30:00 PM,-138.626,4.223,,,,
669,06/07/13 10:00:00 PM,72.136,1.000,,,,
670,06/07/13 10:30:00 PM,256.320,1.000,,,,
671,06/07/13 11:00:00 PM,229.098,1.000,,,,
672,06/07/13 11:30:00 PM,210.853,40.972,,,,
673,06/08/13 12:00:00 AM,199.782,1.000,,,,
674,06/08/13 12:30:00 AM,190.503,1.000,,,,
675,06/08/13 01:00:00 AM,181.677,1.000,,,,
676,06/08/13 01:30:00 AM,176.090,1.000,,,,
677,06/08/13 02:00:00 AM,170.222,1.000,,,,
678,06/08/13 02:30:00 AM,164.064,1.000,,,,
679,06/08/13 03:00:00 AM,164.721,1.000,,,,
680,06/08/13 03:30:00 AM,164.392,1.000,,,,
681,06/08/13 04:00:00 AM,162.025,1.000,,,,
682,06/08/13 04:30:00 AM,157.131,1.000,,,,
683,06/08/13 05:00:00 AM,999.189,3.076,,,,
684,06/08/13 05:30:00 AM,999.189,3.076,,,,
685,06/08/13 06:00:00 AM,999.189,3.076,,,,
686,06/08/13 06:30:00 AM,999.189,3.076,,,,
687,06/08/13 07:00:00 AM,999.189,3.076,,,,
688,06/08/13 07:30:00 AM,999.189,3.076,,,,
689,06/08/13 08:00:00 AM,200.350,1.000,,,,
690,06/08/13 08:30:00 AM,235.981,1.000,,,,
691,06/08/13 09:00:00 AM,261.453,1.000,,,,
692,06/08/13 09:30:00 AM,400.865,28.702,,,,
693,06/08/13 10:00:00 AM,-64.212,1.000,,,,
694,06/08/13 10:30:00 AM,-44.181,1.000,,,,
695,06/08/13 11:00:00 AM,-92.007,12.914,,,,
696,06/08/13 11:30:00 AM,-47.565,24.920,,,,
697,06/08/13 12:00:00 PM,-33.552,20.751,,,,
698,06/08/13 12:30:00 PM,-85.230,6.439,,,,
699,06/08/13 01:00:00 PM,-54.029,25.424,,,,
700,06/08/13 01:30:00 PM,-20.895,26.584,,,,
701,06/08/13 02:00:00 PM,-19.012,25.376,,,,
702,06/08/13 02:30:00 PM,-10.232,25.177,,,,
703,06/08/13 03:00:00 PM,-10.903,25.806,,,,
704,06/08/13 03:30:00 PM,-24.270,23.666,,,,
705,06/08/13 04:00:00 PM,-138.626,3.329,,,,
706,06/08/13 04:30:00 PM,-5.850,1.000,,,,
707,06/08/13 05:00:00 PM,-17.651,1.000,,,,
708,06/08/13 05:30:00 PM,-45.947,1.000,,,,
709,06/08/13 06:00:00 PM,-105.209,1.000,,,,
710,06/08/13 06:30:00 PM,276.010,1.000,,,,
711,06/08/13 07:00:00 PM,217.198,1.000,,,,
712,06/08/13 07:30:00 PM,999.189,3.076,,,,
713,06/08/13 08:00:00 PM,999.189,3.076,,,,
714,06/08/13 08:30:00 PM,999.189,3.076,,,,
715,06/08/13 09:00:00 PM,999.189,3.076,,,,Logged
