"Plot Title: PPW1348_10319259"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10319259, SEN S/N: 10319259)","RH, % (LGR S/N: 10319259, SEN S/N: 10319259)","Coupler Detached (LGR S/N: 10319259)","Bad Battery (LGR S/N: 10319259)","Good Battery (LGR S/N: 10319259)","End Of File (LGR S/N: 10319259)"
1,05/25/13 12:00:00 AM,10.883,65.099,Logged,,,
2,05/25/13 12:30:00 AM,10.173,68.128,,,,
3,05/25/13 01:00:00 AM,9.977,68.490,,,,
4,05/25/13 01:30:00 AM,8.916,72.286,,,,
5,05/25/13 02:00:00 AM,8.643,74.038,,,,
6,05/25/13 02:30:00 AM,8.145,76.930,,,,
7,05/25/13 03:00:00 AM,7.995,78.041,,,,
8,05/25/13 03:30:00 AM,7.519,79.908,,,,
9,05/25/13 04:00:00 AM,6.965,82.001,,,,
10,05/25/13 04:30:00 AM,6.509,83.325,,,,
11,05/25/13 05:00:00 AM,6.102,85.169,,,,
12,05/25/13 05:30:00 AM,5.668,87.268,,,,
13,05/25/13 06:00:00 AM,5.308,88.438,,,,
14,05/25/13 06:30:00 AM,5.128,89.363,,,,
15,05/25/13 07:00:00 AM,5.154,90.056,,,,
16,05/25/13 07:30:00 AM,6.255,91.883,,,,
17,05/25/13 08:00:00 AM,8.568,80.867,,,,
18,05/25/13 08:30:00 AM,9.336,77.511,,,,
19,05/25/13 09:00:00 AM,10.051,75.073,,,,
20,05/25/13 09:30:00 AM,11.321,69.994,,,,
21,05/25/13 10:00:00 AM,12.944,63.274,,,,
22,05/25/13 10:30:00 AM,14.409,55.855,,,,
23,05/25/13 11:00:00 AM,15.843,49.654,,,,
24,05/25/13 11:30:00 AM,17.225,50.150,,,,
25,05/25/13 12:00:00 PM,18.723,44.710,,,,
26,05/25/13 12:30:00 PM,20.103,40.020,,,,
27,05/25/13 01:00:00 PM,21.509,36.872,,,,
28,05/25/13 01:30:00 PM,22.729,33.519,,,,
29,05/25/13 02:00:00 PM,23.881,34.025,,,,
30,05/25/13 02:30:00 PM,23.905,35.490,,,,
31,05/25/13 03:00:00 PM,24.146,36.607,,,,
32,05/25/13 03:30:00 PM,23.545,36.779,,,,
33,05/25/13 04:00:00 PM,22.992,37.843,,,,
34,05/25/13 04:30:00 PM,23.112,36.934,,,,
35,05/25/13 05:00:00 PM,23.328,37.417,,,,
36,05/25/13 05:30:00 PM,23.472,39.173,,,,
37,05/25/13 06:00:00 PM,23.136,39.825,,,,
38,05/25/13 06:30:00 PM,23.160,37.301,,,,
39,05/25/13 07:00:00 PM,22.178,33.037,,,,
40,05/25/13 07:30:00 PM,19.579,40.028,,,,
41,05/25/13 08:00:00 PM,17.486,46.647,,,,
42,05/25/13 08:30:00 PM,16.415,50.506,,,,
43,05/25/13 09:00:00 PM,15.509,54.530,,,,
44,05/25/13 09:30:00 PM,14.577,59.429,,,,
45,05/25/13 10:00:00 PM,14.218,62.283,,,,
46,05/25/13 10:30:00 PM,13.690,64.837,,,,
47,05/25/13 11:00:00 PM,13.112,67.493,,,,
48,05/25/13 11:30:00 PM,12.316,71.122,,,,
49,05/26/13 12:00:00 AM,11.759,73.860,,,,
50,05/26/13 12:30:00 AM,11.904,75.733,,,,
51,05/26/13 01:00:00 AM,11.880,78.273,,,,
52,05/26/13 01:30:00 AM,11.662,78.886,,,,
53,05/26/13 02:00:00 AM,10.516,81.573,,,,
54,05/26/13 02:30:00 AM,10.345,83.709,,,,
55,05/26/13 03:00:00 AM,10.247,84.672,,,,
56,05/26/13 03:30:00 AM,10.198,85.219,,,,
57,05/26/13 04:00:00 AM,10.100,87.333,,,,
58,05/26/13 04:30:00 AM,10.149,88.288,,,,
59,05/26/13 05:00:00 AM,9.657,88.871,,,,
60,05/26/13 05:30:00 AM,9.460,90.403,,,,
61,05/26/13 06:00:00 AM,9.410,92.036,,,,
62,05/26/13 06:30:00 AM,10.638,91.785,,,,
63,05/26/13 07:00:00 AM,11.029,89.654,,,,
64,05/26/13 07:30:00 AM,11.224,89.441,,,,
65,05/26/13 08:00:00 AM,11.904,86.976,,,,
66,05/26/13 08:30:00 AM,12.678,84.274,,,,
67,05/26/13 09:00:00 AM,13.786,78.237,,,,
68,05/26/13 09:30:00 AM,14.888,70.731,,,,
69,05/26/13 10:00:00 AM,15.796,69.201,,,,
70,05/26/13 10:30:00 AM,16.701,62.074,,,,
71,05/26/13 11:00:00 AM,17.915,57.327,,,,
72,05/26/13 11:30:00 AM,18.604,54.275,,,,
73,05/26/13 12:00:00 PM,19.603,49.906,,,,
74,05/26/13 12:30:00 PM,20.388,44.974,,,,
75,05/26/13 01:00:00 PM,20.889,41.530,,,,
76,05/26/13 01:30:00 PM,22.417,35.479,,,,
77,05/26/13 02:00:00 PM,22.441,36.076,,,,
78,05/26/13 02:30:00 PM,23.328,33.441,,,,
79,05/26/13 03:00:00 PM,23.713,30.394,,,,
80,05/26/13 03:30:00 PM,22.968,35.102,,,,
81,05/26/13 04:00:00 PM,23.761,33.514,,,,
82,05/26/13 04:30:00 PM,24.098,39.206,,,,
83,05/26/13 05:00:00 PM,23.689,41.061,,,,
84,05/26/13 05:30:00 PM,23.232,38.492,,,,
85,05/26/13 06:00:00 PM,23.256,36.552,,,,
86,05/26/13 06:30:00 PM,22.609,39.736,,,,
87,05/26/13 07:00:00 PM,22.130,40.955,,,,
88,05/26/13 07:30:00 PM,20.198,45.493,,,,
89,05/26/13 08:00:00 PM,17.582,54.158,,,,
90,05/26/13 08:30:00 PM,16.249,57.375,,,,
91,05/26/13 09:00:00 PM,14.745,62.814,,,,
92,05/26/13 09:30:00 PM,13.762,66.074,,,,
93,05/26/13 10:00:00 PM,12.727,69.691,,,,
94,05/26/13 10:30:00 PM,12.098,72.917,,,,
95,05/26/13 11:00:00 PM,11.977,71.878,,,,
96,05/26/13 11:30:00 PM,11.467,72.792,,,,
97,05/27/13 12:00:00 AM,11.029,74.495,,,,
98,05/27/13 12:30:00 AM,10.932,74.448,,,,
99,05/27/13 01:00:00 AM,10.736,75.020,,,,
100,05/27/13 01:30:00 AM,9.854,78.441,,,,
101,05/27/13 02:00:00 AM,9.608,79.341,,,,
102,05/27/13 02:30:00 AM,9.262,80.914,,,,
103,05/27/13 03:00:00 AM,9.139,81.371,,,,
104,05/27/13 03:30:00 AM,8.965,82.243,,,,
105,05/27/13 04:00:00 AM,9.139,81.881,,,,
106,05/27/13 04:30:00 AM,9.213,81.925,,,,
107,05/27/13 05:00:00 AM,8.593,83.544,,,,
108,05/27/13 05:30:00 AM,8.717,83.599,,,,
109,05/27/13 06:00:00 AM,8.469,85.128,,,,
110,05/27/13 06:30:00 AM,8.792,84.306,,,,
111,05/27/13 07:00:00 AM,8.792,85.600,,,,
112,05/27/13 07:30:00 AM,10.051,84.759,,,,
113,05/27/13 08:00:00 AM,11.662,82.479,,,,
114,05/27/13 08:30:00 AM,12.823,80.344,,,,
115,05/27/13 09:00:00 AM,13.642,79.037,,,,
116,05/27/13 09:30:00 AM,14.290,80.885,,,,
117,05/27/13 10:00:00 AM,14.457,80.069,,,,
118,05/27/13 10:30:00 AM,15.342,77.003,,,,
119,05/27/13 11:00:00 AM,15.867,73.037,,,,
120,05/27/13 11:30:00 AM,15.127,83.753,,,,
121,05/27/13 12:00:00 PM,14.840,87.385,,,,
122,05/27/13 12:30:00 PM,14.960,91.578,,,,
123,05/27/13 01:00:00 PM,15.199,87.149,,,,
124,05/27/13 01:30:00 PM,14.912,88.923,,,,
125,05/27/13 02:00:00 PM,14.984,88.355,,,,
126,05/27/13 02:30:00 PM,15.748,88.218,,,,
127,05/27/13 03:00:00 PM,15.318,84.721,,,,
128,05/27/13 03:30:00 PM,15.175,81.685,,,,
129,05/27/13 04:00:00 PM,14.792,82.914,,,,
130,05/27/13 04:30:00 PM,14.745,83.340,,,,
131,05/27/13 05:00:00 PM,14.888,84.242,,,,
132,05/27/13 05:30:00 PM,14.864,84.291,,,,
133,05/27/13 06:00:00 PM,14.457,85.387,,,,
134,05/27/13 06:30:00 PM,13.834,89.982,,,,
135,05/27/13 07:00:00 PM,13.161,94.651,,,,
136,05/27/13 07:30:00 PM,12.896,96.828,,,,
137,05/27/13 08:00:00 PM,12.751,97.903,,,,
138,05/27/13 08:30:00 PM,12.630,98.550,,,,
139,05/27/13 09:00:00 PM,12.606,99.021,,,,
140,05/27/13 09:30:00 PM,12.461,99.232,,,,
141,05/27/13 10:00:00 PM,12.340,99.598,,,,
142,05/27/13 10:30:00 PM,12.340,99.998,,,,
143,05/27/13 11:00:00 PM,12.340,100.000,,,,
144,05/27/13 11:30:00 PM,12.243,100.000,,,,
145,05/28/13 12:00:00 AM,12.195,100.000,,,,
146,05/28/13 12:30:00 AM,12.122,100.000,,,,
147,05/28/13 01:00:00 AM,12.147,100.000,,,,
148,05/28/13 01:30:00 AM,12.147,100.000,,,,
149,05/28/13 02:00:00 AM,12.098,100.000,,,,
150,05/28/13 02:30:00 AM,12.050,100.000,,,,
151,05/28/13 03:00:00 AM,12.025,100.000,,,,
152,05/28/13 03:30:00 AM,11.832,100.000,,,,
153,05/28/13 04:00:00 AM,11.832,100.000,,,,
154,05/28/13 04:30:00 AM,11.904,100.000,,,,
155,05/28/13 05:00:00 AM,11.953,100.000,,,,
156,05/28/13 05:30:00 AM,12.001,100.000,,,,
157,05/28/13 06:00:00 AM,12.098,100.000,,,,
158,05/28/13 06:30:00 AM,12.171,100.000,,,,
159,05/28/13 07:00:00 AM,12.340,100.000,,,,
160,05/28/13 07:30:00 AM,12.534,100.000,,,,
161,05/28/13 08:00:00 AM,12.775,100.000,,,,
162,05/28/13 08:30:00 AM,13.064,100.000,,,,
163,05/28/13 09:00:00 AM,13.112,100.000,,,,
164,05/28/13 09:30:00 AM,13.810,100.000,,,,
165,05/28/13 10:00:00 AM,14.026,100.000,,,,
166,05/28/13 10:30:00 AM,14.553,100.000,,,,
167,05/28/13 11:00:00 AM,14.816,99.430,,,,
168,05/28/13 11:30:00 AM,15.247,96.641,,,,
169,05/28/13 12:00:00 PM,16.249,93.897,,,,
170,05/28/13 12:30:00 PM,16.630,93.681,,,,
171,05/28/13 01:00:00 PM,18.271,89.632,,,,
172,05/28/13 01:30:00 PM,18.866,80.468,,,,
173,05/28/13 02:00:00 PM,19.413,83.208,,,,
174,05/28/13 02:30:00 PM,21.437,69.720,,,,
175,05/28/13 03:00:00 PM,21.509,68.552,,,,
176,05/28/13 03:30:00 PM,21.437,68.006,,,,
177,05/28/13 04:00:00 PM,22.968,65.409,,,,
178,05/28/13 04:30:00 PM,23.208,64.606,,,,
179,05/28/13 05:00:00 PM,22.753,60.583,,,,
180,05/28/13 05:30:00 PM,22.489,59.164,,,,
181,05/28/13 06:00:00 PM,21.891,59.988,,,,
182,05/28/13 06:30:00 PM,21.175,61.516,,,,
183,05/28/13 07:00:00 PM,20.007,63.883,,,,
184,05/28/13 07:30:00 PM,18.343,75.755,,,,
185,05/28/13 08:00:00 PM,17.534,77.121,,,,
186,05/28/13 08:30:00 PM,16.439,78.466,,,,
187,05/28/13 09:00:00 PM,15.581,79.453,,,,
188,05/28/13 09:30:00 PM,14.721,81.941,,,,
189,05/28/13 10:00:00 PM,13.810,85.102,,,,
190,05/28/13 10:30:00 PM,13.161,87.117,,,,
191,05/28/13 11:00:00 PM,13.161,88.867,,,,
192,05/28/13 11:30:00 PM,12.871,85.955,,,,
193,05/29/13 12:00:00 AM,12.413,89.158,,,,
194,05/29/13 12:30:00 AM,12.727,90.861,,,,
195,05/29/13 01:00:00 AM,12.896,90.380,,,,
196,05/29/13 01:30:00 AM,12.920,89.546,,,,
197,05/29/13 02:00:00 AM,12.823,89.048,,,,
198,05/29/13 02:30:00 AM,12.871,86.755,,,,
199,05/29/13 03:00:00 AM,12.871,87.420,,,,
200,05/29/13 03:30:00 AM,12.799,87.057,,,,
201,05/29/13 04:00:00 AM,12.775,84.189,,,,
202,05/29/13 04:30:00 AM,12.727,85.654,,,,
203,05/29/13 05:00:00 AM,12.630,87.150,,,,
204,05/29/13 05:30:00 AM,12.364,86.369,,,,
205,05/29/13 06:00:00 AM,12.389,88.072,,,,
206,05/29/13 06:30:00 AM,12.437,88.004,,,,
207,05/29/13 07:00:00 AM,12.582,87.430,,,,
208,05/29/13 07:30:00 AM,12.775,87.397,,,,
209,05/29/13 08:00:00 AM,13.425,87.686,,,,
210,05/29/13 08:30:00 AM,14.074,85.082,,,,
211,05/29/13 09:00:00 AM,14.314,84.273,,,,
212,05/29/13 09:30:00 AM,14.864,79.466,,,,
213,05/29/13 10:00:00 AM,15.986,77.081,,,,
214,05/29/13 10:30:00 AM,17.225,70.424,,,,
215,05/29/13 11:00:00 AM,17.796,64.845,,,,
216,05/29/13 11:30:00 AM,18.271,57.168,,,,
217,05/29/13 12:00:00 PM,19.080,52.859,,,,
218,05/29/13 12:30:00 PM,20.412,49.573,,,,
219,05/29/13 01:00:00 PM,21.915,50.623,,,,
220,05/29/13 01:30:00 PM,23.545,41.436,,,,
221,05/29/13 02:00:00 PM,24.339,38.080,,,,
222,05/29/13 02:30:00 PM,24.629,37.350,,,,
223,05/29/13 03:00:00 PM,25.987,36.223,,,,
224,05/29/13 03:30:00 PM,26.109,36.235,,,,
225,05/29/13 04:00:00 PM,26.036,33.117,,,,
226,05/29/13 04:30:00 PM,26.353,39.443,,,,
227,05/29/13 05:00:00 PM,26.329,23.709,,,,
228,05/29/13 05:30:00 PM,25.137,32.802,,,,
229,05/29/13 06:00:00 PM,24.098,35.110,,,,
230,05/29/13 06:30:00 PM,23.328,39.125,,,,
231,05/29/13 07:00:00 PM,21.819,40.596,,,,
232,05/29/13 07:30:00 PM,20.650,46.885,,,,
233,05/29/13 08:00:00 PM,18.557,51.264,,,,
234,05/29/13 08:30:00 PM,17.249,56.678,,,,
