1301,14-04-04_PPW1301_9850211.csv,,,,
1301,14-05-09_PPW1301_9850211.csv,,,,
1301,14-07-19_PPW1301_9850211.csv,,,,
1301,14-07-25_PPW1301_9850211.csv,,,,
1301,15-01-02_PPW1301_9850211.csv,,,,
1301,15-09-02_PPW1301_9850211.csv,,,,
1301,16-02-26_PPW1301_9850211.csv,,,,
1301,16-05-03_PPW1301_9850211.csv,,,,
1301,16-11-17_PPW1301_9850211.csv,,,,
1301,17-06-09_PPW1301_9850211.csv,,,,
1302,13-06-14_PPW1302_9850212.csv,,,,
1302,13-11-07_PPW1302_9850212.csv,,,,
1302,14-07-19_PPW1302_9850212.csv,,,,
1302,15-01-16_PPW1302_9850212.csv,,,,
1302,16-02-26_PPW1302_9850212.csv,,,,
1302,16-05-03_PPW1302_9850212.csv,,,,
1302,17-06-09_PPW1302_9850212.csv,,,,
1303,14-07-19_PPW1303_9850215.csv,,,,
1303,14-12-13_PPW1303_9850215.csv,,,,
1303,15-08-28_PPW1303_9850215.csv,,,,
1303,16-05-03_PPW1303_9850215.csv,,,,
1303,16-11-17_PPW1303_9850215.csv,,,,
1303,17-06-09_PPW1303_9850215.csv,,,,
1304,14-07-19_PPW1304_9850219.csv,,,,
1304,14-12-13_PPW1304_9850219.csv,,,,
1304,15-08-28_PPW1304_9850219.csv,,,,
1304,16-05-03_PPW1304_9850219.csv,,,,
1304,16-11-17_PPW1304_9850219.csv,,,,
1304,17-06-09_PPW1304_9850219.csv,,,,
1305,14-04-04_PPW1305_9850221.csv,,,,
1305,14-07-19_PPW1305_9850221.csv,,,,
1305,15-01-16_PPW1305_9850221.csv,,,,
1305,15-08-28_PPW1305_9850221.csv,,,,
1305,15-09-02_PPW1305_9850221.csv,,,,
1305,16-05-03_PPW1305_9850221.csv,,,,
1305,16-11-17_PPW1305_9850221.csv,,,,
1305,17-06-09_PPW1305_9850221.csv,,,,
1306,14-04-14_PPW1306_9850244.csv,,,,
1306,14-07-19_PPW1306_9850244.csv,,,,
1306,15-01-02_PPW1306_9850244.csv,,,,
1306,15-09-02_PPW1306_9850244.csv,,,,
1306,16-05-03_PPW1306_9850244.csv,,,,
1306,16-11-18_PPW1306_9850244.csv,,,,
1306,17-06-09_PPW1306_9850244.csv,,,,
1307,14-04-04_PPW1307_9850232.csv,,,,
