"Plot Title:  PPW_1328_2_10589256"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10589256, SEN S/N: 10589256)","RH, % (LGR S/N: 10589256, SEN S/N: 10589256)","Coupler Detached (LGR S/N: 10589256)","Coupler Attached (LGR S/N: 10589256)","Stopped (LGR S/N: 10589256)","End Of File (LGR S/N: 10589256)"
1,05/03/18 12:00:00 PM,12.389,83.130,Logged,,,
2,05/03/18 12:30:00 PM,13.930,76.319,,,,
3,05/03/18 01:00:00 PM,15.199,71.964,,,,
4,05/03/18 01:30:00 PM,16.415,68.358,,,,
5,05/03/18 02:00:00 PM,16.892,65.043,,,,
6,05/03/18 02:30:00 PM,17.225,65.012,,,,
7,05/03/18 03:00:00 PM,17.463,64.402,,,,
8,05/03/18 03:30:00 PM,17.605,64.575,,,,
9,05/03/18 04:00:00 PM,17.677,65.504,,,,
10,05/03/18 04:30:00 PM,18.081,65.250,,,,
11,05/03/18 05:00:00 PM,18.033,66.276,,,,
12,05/03/18 05:30:00 PM,17.653,68.263,,,,
13,05/03/18 06:00:00 PM,16.415,72.114,,,,
14,05/03/18 06:30:00 PM,15.652,74.105,,,,
15,05/03/18 07:00:00 PM,14.768,76.127,,,,
16,05/03/18 07:30:00 PM,13.666,78.212,,,,
17,05/03/18 08:00:00 PM,12.823,81.464,,,,
18,05/03/18 08:30:00 PM,11.977,83.924,,,,
19,05/03/18 09:00:00 PM,11.078,86.355,,,,
20,05/03/18 09:30:00 PM,10.320,87.806,,,,
21,05/03/18 10:00:00 PM,9.756,89.390,,,,
22,05/03/18 10:30:00 PM,9.410,90.236,,,,
23,05/03/18 11:00:00 PM,9.064,90.767,,,,
24,05/03/18 11:30:00 PM,8.767,91.103,,,,
25,05/04/18 12:00:00 AM,8.519,92.113,,,,
26,05/04/18 12:30:00 AM,8.220,92.265,,,,
27,05/04/18 01:00:00 AM,7.995,92.740,,,,
28,05/04/18 01:30:00 AM,7.770,93.086,,,,
29,05/04/18 02:00:00 AM,7.619,93.375,,,,
30,05/04/18 02:30:00 AM,7.419,93.146,,,,
31,05/04/18 03:00:00 AM,7.116,93.972,,,,
32,05/04/18 03:30:00 AM,6.864,93.930,,,,
33,05/04/18 04:00:00 AM,6.661,94.252,,,,
34,05/04/18 04:30:00 AM,6.839,95.596,,,,
35,05/04/18 05:00:00 AM,7.343,96.280,,,,
36,05/04/18 05:30:00 AM,7.569,97.259,,,,
37,05/04/18 06:00:00 AM,7.544,97.524,,,,
38,05/04/18 06:30:00 AM,7.419,97.538,,,,
39,05/04/18 07:00:00 AM,7.368,97.697,,,,
40,05/04/18 07:30:00 AM,7.544,97.326,,,,
41,05/04/18 08:00:00 AM,8.145,96.995,,,,
42,05/04/18 08:30:00 AM,8.941,97.163,,,,
43,05/04/18 09:00:00 AM,10.075,96.019,,,,
44,05/04/18 09:30:00 AM,11.589,92.079,,,,
45,05/04/18 10:00:00 AM,12.485,88.465,,,,
46,05/04/18 10:30:00 AM,14.170,81.900,,,,
47,05/04/18 11:00:00 AM,15.318,73.072,,,,
48,05/04/18 11:30:00 AM,16.915,68.478,,,,
49,05/04/18 12:00:00 PM,18.557,63.727,,,,
50,05/04/18 12:30:00 PM,19.746,59.861,,,,
51,05/04/18 01:00:00 PM,21.294,54.850,,,,
52,05/04/18 01:30:00 PM,22.345,48.688,,,,
53,05/04/18 02:00:00 PM,22.513,46.479,,,,
54,05/04/18 02:30:00 PM,23.064,43.070,,,,
55,05/04/18 03:00:00 PM,23.424,43.306,,,,
56,05/04/18 03:30:00 PM,23.088,45.170,,,,
57,05/04/18 04:00:00 PM,23.064,42.681,,,,
58,05/04/18 04:30:00 PM,23.376,40.308,,,,
59,05/04/18 05:00:00 PM,22.992,38.959,,,,
60,05/04/18 05:30:00 PM,22.345,38.499,,,,
61,05/04/18 06:00:00 PM,21.987,37.150,,,,
62,05/04/18 06:30:00 PM,20.841,37.297,,,,
