"","Plot","Quad","UTM.x","UTM.y","AEA.x","AEA.y","GEO.x","GEO.y"
"46","PPW1507","E1",525938,4270633,-235095.488545385,66427.3342424692,-122.702193596981,38.5837899742687
"47","PPW1507","E2",525938,4270653,-235094.852853114,66447.3591506705,-122.702192852615,38.5839702118432
"48","PPW1507","E3",525938,4270673,-235094.217160617,66467.3840574403,-122.702192108243,38.5841504494122
"49","PPW1507","E4",525938,4270693,-235093.581467898,66487.4089627839,-122.702191363865,38.5843306869757
"50","PPW1507","E5",525937.999999999,4270713,-235092.945774957,66507.4338667011,-122.702190619479,38.5845109245335
"51","PPW1509","A1",522802,4273309,-238141.861424563,69206.1010808274,-122.738111511328,38.6079918603605
"52","PPW1509","A2",522802,4273329,-238141.225927508,69226.1258404339,-122.738110856172,38.6081720977409
"53","PPW1509","A3",522802,4273349,-238140.59043026,69246.1505985898,-122.73811020101,38.6083523351157
"54","PPW1509","A4",522802,4273369,-238139.954932822,69266.1753552854,-122.738109545842,38.608532572485
"55","PPW1509","A5",522802,4273389,-238139.319435193,69286.2001105342,-122.738108890669,38.6087128098487
"56","PPW1509","B1",522822,4273309,-238121.890544041,69205.4669857272,-122.737881806963,38.6079913460696
"57","PPW1509","B2",522822,4273329,-238121.255045548,69225.4917450687,-122.737881151232,38.6081715834468
"58","PPW1509","B3",522822,4273349,-238120.619546866,69245.5165029573,-122.737880495496,38.6083518208183
"59","PPW1509","B4",522822,4273369,-238119.984047991,69265.5412593866,-122.737879839753,38.6085320581843
"60","PPW1509","B5",522821.999999999,4273389,-238119.348548926,69285.5660143592,-122.737879184005,38.6087122955447
"61","PPW1509","C1",522842,4273309,-238101.919663801,69204.832888925,-122.737652102603,38.607990831328
"62","PPW1509","C2",522842,4273329,-238101.284163873,69224.8576480015,-122.737651446298,38.6081710687018
"63","PPW1509","C3",522842,4273349,-238100.648663751,69244.882405614,-122.737650789987,38.60835130607
"64","PPW1509","C4",522842.000000001,4273369,-238100.013163439,69264.9071617816,-122.73765013367,38.6085315434327
"65","PPW1509","C5",522841.999999999,4273389,-238099.377662938,69284.9319164888,-122.737649477347,38.6087117807898
"66","PPW1509","D1",522862,4273309,-238081.948783843,69204.1987904217,-122.73742239825,38.6079903161354
"67","PPW1509","D2",522862,4273329,-238081.313282478,69224.2235492291,-122.73742174137,38.6081705535059
"68","PPW1509","D3",522862,4273349,-238080.677780921,69244.2483065836,-122.737421084484,38.6083507908708
"69","PPW1509","D4",522862,4273369,-238080.042279173,69264.2730624764,-122.737420427593,38.6085310282302
"70","PPW1509","D5",522861.999999999,4273389,-238079.406777234,69284.297816922,-122.737419770695,38.608711265584
"71","PPW1509","E1",522882,4273309,-238061.977904169,69203.5646902178,-122.737192693902,38.6079898004919
"72","PPW1509","E2",522882,4273329,-238061.342401366,69223.5894487575,-122.737192036448,38.6081700378591
"73","PPW1509","E3",522882,4273349,-238060.706898372,69243.6142058386,-122.737191378987,38.6083502752208
"74","PPW1509","E4",522882,4273369,-238060.071395187,69263.6389614679,-122.737190721521,38.6085305125768
"75","PPW1509","E5",522881.999999999,4273389,-238059.435891812,69283.6637156415,-122.737190064049,38.6087107499273
"76","PPW1510","A1",522753,4273514,-238184.276265258,69412.9083303344,-122.738667585852,38.6098405514351
"77","PPW1510","A2",522753,4273534,-238183.640769772,69432.9330756776,-122.738666932044,38.6100207887664
"78","PPW1510","A3",522752.999999999,4273554,-238183.005274094,69452.9578195582,-122.73866627823,38.6102010260922
"79","PPW1510","A4",522753,4273574,-238182.369778225,69472.9825619841,-122.738665624411,38.6103812634124
"80","PPW1510","A5",522753,4273594,-238181.734282167,69493.0073029515,-122.738664970585,38.610561500727
"81","PPW1510","B1",522773,4273514,-238164.305369313,69412.2742366632,-122.738437875583,38.6098400382152
"82","PPW1510","B2",522773,4273534,-238163.669872386,69432.298981742,-122.7384372212,38.6100202755433
"83","PPW1510","B3",522772.999999999,4273554,-238163.03437527,69452.3237253558,-122.738436566811,38.6102005128657
"84","PPW1510","B4",522773,4273574,-238162.398877965,69472.3484675172,-122.738435912417,38.6103807501826
"85","PPW1510","B5",522773,4273594,-238161.763380466,69492.3732082155,-122.738435258017,38.6105609874939
"86","PPW1510","C1",522793,4273514,-238144.334473649,69411.6401412929,-122.738208165319,38.6098395245444
"87","PPW1510","C2",522793,4273534,-238143.698975285,69431.6648861007,-122.738207510361,38.6100197618692
"88","PPW1510","C3",522792.999999999,4273554,-238143.063476731,69451.68962945,-122.738206855398,38.6101999991884
"89","PPW1510","C4",522793,4273574,-238142.427977984,69471.7143713422,-122.738206200429,38.610380236502
"90","PPW1510","C5",522793,4273594,-238141.792479047,69491.7391117755,-122.738205545454,38.61056047381
"91","PPW1510","D1",522813,4273514,-238124.363578267,69411.0060442169,-122.737978455061,38.6098390104227
"92","PPW1510","D2",522813,4273534,-238123.728078464,69431.0307887602,-122.737977799529,38.6100192477442
"93","PPW1510","D3",522812.999999999,4273554,-238123.09257847,69451.0555318436,-122.737977143991,38.6101994850601
"94","PPW1510","D4",522813,4273574,-238122.457078285,69471.080273462,-122.737976488447,38.6103797223704
"95","PPW1510","D5",522813,4273594,-238121.821577909,69491.1050136304,-122.737975832897,38.6105599596751
"96","PPW1510","E1",522833,4273514,-238104.392683167,69410.3719454403,-122.737748744808,38.6098384958501
"97","PPW1510","E2",522833,4273534,-238103.757181924,69430.3966897102,-122.737748088702,38.6100187331683
"98","PPW1510","E3",522833,4273554,-238103.121680494,69450.42143253,-122.737747432589,38.6101989704809
"99","PPW1510","E4",522833,4273574,-238102.486178869,69470.4461738826,-122.737746776471,38.6103792077879
"100","PPW1510","E5",522833,4273594,-238101.850677055,69490.4709137818,-122.737746120346,38.6105594450893
"101","PPW1512","A1",522476,4272810,-238483.241823379,68716.8182603144,-122.741871803882,38.6035032539515
"102","PPW1512","A2",522476,4272830,-238482.606354414,68736.843060493,-122.741871158237,38.6036834915244
"103","PPW1512","A3",522476,4272850,-238481.970885261,68756.8678592113,-122.741870512586,38.6038637290916
"104","PPW1512","A4",522476,4272870,-238481.335415923,68776.8926564879,-122.741869866929,38.6040439666534
"105","PPW1512","A5",522475.999999999,4272890,-238480.699946397,68796.9174523139,-122.741869221266,38.6042242042095
"106","PPW1512","B1",522496,4272810,-238463.270974058,68716.1841995451,-122.741642113758,38.6035027470911
"107","PPW1512","B2",522496,4272830,-238462.635503663,68736.2089994545,-122.741641467538,38.6036829846607
"108","PPW1512","B3",522496,4272850,-238462.000033078,68756.2337979167,-122.741640821312,38.6038632222248
"109","PPW1512","B4",522496,4272870,-238461.364562308,68776.2585949241,-122.74164017508,38.6040434597832
"110","PPW1512","B5",522495.999999999,4272890,-238460.729091348,68796.2833904815,-122.741639528843,38.6042236973361
"111","PPW1512","C1",522516,4272810,-238443.300125016,68715.5501370751,-122.741412423639,38.6035022397799
"112","PPW1512","C2",522516,4272830,-238442.664653188,68735.5749367238,-122.741411776844,38.6036824773463
"113","PPW1512","C3",522516,4272850,-238442.029181174,68755.5997349154,-122.741411130044,38.6038627149071
"114","PPW1512","C4",522516,4272870,-238441.393708972,68775.6245316621,-122.741410483238,38.6040429524623
"115","PPW1512","C5",522515.999999999,4272890,-238440.75823658,68795.6493269592,-122.741409836426,38.604223190012
"116","PPW1512","D1",522536,4272810,-238423.329276254,68714.9160729097,-122.741182733525,38.6035017320179
"117","PPW1512","D2",522536,4272830,-238422.693802994,68734.9408722925,-122.741182086156,38.6036819695811
"118","PPW1512","D3",522536,4272850,-238422.058329547,68754.965670222,-122.741181438782,38.6038622071386
"119","PPW1512","D4",522535.999999999,4272870,-238421.422855914,68774.9904667037,-122.741180791401,38.6040424446906
"120","PPW1512","D5",522535.999999999,4272890,-238420.787382091,68795.0152617358,-122.741180144015,38.6042226822369
"121","PPW1512","E1",522556,4272810,-238403.35842777,68714.2820070493,-122.740953043418,38.6035012238051
"122","PPW1512","E2",522556,4272830,-238402.72295308,68734.3068061685,-122.740952395474,38.603681461365
"123","PPW1512","E3",522556,4272850,-238402.087478201,68754.3316038316,-122.740951747525,38.6038616989193
"124","PPW1512","E4",522556,4272870,-238401.452003136,68774.3564000474,-122.74095109957,38.604041936468
"125","PPW1512","E5",522555.999999999,4272890,-238400.816527881,68794.3811948146,-122.740950451609,38.6042221740111
"126","PPW1515","A1",524702,4271533,-236301.072475826,67367.6523532867,-122.716352623596,38.591935916888
"127","PPW1515","A2",524701.999999999,4271553,-236300.436861057,67387.67721503,-122.716351914414,38.5921161544376
"128","PPW1515","A3",524702,4271573,-236299.801246077,67407.7020753361,-122.716351205226,38.5922963919816
"129","PPW1515","A4",524702,4271593,-236299.165630886,67427.7269342029,-122.716350496031,38.5924766295201
"130","PPW1515","A5",524702,4271613,-236298.530015486,67447.7517916327,-122.71634978683,38.592656867053
"131","PPW1515","B1",524721.999999999,4271533,-236281.10174967,67367.0181219606,-122.716122970816,38.5919353600807
"132","PPW1515","B2",524721.999999999,4271553,-236280.466133485,67387.0429834151,-122.71612226106,38.5921155976267
"133","PPW1515","B3",524722,4271573,-236279.830517086,67407.0678434395,-122.716121551298,38.5922958351671
"134","PPW1515","B4",524722,4271593,-236279.194900478,67427.0927020162,-122.716120841529,38.592476072702
"135","PPW1515","B5",524722,4271613,-236278.559283657,67447.1175591624,-122.716120131754,38.5926563102313
"136","PPW1515","C1",524742,4271533,-236261.131023812,67366.3838889496,-122.715893318043,38.5919348028227
"137","PPW1515","C2",524741.999999999,4271553,-236260.49540621,67386.4087501182,-122.715892607713,38.5921150403651
"138","PPW1515","C3",524742,4271573,-236259.859788396,67406.433609853,-122.715891897377,38.592295277902
"139","PPW1515","C4",524742,4271593,-236259.224170369,67426.4584681494,-122.715891187034,38.5924755154333
"140","PPW1515","C5",524742,4271613,-236258.588552133,67446.4833250069,-122.715890476685,38.592655752959
"141","PPW1515","D1",524762.000000001,4271533,-236241.160298258,67365.7496542544,-122.715663665277,38.5919342451141
"142","PPW1515","D2",524761.999999999,4271553,-236240.524679237,67385.7745151413,-122.715662954372,38.5921144826529
"143","PPW1515","D3",524762,4271573,-236239.889060005,67405.7993745902,-122.715662243462,38.5922947201863
"144","PPW1515","D4",524762,4271593,-236239.253440562,67425.8242325992,-122.715661532545,38.592474957714
"145","PPW1515","D5",524762,4271613,-236238.617820906,67445.8490891731,-122.715660821621,38.5926551952361
"146","PPW1515","E1",524782,4271533,-236221.189573003,67365.1154178781,-122.715434012516,38.5919336869548
"147","PPW1515","E2",524781.999999999,4271553,-236220.553952566,67385.1402784772,-122.715433301038,38.5921139244901
"148","PPW1515","E3",524782,4271573,-236219.918331917,67405.1651376407,-122.715432589553,38.5922941620199
"149","PPW1515","E4",524782,4271593,-236219.282711054,67425.1899953634,-122.715431878062,38.592474399544
"150","PPW1515","E5",524782,4271613,-236218.647089982,67445.2148516499,-122.715431166564,38.5926546370626
"151","PPW1521","A1",524708,4269560,-236357.783658958,65392.0024525742,-122.716353674368,38.574155288319
"152","PPW1521","A2",524708,4269580,-236357.148064602,65412.0274549732,-122.71635296564,38.5743355264176
"153","PPW1521","A3",524708,4269600,-236356.512470033,65432.0524559608,-122.716352256905,38.5745157645107
"154","PPW1521","A4",524708,4269620,-236355.876875255,65452.0774555188,-122.716351548163,38.5746960025983
"155","PPW1521","A5",524708,4269640,-236355.241280265,65472.1024536695,-122.716350839416,38.5748762406802
"156","PPW1521","B1",524728,4269560,-236337.81307169,65391.3682488846,-122.716124078207,38.5741547317286
"157","PPW1521","B2",524728,4269580,-236337.177475937,65411.3932509976,-122.716123368904,38.5743349698237
"158","PPW1521","B3",524728,4269600,-236336.541879972,65431.4182516974,-122.716122659596,38.5745152079132
"159","PPW1521","B4",524728,4269620,-236335.906283796,65451.4432509723,-122.716121950281,38.5746954459972
"160","PPW1521","B5",524728,4269640,-236335.270687407,65471.4682488372,-122.71612124096,38.5748756840755
"161","PPW1521","C1",524748,4269560,-236317.842484722,65390.7340435325,-122.715894482052,38.5741541746878
"162","PPW1521","C2",524748,4269580,-236317.20688757,65410.7590453583,-122.715893772176,38.5743344127794
"163","PPW1521","C3",524748,4269600,-236316.571290208,65430.7840457689,-122.715893062294,38.5745146508653
"164","PPW1521","C4",524748,4269620,-236315.935692635,65450.8090447648,-122.715892352405,38.5746948889457
"165","PPW1521","C5",524748,4269640,-236315.30009485,65470.8340423419,-122.71589164251,38.5748751270205
"166","PPW1521","D1",524768,4269560,-236297.871898052,65390.0998365106,-122.715664885903,38.5741536171968
"167","PPW1521","D2",524768,4269580,-236297.236299505,65410.1248380514,-122.715664175453,38.5743338552847
"168","PPW1521","D3",524768,4269600,-236296.600700747,65430.1498381803,-122.715663464998,38.5745140933671
"169","PPW1521","D4",524768,4269620,-236295.965101776,65450.1748368917,-122.715662754535,38.5746943314439
"170","PPW1521","D5",524767.999999999,4269640,-236295.329502593,65470.1998341829,-122.715662044067,38.5748745695151
"171","PPW1521","E1",524788,4269560,-236277.901311684,65389.4656278286,-122.715435289761,38.5741530592554
"172","PPW1521","E2",524788,4269580,-236277.265711741,65409.4906290877,-122.715434578737,38.5743332973397
"173","PPW1521","E3",524788,4269600,-236276.630111583,65429.5156289251,-122.715433867708,38.5745135354185
"174","PPW1521","E4",524787.999999999,4269620,-236275.994511217,65449.5406273506,-122.715433156672,38.5746937734918
"175","PPW1521","E5",524788,4269640,-236275.358910635,65469.5656243553,-122.71543244563,38.5748740115594
"176","PPW1522","A1",525056,4269521,-236011.534939193,65341.918321881,-122.712360103535,38.5737940752055
"177","PPW1522","A2",525055.999999999,4269541,-236010.899320953,65361.9433220536,-122.712359384837,38.5739743132525
"178","PPW1522","A3",525056,4269561,-236010.263702497,65381.9683208074,-122.712358666133,38.574154551294
"179","PPW1522","A4",525056,4269581,-236009.628083825,65401.9933181535,-122.712357947423,38.5743347893299
"180","PPW1522","A5",525056,4269601,-236008.992464939,65422.0183140794,-122.712357228706,38.5745150273602
"181","PPW1522","B1",525076,4269521,-235991.564359896,65341.2840897944,-122.712130508603,38.5737935107863
"182","PPW1522","B2",525075.999999999,4269541,-235990.92874026,65361.3090896783,-122.712129789332,38.5739737488297
"183","PPW1522","B3",525076,4269561,-235990.293120406,65381.3340881476,-122.712129070054,38.5741539868676
"184","PPW1522","B4",525076,4269581,-235989.657500338,65401.3590852031,-122.71212835077,38.5743342248998
"185","PPW1522","B5",525076,4269601,-235989.021880055,65421.3840808356,-122.712127631479,38.5745144629265
"186","PPW1522","C1",525096,4269521,-235971.5937809,65340.6498560468,-122.711900913678,38.5737929459168
"187","PPW1522","C2",525095.999999999,4269541,-235970.958159868,65360.6748556406,-122.711900193833,38.5739731839566
"188","PPW1522","C3",525096,4269561,-235970.322538618,65380.6998538249,-122.711899473982,38.5741534219908
"189","PPW1522","C4",525096,4269581,-235969.686917153,65400.724850582,-122.711898754124,38.5743336600194
"190","PPW1522","C5",525096,4269601,-235969.051295474,65420.7498459341,-122.71189803426,38.5745138980425
"191","PPW1522","D1",525116,4269521,-235951.623202211,65340.0156206335,-122.711671318759,38.5737923805969
"192","PPW1522","D2",525115.999999999,4269541,-235950.98757978,65360.04061994,-122.711670598341,38.5739726186331
"193","PPW1522","D3",525116,4269561,-235950.351957134,65380.0656178314,-122.711669877916,38.5741528566637
"194","PPW1522","D4",525116,4269581,-235949.716334273,65400.0906143049,-122.711669157484,38.5743330946887
"195","PPW1522","D5",525116,4269601,-235949.080711197,65420.115609365,-122.711668437046,38.5745133327082
"196","PPW1522","E1",525136,4269521,-235931.652623823,65339.3813835536,-122.711441723847,38.5737918148268
"197","PPW1522","E2",525135.999999999,4269541,-235931.016999998,65359.4063825766,-122.711441002855,38.5739720528593
"198","PPW1522","E3",525136,4269561,-235930.381375954,65379.431380176,-122.711440281856,38.5741522908863
"199","PPW1522","E4",525136,4269581,-235929.745751695,65399.4563763598,-122.711439560851,38.5743325289077
"200","PPW1522","E5",525136,4269601,-235929.110127221,65419.4813711336,-122.711438839839,38.5745127669235
"201","PPW1524","A1",523771,4271969,-237216.85509832,67833.7159032351,-122.727028088519,38.5958905184251
"202","PPW1524","A2",523771,4271989,-237216.219545149,67853.7407466834,-122.727027405932,38.5960707560161
"203","PPW1524","A3",523771,4272009,-237215.583991775,67873.7655886905,-122.727026723338,38.5962509936015
"204","PPW1524","A4",523771,4272029,-237214.948438201,67893.7904292555,-122.727026040739,38.5964312311814
"205","PPW1524","A5",523770.999999999,4272049,-237214.312884424,67913.8152683801,-122.727025358133,38.5966114687557
"206","PPW1524","B1",523791,4271969,-237196.884327443,67833.0817442532,-122.726798422932,38.5958899825193
"207","PPW1524","B2",523791,4271989,-237196.248772848,67853.1065874253,-122.726797739771,38.5960702201069
"208","PPW1524","B3",523791,4272009,-237195.613218052,67873.1314291549,-122.726797056603,38.5962504576889
"209","PPW1524","B4",523791,4272029,-237194.977663056,67893.1562694465,-122.726796373429,38.5964306952653
"210","PPW1524","B5",523790.999999999,4272049,-237194.342107857,67913.1811082894,-122.726795690249,38.5966109328362
"211","PPW1524","C1",523811,4271969,-237176.913556856,67832.4475835888,-122.726568757351,38.5958894461629
"212","PPW1524","C2",523811,4271989,-237176.27800084,67852.4724264778,-122.726568073615,38.596069683747
"213","PPW1524","C3",523811,4272009,-237175.642444622,67872.4972679336,-122.726567389873,38.5962499213256
"214","PPW1524","C4",523811,4272029,-237175.0068882,67892.5221079467,-122.726566706125,38.5964301588985
"215","PPW1524","C5",523810.999999999,4272049,-237174.37133158,67912.5469465163,-122.726566022371,38.596610396466
"216","PPW1524","D1",523831,4271969,-237156.942786561,67831.8134212247,-122.726339091776,38.5958889093557
"217","PPW1524","D2",523831,4271989,-237156.307229121,67851.8382638446,-122.726338407466,38.5960691469364
"218","PPW1524","D3",523831,4272009,-237155.671671481,67871.8631050205,-122.72633772315,38.5962493845115
"219","PPW1524","D4",523831,4272029,-237155.036113639,67891.8879447598,-122.726337038827,38.5964296220811
"220","PPW1524","D5",523830.999999999,4272049,-237154.400555595,67911.912783049,-122.726336354499,38.596609859645
"221","PPW1524","E1",523851,4271969,-237136.972016558,67831.1792571768,-122.726109426207,38.5958883720979
"222","PPW1524","E2",523851,4271989,-237136.336457698,67851.2040995252,-122.726108741323,38.5960686096751
"223","PPW1524","E3",523851,4272009,-237135.700898635,67871.2289404203,-122.726108056432,38.5962488472468
"224","PPW1524","E4",523851,4272029,-237135.06533937,67891.2537798807,-122.726107371536,38.5964290848129
"225","PPW1524","E5",523850.999999999,4272049,-237134.429779904,67911.2786178952,-122.726106686633,38.5966093223734
"226","PPW1525","A1",526435,4270776,-234594.672688632,66554.7488543824,-122.696481954972,38.5850640141327
"227","PPW1525","A2",526435,4270796,-234594.036959749,66574.7737449193,-122.696481196296,38.5852442515734
"228","PPW1525","A3",526435,4270816,-234593.401230634,66594.7986340257,-122.696480437613,38.5854244890085
"229","PPW1525","A4",526435,4270836,-234592.765501291,66614.8235217119,-122.696479678923,38.5856047264381
"230","PPW1525","A5",526435,4270856,-234592.129771718,66634.84840796,-122.696478920227,38.5857849638621
"231","PPW1525","B1",526455,4270776,-234574.702042732,66554.1144886464,-122.69625232449,38.5850634184237
"232","PPW1525","B2",526455,4270796,-234574.066312439,66574.1393788802,-122.69625156524,38.5852436558605
"233","PPW1525","B3",526455,4270816,-234573.430581914,66594.1642676881,-122.696250805983,38.5854238932919
"234","PPW1525","B4",526455,4270836,-234572.794851162,66614.1891550678,-122.696250046719,38.5856041307176
"235","PPW1525","B5",526455,4270856,-234572.15912018,66634.2140410161,-122.696249287449,38.5857843681378
"236","PPW1525","C1",526475,4270776,-234554.731397148,66553.4801212349,-122.696022694014,38.5850628222641
"237","PPW1525","C2",526475,4270796,-234554.095665445,66573.505011173,-122.69602193419,38.5852430596972
"238","PPW1525","C3",526475,4270816,-234553.459933513,66593.5298996731,-122.696021174359,38.5854232971247
"239","PPW1525","C4",526475,4270836,-234552.824201351,66613.5547867515,-122.696020414522,38.5856035345466
"240","PPW1525","C5",526475,4270856,-234552.18846896,66633.5796723966,-122.696019654677,38.5857837719629
"241","PPW1525","D1",526495,4270776,-234534.760751881,66552.8457521508,-122.695793063545,38.5850622256541
"242","PPW1525","D2",526495,4270796,-234534.125018771,66572.8706417857,-122.695792303148,38.5852424630834
"243","PPW1525","D3",526495,4270816,-234533.489285429,66592.8955299873,-122.695791542743,38.585422700507
"244","PPW1525","D4",526495,4270836,-234532.853551858,66612.9204167621,-122.695790782331,38.5856029379251
"245","PPW1525","D5",526495,4270856,-234532.217818058,66632.9453021018,-122.695790021913,38.5857831753376
"246","PPW1525","E1",526515,4270776,-234514.790106934,66552.2113813902,-122.695563433084,38.5850616285936
"247","PPW1525","E2",526515,4270796,-234514.154372414,66572.2362707201,-122.695562672112,38.585241866019
"248","PPW1525","E3",526515,4270816,-234513.518637663,66592.2611586228,-122.695561911133,38.5854221034388
"249","PPW1525","E4",526515,4270836,-234512.882902683,66612.286045095,-122.695561150147,38.5856023408531
"250","PPW1525","E5",526515,4270856,-234512.247167474,66632.310930131,-122.695560389155,38.5857825782618
"251","PPW1532","A1",524932,4271247,-236080.498644134,67074.0029585008,-122.713721852037,38.5893520894171
"252","PPW1532","A2",524932,4271267,-236079.863016117,67094.0278374851,-122.713721136344,38.5895323270053
"253","PPW1532","A3",524932,4271287,-236079.227387889,67114.0527150226,-122.713720420645,38.5897125645878
"254","PPW1532","A4",524932,4271307,-236078.591759446,67134.0775911277,-122.713719704939,38.5898928021648
"255","PPW1532","A5",524932,4271327,-236077.956130788,67154.1024658028,-122.713718989226,38.5900730397362
"256","PPW1532","B1",524952,4271247,-236060.527941689,67073.368711933,-122.713492207541,38.5893515274791
"257","PPW1532","B2",524952,4271267,-236059.89231226,67093.3935906217,-122.713491491274,38.5895317650637
"258","PPW1532","B3",524952,4271287,-236059.256682616,67113.4184678728,-122.713490775,38.5897120026426
"259","PPW1532","B4",524952,4271307,-236058.621052758,67133.4433436939,-122.71349005872,38.589892240216
"260","PPW1532","B5",524952,4271327,-236057.985422685,67153.4682180756,-122.713489342434,38.5900724777838
"261","PPW1532","C1",524972,4271247,-236040.557239548,67072.7344636791,-122.713262563052,38.5893509650906
"262","PPW1532","C2",524972,4271267,-236039.921608703,67092.7593420786,-122.71326184621,38.5895312026715
"263","PPW1532","C3",524972,4271287,-236039.285977643,67112.7842190508,-122.713261129363,38.5897114402469
"264","PPW1532","C4",524972,4271307,-236038.650346373,67132.8090945771,-122.713260412508,38.5898916778166
"265","PPW1532","C5",524972,4271327,-236038.014714886,67152.8339686701,-122.713259695648,38.5900719153808
"266","PPW1532","D1",524992,4271247,-236020.586537709,67072.1002137484,-122.713032918568,38.5893504022514
"267","PPW1532","D2",524992,4271267,-236019.950905451,67092.1250918605,-122.713032201153,38.5895306398287
"268","PPW1532","D3",524992,4271287,-236019.315272977,67112.149968538,-122.713031483731,38.5897108774005
"269","PPW1532","D4",524992,4271307,-236018.679640291,67132.1748437765,-122.713030766303,38.5898911149666
"270","PPW1532","D5",524992,4271327,-236018.04400739,67152.1997175836,-122.713030048868,38.5900713525272
