"","Plot","Quad","UTM.x","UTM.y","AEA.x","AEA.y","GEO.x","GEO.y"
"114","PPW1308","A2",522751.207056984,4273146.48723852,-238197.744198027,69044.9974424634,-122.738700190876,38.6065286204557
"115","PPW1308","A3",522752.405244483,4273151.21811352,-238196.397434073,69049.6961894678,-122.738686275085,38.6065712237667
"116","PPW1308","A4",522753.603431983,4273155.94898852,-238195.050670071,69054.3949363795,-122.738672359278,38.6066138270758
"117","PPW1308","B1",522754.828031985,4273140.53798852,-238194.317532071,69038.926022599,-122.738658798496,38.606474913711
"118","PPW1308","B2",522756.025844485,4273145.26861352,-238192.971150495,69043.6245312667,-122.738644887006,38.6065175147741
"119","PPW1308","B3",522757.223656985,4273149.99923852,-238191.624768869,69048.3230398344,-122.738630975501,38.6065601158352
"120","PPW1308","B4",522758.421469484,4273154.72986352,-238190.278387194,69053.0215483066,-122.738617063978,38.6066027168943
"121","PPW1308","C1",522759.647194486,4273139.31961352,-238189.54410227,69037.5533497497,-122.738603490359,38.6064638102532
"122","PPW1308","C2",522760.844631986,4273144.04998852,-238188.19810302,69042.2516199695,-122.738589583154,38.6065064090664
"123","PPW1308","C3",522762.042069487,4273148.78036352,-238186.852103721,69046.949890106,-122.738575675933,38.6065490078775
"124","PPW1308","C4",522763.239506985,4273153.51073852,-238185.506104376,69051.6481601419,-122.738561768695,38.6065916066866
"125","PPW1308","D1",522764.466356987,4273138.10123852,-238184.770672524,69036.1806767969,-122.738548182239,38.6064527067693
"126","PPW1308","D2",522765.663419487,4273142.83136352,-238183.425055606,69040.8787085884,-122.738534279319,38.6064953033325
"127","PPW1308","D3",522766.860481987,4273147.56148852,-238182.079438635,69045.5767402714,-122.738520376382,38.6065378998937
"128","PPW1308","D4",522768.057544487,4273152.29161352,-238180.733821614,69050.274771872,-122.738506473429,38.6065804964529
"129","PPW1309","A1",522835.001217559,4273340.81411639,-238107.89736334,69236.9082846576,-122.737731441473,38.6082777161462
"130","PPW1309","A2",522836.225930058,4273345.64974139,-238106.520781948,69241.7110661743,-122.737717216683,38.6083212626365
"131","PPW1309","A3",522837.450642558,4273350.48536639,-238105.144200502,69246.5138475895,-122.737702991876,38.6083648091247
"132","PPW1309","A4",522838.675355058,4273355.32099139,-238103.767619004,69251.3166288994,-122.737688767052,38.6084083556107
"133","PPW1309","B1",522839.77855506,4273339.60649139,-238103.165353341,69235.5476998347,-122.737676612118,38.6082667102036
"134","PPW1309","B2",522841.002892559,4273344.44186639,-238101.789154275,69240.3502429053,-122.737662391612,38.6083102544439
"135","PPW1309","B3",522842.227230059,4273349.27724139,-238100.412955158,69245.1527858791,-122.737648171089,38.608353798682
"136","PPW1309","B4",522843.45156756,4273354.11261639,-238099.036755985,69249.9553287593,-122.737633950549,38.6083973429181
"137","PPW1309","C1",522844.55589256,4273338.39886639,-238098.433343398,69234.187114913,-122.737621782779,38.6082557042353
"138","PPW1309","C2",522845.77985506,4273343.23399139,-238097.057526659,69238.9894195478,-122.737607566558,38.6082992462256
"139","PPW1309","C3",522847.00381756,4273348.06911639,-238095.681709867,69243.7917240839,-122.737593350319,38.6083427882137
"140","PPW1309","C4",522848.22778006,4273352.90424139,-238094.305893025,69248.5940285274,-122.737579134063,38.6083863301998
"141","PPW1309","D1",522849.333230062,4273337.19124139,-238093.701333511,69232.8265299001,-122.737566953457,38.6082446982414
"142","PPW1309","D2",522850.556817561,4273342.02611639,-238092.325899101,69237.6285960944,-122.737552741521,38.6082882379817
"143","PPW1309","D3",522851.780405061,4273346.86099139,-238090.950464637,69242.4306621994,-122.737538529566,38.6083317777199
"144","PPW1309","D4",522853.003992561,4273351.69586639,-238089.575030119,69247.2327281982,-122.737524317595,38.6083753174559
"145","PPW1310","A1",522785.978734517,4273545.58600449,-238150.341879636,69443.4878325406,-122.738287774097,38.6101243537735
"146","PPW1310","A2",522787.092297017,4273549.98241074,-238149.090242082,69447.8543725591,-122.738274840273,38.6101639449924
"147","PPW1310","A3",522788.205859518,4273554.37881699,-238147.838604483,69452.2209124896,-122.738261906434,38.6102035362095
"148","PPW1310","A4",522789.319422018,4273558.77522324,-238146.586966843,69456.5874523395,-122.738248972581,38.6102431274248
"149","PPW1310","B1",522790.822272017,4273544.36141074,-238145.54430137,69442.1081603225,-122.738232183463,38.6101131934689
"150","PPW1310","B2",522791.935459516,4273548.7576295,-238144.293044164,69446.4745244733,-122.738219253923,38.6101527830014
"151","PPW1310","B3",522793.048647017,4273553.15384824,-238143.041786913,69450.8408885496,-122.738206324369,38.6101923725323
"152","PPW1310","B4",522794.161834517,4273557.550067,-238141.790529618,69455.2072525402,-122.738193394801,38.6102319620614
"153","PPW1310","C1",522795.665809517,4273543.13681699,-238140.746723163,69440.7284879982,-122.738176592847,38.6101020331378
"154","PPW1310","C2",522796.778622017,4273547.53284825,-238139.495846304,69445.0946762916,-122.738163667592,38.6101416209842
"155","PPW1310","C3",522797.891434517,4273551.9288795,-238138.2449694,69449.4608645085,-122.738150742322,38.6101812088288
"156","PPW1310","C4",522799.004247017,4273556.32491075,-238136.994092452,69453.8270526403,-122.738137817039,38.6102207966716
"157","PPW1310","D1",522800.509347016,4273541.91222325,-238135.949145017,69439.3488155794,-122.738121002247,38.6100908727804
"158","PPW1310","D2",522801.621784516,4273546.30806699,-238134.698648503,69443.7148280134,-122.738108081277,38.6101304589405
"159","PPW1310","D3",522802.734222016,4273550.70391075,-238133.448151944,69448.0808403683,-122.738095160293,38.6101700450988
"160","PPW1310","D4",522803.846659516,4273555.0997545,-238132.197655344,69452.4468526468,-122.738082239294,38.6102096312554
"161","PPW1311","A1",522463.648816675,4273305.90564217,-238479.818338969,69213.7299748999,-122.741997649261,38.6079726066133
"162","PPW1311","A2",522464.874529176,4273310.74579842,-238478.440621419,69218.5372653431,-122.741983415477,38.6080161944434
"163","PPW1311","A3",522466.100241676,4273315.58595467,-238477.062903817,69223.344555689,-122.741969181675,38.6080597822713
"164","PPW1311","A4",522467.325954176,4273320.42611092,-238475.685186164,69228.1518459339,-122.741954947856,38.6081033700972
"165","PPW1311","B1",522467.720429174,4273304.87654842,-238475.785351747,69212.5705234064,-122.741950919117,38.6079632294421
"166","PPW1311","B2",522468.945816674,4273309.71651717,-238474.407964624,69217.3776364056,-122.741936689045,38.6080068155849
"167","PPW1311","B3",522470.171204175,4273314.55648592,-238473.030577446,69222.1847493006,-122.741922458956,38.6080504017257
"168","PPW1311","B4",522471.396591675,4273319.39645467,-238471.653190217,69226.9918621075,-122.741908228849,38.6080939878644
"169","PPW1311","C1",522471.792041673,4273303.84745467,-238471.752364569,69211.4110718402,-122.741904188985,38.6079538522522
"170","PPW1311","C2",522473.017104173,4273308.68723592,-238470.37530787,69216.2180073904,-122.741889962625,38.6079974367079
"171","PPW1311","C3",522474.242166674,4273313.52701717,-238468.998251115,69221.0249428498,-122.741875736248,38.6080410211615
"172","PPW1311","C4",522475.467229174,4273318.36679842,-238467.62119431,69225.8318782044,-122.741861509854,38.6080846056129
"173","PPW1311","D1",522475.863654171,4273302.81836092,-238467.719377433,69210.2516201981,-122.741857458865,38.6079444750438
"174","PPW1311","D2",522477.088391671,4273307.65795467,-238466.342651155,69215.0583783113,-122.741843236218,38.6079880578122
"175","PPW1311","D3",522478.313129172,4273312.49754842,-238464.965924825,69219.8651363268,-122.741829013554,38.6080316405786
"176","PPW1311","D4",522479.537866673,4273317.33714217,-238463.589198445,69224.6718942407,-122.741814790872,38.6080752233429
"177","PPW1312","A1",522508.985458146,4272841.66850686,-238449.298221319,68747.4802948767,-122.741491958351,38.6037878104886
"178","PPW1312","A2",522510.139073772,4272846.22316311,-238448.001569274,68752.0040251822,-122.741478562334,38.6038288272282
"179","PPW1312","A3",522511.292689397,4272850.77781936,-238446.704917182,68756.527755403,-122.741465166301,38.6038698439659
"180","PPW1312","A4",522512.446305022,4272855.33247561,-238445.408265045,68761.0514855315,-122.741451770253,38.6039108607017
"181","PPW1312","B1",522513.80239877,4272840.45066311,-238444.526996361,68746.1082288427,-122.741436677331,38.6037767132144
"182","PPW1312","B2",522514.955645646,4272845.00513186,-238443.23071842,68750.6317830868,-122.741423285525,38.6038177282672
"183","PPW1312","B3",522516.108892521,4272849.55960061,-238441.934440432,68755.1553372443,-122.741409893704,38.6038587433182
"184","PPW1312","B4",522517.262139396,4272854.11406936,-238440.638162395,68759.678891317,-122.741396501867,38.6038997583673
"185","PPW1312","C1",522518.619339395,4272839.23281936,-238439.75577146,68744.7361627081,-122.741381396327,38.603765615914
"186","PPW1312","C2",522519.77221752,4272843.78710061,-238438.459867622,68749.2595408959,-122.741368008733,38.6038066292802
"187","PPW1312","C3",522520.925095646,4272848.34138186,-238437.163963736,68753.7829189948,-122.741354621123,38.6038476426444
"188","PPW1312","C4",522522.077973771,4272852.89566311,-238435.868059804,68758.3062970047,-122.741341233498,38.6038886560068
"189","PPW1312","D1",522523.43628002,4272838.01497561,-238434.984546617,68743.36409648,-122.741326115341,38.6037545185876
"190","PPW1312","D2",522524.588789394,4272842.56906936,-238433.689016882,68747.8872986091,-122.741312731958,38.603795530267
"191","PPW1312","D3",522525.741298769,4272847.12316311,-238432.393487099,68752.4105006522,-122.74129934856,38.6038365419446
"192","PPW1312","D4",522526.893808145,4272851.67725686,-238431.097957272,68756.9337026002,-122.741285965147,38.6038775536203
"193","PPW1313","A1",522846.746307133,4272671.70063436,-238117.430363036,68566.5933364406,-122.737618504648,38.6022474480106
"194","PPW1313","A2",522847.886335258,4272676.20204061,-238116.148966518,68571.0641817469,-122.73760526451,38.6022879847782
"195","PPW1313","A3",522849.026363384,4272680.70344686,-238114.867569956,68575.5350269638,-122.737592024357,38.602328521544
"196","PPW1313","A4",522850.166391509,4272685.20485311,-238113.586173349,68580.0058720969,-122.737578784189,38.602369058308
"197","PPW1313","B1",522851.098560257,4272670.60029061,-238113.119419843,68565.3536419892,-122.737568558169,38.6022374197729
"198","PPW1313","B2",522852.238244632,4272675.10150936,-238111.838372471,68569.8243104448,-122.737555321959,38.602277954854
"199","PPW1313","B3",522853.377929008,4272679.60272811,-238110.557325056,68574.2949788156,-122.737542085734,38.6023184899332
"200","PPW1313","B4",522854.517613383,4272684.10394686,-238109.276277596,68578.7656470942,-122.737528849493,38.6023590250106
"201","PPW1313","C1",522855.450813381,4272669.49994686,-238108.808476694,68564.1139474609,-122.737518611704,38.6022273915139
"202","PPW1313","C2",522856.590154007,4272674.00097811,-238107.527778472,68568.5844390676,-122.737505379422,38.6022679249085
"203","PPW1313","C3",522857.729494632,4272678.50200936,-238106.247080202,68573.054930591,-122.737492147124,38.6023084583012
"204","PPW1313","C4",522858.868835257,4272683.00304061,-238104.966381889,68577.5254220217,-122.737478914812,38.6023489916921
"205","PPW1313","D1",522859.803066505,4272668.39960311,-238104.497533596,68562.8742528581,-122.737468665254,38.6022173632337
"206","PPW1313","D2",522860.94206338,4272672.90044686,-238103.217184519,68567.3445676169,-122.737455436899,38.6022578949417
"207","PPW1313","D3",522862.081060256,4272677.40129061,-238101.936835396,68571.814882284,-122.737442208529,38.6022984266479
"208","PPW1313","D4",522863.220057131,4272681.90213436,-238100.656486231,68576.2851968748,-122.737428980144,38.6023389583522
"209","PPW1314","A1",523240.858115966,4272550.83686871,-237727.733912227,68433.0842316593,-122.733096440768,38.6011480035437
"210","PPW1314","A2",523242.076384715,4272555.64724371,-237726.364566163,68437.8619472361,-122.733082289456,38.6011913221377
"211","PPW1314","A3",523243.294653465,4272560.45761871,-237724.99522005,68442.6396627119,-122.733068138128,38.6012346407296
"212","PPW1314","A4",523244.512922215,4272565.26799371,-237723.625873883,68447.4173780931,-122.733053986782,38.6012779593193
"213","PPW1314","B1",523245.355709717,4272549.69999371,-237723.27900586,68431.8033453627,-122.733044827801,38.6011376403567
"214","PPW1314","B2",523246.573615966,4272554.51011871,-237721.910029648,68436.5808221018,-122.733030680632,38.6011809567009
"215","PPW1314","B3",523247.791522216,4272559.32024371,-237720.541053382,68441.3582987459,-122.733016533446,38.601224273043
"216","PPW1314","B4",523249.009428466,4272564.13036871,-237719.172077064,68446.1357752881,-122.733002386242,38.601267589383
"217","PPW1314","C1",523249.853303467,4272548.56311871,-237718.824099545,68430.5224589827,-122.732993214849,38.6011272771468
"218","PPW1314","C2",523251.070847217,4272553.37299371,-237717.455493181,68435.2996968841,-122.732979071822,38.6011705912413
"219","PPW1314","C3",523252.288390967,4272558.18286871,-237716.086886766,68440.0769346952,-122.732964928778,38.6012139053337
"220","PPW1314","C4",523253.505934717,4272562.99274371,-237714.718280296,68444.8541724086,-122.732950785717,38.601257219424
"221","PPW1314","D1",523254.350897218,4272547.42624371,-237714.36919328,68429.2415725118,-122.732941601912,38.6011169139143
"222","PPW1314","D2",523255.568078468,4272552.23586871,-237713.000956765,68434.0185715859,-122.732927463028,38.601160225759
"223","PPW1314","D3",523256.785259717,4272557.04549371,-237711.632720199,68438.7955705654,-122.732913324126,38.6012035376017
"224","PPW1314","D4",523258.002440967,4272561.85511871,-237710.26448358,68443.5725694411,-122.732899185208,38.6012468494423
"225","PPW1315","A1",524735.015268672,4271564.73051023,-236267.097108649,67398.3753390964,-122.715972394547,38.5922209489473
"226","PPW1315","A2",524736.202006172,4271569.41591648,-236265.763201757,67403.0289357468,-122.715958601243,38.5922631401803
"227","PPW1315","A3",524737.388743672,4271574.10132273,-236264.429294816,67407.6825323012,-122.715944807923,38.5923053314113
"228","PPW1315","A4",524738.575481173,4271578.78672898,-236263.095387823,67412.3361287648,-122.715931014586,38.5923475226403
"229","PPW1315","B1",524739.858706171,4271563.50591648,-236262.299678672,67396.9956295807,-122.715916822374,38.592209778076
"230","PPW1315","B2",524741.045068672,4271568.19113523,-236260.966152122,67401.6490503675,-122.715903033352,38.5922519676231
"231","PPW1315","B3",524742.231431171,4271572.87635398,-236259.632625521,67406.3024710631,-122.715889244314,38.5922941571683
"232","PPW1315","B4",524743.417793671,4271577.56157273,-236258.299098872,67410.9558916744,-122.71587545526,38.5923363467114
"233","PPW1315","C1",524744.70214367,4271562.28132273,-236257.502248752,67395.6159199653,-122.715861250218,38.5921986071784
"234","PPW1315","C2",524745.88813117,4271566.96635398,-236256.169102545,67400.2691648952,-122.715847465479,38.5922407950396
"235","PPW1315","C3",524747.07411867,4271571.65138523,-236254.835956287,67404.9224097356,-122.715833680724,38.5922829828989
