DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20220410,1325,"MK, RFB, RLO, MF",SANCRA,1,V,1,V,1,V,,,1,V,,,1,V,1,V,1,V,1,V,1,V,1,FR,
20220410,1325,"MK, RFB, RLO, MF",RANOCC,1,V,1,FR,2,FR,1,V,,,1,V,1,V,1,V,,,,,,,,,
20220410,1325,"MK, RFB, RLO, MF",MADGRA,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,
20220410,1325,"MK, RFB, RLO, MF",CARCAL,1,V,1,FR,1,V,1,V,1,V,,,,,1,V,1,V,,,1,V,,,
20220410,1325,"MK, RFB, RLO, MF",LATANG,1,FL,,,,,,,1,FL,1,FL,2,FL,1,FR,1,FL,2,FL,2,FL,1,FL,
20220410,1325,"MK, RFB, RLO, MF",GALAPA,1,FR,1,FR,1,FR,,,1,FR,,,,,1,FR,1,FR,,,,,,,
20220410,1325,"MK, RFB, RLO, MF",VICSAT,1,FR,1,FL,1,FR,1,FL,,,1,FR,1,FL,,,1,FR,2,FL,,,1,FR,
20220410,1325,"MK, RFB, RLO, MF",TORARV,1,V,1,V,,,1,V,,,1,V,,,,,,,,,1,V,1,V,
20220410,1325,"MK, RFB, RLO, MF",BRADIS,2,FL,,,,,,,2,FL,2,FL,1,FL,1,FL,,,,2,FL,,,,
20220410,1325,"MK, RFB, RLO, MF",FESBRO,1,FL,1,FL,1,FL,1,FL,,,,,1,FL,,,2,FL,1,FL,,,4,FL,
20220410,1325,"MK, RFB, RLO, MF",ACMPAR,,,,,1,FL,1,FL,1,FL,1,FL,1,FL,1,FL,,,1,FR,1,FR,1,FL,
20220410,1325,"MK, RFB, RLO, MF",FESMIC,,,,,,,,,1,FL,1,FL,1,FL,1,FL,1,FL,2,FL,1,FL,,,
20220410,1325,"MK, RFB, RLO, MF",CYNECH,,,1,V,1,V,,,,,1,V,1,V,1,V,1,V,,,,,1,V,
20220410,1325,"MK, RFB, RLO, MF",LYSARV,,,,,,,,,,,,,,,,,,,1,V,,,1,V,
20220410,1325,"MK, RFB, RLO, MF",TRIBIF,,,,,,,1,FL,,,1,FL,1,FR,1,FL,1,FR,,,,,1,FL,
20220410,1325,"MK, RFB, RLO, MF",SANLAC,,,2,FR,2,FL,2,FR,1,V,1,V,1,V,1,V,,,1,FR,1,FL,1,V,
20220410,1325,"MK, RFB, RLO, MF",AVEBAR,,,,,,,,,,,,,,,1,V,1,FL,,,,,1,V,
20220410,1325,"MK, RFB, RLO, MF",ACMAME,,,,,,,,,,,,,,,,,,,,,,,1,FL,
20220410,1325,"MK, RFB, RLO, MF",BRIMAX,,,,,,,1,FL,,,,,,,,,,,2,FL,7,FL,,FL,NO COVER RECORDED FOR A1
20220410,1325,"MK, RFB, RLO, MF",MELGEY,,,1,FL,,,,,,,,,,,1,V,,,,,,,,,
