DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20220408,1312,"MK, RFB",TOXDIV,2,V,,,5,V,3,V,5,V,4,V,,,4,V,,,4,V,4,V,2,V,
20220408,1312,"MK, RFB",ANIMAD,,,,,3,V,5,V,3,V,1,V,,,,,,,3,V,1,V,,,
20220408,1312,"MK, RFB",TORARV,2,V,3,V,2,V,2,V,1,V,1,V,2,V,3,V,1,V,1,V,1,V,1,V,
20220408,1312,"MK, RFB",NEMHET,1,FL,1,FL,1,V,1,FL,,,,,,,,,1,FL,,,,,,,
20220408,1312,"MK, RFB",CLAPAR,,,,,1,FR,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",SANCRA,1,V,2,V,1,V,2,V,3,V,2,V,,,1,V,1,V,2,V,2,V,1,V,
20220408,1312,"MK, RFB",GALPAR,1,FR,1,FL,1,FR,1,FR,1,FR,1,FR,1,FR,,,,,1,FR,1,FR,,,
20220408,1312,"MK, RFB",GALPOR,,,1,V,2,FR,,,,,,,,,,,2,FL,,,,,,,
20220408,1312,"MK, RFB",SISBEL,,,,,,,2,V,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",RANOCC,,,,,,,2,V,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",MELGEY,,,,,,,3,V,,,,,,,,,,,2,V,1,V,1,FL,
20220408,1312,"MK, RFB",OSMBER,,,,,,,1,V,2,V,1,V,,,,,,,1,V,,,,,
20220408,1312,"MK, RFB",CHLPOM,,,,,,,,,3,V,2,V,,,1,V,,,1,V,,,,,
20220408,1312,"MK, RFB",MELTOR,,,,,,,,,1,V,,,,,,,2,FL,,,,,,,
20220408,1312,"MK, RFB",GALAPA,,,1,FR,,,,,,,,,1,FL,1,FR,,,,,,,,,
20220408,1312,"MK, RFB",STARIG,2,V,,,,,,,,,,,,,,,6,V,3,V,6,V,3,V,
20220408,1312,"MK, RFB",BRIMAX,,,,,,,,,,,,,,,,,1,FL,,,,,,,
20220408,1312,"MK, RFB",CARCAL,,,,,,,,,,,,,,,,,1,V,1,V,1,FR,,,
20220408,1312,"MK, RFB",CERGLO,,,,,,,,,,,,,,,,,,,1,FL,,,,,
20220408,1312,"MK, RFB",CAROLI,1,FR,,,,,,,,,,,,,,,,,1,FR,,,,,
20220408,1312,"MK, RFB",TRIWIL,,,,,,,,,,,,,,,,,,,1,FL,,,,,
20220408,1312,"MK, RFB",ADIJOR,6,V,,,,,,,,,,,,,,,,,,,1,V,3,V,
20220408,1312,"MK, RFB",VICAME,,,,,,,,,,,,,,,,,,,,,1,V,,,
20220408,1312,"MK, RFB",SYMALB,3,V,,,,,,,,,,,,,,,,,,,,,6,V,
20220408,1312,"MK, RFB",PENTRI,,,,,,,,,,,,,,,,,,,,,,,1,V,
20220408,1312,"MK, RFB",MELCAL,2,FL,,,,,,,,,,,,,,,,,,,,,,,LESS TIGHT BUT MAYNE NEED TO MERGE TO MELGEY
20220408,1312,"MK, RFB",BRYO_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",GALCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",HIEALB,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",IRI_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",LATVES,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",LITHET,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",LONHIS,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",LUZCOM,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",PLALAN,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",SILLAC,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",POLCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",POLYPOCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20220408,1312,"MK, RFB",PTEAQU,,,,,,,,,,,,,,,,,,,,,,,,,
