DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20220412,1340,"MK, RFB",STARIG,16,L,4,V,,,4,V,13,L,11,L,10,L,26,L,13,L,,,,,,,
20220412,1340,"MK, RFB",BRODIA,1,L,,,,,,,,,,,,,1,L,,,,,1,L,,,
20220412,1340,"MK, RFB",ACMPAR,1,L,,,,,1,L,1,R,,,1,V,,,,,,,1,L,,,
20220412,1340,"MK, RFB",TRIOLOI,1,L,,,,,,,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",TOXDIV,,,14,L,3,V,,,,,18,V,,,13,L,5,V,,,,,4,V,
20220412,1340,"MK, RFB",CALAMA,,,,,,,1,V,2,L,,,,,,,,,,,,,,,CALAME TYPO IN 2021
20220412,1340,"MK, RFB",LYSARV,,,,,,,1,V,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",BROHOR,,,,,,,1,L,,,,,,,1,L,,,,,,,,,
20220412,1340,"MK, RFB",GALPAR,,,,,,,1,V,,,1,R,1,R,,,1,R,,,,,1,R,
20220412,1340,"MK, RFB",TORARV,,,,,,,1,V,1,V,,,,,,,1,V,1,V,1,V,1,V,
20220412,1340,"MK, RFB",HYPRAD,,,,,,,1,V,,,,,,,,,,,18,V,,,14,V,
20220412,1340,"MK, RFB",SANCRA,,,,,,,1,V,,,,,,,1,R,,,1,V,,,,,
20220412,1340,"MK, RFB",TRIHUR,,,,,,,1,V,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",FESBRO,,,,,,,1,L,,,,,,,,,,,2,L,,,1,L,
20220412,1340,"MK, RFB",MADGRA,,,,,,,1,V,1,V,,,,,,,,,,,,,1,V,
20220412,1340,"MK, RFB",HYPGLA,,,,,,,1,V,,,,,,,,,,,1,V,2,V,,,
20220412,1340,"MK, RFB",ERICAN,,,,,,,1,V,,,,,,,,,,,3,L,1,L,5,L,
20220412,1340,"MK, RFB",BRIMAX,,,,,,,1,V,1,V,1,V,,,,,1,V,5,V,1,V,2,V,
20220412,1340,"MK, RFB",ACMGLA,,,,,,,,,1,V,,,2,V,,,,,,,,,,,
20220412,1340,"MK, RFB",MELTOR,,,,,,,,,2,L,1,L,,,1,L,,,,,,,,,
20220412,1340,"MK, RFB",POLCAL,,,,,,,,,2,L,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",LUZCOM,,,,,,,,,1,R,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",AIRCAR,,,,,,,,,1,L,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",TRIMICDON,,,,,,,,,1,L,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",TRIBIF,,,,,,,,,1,V,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",LATVES,,,,,,,,,,,2,V,,,,,,,3,V,,,1,V,
20220412,1340,"MK, RFB",VICSAT,,,,,,,,,,,1,L,1,L,1,V,,,,,,,,,TYPO VISSAT IN 2019
20220412,1340,"MK, RFB",GALPOR,,,,,,,,,,,1,V,,,,,,,,,,,,,
20220412,1340,"MK, RFB",MIMAUR,,,,,,,,,,,1,V,,,,,,,,,,,,,
20220412,1340,"MK, RFB",PHAAQU,,,,,,,,,,,,,5,V,,,,,,,,,2,V,
20220412,1340,"MK, RFB",LACSER,,,,,,,,,,,,,,,,,,,,,,,,,MEAN RED SPINES- COULD BE SONASP?  (LACTUCA IN 2019?)
20220412,1340,"MK, RFB",UNK GRAM,,,,,,,,,,,,,,,14,V,,,,,,,,,SIMILAR TO UNK GRAM W BIG LIGULE IN 1322- BLUISH BIG PATCH NO FLW
20220412,1340,"MK, RFB",GERMOL,,,,,,,,,,,,,,,1,FL,,,2,V,,,,,
20220412,1340,"MK, RFB",GALAPA,,,,,,,,,,,,,,,,,,,1,R,,,1,R,
20220412,1340,"MK, RFB",CARPYC,,,,,,,,,,,,,,,,,,,1,V,,,,,
20220412,1340,"MK, RFB",BROCAR,,,,,,,,,,,,,,,,,,,1,L,,,,,SAME SMALISH ONE FORM 1322- MK THINKS JUST YOUNG BROCAR
20220412,1340,"MK, RFB",CYNECH,,,,,,,,,,,,,,,,,,,1,V,,,1,V,
20220412,1340,"MK, RFB",MEDPOL,,,,,,,,,,,,,,,,,,,1,L,,,1,L,
20220412,1340,"MK, RFB",TRIANG,,,,,,,,,,,,,,,,,,,,,,,,,"GIANT LONG LINEAR LEAF, TRIFOLIUM ANGUSTIFOLIUM- SEE PHOTO "
20220412,1340,"MK, RFB",ANIMAD,,,,,,,,,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",AVEBAR,,,,,,,,,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",CERGLO,,,,,,,,,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",CIRVUL,,,,,,,,,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",CLAPAR,,,,,,,,,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",CLAPER,,,,,,,,,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",DIC_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20220412,1340,"MK, RFB",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,,,
