Plot ID,PPW1343,,Sampler(s),"MK, GH, MO, TT",,,,,Date ,20190606,,,,,,,,,,
Notes,"PSEMEN TREE IN D2 W/OUT TAG 2.3  60, 470",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Height,BD,,,Height ,Count >50,,,,
Quad,Type,Tree Tag No., X (cm),Y (cm),Species,Survival,Basal,Epicormic,Apical,% Living Canopy ,SA or Stump Height (cm),SA or Stump BD (cm),SA  Stem#,DBH (cm),Basal resrpout (height),Basal Resprout count ,Tag pulled,SOD on Bay ,Notes,
B3,SA,2023,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,GONE,
B3,SA,2034,,,UMBCAL,0,1,,,,NA,0.51,0,,NA,41.4,,,,
B3,TR,2035,,,PSEMEN,0,0,0,0,0,,,,1.9,,,,,was typo 2039- mkqc2022,
B2,TR,2054,,,PSEMEN,1,0,0,1,2,,,,18.2,,,,,,
B2,TR,2045,,,PSEMEN,0,0,0,0,0,,,,3.22,,,,,,
B2,TR,2042,,,PSEMEN,1,0,0,1,3,,,,10,,,,,,
C2,TR,2091,,,PSEMEN,0,0,0,0,0,,,,5.5,,,,,@ {?ILLEGIBLE TRANSCRIPTION},
C2,TR,2213,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,NOT FOUND,
C2,TR,2055,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,,
C2,TR,2056,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,,
C1,TR,2089,,,UMBCAL,1,1,0,1,4,,,,23.6,96.5,12,,,,
C1,TS,2089.1,,,UMBCAL,0,0,,,,NA,NA,,,,,,,TS BURNED IN FIRE/ ALL BSPROUTS OF 2089.0,
C1,SA,6337,,,UMBCAL,0,1,,,,NA,0.54,0,,41.9,0,,,NEW SA/ OG DEAD- SHOULD HAVE ADDED IN '18,
C1,SA,2080,,,PSEMEN,0,0,,,,NA,NA,,,,,1,,,
C1,SA,2085,,,PSEMEN,0,0,,,,NA,NA,,,,,1,,chnaged from typo 2985 mkqc 2022,
C1,SA,2087,,,ARBMEN,0,1,,,,,1.54,4,,21.2,0,,,OG DEAD- chnaged from typo 2987 mkqc 2022,
C1,SA,2086,,,PSEMEN,0,0,,,,,,,,,,1,,,
C1,TR,2088,,,PSEMEN,1,0,0,1,4,,,,,12.7,,,,,
C1,SA,2081,,,PSEMEN,0,0,,,,NA,NA,,,,,1,,,
C1,TR,2077,,,ARBMEN,1,1,1,1,2,,,,1.04,76.6,1,,,,
C1,TR,2082,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,,
C1,TR,2172,,,PSEMEN,1,0,0,1,3,,,,11.9,,,,,,
C1,TR,2079,,,PSEMEN,0,0,0,0,0,,,,NA,,,,,,
C1,SA,2078,,,ARBMEN,0,0,,,,NA,1.2,0,,,,,,,
C1,SA,5585,,,UMBCAL,1,0,,,,,0.46,0,,66.4,,,1,SOD?,
C1,TR,2061,,,PSEMEN,1,0,0,1,4,,,,,17,,,,,
C1,SA,2184,,,UMBCAL,0,1,,,,,0.38,0,,13.2,0,,,BD @ 5,
C1,SA,2083,,,UMBCAL,0,1,,,,,0.72,0,,50.7,2,,,"BSPROUT BD = .36, 2 TOTAL",
C1,TR,2084,,,QUEKEL,1,0,0,1,3,,,,25.1,,,,,,
C1,SA,2090,,,UMBCAL,0,0,,,,,,,,,,1,,,
C1,SA,2075,,,PSEMEN,0,0,,,,,,,,,,1,,,
B2,SA,2039,,,UMBCAL,0,0,,,,,NA,,,,,1,,GONE,
B2,TR,2038,,,PSEMEN,0,0,0,0,0,,,,1.92,,,,,,
B2,TR,2038.1,,,PSEMEN,0,0,0,0,0,,,,1.07,,,,,,
B2,TR,2043,,,PSEMEN,1,0,0,1,1,,,,4.98,,,,,,
B2,TR,2047,,,PSEMEN,0,0,0,0,0,,,,NA,,,1,,FALLEN,
B2,TR,2044,,,PSEMEN,0,0,0,0,0,,,,3.8,,,,,,
B2,SA,2048,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,GONE,
B2,TR,2046,,,PSEMEN,1,0,0,1,2,,,,11.1,,,,,,
B2,TR,2051,,,PSEMEN,0,0,0,0,0,,,,6.6,,,,,,
B2,SA,2053,,,UMBCAL,0,1,,,,NA,0.71,0,,28.7,NA,,,,
B2,SA,2052,,,UMBCAL,0,0,,,,NA,NA,NA,,,,1,,GONE,
B2,SA,2062,,,PSEMEN,0,0,,,,NA,NA,NA,,,,,,GONE/ NOT FOUND,
B2,TR,2050,,,PSEMEN,0,0,0,0,0,,,,3.19,,,,,,
B1,TR,2060,,,PSEMEN,1,0,0,1,3,,,,15.6,,,,,,
B1,TR,2076,,,PSEMEN,1,0,0,1,2,,,,12.3,,,,,2676 IN '18 DB?,
B1,SA,2063,,,ARBMEN,0,0,,,,NA,1.9,1,,,,,,,
B1,TR,2074,,,PSEMEN,0,0,0,0,0,,1.53,,,,,,,,
B1,TR,2073,,,PSEMEN,0,0,0,0,0,,4.46,,,,,,,,
B1,SA,2171,,,PSEMEN,0,0,,,,,0.72,0,,,,,,NOT ON LIST,
B1,SA,2067,,,PSEMEN,0,0,,,,,1.58,,0.51,,,,,,
B1,TR,2069,,,PSEMEN,0,0,0,0,0,,,,1.08,,,,,,
B1,SA,2071,,,PSEMEN,0,0,,,,,0.83,,,,,,,,
B1,TR,2070,,,PSEMEN,1,0,0,1,2,,,,1.94,,,,,,
B1,SA,2072,,,UMBCAL,1,0,,,,50.9,0.33,2,,,NA,,,OG DEAD,
B1,TR,2066,,,PSEMEN,1,0,0,1,3,,,,13.9,,,,,,
B1,TR,2064,,,PSEMEN,1,0,0,1,2,,,,7.5,,,,,,
B1,TR,2065,,,PSEMEN,1,0,0,1,2,,,,9,,,,,,
B1,TR,2058,,,QUEKEL,0,0,0,0,0,,,,NA,,,1,,SNAG,
B1,SA,2059,,,PSEMEN,0,0,,,,NA,NA,NA,,,,,,GONE/ NOT FOUND,
B1,SA,2057,,,PSEMEN,0,0,,,,NA,NA,NA,,,,,,GONE/ NOT FOUND,
B1,SA,5588,462,0,UMBCAL,1,0,,,,51.8,0.53,1,,,,,,,
B1,SA,2068,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,GONE,
