"Plot Title: PPW1309_10006337"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10006337, SEN S/N: 10006337)","RH, % (LGR S/N: 10006337, SEN S/N: 10006337)","Coupler Detached (LGR S/N: 10006337)","Coupler Attached (LGR S/N: 10006337)","Stopped (LGR S/N: 10006337)","End Of File (LGR S/N: 10006337)"
1,05/13/14 01:00:00 PM,87.391,27.203,Logged,,,
2,05/13/14 01:30:00 PM,88.259,23.694,,,,
3,05/13/14 02:00:00 PM,89.915,21.015,,,,
4,05/13/14 02:30:00 PM,90.703,21.817,,,,
5,05/13/14 03:00:00 PM,92.244,19.926,,,,
6,05/13/14 03:30:00 PM,92.386,20.674,,,,
7,05/13/14 04:00:00 PM,91.355,20.569,,,,
8,05/13/14 04:30:00 PM,91.123,23.660,,,,
9,05/13/14 05:00:00 PM,90.750,23.506,,,,
10,05/13/14 05:30:00 PM,89.362,24.049,,,,
11,05/13/14 06:00:00 PM,87.391,24.080,,,,
12,05/13/14 06:30:00 PM,85.532,21.848,,,,
13,05/13/14 07:00:00 PM,84.407,24.384,,,,
14,05/13/14 07:30:00 PM,82.175,26.780,,,,
15,05/13/14 08:00:00 PM,78.953,30.187,,,,
16,05/13/14 08:30:00 PM,76.289,30.165,,,,
17,05/13/14 09:00:00 PM,75.204,29.710,,,,
18,05/13/14 09:30:00 PM,73.904,31.833,,,,
19,05/13/14 10:00:00 PM,72.264,33.619,,,,
20,05/13/14 10:30:00 PM,71.060,34.750,,,,
21,05/13/14 11:00:00 PM,69.643,36.977,,,,
22,05/13/14 11:30:00 PM,68.571,39.102,,,,
23,05/14/14 12:00:00 AM,66.643,41.733,,,,
24,05/14/14 12:30:00 AM,65.872,42.711,,,,
25,05/14/14 01:00:00 AM,64.974,44.629,,,,
26,05/14/14 01:30:00 AM,63.561,47.062,,,,
27,05/14/14 02:00:00 AM,63.048,46.680,,,,
28,05/14/14 02:30:00 AM,61.934,48.481,,,,
29,05/14/14 03:00:00 AM,60.561,51.883,,,,
30,05/14/14 03:30:00 AM,60.433,51.257,,,,
31,05/14/14 04:00:00 AM,59.659,53.562,,,,
