PLOT,SPECIES,2016,2017,2018,2019,2021,2022
1301,,NA,0,0,NA,NA,NA
1301,ACHMIL,0,NA,NA,0,0,0
1301,ACMPAR,1,1,1,4,2,4
1301,ADIJOR,0,0,0,1,NA,0
1301,AGOGRACIL,NA,NA,NA,NA,0,1
1301,AGOGRANDI,NA,1,1,NA,NA,NA
1301,AIRCAR,2,1,1,0,NA,2
1301,ANIMAD,1,NA,NA,NA,NA,NA
1301,ASTER 1,NA,NA,NA,6,NA,NA
1301,ASTER 2,NA,NA,NA,3,NA,NA
1301,ASTER 3,NA,NA,NA,1,NA,NA
1301,AVEBAR,2,NA,NA,9,9,11
1301,BRADIS,12,1,1,2,9,10
1301,BRIMAX,6,1,1,9,7,6
1301,BRIMIN,NA,NA,NA,0,NA,1
1301,BRODIA,7,11,11,7,10,10
1301,BROHOR,1,NA,NA,2,6,6
1301,BROSTE,0,NA,NA,NA,NA,6
1301,BRY_SP,NA,NA,NA,3,3,NA
1301,CARCAL,8,6,6,2,5,3
1301,CARPYC,NA,0,0,NA,1,1
1301,CERGLO,1,2,2,NA,1,0
1301,CHLPOM,0,0,0,0,0,0
1301,CLAPAR,NA,6,6,7,7,6
1301,CLAPER,3,NA,NA,NA,NA,0
1301,CLAPUR,0,NA,NA,NA,NA,1
1301,COL_SP ,NA,NA,NA,0,NA,NA
1301,COLSPA,1,0,0,NA,1,0
1301,CYNECH,6,11,11,5,9,2
1301,DELPAT,1,0,0,0,0,0
1301,DICCAP,8,10,10,1,NA,NA
1301,ELYELY,0,NA,NA,NA,NA,NA
1301,ELYGLA,2,2,2,1,1,0
1301,ERICAN,NA,NA,NA,1,NA,NA
1301,FESBRO,1,NA,NA,NA,NA,1
1301,FESCAL,4,5,5,NA,0,1
1301,FRIAFF,0,NA,NA,0,2,0
1301,GALAPA,11,11,11,1,8,10
1301,GALCAL,5,5,5,6,2,1
1301,GALPAR,6,4,4,10,5,6
1301,GALPOR,0,0,0,0,2,0
1301,GERDIS,NA,NA,NA,NA,0,NA
1301,GERMOL,NA,NA,NA,NA,1,NA
1301,HYPGLA,NA,1,1,0,5,3
1301,HYPPER,NA,NA,NA,1,NA,0
1301,IRI_SP,NA,NA,NA,1,NA,NA
1301,KOEMAC,0,0,0,NA,0,NA
1301,LACSER,NA,NA,NA,NA,NA,0
1301,LAT_SP,NA,NA,NA,NA,9,7
1301,LATANG,0,8,8,NA,0,1
1301,LATSPH,10,NA,NA,8,0,3
1301,LEOSAX,1,2,2,NA,1,1
1301,LEPJEP,NA,NA,NA,NA,1,0
1301,LOGFIL,NA,NA,NA,NA,1,NA
1301,LUPBIC,1,1,1,NA,3,3
1301,LUPNAN,NA,NA,NA,3,NA,NA
1301,LUZCOM,2,3,3,2,3,2
1301,LYSARV,3,NA,NA,NA,2,6
1301,MADGRA,NA,4,4,NA,6,7
1301,MEDPOL,NA,NA,NA,1,NA,NA
1301,MELCAL,NA,NA,NA,1,NA,NA
1301,MELGEY,1,0,0,0,1,0
1301,MELTOR,1,1,1,0,1,0
1301,MICGRA,2,2,2,NA,2,4
1301,NEMHET,3,5,5,5,5,4
1301,PENTRI,1,1,1,NA,NA,NA
1301,PIP_SP,NA,NA,NA,NA,0,NA
1301,PRIHEN,0,1,1,2,1,0
1301,RANOCC,10,10,10,11,12,9
1301,SANCRA,11,12,12,9,11,11
1301,SANLAC,NA,NA,NA,NA,5,NA
1301,SCAPEC,NA,10,10,NA,NA,NA
1301,SHEARV,1,1,1,5,1,1
1301,SISBEL,0,0,0,0,1,0
1301,SONASP,NA,NA,NA,0,NA,NA
1301,STARIG,NA,0,0,1,0,0
1301,STEMED,1,1,1,1,0,1
1301,TONTEN,4,6,6,6,4,4
1301,TORARV,11,11,11,11,9,9
1301,TOXDIV,NA,0,0,0,0,0
1301,TRI_SP,NA,NA,NA,NA,7,NA
1301,TRIBIF,7,7,7,4,6,11
1301,TRICIL,0,NA,NA,NA,NA,NA
1301,TRIF_SP,NA,2,2,NA,NA,NA
1301,TRILAX,NA,NA,NA,NA,NA,6
1301,TRIMICCEP,NA,NA,NA,NA,NA,0
1301,TRIMICDON,0,NA,NA,3,3,0
1301,TRIOLI,2,NA,NA,3,6,9
1301,TRIWIL,1,3,3,4,1,2
1301,UNKPER,1,NA,NA,NA,NA,NA
1301,VICAME,NA,NA,NA,8,NA,NA
1301,VICSAT,9,11,11,5,11,10
1301,YABMIC,7,NA,NA,5,5,6
1307,,NA,0,0,NA,NA,NA
1307,ACMPAR,NA,NA,NA,1,1,0
1307,AGOGRACIL,NA,NA,NA,NA,0,NA
1307,AGR_SP,NA,5,5,NA,1,NA
1307,AGRO_SP,NA,NA,NA,NA,NA,1
1307,ANIMAD,2,5,5,8,0,0
1307,ASTER 1,NA,NA,NA,0,NA,NA
1307,ASTER 2,NA,NA,NA,1,NA,NA
1307,ASTER 3,NA,NA,NA,1,NA,NA
1307,AVEBAR,NA,NA,NA,1,1,5
1307,BRIMAX,NA,NA,NA,NA,NA,4
1307,BROCAR,1,1,1,NA,0,0
1307,BRODIA,6,5,5,5,7,10
1307,BRY_SP,NA,NA,NA,5,2,6
1307,CALPUR,NA,NA,NA,NA,NA,0
1307,CARCAL,5,6,6,5,3,6
1307,CAROLI,NA,NA,NA,NA,1,NA
1307,CARPYC,NA,0,0,3,7,8
1307,CERGLO,NA,0,0,1,3,1
1307,CHLPOM,NA,0,0,0,0,0
1307,CLAPAR,NA,NA,NA,4,6,0
1307,CLAPER,NA,NA,NA,NA,1,3
1307,CORSTR,0,0,0,NA,NA,NA
1307,CYNECH,NA,3,3,4,8,10
1307,DIC_SP,NA,NA,NA,NA,NA,3
1307,DICCAP,2,3,3,0,NA,NA
1307,DICCON,NA,NA,NA,1,NA,0
1307,ELYGLA,NA,0,0,NA,0,2
1307,EROBRA,NA,NA,NA,NA,1,NA
1307,FESCAL,NA,1,1,NA,NA,0
1307,FESMIC,NA,NA,NA,NA,NA,0
1307,GALAPA,7,6,6,0,12,12
1307,GALCAL,1,1,1,0,1,1
1307,GALPAR,NA,NA,NA,10,4,6
1307,GALPOR,0,NA,NA,0,0,0
1307,GERMOL,NA,NA,NA,NA,NA,0
1307,HEIALB,NA,NA,NA,NA,0,NA
1307,HIEALB,0,1,1,NA,NA,NA
1307,HYPGLA,NA,NA,NA,1,2,3
1307,HYPRAD,NA,0,0,NA,1,0
1307,IRIMAC,NA,NA,NA,1,NA,NA
1307,LAT_SP,8,NA,NA,NA,6,0
1307,LATANG,NA,7,7,NA,0,1
1307,LATSPH,NA,NA,NA,8,2,9
1307,LATVES,2,3,3,1,1,2
1307,LONHIS,1,1,1,1,NA,NA
1307,LUZCOM,1,2,2,3,1,2
1307,LYSARV,NA,NA,NA,NA,NA,2
1307,MADGRA,NA,NA,NA,NA,7,8
1307,MELGEY,6,4,4,4,3,3
1307,MELTOR,2,2,2,4,3,4
1307,NEMHET,2,1,1,8,6,9
1307,OSMBER,9,6,6,4,4,2
1307,PENTRI,NA,0,0,NA,NA,NA
1307,PHAAQU,NA,NA,NA,NA,NA,0
1307,PRIHEN,NA,0,0,0,0,NA
1307,PSECAL,NA,NA,NA,NA,NA,0
1307,PTEAQU,1,0,0,2,1,1
1307,RANOCC,2,2,2,5,0,3
1307,ROSGYM,NA,NA,NA,NA,1,NA
1307,SANCRA,9,8,8,9,10,9
1307,SANLAC,NA,NA,NA,3,1,1
1307,SCAPEC,NA,1,1,NA,NA,NA
1307,SENVUL,NA,NA,NA,NA,1,0
1307,SILMAR,NA,NA,NA,NA,1,NA
1307,SISBEL,NA,NA,NA,NA,0,0
1307,SONASP,NA,NA,NA,0,1,NA
1307,STARIG,3,6,6,4,4,5
1307,STEMED,3,0,0,NA,NA,3
1307,STIPUL,NA,NA,NA,1,NA,0
1307,TONTEN,NA,NA,NA,3,0,0
1307,TORARV,8,9,9,12,11,11
1307,TOXDIV,5,5,5,3,2,2
1307,TRIBIF,1,0,0,2,5,4
1307,TRICIL,NA,NA,NA,NA,NA,1
1307,TRILAX,NA,NA,NA,NA,2,1
1307,TRIMICCEP,NA,NA,NA,1,NA,1
1307,TRIMICDON,NA,NA,NA,3,0,0
1307,TRIOLI,NA,NA,NA,NA,3,4
1307,TRIWIL,NA,NA,NA,6,0,1
1307,UNKPER,5,NA,NA,NA,NA,NA
1307,VICAME,0,1,1,9,0,NA
1307,VICSAT,8,10,10,3,12,12
1307,YABMIC,1,NA,NA,0,1,1
1309,,NA,0,0,NA,NA,NA
1309,ACMPAR,NA,NA,NA,NA,NA,0
1309,ANIMAD,2,3,3,1,0,1
1309,AVEBAR,3,6,6,4,11,4
1309,BRADIS,6,8,8,8,4,6
1309,BRIMAX,10,12,12,12,10,11
1309,BROCAR,1,0,0,1,0,0
1309,BRODIA,11,9,9,2,8,11
1309,CALAMA,NA,NA,NA,0,0,0
1309,CARCAL,1,1,1,2,6,4
1309,CARPYC,5,8,8,1,9,9
1309,CERVUL,NA,NA,NA,1,NA,NA
1309,CHLPOM,NA,NA,NA,0,0,0
1309,CLAPAR,NA,0,0,NA,1,0
1309,CLAPER,0,NA,NA,0,1,1
1309,CYNECH,1,NA,NA,NA,1,0
1309,DIC_SP,NA,NA,NA,NA,2,NA
1309,DICCAP,0,2,2,0,0,1
1309,DICCON,1,0,0,0,NA,0
1309,ELYGLA,0,2,2,3,0,1
1309,FESBRO,NA,NA,NA,0,NA,NA
1309,FESCAL,0,0,0,NA,NA,0
1309,FESPER,NA,NA,NA,NA,0,0
1309,GALAPA,4,4,4,3,2,3
1309,GALPOR,0,0,0,0,0,0
1309,GERDIS,2,2,2,NA,0,2
1309,GERMOL,2,4,4,5,5,5
1309,HORMUR,NA,NA,NA,NA,0,0
1309,HYPGLA,NA,NA,NA,NA,1,NA
1309,LACSER,NA,NA,NA,NA,3,NA
1309,LAT_SP,NA,NA,NA,NA,NA,1
1309,LATANG,NA,NA,NA,1,NA,0
1309,LATVES,0,0,0,0,0,0
1309,LEOSAX,NA,NA,NA,NA,NA,1
1309,LYSARV,0,NA,NA,0,0,NA
1309,MEDPOL,0,NA,NA,NA,0,1
1309,MELGEY,NA,0,0,0,0,0
1309,OSMBER,NA,0,0,0,0,NA
1309,RANOCC,8,6,6,6,5,7
1309,SANCRA,12,12,12,11,12,11
1309,SANLAC,NA,NA,NA,0,NA,NA
1309,STEMED,2,1,1,2,8,7
1309,TORARV,11,12,12,11,10,8
1309,TOXDIV,1,0,0,0,0,0
1309,TRIHIR,NA,NA,NA,NA,0,NA
1309,TRILAX,NA,NA,NA,NA,NA,1
1309,TRIMICCEP,NA,NA,NA,NA,NA,1
1309,UNK_ASTER,NA,NA,NA,NA,0,NA
1309,VICSAT,12,12,12,12,11,12
1309,VICVIL,NA,NA,NA,NA,NA,0
1310,,NA,0,0,NA,NA,NA
1310,ACHMIL,0,0,0,0,0,0
1310,AGOGRACIL,NA,NA,NA,0,NA,0
1310,AGOHET,1,NA,NA,NA,NA,NA
1310,AIRCAR,0,NA,NA,4,NA,1
1310,AVEBAR,0,0,0,1,1,2
1310,BRADIS,4,0,0,7,3,4
1310,BRIMAX,11,12,12,11,10,12
1310,BRIMIN,NA,NA,NA,2,NA,2
1310,BRODIA,9,7,7,2,4,6
1310,BROHOR,2,1,1,4,2,2
1310,BRY_SP,NA,NA,NA,0,7,8
1310,CALAMA,0,1,1,2,4,1
1310,CARCAL,5,6,6,6,4,7
1310,CERGLO,5,2,2,1,1,5
1310,CERVUL,NA,NA,NA,NA,0,NA
1310,CHLPOM,12,12,12,11,11,11
1310,CLAGRA,1,NA,NA,3,NA,NA
1310,COLSPA,0,2,2,0,0,1
1310,CYNECH,9,3,3,10,9,12
1310,DIC_SP,NA,NA,NA,NA,NA,5
1310,DICCAP,7,7,7,7,NA,NA
1310,DICCON,NA,NA,NA,0,NA,NA
1310,EUPPEP,NA,NA,NA,NA,NA,4
1310,EUPSPA,1,1,1,2,1,NA
1310,FESBRO,NA,3,3,1,3,9
1310,FESCAL,0,0,0,7,NA,0
1310,FESIDA,8,8,8,5,8,8
1310,FESMIC,3,0,0,2,NA,0
1310,FRI_SP,NA,NA,NA,NA,0,NA
1310,GALAPA,3,1,1,1,0,1
1310,GALPAR,NA,NA,NA,0,3,1
1310,GALPOR,1,0,0,0,0,0
1310,GERMOL,NA,NA,NA,NA,1,NA
1310,HYPGLA,1,NA,NA,NA,1,1
1310,IRI_SP,NA,NA,NA,0,NA,NA
1310,IRIFER,0,NA,NA,0,NA,NA
1310,LAT_SP,NA,NA,NA,1,3,6
1310,LATANG,2,NA,NA,3,NA,NA
1310,LATSPH,NA,1,1,NA,NA,NA
1310,LONHIS,0,NA,NA,NA,0,NA
1310,LUPBIC,1,0,0,0,4,1
1310,LUZCOM,8,8,8,5,4,6
1310,LYSARV,1,NA,NA,1,1,NA
1310,MADGRA,0,0,0,1,8,5
1310,MEDPOL,NA,NA,NA,NA,1,NA
1310,MELGEY,NA,NA,NA,NA,1,NA
1310,MELTOR,4,2,2,1,NA,2
1310,MICCAL,NA,NA,NA,NA,0,0
1310,MICGRA,3,3,3,4,4,5
1310,MINCAL,NA,NA,NA,NA,NA,1
1310,NEMHET,0,NA,NA,NA,NA,1
1310,PENTRI,1,2,2,0,0,0
1310,PERKEL,3,0,0,1,0,2
1310,PLA _SP,NA,NA,NA,0,NA,NA
1310,POASEC,0,0,0,NA,NA,0
1310,PRIHEN,2,0,0,1,2,4
1310,RANOCC,10,8,8,9,9,9
1310,SANCRA,7,6,6,8,6,6
1310,SANLAC,NA,NA,NA,1,NA,NA
1310,SHEARV,NA,NA,NA,NA,0,NA
1310,SISBEL,8,7,7,6,8,7
1310,STEMED,NA,NA,NA,NA,1,1
1310,TORARV,8,10,10,4,4,2
1310,TOXDIV,0,0,0,0,0,0
1310,TRIBIF,6,3,3,3,4,5
1310,TRICIL,NA,NA,NA,1,NA,NA
1310,TRILAX,NA,NA,NA,NA,6,8
1310,TRIMICCEP,NA,NA,NA,3,NA,0
1310,TRIMICDON,0,NA,NA,1,1,0
1310,TRIOLI,1,1,1,0,0,2
