DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
,,,FESBRO,,,,,,,,,,,1,FL,1,FL,,,1,FL,,,1,FL,,,
,,,LUZCOM,,,,,,,,,,,,,1,FL,1,FL,1,FL,,,,,,,
,,,STEMED,,,,,,,,,,,,,1,FL,,,,,,,,,,,
,,,APHPUR,,,,,,,,,,,,,1,FL,,,,,,,,,,,APHYLLON PURPUREUM- OROBANCHE UNIFLORA (OLD NAME) BROOM RAPE
,,,MICCAL,,,,,,,,,,,,,,,,,,,,,,,,,IN D3 CHANGE HYPRAD IN 2022 TO MICCAL2 MICRANTHES CALIF..
,,,CALAMA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MELTOR,,,,,,,,,,,,,,,,,1,FL,,,,,,,
,,,TORARV,,,,,,,,,,,,,,,,,,,1,V,,,,,
,,,GALPAR,,,,,,,,,,,,,,,,,,,1,FR,1,FR,,,
,,,ANIMAD,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VICLAT,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AIRCAL,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,FRI_SP,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PENTRI,,,,,,,,,,,,,,,,,,,,,,,,,
,,,COLSPA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TRIWIL,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GALAPA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SANBIP,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NEMHET,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GALPAR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LUPBIC,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CLAGRA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,FESCAL,,,,,,,,,,,,,,,,,,,,,,,,,
,,,BRIMIN,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TONTEN,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TRIMICDON,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TRICIL,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CALAMA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LEOSAX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGOGRACIL,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TOXDIV,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MICCAL (MICROPUS),,,,,,,,,,,,,,,,,,,,,,,,,
,,,GERDIS/MOL?,,,,,,,,,,,,,,,,,,,,,,,,,
