DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20230425,1312,"MK, RFB, MS",TOXDIV,15,V,,,4,V,4,V,3,V,15,V,,,5,V,,,4,V,5,V,3,V,
20230425,1312,"MK, RFB, MS",TORARV,2,V,2,V,1,V,2,V,,,1,V,4,V,1,V,1,V,1,V,1,V,1,V,
20230425,1312,"MK, RFB, MS",ADIJOR,1,V,,,,,,,,,,,,,,,,,1,V,6,V,25,V,
20230425,1312,"MK, RFB, MS",STARIG,5,V,,,,,,,,,2,V,,,,,5,V,3,V,3,V,2,V,
20230425,1312,"MK, RFB, MS",MELCAL,2,FL,,,,,,,1,FL,,,,,,,,,4,V,,,,,
20230425,1312,"MK, RFB, MS",SANCRA,1,V,4,V,1,V,3,V,2,V,1,V,,,1,V,1,V,2,V,4,V,2,V,
20230425,1312,"MK, RFB, MS",BRODIA,1,FL,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",SYMALB,2,V,,,,,,,,,,,,,,,,,,,7,V,3,V,
20230425,1312,"MK, RFB, MS",GALPOR,,,2,FR,1,FR,,,,,,,,,3,V,,,,,5,FL,,,
20230425,1312,"MK, RFB, MS",NEMHET,,,1,FL,,,1,V,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",GALAPA,,,1,FR,1,FR,1,FR,1,FL,1,FL,1,FL,1,FR,1,FL,1,FR,,,1,FR,
20230425,1312,"MK, RFB, MS",BRY_SP,4,V,,,1,V,,,,,,,,,,,,,25,V,2,V,12,V,
20230425,1312,"MK, RFB, MS",ANIMAD,,,,,5,V,3,V,,,,,,,2,V,,,,,1,V,,,
20230425,1312,"MK, RFB, MS",CARCAL,,,,,1,V,1,V,,,,,,,,,1,V,1,V,1,FR,,,
20230425,1312,"MK, RFB, MS",MELGEY,,,,,,,2,FL,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",RANOCC,,,,,,,2,FL,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",OSMBER,,,,,,,1,V,1,V,1,V,,,,,,,,,1,V,1,V,
20230425,1312,"MK, RFB, MS",CHLPOM,,,,,,,,,,,2,V,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",IRI_SP,,,,,,,1,V,2,V,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",MELTOR,,,,,,,,,,,,,,,,,2,FL,,,,,,,D1 MAYBE MELCAL
20230425,1312,"MK, RFB, MS",PENTRI,,,,,,,,,,,,,,,,,,,3,V,2,V,2,V,
20230425,1312,"MK, RFB, MS",VICAME,,,,,,,,,,,,,,,,,,,,,1,V,,,
20230425,1312,"MK, RFB, MS",FESCAL,,,,,,,,,,,,,,,,,,,,,1,V,,,
20230425,1312,"MK, RFB, MS",BRIMAX,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",CAROLI,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",CARPYC,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",HIEALB,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",LATVES,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",LITHET,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",LONHIS,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",LUZCOM,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",POLCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",POLYPOCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",PTEAQU,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",SILLAC,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",CYNECH,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",TRIBIF,,,,,,,,,,,,,,,,,,,,,,,,,
20230425,1312,"MK, RFB, MS",BRADIS,,,,,,,,,,,,,,,,,,,,,,,,,
