DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20230427,1339,"MK,RFB,MS",LATVES,6,V,,,,,,,,,,,3,V,,,3,V,,,5,V,12,V,
20230427,1339,"MK,RFB,MS",TOXDIV,12,V,4,V,1,V,,,,,,,,,50,V,,,,,6,V,6,V,
20230427,1339,"MK,RFB,MS",TORARV,4,V,2,V,1,FR,2,V,1,V,1,V,1,V,,,1,V,1,V,2,V,2,V,
20230427,1339,"MK,RFB,MS",GALAPA,1,FR,1,FR,,,1,FR,2,FR,1,FR,,,1,FR,1,FR,,,1,FR,1,FR,
20230427,1339,"MK,RFB,MS",BRODIA,1,V,,,,,1,FL,,,,,,,,,,,2,FL,,,4,FL,
20230427,1339,"MK,RFB,MS",GALPOR,5,V,,,,,,,,,,,1,FR,,,3,V,1,V,,,,,
20230427,1339,"MK,RFB,MS",STARIG,3,V,5,V,,,,,,,,,,,3,V,1,V,,,,,,,
20230427,1339,"MK,RFB,MS",CARPYC,1,V,,,,,,,,,,,1,V,,,,,,,,,1,V,
20230427,1339,"MK,RFB,MS",RANOCC,2,FL,,,1,FL,2,FL,1,V,1,FR,2,V,,,1,V,,,,,,,
20230427,1339,"MK,RFB,MS",MELTOR,1,V,3,FL,,,,,,,,,4,FL,,,1,FL,,,1,FL,,,
20230427,1339,"MK,RFB,MS",VICSAT,1,V,1,FL,1,FR,2,FL,1,FL,2,FR,,,1,FR,,,,,,,,,
20230427,1339,"MK,RFB,MS",CYNECH,1,V,,,1,V,1,V,1,V,,,,,1,V,,,1,V,1,V,,,
20230427,1339,"MK,RFB,MS",BRADIS,1,V,2,V,6,FL,2,V,1,V,1,FL,1,V,,,2,FL,4,V,1,FL,,,
20230427,1339,"MK,RFB,MS",BROSTE,,,2,FL,,,,,,,,,1,FL,1,FL,,,1,FL,,,,,
20230427,1339,"MK,RFB,MS",TRILAX,,,1,V,1,V,,,,,,,,,,,,,,,,,,,
20230427,1339,"MK,RFB,MS",ELYGLA,1,V,3,FL,,,,,,,,,,,,,,,,,,,,,
20230427,1339,"MK,RFB,MS",DIC_SP,,,1,V,,,,,,,,,1,V,,,,,,,,,,,
20230427,1339,"MK,RFB,MS",SANCRA,,,,,1,V,2,V,5,V,,,1,V,2,V,1,V,,,1,V,,,
20230427,1339,"MK,RFB,MS",GALPAR,,,,,1,V,,,1,V,1,V,1,V,1,FR,1,V,,,1,FL,,,
20230427,1339,"MK,RFB,MS",AVEBAR,,,,,2,FL,,,,,1,FL,1,FL,,,,,3,FL,,,,,
20230427,1339,"MK,RFB,MS",LYSARV,,,,,1,FL,,,,,,,,,,,1,V,,,,,,,
20230427,1339,"MK,RFB,MS",CARCAL,,,,,,,,,1,V,,,,,,,,,,,,,,,
20230427,1339,"MK,RFB,MS",TRIBIF,,,,,,,,,,,1,FL,1,FL,,,,,,,,,,,
