plot,date,device,quad,reading,notes
PPW1341,20220513,1591,A4,12,
PPW1341,20220513,1591,B4,12.2,
PPW1341,20220513,1591,B3,9.4,
PPW1341,20220513,1799,B2,9.8,
PPW1341,20220513,1799,B1,14.4,
PPW1341,20220513,1799,C1,9.9,
PPW1341,20220513,1799,C2,7.4,
PPW1341,20220513,1591,C3,8.4,
PPW1341,20220513,1591,C4,9.1,
PPW1341,20220513,1591,D4,8.1,
PPW1341,20220513,1591,D3,5.5,
PPW1341,20220513,1799,D2,7.1,
PPW1341,20220513,1799,D1,7.7,
PPW1342,20220513,1799,A1,12.4,
PPW1342,20220513,1799,A2,15.5,
PPW1342,20220513,1799,A3,11.9,
PPW1342,20220513,1799,A4,11.5,
PPW1342,20220513,1799,B4,10.2,
PPW1342,20220513,1799,B3,12.6,
PPW1342,20220513,1799,B2,16.9,
PPW1342,20220513,1799,B1,12.9,
PPW1342,20220513,1591,C1,12.5,
PPW1342,20220513,1591,C2,14.8,
PPW1342,20220513,1591,C3,11.4,
PPW1342,20220513,1591,C4,13.1,
PPW1342,20220513,1591,D4,12.1,
PPW1342,20220513,1591,D3,9.6,
PPW1342,20220513,1591,D2,9.7,
PPW1342,20220513,1591,D1,13.7,
PPW1343,20220511,1591,A1,12.2,
PPW1343,20220511,1591,A2,7,
PPW1343,20220511,1591,A3,13.1,
PPW1343,20220511,1591,A4,9.3,
PPW1343,20220511,1591,B4,13.2,
PPW1343,20220511,1591,B3,8.7,
PPW1343,20220511,1591,B2,8.2,
PPW1343,20220511,1591,B1,9.4,
PPW1343,20220511,4500,C1,5.5,
PPW1343,20220511,4500,C2,4.3,
PPW1343,20220511,4500,C3,9.9,
PPW1343,20220511,4500,C4,12.3,
PPW1343,20220511,4500,D4,6.8,
PPW1343,20220511,4500,D3,11.1,
PPW1343,20220511,4500,D2,7.9,
PPW1343,20220511,4500,D1,6.9,
PPW1344,20220511,1591,A1,5.1,
PPW1344,20220511,1591,A2,6.1,
PPW1344,20220511,1591,A3,9.9,
PPW1344,20220511,1591,A4,5.2,
PPW1344,20220511,1591,B4,7.4,
PPW1344,20220511,1591,B3,8.5,
PPW1344,20220511,1591,B2,6.2,
PPW1344,20220511,1591,B1,5.8,
PPW1344,20220511,1591,C1,5.8,
PPW1344,20220511,1591,C2,6.3,
PPW1344,20220511,1591,C3,5.7,
PPW1344,20220511,1591,C4,5.9,
PPW1344,20220511,1591,D4,9.7,
PPW1344,20220511,1591,D3,9.1,
PPW1344,20220511,1591,D2,8.7,
PPW1344,20220511,1591,D1,5.1,
PPW1345,20220511,1591,A1,7.7,
PPW1345,20220511,1591,A2,10.2,
PPW1345,20220511,1591,A3,8.8,
PPW1345,20220511,1591,A4,9.9,
PPW1345,20220511,1591,B4,7.7,
PPW1345,20220511,1591,B3,11.5,
PPW1345,20220511,1591,B2,7.5,
PPW1345,20220511,1591,B1,6.9,
PPW1345,20220511,1591,C1,9.1,
PPW1345,20220511,1591,C2,12,
PPW1345,20220511,1591,C3,6.3,
PPW1345,20220511,1591,C4,9.7,
PPW1345,20220511,1591,D4,7.6,
PPW1345,20220511,1591,D3,6,
PPW1345,20220511,1591,D2,6.5,
PPW1345,20220511,1591,D1,8.9,
PPW1346,20220513,1591,A1,15.5,
PPW1346,20220513,1591,A2,9,
PPW1346,20220513,1591,A3,14.4,
PPW1346,20220513,1591,A4,13.9,
PPW1346,20220513,1591,B4,9.5,
PPW1346,20220513,1591,B3,7.8,
PPW1346,20220513,1591,B2,6.3,
PPW1346,20220513,1591,B1,9.3,
PPW1346,20220513,1799,C1,9.8,
PPW1346,20220513,1799,C2,6.5,
PPW1346,20220513,1799,C3,5.7,
PPW1346,20220513,1799,C4,8.9,
PPW1346,20220513,1799,D4,6.8,
PPW1346,20220513,1799,D3,7.6,
PPW1346,20220513,1799,D2,6.2,
PPW1346,20220513,1799,D1,8.1,
PPW1347,20220515,4080,A1,7.8,
PPW1347,20220515,4080,A2,5,
PPW1347,20220515,4397,A3,9.8,
PPW1347,20220515,4397,A4,10.6,
PPW1347,20220515,4397,B4,11.2,
PPW1347,20220515,4397,B3,9,
PPW1347,20220515,4080,B2,4.2,
PPW1347,20220515,4080,B1,5,
PPW1347,20220515,4080,C1,12.2,
PPW1347,20220515,4080,C2,5.9,
PPW1347,20220515,4397,C3,9.2,
PPW1347,20220515,4397,C4,9,
PPW1347,20220515,4397,D4,25,
PPW1347,20220515,4397,D3,12.9,
PPW1347,20220515,4080,D2,17.8,
PPW1347,20220515,4080,D1,18.8,
PPW1348,20220515,4080,A1,4.9,
PPW1348,20220515,4080,A2,10.9,
PPW1348,20220515,4397,A3,8.1,
PPW1348,20220515,4397,A4,7.6,
PPW1348,20220515,4397,B4,12.3,
PPW1348,20220515,4397,B3,8.7,
PPW1348,20220515,4080,B2,7.9,
PPW1348,20220515,4080,B1,8.4,
PPW1348,20220515,4080,C1,8.9,
PPW1348,20220515,4080,C2,6.6,
PPW1348,20220515,4397,C3,11.6,
PPW1348,20220515,4397,C4,16.4,
PPW1348,20220515,4397,D4,17.2,
PPW1348,20220515,4397,D3,13.5,
PPW1348,20220515,4080,D2,12.2,
PPW1348,20220515,4080,D1,8.2,
PPW1349,20220514,4397,A1,15.8,
PPW1349,20220514,4397,A2,15.8,
PPW1349,20220514,4080,A3,12.7,
PPW1349,20220514,4080,A4,13.8,
PPW1349,20220514,4080,B4,16.7,
PPW1349,20220514,4080,B3,14.8,
PPW1349,20220514,4397,B2,7.8,
PPW1349,20220514,4397,B1,15.8,
PPW1349,20220514,4397,C1,9.9,
PPW1349,20220514,4397,C2,10.8,
PPW1349,20220514,4080,C3,8.9,
PPW1349,20220514,4080,C4,11.6,
PPW1349,20220514,4080,D4,16.5,
PPW1349,20220514,4080,D3,10.3,
PPW1349,20220514,4397,D2,12.5,
PPW1349,20220514,4397,D1,9.9,
PPW1350,20220515,4397,A1,6.2,
PPW1350,20220515,4397,A2,8.5,
PPW1350,20220515,4080,A3,3.5,
PPW1350,20220515,4080,A4,5.6,
PPW1350,20220515,4080,B4,9.9,
PPW1350,20220515,4080,B3,13.3,
PPW1350,20220515,4397,B2,8.7,
PPW1350,20220515,4397,B1,6.8,
PPW1350,20220515,4397,C1,11.5,
PPW1350,20220515,4397,C2,9.9,
PPW1350,20220515,4080,C3,9,
PPW1350,20220515,4080,C4,9,
PPW1350,20220515,4080,D4,8.7,
PPW1350,20220515,4080,D3,15.5,
PPW1350,20220515,4397,D2,9.2,
PPW1350,20220515,4397,D1,10.6,
PPW1851,20220513,1799,A1,6.9,
PPW1851,20220513,1799,A2,3.9,
PPW1851,20220513,1799,A3,2.7,
PPW1851,20220513,1799,A4,4.2,
PPW1851,20220513,1799,B4,1.7,
PPW1851,20220513,1799,B3,4.1,
PPW1851,20220513,1799,B2,2.5,
PPW1851,20220513,1799,B1,7.2,
PPW1851,20220513,1591,C1,5.8,
PPW1851,20220513,1591,C2,4.9,
PPW1851,20220513,1591,C3,8.4,
PPW1851,20220513,1591,C4,5.7,
PPW1851,20220513,1591,D4,8.8,
PPW1851,20220513,1591,D3,3.8,
PPW1851,20220513,1591,D2,8,
PPW1851,20220513,1591,D1,5.5,
PPW1852,20220513,1591,A1,13.6,
PPW1852,20220513,1591,A2,13,
PPW1852,20220513,1799,A3,17.8,
PPW1852,20220513,1799,A4,16.4,
PPW1852,20220513,1799,B4,17.4,
PPW1852,20220513,1799,B3,12.4,
PPW1852,20220513,1591,B2,9.7,
PPW1852,20220513,1591,B1,12.3,
PPW1852,20220513,1591,C1,11.4,
PPW1852,20220513,1591,C2,17,
PPW1852,20220513,1799,C3,12.6,
PPW1852,20220513,1799,C4,11.3,
PPW1852,20220513,1799,D4,10,
PPW1852,20220513,1799,D3,7.6,
PPW1852,20220513,1591,D2,10.9,
PPW1852,20220513,1591,D1,10.8,
PPW1853,20220514,1799,A1,13.5,
PPW1853,20220514,NA,A2,NA,SNAKE
PPW1853,20220514,NA,A3,NA,SNAKE
PPW1853,20220514,1591,A4,7.8,
PPW1853,20220514,1591,B4,7.9,
PPW1853,20220514,NA,B3,NA,SNAKE
PPW1853,20220514,1799,B2,10.7,
PPW1853,20220514,1799,B1,11.6,
PPW1853,20220514,1799,C1,10.1,
PPW1853,20220514,1799,C2,11.2,
PPW1853,20220514,1591,C3,7.7,
PPW1853,20220514,1591,C4,12.6,
PPW1853,20220514,1591,D4,10.4,
PPW1853,20220514,1591,D3,11.9,
PPW1853,20220514,1799,D2,6.2,
PPW1853,20220514,1799,D1,7.6,
PPW1854,20220514,1799,A1,6.1,
PPW1854,20220514,1799,A2,7.6,
PPW1854,20220514,1799,A3,6.6,
PPW1854,20220514,1591,A4,9.1,
PPW1854,20220514,1591,B4,3.9,
PPW1854,20220514,1799,B3,4.9,
PPW1854,20220514,1799,B2,5.3,
PPW1854,20220514,1799,B1,7.2,
PPW1854,20220514,1799,C1,7.6,
PPW1854,20220514,1799,C2,5.1,ALSO 5.4 
PPW1854,20220514,1799,C3,6.6,
PPW1854,20220514,1591,C4,7.9,
PPW1854,20220514,1591,D4,5.2,
PPW1854,20220514,1591,D3,4.7,
PPW1854,20220514,1591,D2,2.4,
PPW1854,20220514,1591,D1,2.7,
