DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20190503,1310,"TT, TH, MK, MF",ACHMIL,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",AIRCAR,4,FL,2,FL,,,,,,,,,6,FL,,,,,,,,,2,FL,
20190503,1310,"TT, TH, MK, MF",AGOGRAGIL,,,,,,,,,,,,,,,,,,,,,,,,,"DEEPLY LOBED, LVS TALLER THAN INF STALK. SEE PHOTO"
20190503,1310,"TT, TH, MK, MF",AVEBAR,,,,,,5,FL,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",BRADIS,2,FL,,,,,4,FL,2,FL,3,FL,2,FR,3,FR,3,FR,,,,,,,
20190503,1310,"TT, TH, MK, MF",BRIMAX,2,FR,,,35,FL,45,FL,25,FL,25,FL,30,FL,40,FL,10,FL,25,FL,30,FL,3,FL,
20190503,1310,"TT, TH, MK, MF",BRIMIN,3,FL,2,FL,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",BRODIA,,,2,FL,2,FL,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",BROHOR,,,3,FL,5,FL,,,3,FL,6,FL,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",BRY_SP,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",CALAMA,,,4,FL,,,,,,,,,,,2,FL,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",CARCAL,,,,,,,,,,,1,V,2,V,2,V,1,V,2,V,2,V,,,
20190503,1310,"TT, TH, MK, MF",CERGLO,,,,,,,,,,,,,2,FR,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",CHLPOM,20,V,15,V,30,V,2,V,18,V,15,V,8,V,30,V,2,V,4,V,,,30,V,
20190503,1310,"TT, TH, MK, MF",CLAGRA,2,V,,,1,V,,,,,,,1,V,,,,,,,,,,,listed as CLAGAR in species list. Typo
20190503,1310,"TT, TH, MK, MF",COLSPA,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",CYNECH,3,FR,7,FR,3,FR,3,FR,3,FR,3,FR,6,FR,10,FR,5,FR,,,,,2,FR,
20190503,1310,"TT, TH, MK, MF",DICCAP,,,2,V,,,2,V,,,1,V,,,2,V,1,V,,,2,V,3,V,
20190503,1310,"TT, TH, MK, MF",DICCON,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",EUPSPA,1,FR,4,FR,,,,,,,,,,,,,,,,,,,,,"MIC THINKS IT'S THE COMMON INVASIVE ONE E. PEPLUS, NOT EUPSPA BC LARGER AND NO LVS TO BASE"
20190503,1310,"TT, TH, MK, MF",FESBRO,,,,,,5,V,,,,,,,,,,,,,,,,,,BABY BRADIS? 
20190503,1310,"TT, TH, MK, MF",FESCAL,45,V,40,FL,2,V,,,6,V,4,V,,,,,,,,,2,FL,30,V,
20190503,1310,"TT, TH, MK, MF",FESIDA,4,FL,30,FL,3,FL,,,,,,,,,,,,,,,6,V,25,FL,
20190503,1310,"TT, TH, MK, MF",FESMIC,,,,,,,,,,,3,FL,,,2,FL,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",GALAPA,,,,,,,,,,,,,,,,,,,2,FR,,,,,
20190503,1310,"TT, TH, MK, MF",GALPAR,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",IRI_SP,,,,,,,,,,,,,,,,,,,,,,,,,ALSO IRIFER? NOT FLOWERING
20190503,1310,"TT, TH, MK, MF",IRIFER,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",LAT_SP,,,,,3,V,,,,,,,,,,,,,,,,,,,LATANG? NOT FLOWERING
20190503,1310,"TT, TH, MK, MF",LATANG,,,2,V,,,3,FL,4,FL,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",LUPBIC,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",LUZCOM,,,,,,,,,2,FR,3,V,3,V,5,FR,4,V,,,,,,,
20190503,1310,"TT, TH, MK, MF",LYSARV,1,FL,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",MADGRA,,,4,FR,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",MELTOR,,,,,,,,,,,,,,,,,1,V,,,,,,,
20190503,1310,"TT, TH, MK, MF",MICGRA,2,FR,4,FR,,,5,V,,,,,,4,FL,,,,,,,,,,TALL ASTER 2 ON DS
20190503,1310,"TT, TH, MK, MF",PENTRI,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",PERKEL,,,3,FR,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",PLA _SP,,,,,,,,,,,,,,,,,,,,,,,,,"PLAGIOBOTHRYS SP? ""WOOLY BALLS"" ON DS; SEE PHOTO "
20190503,1310,"TT, TH, MK, MF",PRIHEN,,,,,,,1,FR,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",RANOCC,4,FR,4,FR,5,FR,2,V,5,FR,4,FR,2,V,,,5,FR,,,,,2,V,
20190503,1310,"TT, TH, MK, MF",SANCRA,,,1,V,,,3,V,,,8,V,,,10,V,5,V,2,V,3,V,2,V,
20190503,1310,"TT, TH, MK, MF",SANLAC,,,,,,,,,,,,,,,4,FR,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",SISBEL,10,FL,5,FR,3,FR,3,FL,4,V,5,FR,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",TORARV,,,,,,,3,V,,,2,V,,,3,V,,,,,5,V,,,
20190503,1310,"TT, TH, MK, MF",TOXDIV,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",TRIBIF,5,FR,6,FR,,,,,1,FR,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",TRICIL,,,2,FR,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",TRIMICCEP,,,,,,,2,FL,,,1,V,,,,,1,V,,,,,,,
20190503,1310,"TT, TH, MK, MF",TRIMICDON,2,FL,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",TRIOLI,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",TRIWIL,,,,,,,,,,,,,,,,,,,,,,,,,
20190503,1310,"TT, TH, MK, MF",UNK PER 1,1,FL,,,,,,,,,,,,,,,,,,,,,,,"VERY TINY PINK FLW ; 4 PETALS OPPOSITE LVS (LOOKS LIKE MICGRA, BUT W 5 PETALS); SEE PHOTO"
20190503,1310,"TT, TH, MK, MF",VICSAT,4,FR,3,FR,3,FR,2,FR,,,,,1,FR,1,FR,1,FR,,,,,,,
