DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20190509,1339,"MK,MO,TH",AGOGRA,,,,,,,,,,,,,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",ANIMAD,,,,,,,,,,,,,1,V,,,,,,,1,V,,,
20190509,1339,"MK,MO,TH",AVEBAR,1,FL,3,FL,20,FL,,,2,FL,3,FL,5,FL,2,FL,,,,,,,,,
20190509,1339,"MK,MO,TH",BRADIS,4,FL,28,FL,35,FL,3,FL,9,FL,10,FL,,,,,40,FL,,,1,FL,,,
20190509,1339,"MK,MO,TH",BRIMAX,,,,,,,,,6,FL,4,FL,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",BROCAR,,,6,FL,,,,,,,,,12,FL,20,FL,,,28,V,,,,,
20190509,1339,"MK,MO,TH",BRODIA,,,,,,,1,FL,1,FL,,,,,,,,,,,,,2,FL,
20190509,1339,"MK,MO,TH",BRY_SP,,,,,,,,,,,,,,,,,,,4,V,,,,,
20190509,1339,"MK,MO,TH",CARCAL,,,,,,,,,,,4,FR,,,1,V,,,,,,,,,
20190509,1339,"MK,MO,TH",CARPYC,5,FL,3,FL,3,FL,7,FL,,,,,2,FL,,,1,FL,,,2,V,8,FL,
20190509,1339,"MK,MO,TH",CHLPOM,,,,,,,,,,,,,,,,,3,V,,,,,,,
20190509,1339,"MK,MO,TH",CIROCC,,,,,,,,,,,,,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",CLAPAR,,,,,,,,,,,,,,,,,,,,,,,,,LINEAR LVS
20190509,1339,"MK,MO,TH",CYNECH,,,,,,,3,FL,3,FL,3,FR,,,3,FR,1,FR,6,FR,,,,,
20190509,1339,"MK,MO,TH",DICCAP,,,,,,,,,,,,,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",DICCON,,,1,FL,,,,,,,,,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",ELYGLA,,,2,FL,,,,,,,,,,,,,,,,,2,V,,,
20190509,1339,"MK,MO,TH",EUPSPA,,,,,,,,,,,,,,,,,,,,,,,,,"LVS TO BASE, LARGER ONE AT 1310 THAT MIC SAYS IS E. PEPLUS WITHOUT LVS TO BASE"
20190509,1339,"MK,MO,TH",FESBRO,,,,,,,,,,,,,,,,,,,,,,,,,1000 PHOTOS
20190509,1339,"MK,MO,TH",GALAPA,3,FR,1,FR,4,FR,5,FR,4,FR,,,,,,,1,FR,1,FR,3,FR,10,FR,
20190509,1339,"MK,MO,TH",GALPAR,2,FR,1,FR,3,FR,1,FR,,,3,V,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",GALPOR,4,FL,,,,,,,,,,,,,,,1,V,2,V,,,,,
20190509,1339,"MK,MO,TH",GERMOL,,,,,,,,,,,1,FR,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",HYPGLA,,,,,,,,,,,,,,,,,1,V,,,,,,,
20190509,1339,"MK,MO,TH",HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",LATVES,1,V,,,,,,,,,,,10,V,,,18,V,,,4,V,30,V,
20190509,1339,"MK,MO,TH",LYSARV,,,,,,,,,,,,,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",MADGRA,,,,,,,,,,,2,FL,,,,,,,,,,,,,
20190509,1339,"MK,MO,TH",MEDPOL,,,,,,,,,,,,,,,,,,,,,,,,,
