DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20190419,1340,"MK, MO",ACMPAR,5,V,15,V,,,9,V,6,V,5,V,10,V,75,FL,15,V,2,V,,,2,V,
20190419,1340,"MK, MO",AGOGRA,,,,,,,,,,,,,,,,,,,,,,,,,LARGER- NOT SO SPINY TO THE TOUCH BUT LOOKS LIKE IT WOULD BE 
20190419,1340,"MK, MO",AGOGRACIL,,,,,,,,,,,,,,,,,,,,,,,,,agoseris sp?
20190419,1340,"MK, MO",ANIMAD,,,,,,,,,,,3,V,,,,,,,,,,,,,VERY SOFT AND PLESANT (ANIMAD/MADGRA?)
20190419,1340,"MK, MO",ASTER 1,,,,,,,2,V,,,,,,,,,,,,,,,,,HAIRY RED SPINES 2 BASE
20190419,1340,"MK, MO",AVEBAR,,,,,,,,,,,,,,,,,,,,,,,,,
20190419,1340,"MK, MO",BRYOPHYTE,,,,,,,,,,,6,FL,,,,,2,FL,22,FL,,,,,
20190419,1340,"MK, MO",CALAMA,,,,,,,2,V,4,V,,,,,,,,,,,,,,,
20190419,1340,"MK, MO",CLA_SP,,,,,,,,,4,FL,,,,,,,,,,,,,,,CLARKIA SP
20190419,1340,"MK, MO",ELYGLA,,,,,,,,,5,V,,,,,,,,,,,,,,,
20190419,1340,"MK, MO",ERICAN,,,,,,,,,4,V,,,,,,,,,,,,,,,ERIGERON sp
20190419,1340,"MK, MO",GALAPA,1,V,1,FR,,,,,,,2,FL,,,,,2,FL,,,,,2,FL,
20190419,1340,"MK, MO",GALCAL,10,V,12,V,,,,,,,,,,,,,,,,,,,,,
20190419,1340,"MK, MO",GALPAR,,,,,,,,,13,V,,,12,FR,,,,,,,2,V,,,
20190419,1340,"MK, MO",GERDIS,,,,,,,,,2,V,,,,,6,V,4,V,,,,,,,
20190419,1340,"MK, MO",HYPGLA,,,,,,,,,,,,,,,,,,,,,4,V,,,
20190419,1340,"MK, MO",HYPPER,,,,,,,,,13,V,,,,,,,,,,,,,,,
20190419,1340,"MK, MO",HYPRAD,,,,,,,,,,,5,FL,,,,,,,,,,,,,dandilion sp
