DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20190423,1307,"MK, MO, TT, TH",ACMPAR,,,,,,,,,,,,,,,,,,,,,,,2,V,
20190423,1307,"MK, MO, TT, TH",ANIMAD,,,,,1,V,2,V,2,V,5,V,2,V,1,V,,,3,V,,,5,V,TALLASTER ON DS
20190423,1307,"MK, MO, TT, TH",ASTER 1,,,,,,,,,,,,,,,,,,,,,,,,,HAIRY ALL OVER HYPRAD?
20190423,1307,"MK, MO, TT, TH",ASTER 2,,,,,,,,,,,,,,,,,,,,,,,1,FR,"DARKISH STEM, LOBED WAVEY LVS, FLUFFY SEED HEAD HYPRAD?"
20190423,1307,"MK, MO, TT, TH",ASTER 3,,,,,,,,,,,,,,,1,FL,,,,,,,,,NO HAIR NO SPINES
20190423,1307,"MK, MO, TT, TH",AVEBAR,,,,,,,,,,,,,,,,,,,,,,,12,V,COMBINED WITH AVEFAT LINE ON DS
20190423,1307,"MK, MO, TT, TH",BRODIA,,,2,V,,,7,V,2,FL,10,FL,1,FL,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",BRY_SP,3,V,3,V,,,,,,,,,,,4,FL,,,2,FL,3,V,,,
20190423,1307,"MK, MO, TT, TH",CARCAL,1,V,7,FR,,,5,FR,,,4,V,,,,,,,1,FR,,,,,combined with unk per on datasheet
20190423,1307,"MK, MO, TT, TH",CARPYC,,,,,,,,,,,,,2,V,2,V,,,2,V,,,,,
20190423,1307,"MK, MO, TT, TH",CERGLO,,,,,,,,,,,,,,,,,,,3,V,,,,,
20190423,1307,"MK, MO, TT, TH",CHLPOM,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",CLAPAR,,,,,,,4,FR,,,3,FR,,,4,FR,2,FR,,,,,,,BOTH LEAF TYPES AND CHINY SEEDS - COULD BE CALPER
20190423,1307,"MK, MO, TT, TH",CYNECH,,,1,FR,1,FR,3,FR,,,2,FR,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",DICCAP,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",DICCON,,,,,,,,,,,,,,,,,,,1,V,,,,,
20190423,1307,"MK, MO, TT, TH",GALAPA,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",GALCAL,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",GALPAR,3,FR,3,FR,,,5,FR,2,FR,6,FR,5,FR,,,3,FR,3,FL,2,FL,1,FR,
20190423,1307,"MK, MO, TT, TH",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",HYPGLA,10,V,,,,,,,,,,,,,,,,,,,,,,,SMOOTH MIDRIB WIDELY SPACED SHALLOW LEAVES 
20190423,1307,"MK, MO, TT, TH",IRIMAC,2,V,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",LATSPH,,,10,V,20,V,15,V,28,V,24,V,3,V,2,V,,,2,V,,,,,
20190423,1307,"MK, MO, TT, TH",LATVES,,,,,,,,,,,,,65,FL,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",LONHIS,2,V,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",LUZCOM,5,FL,5,FL,,,,,,,,,,,,,,,,,,,11,FL,
20190423,1307,"MK, MO, TT, TH",MELGEY,7,V,5,V,15,V,,,,,,,,,,,,,,,,,5,FL,
20190423,1307,"MK, MO, TT, TH",MELTOR,,,2,V,,,,,,,,,2,V,,,40,V,2,FL,,,,,
20190423,1307,"MK, MO, TT, TH",NEMHET,5,FR,,,3,FR,5,FR,12,FR,8,FR,,,10,FR,,,2,FL,20,FL,,,
20190423,1307,"MK, MO, TT, TH",OSMBER,,,,,,,,,1,V,1,V,3,V,,,1,V,,,,,,,
20190423,1307,"MK, MO, TT, TH",PRIHEN,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",PTEAQU,,,,,,,,,,,,,1,V,,,,,35,V,,,,,
20190423,1307,"MK, MO, TT, TH",RANOCC,6,FR,,,7,FL,2,FL,,,2,FL,1,V,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",SANCRA,4,V,4,V,10,V,7,V,10,V,7,V,6,V,1,V,2,V,,,,,,,
20190423,1307,"MK, MO, TT, TH",SANLAC,,,,,,,,,,,,,,,,,,,2,V,3,V,4,V,
20190423,1307,"MK, MO, TT, TH",SONASP,,,,,,,,,,,,,,,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",STARIG,,,,,,,,,5,V,4,V,,,,,22,V,45,V,,,,,
20190423,1307,"MK, MO, TT, TH",STIPUL,,,,,,,,,,,,,,,,,,,,,2,V,,,
20190423,1307,"MK, MO, TT, TH",TONTEN,,,,,1,V,1,FR,,,,,1,FL,,,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",TORARV,5,V,6,V,10,V,2,V,4,V,10,V,8,V,3,V,5,V,3,V,7,V,19,V,
20190423,1307,"MK, MO, TT, TH",TOXDIV,,,,,2,V,,,,,,,,,8,V,4,V,,,,,,,
20190423,1307,"MK, MO, TT, TH",TRIMICCEP,,,,,,,,,,,,,,,5,FL,,,,,,,,,
20190423,1307,"MK, MO, TT, TH",TRIMICDON,,,,,,,,,,,,,1,V,,,,,5,FL,3,V,,,
20190423,1307,"MK, MO, TT, TH",TRIWIL,8,FL,,,4,FL,,,,,,,1,FL,1,FL,,,2,FL,,,4,FL,
20190423,1307,"MK, MO, TT, TH",TRIBIF,,,,,,,,,1,V,1,V,,,,,,,,,,,,,WAS TYPO TTRBIF- MKQC2022
20190423,1307,"MK, MO, TT, TH",VICAME,50,FL,30,FL,25,FL,20,FL,18,FL,18,V,,,,,,,8,FL,40,FL,15,FL,"TEETH ON STIPULES, AMERICANA?"
20190423,1307,"MK, MO, TT, TH",VICSAT,,,,,,,,,,,,,12,FL,16,V,20,FL,,,,,,,
20190423,1307,"MK, MO, TT, TH",YABMIC,,,,,,,,,,,,,,,,,,,,,,,,,
