"Plot Title: PPW1301_9850211"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9850211, SEN S/N: 9850211)","RH, % (LGR S/N: 9850211, SEN S/N: 9850211)","Coupler Attached (LGR S/N: 9850211)","Coupler Detached (LGR S/N: 9850211)","Stopped (LGR S/N: 9850211)","End Of File (LGR S/N: 9850211)"
1152,08/18/14 11:30:00 AM,73.170,57.560,,,,
1153,08/18/14 12:00:00 PM,74.856,54.934,,,,
1154,08/18/14 12:30:00 PM,75.767,53.942,,,,
1155,08/18/14 01:00:00 PM,77.596,51.589,,,,
1156,08/18/14 01:30:00 PM,78.514,50.066,,,,
1157,08/18/14 02:00:00 PM,78.602,50.104,,,,
1158,08/18/14 02:30:00 PM,78.865,50.411,,,,
1159,08/18/14 03:00:00 PM,78.559,50.197,,,,
1160,08/18/14 03:30:00 PM,77.378,51.192,,,,
1161,08/18/14 04:00:00 PM,78.033,50.126,,,,
1162,08/18/14 04:30:00 PM,74.943,53.500,,,,
1163,08/18/14 05:00:00 PM,73.213,56.233,,,,
1164,08/18/14 05:30:00 PM,69.557,62.312,,,,
1165,08/18/14 06:00:00 PM,67.114,66.506,,,,
1166,08/18/14 06:30:00 PM,64.760,71.593,,,,
1167,08/18/14 07:00:00 PM,62.577,76.047,,,,
1168,08/18/14 07:30:00 PM,60.217,80.583,,,,
1169,08/18/14 08:00:00 PM,58.109,84.561,,,,
1170,08/18/14 08:30:00 PM,57.376,86.807,,,,
1171,08/18/14 09:00:00 PM,55.992,88.644,,,,
1172,08/18/14 09:30:00 PM,54.865,92.260,,,,
1173,08/18/14 10:00:00 PM,53.645,93.763,,,,
1174,08/18/14 10:30:00 PM,53.253,95.190,,,,
1175,08/18/14 11:00:00 PM,53.384,95.820,,,,
1176,08/18/14 11:30:00 PM,53.733,97.467,,,,
1177,08/19/14 12:00:00 AM,54.604,97.092,,,,
1178,08/19/14 12:30:00 AM,54.604,97.447,,,,
1179,08/19/14 01:00:00 AM,54.473,97.806,,,,
1180,08/19/14 01:30:00 AM,54.300,98.082,,,,
1181,08/19/14 02:00:00 AM,54.212,98.496,,,,
1182,08/19/14 02:30:00 AM,54.037,98.469,,,,
1183,08/19/14 03:00:00 AM,53.908,99.026,,,,
1184,08/19/14 03:30:00 AM,53.820,99.088,,,,
1185,08/19/14 04:00:00 AM,53.951,99.508,,,,
1186,08/19/14 04:30:00 AM,53.820,99.438,,,,
1187,08/19/14 05:00:00 AM,53.776,99.631,,,,
1188,08/19/14 05:30:00 AM,53.559,99.647,,,,
1189,08/19/14 06:00:00 AM,53.602,99.953,,,,
1190,08/19/14 06:30:00 AM,53.559,99.896,,,,
1191,08/19/14 07:00:00 AM,53.733,99.774,,,,
1192,08/19/14 07:30:00 AM,53.733,99.749,,,,
1193,08/19/14 08:00:00 AM,54.126,100.000,,,,
1194,08/19/14 08:30:00 AM,54.909,100.000,,,,
1195,08/19/14 09:00:00 AM,55.602,98.658,,,,
1196,08/19/14 09:30:00 AM,56.469,97.981,,,,
1197,08/19/14 10:00:00 AM,58.368,90.685,,,,
1198,08/19/14 10:30:00 AM,60.346,86.552,,,,
1199,08/19/14 11:00:00 AM,63.775,77.822,,,,
1200,08/19/14 11:30:00 AM,64.974,74.780,,,,
1201,08/19/14 12:00:00 PM,68.313,67.749,,,,
1202,08/19/14 12:30:00 PM,70.543,62.856,,,,
1203,08/19/14 01:00:00 PM,71.317,62.019,,,,
1204,08/19/14 01:30:00 PM,71.361,61.568,,,,
1205,08/19/14 02:00:00 PM,73.213,58.735,,,,
1206,08/19/14 02:30:00 PM,75.029,56.009,,,,
1207,08/19/14 03:00:00 PM,76.464,54.499,,,,
1208,08/19/14 03:30:00 PM,73.213,59.381,,,,
1209,08/19/14 04:00:00 PM,73.774,58.691,,,,
1210,08/19/14 04:30:00 PM,70.887,62.767,,,,
1211,08/19/14 05:00:00 PM,67.842,68.939,,,,
1212,08/19/14 05:30:00 PM,64.074,77.236,,,,
1213,08/19/14 06:00:00 PM,61.934,81.621,,,,
1214,08/19/14 06:30:00 PM,59.445,86.030,,,,
1215,08/19/14 07:00:00 PM,58.282,89.960,,,,
1216,08/19/14 07:30:00 PM,58.066,91.011,,,,
1217,08/19/14 08:00:00 PM,57.679,92.867,,,,
1218,08/19/14 08:30:00 PM,57.160,94.194,,,,
1219,08/19/14 09:00:00 PM,56.728,95.470,,,,
1220,08/19/14 09:30:00 PM,56.426,96.219,,,,
1221,08/19/14 10:00:00 PM,56.208,97.054,,,,
1222,08/19/14 10:30:00 PM,56.035,97.713,,,,
1223,08/19/14 11:00:00 PM,55.819,98.338,,,,
1224,08/19/14 11:30:00 PM,55.690,99.023,,,,
1225,08/20/14 12:00:00 AM,55.515,99.148,,,,
1226,08/20/14 12:30:00 AM,55.342,99.472,,,,
1227,08/20/14 01:00:00 AM,55.038,99.375,,,,
1228,08/20/14 01:30:00 AM,54.865,99.499,,,,
1229,08/20/14 02:00:00 AM,54.952,99.663,,,,
1230,08/20/14 02:30:00 AM,54.952,99.738,,,,
1231,08/20/14 03:00:00 AM,54.909,99.856,,,,
1232,08/20/14 03:30:00 AM,55.081,99.933,,,,
1233,08/20/14 04:00:00 AM,55.038,99.876,,,,
1234,08/20/14 04:30:00 AM,55.081,99.883,,,,
1235,08/20/14 05:00:00 AM,55.038,99.851,,,,
1236,08/20/14 05:30:00 AM,54.909,99.956,,,,
1237,08/20/14 06:00:00 AM,55.081,100.000,,,,
1238,08/20/14 06:30:00 AM,55.125,100.000,,,,
1239,08/20/14 07:00:00 AM,55.647,100.000,,,,
1240,08/20/14 07:30:00 AM,56.122,99.693,,,,
1241,08/20/14 08:00:00 AM,56.556,99.106,,,,
1242,08/20/14 08:30:00 AM,57.160,98.592,,,,
1243,08/20/14 09:00:00 AM,57.807,98.234,,,,
1244,08/20/14 09:30:00 AM,58.152,98.210,,,,
1245,08/20/14 10:00:00 AM,57.850,97.936,,,,
1246,08/20/14 10:30:00 AM,59.401,96.660,,,,
1247,08/20/14 11:00:00 AM,58.626,97.262,,,,
1248,08/20/14 11:30:00 AM,58.798,97.697,,,,
1249,08/20/14 12:00:00 PM,59.486,96.339,,,,
1250,08/20/14 12:30:00 PM,59.014,97.346,,,,
1251,08/20/14 01:00:00 PM,59.873,98.037,,,,
1252,08/20/14 01:30:00 PM,60.132,95.246,,,,
1253,08/20/14 02:00:00 PM,60.346,95.380,,,,
1254,08/20/14 02:30:00 PM,62.062,90.638,,,,
1255,08/20/14 03:00:00 PM,62.191,88.679,,,,
1256,08/20/14 03:30:00 PM,62.148,88.029,,,,
1257,08/20/14 04:00:00 PM,62.319,87.378,,,,
1258,08/20/14 04:30:00 PM,62.919,85.640,,,,
1259,08/20/14 05:00:00 PM,62.233,87.178,,,,
1260,08/20/14 05:30:00 PM,61.633,87.476,,,,
1261,08/20/14 06:00:00 PM,59.788,90.696,,,,
1262,08/20/14 06:30:00 PM,58.455,93.316,,,,
1263,08/20/14 07:00:00 PM,57.592,94.360,,,,
1264,08/20/14 07:30:00 PM,56.728,95.957,,,,
1265,08/20/14 08:00:00 PM,56.642,96.889,,,,
1266,08/20/14 08:30:00 PM,56.815,96.915,,,,
1267,08/20/14 09:00:00 PM,56.815,96.788,,,,
1268,08/20/14 09:30:00 PM,56.599,97.188,,,,
1269,08/20/14 10:00:00 PM,56.295,97.499,,,,
1270,08/20/14 10:30:00 PM,55.863,98.243,,,,
1271,08/20/14 11:00:00 PM,55.602,98.960,,,,
1272,08/20/14 11:30:00 PM,55.472,99.492,,,,
1273,08/21/14 12:00:00 AM,55.256,99.659,,,,
1274,08/21/14 12:30:00 AM,55.081,99.883,,,,
1275,08/21/14 01:00:00 AM,54.777,100.000,,,,
1276,08/21/14 01:30:00 AM,54.387,100.000,,,,
1277,08/21/14 02:00:00 AM,54.387,100.000,,,,
1278,08/21/14 02:30:00 AM,54.037,100.000,,,,
1279,08/21/14 03:00:00 AM,53.908,100.000,,,,
1280,08/21/14 03:30:00 AM,53.602,100.000,,,,
1281,08/21/14 04:00:00 AM,53.384,100.000,,,,
1282,08/21/14 04:30:00 AM,53.559,100.000,,,,
1283,08/21/14 05:00:00 AM,54.169,100.000,,,,
1284,08/21/14 05:30:00 AM,53.951,100.000,,,,
1285,08/21/14 06:00:00 AM,54.037,100.000,,,,
1286,08/21/14 06:30:00 AM,54.082,100.000,,,,
1287,08/21/14 07:00:00 AM,54.387,100.000,,,,
1288,08/21/14 07:30:00 AM,56.122,100.000,,,,
1289,08/21/14 08:00:00 AM,57.074,100.000,,,,
1290,08/21/14 08:30:00 AM,58.066,100.000,,,,
1291,08/21/14 09:00:00 AM,59.616,99.067,,,,
1292,08/21/14 09:30:00 AM,61.977,92.584,,,,
1293,08/21/14 10:00:00 AM,66.043,80.814,,,,
1294,08/21/14 10:30:00 AM,68.013,75.204,,,,
1295,08/21/14 11:00:00 AM,70.974,67.807,,,,
1296,08/21/14 11:30:00 AM,74.856,59.523,,,,
1297,08/21/14 12:00:00 PM,75.637,57.427,,,,
1298,08/21/14 12:30:00 PM,78.251,52.875,,,,
1299,08/21/14 01:00:00 PM,78.339,53.640,,,,
1300,08/21/14 01:30:00 PM,80.008,51.930,,,,
1301,08/21/14 02:00:00 PM,80.890,49.180,,,,
1302,08/21/14 02:30:00 PM,81.554,49.871,,,,
1303,08/21/14 03:00:00 PM,81.864,48.348,,,,
1304,08/21/14 03:30:00 PM,79.655,49.092,,,,
1305,08/21/14 04:00:00 PM,79.480,49.015,,,,
1306,08/21/14 04:30:00 PM,77.335,51.696,,,,
1307,08/21/14 05:00:00 PM,76.158,53.784,,,,
1308,08/21/14 05:30:00 PM,73.472,57.647,,,,
1309,08/21/14 06:00:00 PM,71.661,63.291,,,,
1310,08/21/14 06:30:00 PM,69.643,67.437,,,,
1311,08/21/14 07:00:00 PM,67.372,71.493,,,,
1312,08/21/14 07:30:00 PM,65.188,75.432,,,,
1313,08/21/14 08:00:00 PM,63.862,77.945,,,,
1314,08/21/14 08:30:00 PM,63.090,79.789,,,,
1315,08/21/14 09:00:00 PM,62.406,80.848,,,,
1316,08/21/14 09:30:00 PM,61.804,82.212,,,,
1317,08/21/14 10:00:00 PM,61.075,84.041,,,,
1318,08/21/14 10:30:00 PM,59.959,85.854,,,,
1319,08/21/14 11:00:00 PM,59.056,87.832,,,,
1320,08/21/14 11:30:00 PM,58.109,89.725,,,,
1321,08/22/14 12:00:00 AM,57.074,91.712,,,,
1322,08/22/14 12:30:00 AM,56.208,92.502,,,,
1323,08/22/14 01:00:00 AM,55.038,93.191,,,,
1324,08/22/14 01:30:00 AM,54.387,94.512,,,,
1325,08/22/14 02:00:00 AM,54.516,95.452,,,,
1326,08/22/14 02:30:00 AM,52.903,96.230,,,,
1327,08/22/14 03:00:00 AM,53.253,97.696,,,,
1328,08/22/14 03:30:00 AM,52.817,97.630,,,,
1329,08/22/14 04:00:00 AM,52.641,98.606,,,,
1330,08/22/14 04:30:00 AM,53.166,99.087,,,,
1331,08/22/14 05:00:00 AM,52.817,99.158,,,,
1332,08/22/14 05:30:00 AM,52.992,99.658,,,,
1333,08/22/14 06:00:00 AM,53.298,100.000,,,,
1334,08/22/14 06:30:00 AM,53.690,99.991,,,,
1335,08/22/14 07:00:00 AM,53.645,99.934,,,,
1336,08/22/14 07:30:00 AM,54.648,100.000,,,,
1337,08/22/14 08:00:00 AM,55.386,100.000,,,,
1338,08/22/14 08:30:00 AM,56.295,99.469,,,,
1339,08/22/14 09:00:00 AM,56.901,98.148,,,,
1340,08/22/14 09:30:00 AM,58.066,93.235,,,,
1341,08/22/14 10:00:00 AM,60.647,86.592,,,,
1342,08/22/14 10:30:00 AM,65.487,73.805,,,,
1343,08/22/14 11:00:00 AM,68.527,67.711,,,,
1344,08/22/14 11:30:00 AM,71.920,59.881,,,,
1345,08/22/14 12:00:00 PM,73.472,57.524,,,,
1346,08/22/14 12:30:00 PM,75.724,54.252,,,,
1347,08/22/14 01:00:00 PM,77.203,51.845,,,,
1348,08/22/14 01:30:00 PM,78.690,48.799,,,,
1349,08/22/14 02:00:00 PM,78.777,48.516,,,,
1350,08/22/14 02:30:00 PM,79.392,47.820,,,,
1351,08/22/14 03:00:00 PM,78.471,50.477,,,,
1352,08/22/14 03:30:00 PM,76.681,53.101,,,,
1353,08/22/14 04:00:00 PM,74.727,56.854,,,,
1354,08/22/14 04:30:00 PM,72.696,60.163,,,,
1355,08/22/14 05:00:00 PM,70.803,62.940,,,,
1356,08/22/14 05:30:00 PM,68.956,65.467,,,,
1357,08/22/14 06:00:00 PM,66.558,69.600,,,,
1358,08/22/14 06:30:00 PM,63.390,75.855,,,,
1359,08/22/14 07:00:00 PM,61.162,81.278,,,,
1360,08/22/14 07:30:00 PM,58.885,87.274,,,,
1361,08/22/14 08:00:00 PM,57.376,89.995,,,,
1362,08/22/14 08:30:00 PM,56.944,91.223,,,,
1363,08/22/14 09:00:00 PM,55.819,93.510,,,,
1364,08/22/14 09:30:00 PM,55.125,95.950,,,,
1365,08/22/14 10:00:00 PM,54.909,96.631,,,,
1366,08/22/14 10:30:00 PM,53.559,96.809,,,,
1367,08/22/14 11:00:00 PM,53.733,98.096,,,,
1368,08/22/14 11:30:00 PM,54.169,98.238,,,,
1369,08/23/14 12:00:00 AM,53.209,98.393,,,,
1370,08/23/14 12:30:00 AM,54.561,99.126,,,,
1371,08/23/14 01:00:00 AM,54.820,98.639,,,,
1372,08/23/14 01:30:00 AM,54.561,98.750,,,,
1373,08/23/14 02:00:00 AM,54.300,99.061,,,,
1374,08/23/14 02:30:00 AM,54.037,99.146,,,,
1375,08/23/14 03:00:00 AM,53.865,99.344,,,,
1376,08/23/14 03:30:00 AM,53.690,99.617,,,,
1377,08/23/14 04:00:00 AM,53.690,99.717,,,,
1378,08/23/14 04:30:00 AM,53.776,99.955,,,,
1379,08/23/14 05:00:00 AM,53.951,100.000,,,,
1380,08/23/14 05:30:00 AM,53.602,100.000,,,,
1381,08/23/14 06:00:00 AM,53.341,100.000,,,,
1382,08/23/14 06:30:00 AM,53.253,100.000,,,,
1383,08/23/14 07:00:00 AM,53.733,100.000,,,,
1384,08/23/14 07:30:00 AM,54.343,100.000,,,,
1385,08/23/14 08:00:00 AM,56.079,97.922,,,,
1386,08/23/14 08:30:00 AM,59.916,88.722,,,,
1387,08/23/14 09:00:00 AM,62.019,82.872,,,,
1388,08/23/14 09:30:00 AM,65.872,75.366,,,,
1389,08/23/14 10:00:00 AM,69.643,65.354,,,,
1390,08/23/14 10:30:00 AM,70.286,64.337,,,,
1391,08/23/14 11:00:00 AM,71.317,61.473,,,,
1392,08/23/14 11:30:00 AM,72.351,59.888,,,,
1393,08/23/14 12:00:00 PM,73.472,58.388,,,,
1394,08/23/14 12:30:00 PM,76.419,52.670,,,,
1395,08/23/14 01:00:00 PM,77.378,50.906,,,,
1396,08/23/14 01:30:00 PM,79.920,48.436,,,,
1397,08/23/14 02:00:00 PM,79.480,49.912,,,,
1398,08/23/14 02:30:00 PM,79.920,48.726,,,,
1399,08/23/14 03:00:00 PM,78.777,50.341,,,,
1400,08/23/14 03:30:00 PM,75.637,54.872,,,,
1401,08/23/14 04:00:00 PM,74.381,56.236,,,,
1402,08/23/14 04:30:00 PM,72.394,59.493,,,,
1403,08/23/14 05:00:00 PM,70.803,62.396,,,,
1404,08/23/14 05:30:00 PM,68.571,66.857,,,,
1405,08/23/14 06:00:00 PM,66.344,70.715,,,,
1406,08/23/14 06:30:00 PM,64.033,74.761,,,,
1407,08/23/14 07:00:00 PM,61.633,79.420,,,,
1408,08/23/14 07:30:00 PM,59.486,83.595,,,,
1409,08/23/14 08:00:00 PM,58.282,86.255,,,,
1410,08/23/14 08:30:00 PM,57.333,88.401,,,,
1411,08/23/14 09:00:00 PM,56.988,88.937,,,,
1412,08/23/14 09:30:00 PM,55.515,91.676,,,,
1413,08/23/14 10:00:00 PM,54.691,94.043,,,,
1414,08/23/14 10:30:00 PM,54.212,96.044,,,,
1415,08/23/14 11:00:00 PM,54.082,97.317,,,,
1416,08/23/14 11:30:00 PM,54.255,97.949,,,,
1417,08/24/14 12:00:00 AM,54.648,98.260,,,,
1418,08/24/14 12:30:00 AM,54.995,98.137,,,,
1419,08/24/14 01:00:00 AM,55.081,97.872,,,,
1420,08/24/14 01:30:00 AM,54.604,98.128,,,,
1421,08/24/14 02:00:00 AM,54.387,98.070,,,,
1422,08/24/14 02:30:00 AM,54.300,98.610,,,,
1423,08/24/14 03:00:00 AM,53.865,99.144,,,,
1424,08/24/14 03:30:00 AM,53.908,99.351,,,,
1425,08/24/14 04:00:00 AM,53.951,99.558,,,,
1426,08/24/14 04:30:00 AM,53.865,99.894,,,,
1427,08/24/14 05:00:00 AM,53.472,99.833,,,,
1428,08/24/14 05:30:00 AM,53.559,100.000,,,,
1429,08/24/14 06:00:00 AM,53.645,100.000,,,,
1430,08/24/14 06:30:00 AM,53.645,100.000,,,,
1431,08/24/14 07:00:00 AM,53.994,100.000,,,,
1432,08/24/14 07:30:00 AM,54.037,100.000,,,,
1433,08/24/14 08:00:00 AM,54.820,100.000,,,,
1434,08/24/14 08:30:00 AM,55.168,99.946,,,,
1435,08/24/14 09:00:00 AM,56.383,98.221,,,,
1436,08/24/14 09:30:00 AM,57.506,93.985,,,,
1437,08/24/14 10:00:00 AM,60.517,88.134,,,,
1438,08/24/14 10:30:00 AM,64.288,75.616,,,,
1439,08/24/14 11:00:00 AM,67.242,67.259,,,,
1440,08/24/14 11:30:00 AM,69.042,62.958,,,,
1441,08/24/14 12:00:00 PM,71.361,59.036,,,,
1442,08/24/14 12:30:00 PM,73.818,55.287,,,,
1443,08/24/14 01:00:00 PM,76.114,51.573,,,,
1444,08/24/14 01:30:00 PM,77.990,47.754,,,,
1445,08/24/14 02:00:00 PM,78.865,47.010,,,,
1446,08/24/14 02:30:00 PM,78.822,46.362,,,,
1447,08/24/14 03:00:00 PM,76.942,48.034,,,,
1448,08/24/14 03:30:00 PM,74.511,50.503,,,,
1449,08/24/14 04:00:00 PM,73.602,52.580,,,,
1450,08/24/14 04:30:00 PM,73.040,53.226,,,,
1451,08/24/14 05:00:00 PM,70.759,56.649,,,,
1452,08/24/14 05:30:00 PM,67.798,58.270,,,,
1453,08/24/14 06:00:00 PM,65.188,63.140,,,,
1454,08/24/14 06:30:00 PM,62.791,69.590,,,,
1455,08/24/14 07:00:00 PM,60.690,74.077,,,,
1456,08/24/14 07:30:00 PM,58.971,78.186,,,,
1457,08/24/14 08:00:00 PM,57.807,80.759,,,,
1458,08/24/14 08:30:00 PM,56.685,84.621,,,,
1459,08/24/14 09:00:00 PM,55.863,86.901,,,,
1460,08/24/14 09:30:00 PM,55.256,88.914,,,,
1461,08/24/14 10:00:00 PM,54.516,91.223,,,,
1462,08/24/14 10:30:00 PM,53.602,94.296,,,,
1463,08/24/14 11:00:00 PM,53.865,95.636,,,,
1464,08/24/14 11:30:00 PM,54.561,95.918,,,,
1465,08/25/14 12:00:00 AM,54.952,95.669,,,,
1466,08/25/14 12:30:00 AM,54.865,95.401,,,,
1467,08/25/14 01:00:00 AM,54.777,96.255,,,,
1468,08/25/14 01:30:00 AM,54.691,97.080,,,,
1469,08/25/14 02:00:00 AM,54.473,97.326,,,,
1470,08/25/14 02:30:00 AM,54.082,98.225,,,,
1471,08/25/14 03:00:00 AM,53.908,98.500,,,,
1472,08/25/14 03:30:00 AM,53.602,98.954,,,,
1473,08/25/14 04:00:00 AM,53.166,99.187,,,,
1474,08/25/14 04:30:00 AM,52.992,99.559,,,,
1475,08/25/14 05:00:00 AM,52.947,99.776,,,,
1476,08/25/14 05:30:00 AM,53.035,100.000,,,,
1477,08/25/14 06:00:00 AM,52.992,100.000,,,,
1478,08/25/14 06:30:00 AM,53.384,100.000,,,,
1479,08/25/14 07:00:00 AM,53.733,100.000,,,,
1480,08/25/14 07:30:00 AM,54.169,100.000,,,,
1481,08/25/14 08:00:00 AM,54.648,100.000,,,,
1482,08/25/14 08:30:00 AM,55.299,100.000,,,,
1483,08/25/14 09:00:00 AM,55.733,99.131,,,,
1484,08/25/14 09:30:00 AM,56.728,99.334,,,,
1485,08/25/14 10:00:00 AM,56.512,97.379,,,,
1486,08/25/14 10:30:00 AM,57.679,96.635,,,,
1487,08/25/14 11:00:00 AM,59.315,93.152,,,,
1488,08/25/14 11:30:00 AM,60.303,88.694,,,,
1489,08/25/14 12:00:00 PM,60.733,87.653,,,,
1490,08/25/14 12:30:00 PM,64.332,79.601,,,,
1491,08/25/14 01:00:00 PM,67.158,73.469,,,,
1492,08/25/14 01:30:00 PM,70.759,62.574,,,,
1493,08/25/14 02:00:00 PM,72.997,57.885,,,,
1494,08/25/14 02:30:00 PM,74.206,54.757,,,,
1495,08/25/14 03:00:00 PM,72.826,58.456,,,,
1496,08/25/14 03:30:00 PM,71.490,60.484,,,,
1497,08/25/14 04:00:00 PM,70.158,62.760,,,,
1498,08/25/14 04:30:00 PM,67.798,68.288,,,,
1499,08/25/14 05:00:00 PM,65.273,72.457,,,,
1500,08/25/14 05:30:00 PM,63.347,76.106,,,,
1501,08/25/14 06:00:00 PM,61.119,79.943,,,,
1502,08/25/14 06:30:00 PM,58.971,84.210,,,,
1503,08/25/14 07:00:00 PM,57.247,88.176,,,,
1504,08/25/14 07:30:00 PM,55.602,91.584,,,,
1505,08/25/14 08:00:00 PM,54.734,93.843,,,,
1506,08/25/14 08:30:00 PM,54.430,95.796,,,,
1507,08/25/14 09:00:00 PM,54.648,96.134,,,,
1508,08/25/14 09:30:00 PM,54.387,96.857,,,,
1509,08/25/14 10:00:00 PM,54.820,97.403,,,,
1510,08/25/14 10:30:00 PM,54.952,97.119,,,,
1511,08/25/14 11:00:00 PM,54.865,97.233,,,,
1512,08/25/14 11:30:00 PM,54.300,97.930,,,,
1513,08/26/14 12:00:00 AM,54.126,98.658,,,,
1514,08/26/14 12:30:00 AM,53.865,99.094,,,,
1515,08/26/14 01:00:00 AM,53.865,99.094,,,,
1516,08/26/14 01:30:00 AM,53.690,99.567,,,,
1517,08/26/14 02:00:00 AM,53.908,99.751,,,,
1518,08/26/14 02:30:00 AM,53.733,99.724,,,,
1519,08/26/14 03:00:00 AM,53.515,99.889,,,,
1520,08/26/14 03:30:00 AM,53.690,100.000,,,,
1521,08/26/14 04:00:00 AM,53.733,100.000,,,,
1522,08/26/14 04:30:00 AM,53.690,100.000,,,,
1523,08/26/14 05:00:00 AM,53.602,100.000,,,,
1524,08/26/14 05:30:00 AM,53.602,100.000,,,,
1525,08/26/14 06:00:00 AM,53.341,100.000,,,,
1526,08/26/14 06:30:00 AM,53.645,100.000,,,,
1527,08/26/14 07:00:00 AM,53.908,100.000,,,,
1528,08/26/14 07:30:00 AM,54.343,100.000,,,,
1529,08/26/14 08:00:00 AM,55.602,100.000,,,,
1530,08/26/14 08:30:00 AM,58.109,96.161,,,,
1531,08/26/14 09:00:00 AM,61.720,84.314,,,,
1532,08/26/14 09:30:00 AM,66.515,74.550,,,,
1533,08/26/14 10:00:00 AM,69.771,66.380,,,,
1534,08/26/14 10:30:00 AM,70.543,63.037,,,,
1535,08/26/14 11:00:00 AM,71.577,61.162,,,,
1536,08/26/14 11:30:00 AM,73.342,57.729,,,,
1537,08/26/14 12:00:00 PM,74.899,55.250,,,,
1538,08/26/14 12:30:00 PM,76.375,52.415,,,,
1539,08/26/14 01:00:00 PM,77.815,50.493,,,,
1540,08/26/14 01:30:00 PM,79.963,47.344,,,,
1541,08/26/14 02:00:00 PM,81.509,44.168,,,,
1542,08/26/14 02:30:00 PM,81.111,44.371,,,,
1543,08/26/14 03:00:00 PM,81.288,44.806,,,,
1544,08/26/14 03:30:00 PM,79.480,45.727,,,,
1545,08/26/14 04:00:00 PM,78.339,47.393,,,,
1546,08/26/14 04:30:00 PM,76.681,49.295,,,,
1547,08/26/14 05:00:00 PM,74.424,52.360,,,,
1548,08/26/14 05:30:00 PM,73.040,54.196,,,,
1549,08/26/14 06:00:00 PM,70.974,57.529,,,,
1550,08/26/14 06:30:00 PM,68.484,61.006,,,,
1551,08/26/14 07:00:00 PM,65.916,64.937,,,,
1552,08/26/14 07:30:00 PM,63.347,71.501,,,,
1553,08/26/14 08:00:00 PM,61.977,75.129,,,,
1554,08/26/14 08:30:00 PM,61.720,76.260,,,,
1555,08/26/14 09:00:00 PM,61.677,75.350,,,,
1556,08/26/14 09:30:00 PM,60.818,76.974,,,,
1557,08/26/14 10:00:00 PM,60.346,79.156,,,,
1558,08/26/14 10:30:00 PM,60.433,79.055,,,,
1559,08/26/14 11:00:00 PM,59.401,80.539,,,,
1560,08/26/14 11:30:00 PM,58.971,81.368,,,,
1561,08/27/14 12:00:00 AM,58.066,83.986,,,,
1562,08/27/14 12:30:00 AM,57.074,86.927,,,,
1563,08/27/14 01:00:00 AM,56.599,88.567,,,,
1564,08/27/14 01:30:00 AM,56.815,90.312,,,,
1565,08/27/14 02:00:00 AM,57.333,89.461,,,,
1566,08/27/14 02:30:00 AM,57.722,88.559,,,,
1567,08/27/14 03:00:00 AM,56.208,91.303,,,,
1568,08/27/14 03:30:00 AM,55.647,93.200,,,,
1569,08/27/14 04:00:00 AM,55.515,93.827,,,,
1570,08/27/14 04:30:00 AM,54.865,94.171,,,,
1571,08/27/14 05:00:00 AM,55.081,94.459,,,,
1572,08/27/14 05:30:00 AM,54.909,95.050,,,,
1573,08/27/14 06:00:00 AM,55.386,94.940,,,,
1574,08/27/14 06:30:00 AM,57.549,94.405,,,,
1575,08/27/14 07:00:00 AM,59.315,88.134,,,,
1576,08/27/14 07:30:00 AM,61.590,81.026,,,,
1577,08/27/14 08:00:00 AM,64.974,74.236,,,,
1578,08/27/14 08:30:00 AM,67.798,67.757,,,,
1579,08/27/14 09:00:00 AM,70.716,64.678,,,,
1580,08/27/14 09:30:00 AM,73.688,59.422,,,,
1581,08/27/14 10:00:00 AM,75.810,54.322,,,,
1582,08/27/14 10:30:00 AM,78.076,50.544,,,,
1583,08/27/14 11:00:00 AM,79.261,48.871,,,,
1584,08/27/14 11:30:00 AM,81.023,47.869,,,,
1585,08/27/14 12:00:00 PM,82.530,46.158,,,,
1586,08/27/14 12:30:00 PM,82.530,45.475,,,,
1587,08/27/14 01:00:00 PM,83.691,43.489,,,,
1588,08/27/14 01:30:00 PM,85.622,41.233,,,,
1589,08/27/14 02:00:00 PM,85.577,39.935,,,,
1590,08/27/14 02:30:00 PM,86.164,38.099,,,,
1591,08/27/14 03:00:00 PM,86.164,38.032,,,,
1592,08/27/14 03:30:00 PM,83.467,36.979,,,,
1593,08/27/14 04:00:00 PM,82.575,34.348,,,,
1594,08/27/14 04:30:00 PM,80.492,40.000,,,,
1595,08/27/14 05:00:00 PM,79.392,41.416,,,,
1596,08/27/14 05:30:00 PM,78.076,43.328,,,,
1597,08/27/14 06:00:00 PM,75.420,46.838,,,,
1598,08/27/14 06:30:00 PM,72.567,51.683,,,,
1599,08/27/14 07:00:00 PM,69.600,57.167,,,,
1600,08/27/14 07:30:00 PM,68.400,58.475,,,,
1601,08/27/14 08:00:00 PM,66.814,61.760,,,,
1602,08/27/14 08:30:00 PM,65.658,61.053,,,,
1603,08/27/14 09:00:00 PM,65.574,60.684,,,,
1604,08/27/14 09:30:00 PM,65.145,61.308,,,,
1605,08/27/14 10:00:00 PM,64.974,62.222,,,,
1606,08/27/14 10:30:00 PM,64.888,62.095,,,,
1607,08/27/14 11:00:00 PM,63.475,64.643,,,,
1608,08/27/14 11:30:00 PM,62.105,67.247,,,,
1609,08/28/14 12:00:00 AM,59.659,72.568,,,,
1610,08/28/14 12:30:00 AM,58.842,74.918,,,,
1611,08/28/14 01:00:00 AM,57.979,77.540,,,,
