plot,date,device,quad,reading
PPW1321,20150503,ack,C2,6.9
PPW1321,20150503,ack,C3,5.1
PPW1321,20150503,ack,C4,3.3
PPW1321,20150503,ack,D4,6.8
PPW1321,20150503,ack,D3,5.1
PPW1321,20150503,ack,D2,5.1
PPW1321,20150503,ack,D1,6.1
,,,,
PPW1322,20150503,ack,A1,10.5
PPW1322,20150503,ack,A2,5.2
PPW1322,20150503,ack,A3,9.9
PPW1322,20150503,ack,A4,11.5
PPW1322,20150503,ack,B4,6.8
PPW1322,20150503,ack,B3,12.5
PPW1322,20150503,ack,B2,10.8
PPW1322,20150503,ack,B1,11.8
PPW1322,20150503,ack,C1,12.8
PPW1322,20150503,ack,C2,8.2
PPW1322,20150503,ack,C3,11.3
PPW1322,20150503,ack,C4,10.9
PPW1322,20150503,ack,D4,16.4
PPW1322,20150503,ack,D3,24.3
PPW1322,20150503,ack,D2,17.6
PPW1322,20150503,ack,D1,23.2
,,,,
PPW1338,20150503,ack,A1,14.5
PPW1338,20150503,ack,A2,14.6
PPW1338,20150503,ack,A3,16.4
PPW1338,20150503,ack,A4,7.6
PPW1338,20150503,ack,B4,15.2
PPW1338,20150503,ack,B3,11.1
PPW1338,20150503,ack,B2,23.1
PPW1338,20150503,ack,B1,17.5
PPW1338,20150503,ack,C1,21.2
PPW1338,20150503,ack,C2,17.9
PPW1338,20150503,ack,C3,18.8
PPW1338,20150503,ack,C4,18.6
PPW1338,20150503,ack,D4,20.1
PPW1338,20150503,ack,D3,12.2
PPW1338,20150503,ack,D2,21.4
PPW1338,20150503,ack,D1,12
,,,,
PPW1339,20150503,ack,A1,10.6
PPW1339,20150503,ack,A2,12.2
PPW1339,20150503,ack,A3,13.5
PPW1339,20150503,ack,A4,10.9
PPW1339,20150503,ack,B4,11
PPW1339,20150503,ack,B3,11
PPW1339,20150503,ack,B2,5.7
PPW1339,20150503,ack,B1,6.4
PPW1339,20150503,ack,C1,8.2
PPW1339,20150503,ack,C2,7.8
PPW1339,20150503,ack,C3,11.2
PPW1339,20150503,ack,C4,11.7
PPW1339,20150503,ack,D4,6.5
PPW1339,20150503,ack,D3,9.2
PPW1339,20150503,ack,D2,7.9
PPW1339,20150503,ack,D1,7.9
,,,,
PPW1341,20150503,ack,A1,6.8
PPW1341,20150503,ack,A2,8.8
PPW1341,20150503,ack,A3,14.3
PPW1341,20150503,ack,A4,10.4
PPW1341,20150503,ack,B4,9.1
PPW1341,20150503,ack,B3,5.9
PPW1341,20150503,ack,B2,18.3
PPW1341,20150503,ack,B1,11.4
PPW1341,20150503,ack,C1,12.1
PPW1341,20150503,ack,C2,5.2
PPW1341,20150503,ack,C3,7.7
PPW1341,20150503,ack,C4,5.9
PPW1341,20150503,ack,D4,8.6
PPW1341,20150503,ack,D3,9.1
PPW1341,20150503,ack,D2,10.5
PPW1341,20150503,ack,D1,11.8
,,,,
PPW1340,20150503,ack,A1,8.2
PPW1340,20150503,ack,A2,5.9
PPW1340,20150503,ack,A3,13.7
PPW1340,20150503,ack,A4,13.4
PPW1340,20150503,ack,B4,11.5
PPW1340,20150503,ack,B3,9.3
PPW1340,20150503,ack,B2,5.2
PPW1340,20150503,ack,B1,5.5
PPW1340,20150503,ack,C1,6.3
PPW1340,20150503,ack,C2,7.3
PPW1340,20150503,ack,C3,10.8
PPW1340,20150503,ack,C4,11.4
PPW1340,20150503,ack,D4,6.8
PPW1340,20150503,ack,D3,8.8
PPW1340,20150503,ack,D2,9.9
PPW1340,20150503,ack,D1,5.9
,,,,
PPW1305,20150503,ack,A1,2.5
PPW1305,20150503,ack,A2,4.6
PPW1305,20150503,ack,A3,6.2
PPW1305,20150503,ack,A4,4.2
PPW1305,20150503,ack,B4,NA
PPW1305,20150503,ack,B3,5.2
PPW1305,20150503,ack,B2,7.5
PPW1305,20150503,ack,B1,8.6
PPW1305,20150503,ack,C1,4.4
PPW1305,20150503,ack,C2,6.6
PPW1305,20150503,ack,C3,3.6
PPW1305,20150503,ack,C4,2.9
PPW1305,20150503,ack,D4,6
PPW1305,20150503,ack,D3,7.8
PPW1305,20150503,ack,D2,5.5
PPW1305,20150503,ack,D1,4.4
,,,,
PPW1328,20150503,ack,A1,3.3
PPW1328,20150503,ack,A2,8.1
PPW1328,20150503,ack,A3,6.3
PPW1328,20150503,ack,A4,9.6
PPW1328,20150503,ack,B4,10.7
PPW1328,20150503,ack,B3,15.4
PPW1328,20150503,ack,B2,7.1
PPW1328,20150503,ack,B1,4.5
PPW1328,20150503,ack,C1,6.1
PPW1328,20150503,ack,C2,23.3
PPW1328,20150503,ack,C3,4.1
PPW1328,20150503,ack,C4,6.2
PPW1328,20150503,ack,D4,6.5
PPW1328,20150503,ack,D3,9.3
PPW1328,20150503,ack,D2,8
PPW1328,20150503,ack,D1,4.7
