"Plot","Quad","Bedrock","Soil","Boulder","Fine","Herb","Litter","Total","Year"
"PPW1332","C3",0,5,0,0,5,95,105,2013
"PPW1332","C4",0,5,0,0,5,95,105,2013
"PPW1332","D1",0,10,0,0,30,60,100,2013
"PPW1332","D2",0,5,0,0,15,85,105,2013
"PPW1332","D3",0,10,0,0,10,85,105,2013
"PPW1332","D4",0,15,0,0,10,80,105,2013
"PPW1333","A1",0,35,0,0,15,50,100,2013
"PPW1333","A2",0,10,0,0,25,70,105,2013
"PPW1333","A3",0,1,0,0,40,60,101,2013
"PPW1333","A4",0,1,0,0,30,70,101,2013
"PPW1333","B1",0,15,0,0,10,85,110,2013
"PPW1333","B2",0,15,0,0,15,80,110,2013
"PPW1333","B3",0,1,0,0,15,85,101,2013
"PPW1333","B4",0,1,0,0,35,65,101,2013
"PPW1333","C1",0,5,0,0,15,80,100,2013
"PPW1333","C2",0,5,0,0,5,95,105,2013
"PPW1333","C3",0,15,0,1,10,85,111,2013
"PPW1333","C4",0,1,0,0,40,60,101,2013
"PPW1333","D1",0,5,0,0,15,80,100,2013
"PPW1333","D2",0,5,0,0,15,80,100,2013
"PPW1333","D3",0,5,0,0,20,80,105,2013
"PPW1333","D4",0,5,0,0,40,65,110,2013
"PPW1334","A1",0,1,0,0,90,25,116,2013
"PPW1334","A2",0,1,0,0,85,35,121,2013
"PPW1334","A3",0,1,0,0,80,35,116,2013
"PPW1334","A4",0,5,0,0,65,45,115,2013
"PPW1334","B1",0,5,0,0,80,30,115,2013
"PPW1334","B2",0,5,0,0,75,40,120,2013
"PPW1334","B3",0,5,0,1,75,40,121,2013
"PPW1334","B4",0,5,0,0,70,35,110,2013
"PPW1334","C1",0,1,0,0,80,35,116,2013
"PPW1334","C2",0,5,0,0,75,35,115,2013
"PPW1334","C3",0,5,0,1,75,35,116,2013
"PPW1334","C4",0,1,0,0,70,45,116,2013
"PPW1334","D1",0,5,0,0,85,25,115,2013
"PPW1334","D2",0,5,0,0,75,40,120,2013
"PPW1334","D3",0,1,0,0,70,40,111,2013
"PPW1334","D4",0,1,0,0,75,35,111,2013
"PPW1335","A1",0,0,0,0,50,50,100,2013
"PPW1335","A2",0,1,0,0,45,55,101,2013
"PPW1335","A3",0,0,0,1,40,60,101,2013
"PPW1335","A4",0,0,0,0,45,65,110,2013
"PPW1335","B1",0,1,0,0,40,60,101,2013
"PPW1335","B2",0,0,0,0,50,50,100,2013
"PPW1335","B3",0,0,0,0,50,50,100,2013
"PPW1335","B4",0,0,0,0,40,60,100,2013
"PPW1335","C1",0,0,0,0,35,65,100,2013
"PPW1335","C2",0,0,0,0,40,60,100,2013
"PPW1335","C3",0,0,0,0,50,60,110,2013
"PPW1335","C4",0,0,0,0,40,60,100,2013
"PPW1335","D1",0,1,0,1,40,75,117,2013
"PPW1335","D2",0,1,0,1,55,55,112,2013
"PPW1335","D3",0,0,0,0,50,50,100,2013
"PPW1335","D4",0,0,0,0,35,70,105,2013
"PPW1336","A1",0,1,0,0,40,60,101,2013
"PPW1336","A2",0,1,0,0,40,65,106,2013
"PPW1336","A3",0,0,0,0,15,85,100,2013
"PPW1336","A4",0,10,0,0,25,75,110,2013
"PPW1336","B1",0,1,0,0,55,55,111,2013
"PPW1336","B2",0,1,0,0,45,55,101,2013
"PPW1336","B3",0,10,0,0,40,50,100,2013
"PPW1336","B4",0,5,0,0,55,50,110,2013
"PPW1336","C1",0,1,0,0,75,35,111,2013
"PPW1336","C2",0,1,0,0,75,35,111,2013
"PPW1336","C3",0,10,0,0,55,45,110,2013
"PPW1336","C4",0,10,0,0,35,60,105,2013
"PPW1336","D1",0,10,0,0,40,55,105,2013
"PPW1336","D2",0,15,0,0,45,50,110,2013
"PPW1336","D3",0,15,0,0,20,70,105,2013
"PPW1336","D4",0,10,0,0,20,80,110,2013
"PPW1337","A1",0,1,0,0,95,10,106,2013
"PPW1337","A2",0,10,0,0,75,20,105,2013
"PPW1337","A3",0,5,0,0,70,30,105,2013
"PPW1337","A4",0,5,0,0,85,20,110,2013
"PPW1337","B1",0,1,0,0,95,10,106,2013
"PPW1337","B2",0,5,0,0,85,15,105,2013
"PPW1337","B3",0,1,0,0,80,15,96,2013
"PPW1337","B4",0,10,0,0,55,35,100,2013
"PPW1337","C1",0,0,0,0,70,30,100,2013
"PPW1337","C2",0,1,0,0,75,25,101,2013
"PPW1337","C3",0,5,0,0,90,5,100,2013
"PPW1337","C4",0,10,0,0,45,45,100,2013
"PPW1337","D1",0,10,0,0,75,20,105,2013
"PPW1337","D2",0,1,0,0,95,10,106,2013
"PPW1337","D3",0,1,0,0,95,10,106,2013
"PPW1337","D4",0,1,0,0,80,20,101,2013
"PPW1338","A1",0,5,5,1,20,85,116,2013
"PPW1338","A2",0,5,10,10,10,80,115,2013
"PPW1338","A3",0,5,35,10,10,65,125,2013
"PPW1338","A4",0,1,45,5,10,40,101,2013
"PPW1338","B1",0,5,15,5,20,75,120,2013
"PPW1338","B2",0,10,5,5,20,70,110,2013
"PPW1338","B3",0,10,20,10,10,70,120,2013
"PPW1338","B4",0,10,20,5,10,75,120,2013
"PPW1338","C1",0,10,10,10,15,70,115,2013
"PPW1338","C2",0,10,10,10,20,60,110,2013
"PPW1338","C3",0,5,10,10,15,80,120,2013
"PPW1338","C4",0,15,10,10,15,60,110,2013
"PPW1338","D1",0,1,25,1,10,65,102,2013
"PPW1338","D2",0,10,25,5,20,60,120,2013
"PPW1338","D3",0,1,20,5,20,60,106,2013
"PPW1338","D4",0,10,0,10,30,70,120,2013
"PPW1339","A1",0,0,0,0,90,15,105,2013
"PPW1339","A2",0,5,0,0,75,25,105,2013
"PPW1339","A3",0,0,0,1,85,15,101,2013
"PPW1339","A4",0,1,0,0,75,35,111,2013
"PPW1339","B1",0,0,15,1,35,55,106,2013
"PPW1339","B2",0,0,0,0,75,35,110,2013
"PPW1339","B3",0,5,0,1,40,45,91,2013
"PPW1339","B4",0,0,0,0,50,50,100,2013
"PPW1339","C1",0,1,0,10,75,30,116,2013
"PPW1339","C2",0,1,0,10,40,60,111,2013
"PPW1339","C3",0,0,0,1,40,65,106,2013
"PPW1339","C4",0,5,10,0,65,30,110,2013
"PPW1339","D1",0,1,1,15,70,15,102,2013
"PPW1339","D2",0,0,0,15,65,30,110,2013
"PPW1339","D3",0,0,10,1,30,70,111,2013
"PPW1339","D4",0,0,15,1,60,35,111,2013
"PPW1340","A1",0,0,0,0,10,95,105,2013
"PPW1340","A2",0,0,0,0,10,95,105,2013
"PPW1340","A3",0,0,0,0,5,85,90,2013
"PPW1340","A4",0,0,0,0,5,95,100,2013
"PPW1340","B1",0,0,0,0,5,90,95,2013
"PPW1340","B2",0,0,0,0,15,80,95,2013
"PPW1340","B3",0,0,0,0,10,95,105,2013
"PPW1340","B4",0,0,0,0,10,95,105,2013
"PPW1340","C1",0,0,0,0,5,95,100,2013
"PPW1340","C2",0,0,0,0,1,100,101,2013
"PPW1340","C3",0,0,0,0,10,90,100,2013
"PPW1340","C4",0,0,0,0,15,90,105,2013
"PPW1340","D1",0,0,0,0,1,100,101,2013
"PPW1340","D2",0,0,0,0,5,95,100,2013
"PPW1340","D3",0,0,0,0,10,95,105,2013
"PPW1340","D4",0,0,0,0,10,95,105,2013
"PPW1341","A1",0,1,1,5,15,80,102,2013
"PPW1341","A2",0,1,5,5,10,80,101,2013
"PPW1341","A3",0,5,0,20,15,60,100,2013
"PPW1341","A4",0,15,1,5,15,80,116,2013
"PPW1341","B1",0,5,0,5,15,80,105,2013
"PPW1341","B2",0,5,0,5,25,65,100,2013
"PPW1341","B3",0,5,5,10,35,50,105,2013
"PPW1341","B4",0,10,0,15,15,60,100,2013
"PPW1341","C1",0,0,0,0,10,90,100,2013
"PPW1341","C2",0,1,1,5,15,80,102,2013
"PPW1341","C3",0,1,0,10,15,75,101,2013
"PPW1341","C4",0,0,0,10,15,80,105,2013
"PPW1341","D1",0,5,0,10,10,80,105,2013
"PPW1341","D2",0,10,0,1,5,90,106,2013
"PPW1341","D3",0,0,1,1,10,90,102,2013
"PPW1341","D4",0,1,5,5,15,75,101,2013
"PPW1342","A1",0,0,0,0,65,35,100,2013
"PPW1342","A2",0,0,0,0,85,15,100,2013
"PPW1342","A3",0,0,0,0,90,10,100,2013
"PPW1342","A4",0,0,0,0,90,10,100,2013
"PPW1342","B1",0,0,0,0,80,25,105,2013
"PPW1342","B2",0,1,0,0,80,20,101,2013
"PPW1342","B3",0,0,0,0,85,15,100,2013
"PPW1342","B4",0,0,0,0,90,15,105,2013
"PPW1342","C1",0,0,0,0,85,15,100,2013
"PPW1342","C2",0,0,0,0,95,5,100,2013
"PPW1342","C3",0,0,0,0,85,15,100,2013
"PPW1342","C4",0,0,0,0,95,10,105,2013
"PPW1342","D1",0,0,0,0,80,20,100,2013
"PPW1342","D2",0,0,0,0,70,30,100,2013
"PPW1342","D3",0,0,0,0,75,30,105,2013
"PPW1342","D4",0,0,0,0,65,40,105,2013
"PPW1343","A1",0,0,0,0,5,95,100,2013
"PPW1343","A2",0,5,0,0,1,95,101,2013
"PPW1343","A3",0,10,0,0,5,90,105,2013
"PPW1343","A4",0,10,0,1,10,90,111,2013
"PPW1343","B4",0,10,0,20,15,80,125,2013
"PPW1343","B3",0,15,0,25,5,70,115,2013
"PPW1343","B2",0,15,0,15,1,85,116,2013
"PPW1343","B1",0,5,0,0,10,85,100,2013
"PPW1343","C1",0,5,0,0,1,95,101,2013
"PPW1343","C2",0,5,0,0,1,95,101,2013
"PPW1343","C3",0,15,0,0,1,95,111,2013
"PPW1343","C4",0,10,0,1,10,90,111,2013
"PPW1343","D4",0,15,0,5,15,80,115,2013
"PPW1343","D3",0,5,0,0,5,95,105,2013
"PPW1343","D2",0,5,0,0,1,95,101,2013
"PPW1343","D1",0,1,0,5,1,95,102,2013
"PPW1344","A1",0,1,0,0,55,55,111,2013
"PPW1344","A2",0,5,0,0,40,75,120,2013
"PPW1344","A3",0,5,0,0,50,65,120,2013
"PPW1344","A4",0,15,5,0,40,70,130,2013
"PPW1344","B1",0,0,0,0,40,60,100,2013
"PPW1344","B2",0,1,5,1,30,80,117,2013
"PPW1344","B3",0,10,0,0,50,60,120,2013
"PPW1344","B4",10,10,1,0,50,45,116,2013
"PPW1344","C1",0,1,5,1,55,55,117,2013
"PPW1344","C2",0,1,0,5,45,55,106,2013
"PPW1344","C3",0,1,0,1,65,35,102,2013
"PPW1344","C4",0,1,0,0,70,35,106,2013
"PPW1344","D1",0,10,1,1,75,25,112,2013
"PPW1344","D2",0,1,0,1,80,30,112,2013
"PPW1344","D3",0,1,0,0,80,35,116,2013
"PPW1344","D4",0,1,1,0,75,30,107,2013
"PPW1345","A1",0,5,0,0,40,65,110,2013
"PPW1345","A2",0,1,0,1,20,80,102,2013
"PPW1345","A3",0,5,0,0,60,40,105,2013
"PPW1345","A4",0,10,0,0,70,25,105,2013
"PPW1345","B1",0,1,0,0,35,55,91,2013
"PPW1345","B2",0,0,0,0,10,80,90,2013
"PPW1345","B3",0,1,0,0,30,50,81,2013
"PPW1345","B4",0,0,0,0,50,50,100,2013
"PPW1345","C1",0,1,0,0,40,60,101,2013
"PPW1345","C2",0,0,0,0,60,40,100,2013
"PPW1345","C3",0,1,0,0,25,75,101,2013
"PPW1345","C4",0,1,0,0,50,40,91,2013
"PPW1345","D1",0,1,0,0,35,55,91,2013
"PPW1345","D2",0,1,0,0,85,15,101,2013
"PPW1345","D3",0,1,0,0,75,25,101,2013
"PPW1345","D4",0,5,0,0,75,20,100,2013
"PPW1346","A1",0,5,10,5,70,15,105,2013
"PPW1346","A2",0,10,0,0,70,20,100,2013
"PPW1346","A3",0,5,0,0,65,30,100,2013
"PPW1346","A4",0,1,5,0,90,10,106,2013
"PPW1346","B1",0,5,1,0,90,15,111,2013
"PPW1346","B2",0,10,1,0,75,20,106,2013
"PPW1346","B3",0,0,10,0,90,10,110,2013
"PPW1346","B4",0,1,1,0,90,15,107,2013
"PPW1346","C1",0,0,1,0,90,15,100,2013
"PPW1346","C2",0,10,0,0,75,20,105,2013
"PPW1346","C3",0,0,10,0,90,10,110,2013
"PPW1346","C4",0,1,15,0,80,20,116,2013
"PPW1346","D1",0,10,10,1,70,10,101,2013
"PPW1346","D2",0,1,10,0,65,25,101,2013
"PPW1346","D3",0,1,25,0,75,10,111,2013
"PPW1346","D4",0,0,35,0,60,10,105,2013
"PPW1347","A1",0,30,0,1,10,60,101,2013
"PPW1347","A2",0,20,0,15,15,50,100,2013
"PPW1347","A3",0,10,0,5,15,75,105,2013
"PPW1347","A4",0,5,0,0,25,75,105,2013
"PPW1347","B1",0,0,1,20,35,45,101,2013
"PPW1347","B2",0,1,0,15,45,40,101,2013
"PPW1347","B3",0,15,0,15,25,65,120,2013
"PPW1347","B4",0,5,0,10,60,40,115,2013
"PPW1347","C1",0,10,0,10,20,70,110,2013
"PPW1347","C2",0,15,0,10,30,45,100,2013
"PPW1347","C3",0,10,0,5,45,45,105,2013
"PPW1347","C4",0,5,0,5,30,65,105,2013
"PPW1347","D1",0,15,0,1,25,70,111,2013
"PPW1347","D2",0,10,0,1,50,40,101,2013
"PPW1347","D3",0,15,0,1,20,65,101,2013
"PPW1347","D4",0,5,1,1,20,75,102,2013
"PPW1348","A1",0,10,0,5,35,55,105,2013
"PPW1348","A2",0,1,1,0,15,85,102,2013
"PPW1348","A3",0,1,5,0,20,80,106,2013
"PPW1348","A4",0,1,5,0,20,80,106,2013
"PPW1348","B1",0,10,0,0,35,65,110,2013
"PPW1348","B2",0,10,0,0,15,85,110,2013
"PPW1348","B3",0,5,0,0,20,75,100,2013
"PPW1348","B4",0,5,0,0,15,85,105,2013
"PPW1348","C1",0,10,1,0,40,60,111,2013
"PPW1348","C2",0,5,0,0,25,70,100,2013
"PPW1348","C3",0,5,0,0,10,85,100,2013
"PPW1348","C4",0,1,0,0,15,85,101,2013
"PPW1348","D1",0,20,1,0,5,75,101,2013
"PPW1348","D2",0,10,0,0,25,65,100,2013
"PPW1348","D3",0,10,0,5,20,65,100,2013
"PPW1348","D4",0,10,0,1,15,75,101,2013
"PPW1349","A1",0,1,0,0,10,95,106,2013
"PPW1349","A2",0,1,0,0,5,100,106,2013
"PPW1349","A3",0,0,0,0,15,90,105,2013
"PPW1349","A4",0,2,0,0,45,60,107,2013
"PPW1349","B1",0,1,0,0,15,90,106,2013
"PPW1349","B2",0,1,0,0,20,85,106,2013
"PPW1349","B3",0,1,0,0,40,70,111,2013
"PPW1349","B4",0,1,0,0,50,65,116,2013
"PPW1349","C1",0,1,0,0,30,80,111,2013
"PPW1349","C2",0,1,0,0,15,90,106,2013
"PPW1349","C3",0,0,0,0,25,80,105,2013
"PPW1349","C4",0,1,0,0,20,90,111,2013
"PPW1349","D1",0,1,0,0,45,60,106,2013
"PPW1349","D2",0,1,0,0,55,55,111,2013
"PPW1349","D3",0,1,0,0,65,45,111,2013
"PPW1349","D4",0,1,0,0,10,75,86,2013
"PPW1350","A1",0,25,5,10,10,50,100,2013
"PPW1350","A2",0,10,0,5,10,90,115,2013
"PPW1350","A3",0,10,0,10,15,80,115,2013
"PPW1350","A4",0,5,0,1,25,70,101,2013
"PPW1350","B1",0,5,15,15,10,60,105,2013
"PPW1350","B2",0,1,5,5,10,85,106,2013
"PPW1350","B3",0,15,0,5,15,65,100,2013
"PPW1350","B4",0,5,0,5,30,60,100,2013
"PPW1350","C1",0,1,5,15,10,80,111,2013
"PPW1350","C2",0,5,0,10,10,85,110,2013
"PPW1350","C3",0,5,0,1,15,80,101,2013
"PPW1350","C4",0,10,0,10,30,55,105,2013
"PPW1350","D1",0,10,1,10,10,80,111,2013
"PPW1350","D2",0,5,5,10,15,75,110,2013
"PPW1350","D3",0,10,0,1,15,75,101,2013
"PPW1350","D4",0,10,0,1,15,75,101,2013
