"Plot Title: PPW1337_10008125"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10008125, SEN S/N: 10008125)","RH, % (LGR S/N: 10008125, SEN S/N: 10008125)","Coupler Detached (LGR S/N: 10008125)","Coupler Attached (LGR S/N: 10008125)","Stopped (LGR S/N: 10008125)","End Of File (LGR S/N: 10008125)"
1,06/20/13 11:30:00 AM,21.103,45.379,Logged,,,
2,06/20/13 12:00:00 PM,21.724,41.656,,,,
3,06/20/13 12:30:00 PM,22.800,33.393,,,,
4,06/20/13 01:00:00 PM,23.328,30.630,,,,
5,06/20/13 01:30:00 PM,24.363,26.279,,,,
6,06/20/13 02:00:00 PM,25.258,23.361,,,,
7,06/20/13 02:30:00 PM,26.109,22.451,,,,
8,06/20/13 03:00:00 PM,27.875,26.917,,,,
9,06/20/13 03:30:00 PM,27.727,26.081,,,,
10,06/20/13 04:00:00 PM,26.891,23.401,,,,
11,06/20/13 04:30:00 PM,27.358,24.435,,,,
12,06/20/13 05:00:00 PM,25.841,27.379,,,,
13,06/20/13 05:30:00 PM,25.428,27.348,,,,
14,06/20/13 06:00:00 PM,24.098,30.089,,,,
15,06/20/13 06:30:00 PM,22.848,32.931,,,,
16,06/20/13 07:00:00 PM,21.485,35.785,,,,
17,06/20/13 07:30:00 PM,20.555,36.810,,,,
18,06/20/13 08:00:00 PM,20.055,39.107,,,,
19,06/20/13 08:30:00 PM,18.961,43.367,,,,
20,06/20/13 09:00:00 PM,17.891,47.296,,,,
21,06/20/13 09:30:00 PM,17.106,50.289,,,,
22,06/20/13 10:00:00 PM,16.463,52.398,,,,
23,06/20/13 10:30:00 PM,15.843,54.334,,,,
24,06/20/13 11:00:00 PM,15.461,55.041,,,,
25,06/20/13 11:30:00 PM,14.864,56.770,,,,
26,06/21/13 12:00:00 AM,14.098,59.293,,,,
27,06/21/13 12:30:00 AM,14.218,59.192,,,,
28,06/21/13 01:00:00 AM,13.738,61.523,,,,
29,06/21/13 01:30:00 AM,13.401,63.411,,,,
30,06/21/13 02:00:00 AM,13.161,64.948,,,,
31,06/21/13 02:30:00 AM,13.257,64.498,,,,
32,06/21/13 03:00:00 AM,13.112,65.086,,,,
33,06/21/13 03:30:00 AM,12.871,66.379,,,,
34,06/21/13 04:00:00 AM,12.799,66.685,,,,
35,06/21/13 04:30:00 AM,12.678,67.500,,,,
36,06/21/13 05:00:00 AM,12.389,69.341,,,,
37,06/21/13 05:30:00 AM,12.847,66.780,,,,
38,06/21/13 06:00:00 AM,12.775,66.969,,,,
