,Plot,Quad,Dir,Light (OPEN),96 total
1,PPW1301,B2,N,43,
2,PPW1301,B2,E,29,
3,PPW1301,B2,S,42,
4,PPW1301,B2,W,35,
5,PPW1301,B4,N,24,
6,PPW1301,B4,E,25,
7,PPW1301,B4,S,22,
8,PPW1301,B4,W,15,
9,PPW1301,C4,N,33,
10,PPW1301,C4,E,26,
11,PPW1301,C4,S,22,
12,PPW1301,C4,W,28,
13,PPW1301,C2,N,43,
14,PPW1301,C2,E,50,
15,PPW1301,C2,S,31,
16,PPW1301,C2,W,26
17,PPW1302,B2,N,18
18,PPW1302,B2,E,17
19,PPW1302,B2,S,13
20,PPW1302,B2,W,12
21,PPW1302,B4,N,25
22,PPW1302,B4,E,22
23,PPW1302,B4,S,21
24,PPW1302,B4,W,20
25,PPW1302,C4,N,30
26,PPW1302,C4,E,36
27,PPW1302,C4,S,15
28,PPW1302,C4,W,25
29,PPW1302,C2,N,8
30,PPW1302,C2,E,24
31,PPW1302,C2,S,24
32,PPW1302,C2,W,17
33,PPW1303,B2,N,15
34,PPW1303,B2,E,38
35,PPW1303,B2,S,31
36,PPW1303,B2,W,23
37,PPW1303,B4,N,52
38,PPW1303,B4,E,72
39,PPW1303,B4,S,54
40,PPW1303,B4,W,56
41,PPW1303,C4,N,13
42,PPW1303,C4,E,12
43,PPW1303,C4,S,18
44,PPW1303,C4,W,13
45,PPW1303,C2,N,65
46,PPW1303,C2,E,65
47,PPW1303,C2,S,64
48,PPW1303,C2,W,74
49,PPW1304,B2,N,73
50,PPW1304,B2,E,83
51,PPW1304,B2,S,73
52,PPW1304,B2,W,67
53,PPW1304,B4,N,26
54,PPW1304,B4,E,21
55,PPW1304,B4,S,36
56,PPW1304,B4,W,37
57,PPW1304,C4,N,17
58,PPW1304,C4,E,27
59,PPW1304,C4,S,17
60,PPW1304,C4,W,14
61,PPW1304,C2,N,32
62,PPW1304,C2,E,26
63,PPW1304,C2,S,46
64,PPW1304,C2,W,43
65,PPW1305,B2,N,16
66,PPW1305,B2,E,15
67,PPW1305,B2,S,21
68,PPW1305,B2,W,9
69,PPW1305,B4,N,14
70,PPW1305,B4,E,13
71,PPW1305,B4,S,15
72,PPW1305,B4,W,14
73,PPW1305,C4,N,45
74,PPW1305,C4,E,32
75,PPW1305,C4,S,12
76,PPW1305,C4,W,21
77,PPW1305,C2,N,38
78,PPW1305,C2,E,34
79,PPW1305,C2,S,26
80,PPW1305,C2,W,19
81,PPW1306,B2,N,10
82,PPW1306,B2,E,11
83,PPW1306,B2,S,15
84,PPW1306,B2,W,10
85,PPW1306,B4,N,22
86,PPW1306,B4,E,14
87,PPW1306,B4,S,13
88,PPW1306,B4,W,42
89,PPW1306,C4,N,33
90,PPW1306,C4,E,20
91,PPW1306,C4,S,16
92,PPW1306,C4,W,18
93,PPW1306,C2,N,24
94,PPW1306,C2,E,17
95,PPW1306,C2,S,31
96,PPW1306,C2,W,17
97,PPW1307,B2,N,7
98,PPW1307,B2,E,6
99,PPW1307,B2,S,6
100,PPW1307,B2,W,9
101,PPW1307,B4,N,13
102,PPW1307,B4,E,14
103,PPW1307,B4,S,9
104,PPW1307,B4,W,26
105,PPW1307,C4,N,42
106,PPW1307,C4,E,25
107,PPW1307,C4,S,22
108,PPW1307,C4,W,26
109,PPW1307,C2,N,27
110,PPW1307,C2,E,23
111,PPW1307,C2,S,13
112,PPW1307,C2,W,34
113,PPW1308,B2,N,64
114,PPW1308,B2,E,55
115,PPW1308,B2,S,45
116,PPW1308,B2,W,57
117,PPW1308,B4,N,42
118,PPW1308,B4,E,39
119,PPW1308,B4,S,36
120,PPW1308,B4,W,31
121,PPW1308,C4,N,50
122,PPW1308,C4,E,31
123,PPW1308,C4,S,34
124,PPW1308,C4,W,39
125,PPW1308,C2,N,30
126,PPW1308,C2,E,29
127,PPW1308,C2,S,22
128,PPW1308,C2,W,24
129,PPW1309,B2,N,16
130,PPW1309,B2,E,23
131,PPW1309,B2,S,16
132,PPW1309,B2,W,29
133,PPW1309,B4,N,37
134,PPW1309,B4,E,22
135,PPW1309,B4,S,17
136,PPW1309,B4,W,24
137,PPW1309,C4,N,22
138,PPW1309,C4,E,23
139,PPW1309,C4,S,19
140,PPW1309,C4,W,18
141,PPW1309,C2,N,31
142,PPW1309,C2,E,35
143,PPW1309,C2,S,35
144,PPW1309,C2,W,35
145,PPW1310,B2,N,92
146,PPW1310,B2,E,57
147,PPW1310,B2,S,75
148,PPW1310,B2,W,80
149,PPW1310,B4,N,82
150,PPW1310,B4,E,76
151,PPW1310,B4,S,21
152,PPW1310,B4,W,57
153,PPW1310,C4,N,63
154,PPW1310,C4,E,75
155,PPW1310,C4,S,74
156,PPW1310,C4,W,30
157,PPW1310,C2,N,79
158,PPW1310,C2,E,41
159,PPW1310,C2,S,66
160,PPW1310,C2,W,65,
161,PPW1311,B2,N,81,15
162,PPW1311,B2,E,73,23
163,PPW1311,B2,S,71,25
164,PPW1311,B2,W,92,4
165,PPW1311,B4,N,91,5
166,PPW1311,B4,E,57,39
167,PPW1311,B4,S,61,35
168,PPW1311,B4,W,71,25
169,PPW1311,C4,N,66,30
170,PPW1311,C4,E,65,31
171,PPW1311,C4,S,56,40
172,PPW1311,C4,W,52,44
173,PPW1311,C2,N,53,43
174,PPW1311,C2,E,35,61
175,PPW1311,C2,S,44,52
176,PPW1311,C2,W,42,54
177,PPW1312,B2,N,18,
178,PPW1312,B2,E,45,
179,PPW1312,B2,S,15,
180,PPW1312,B2,W,25,
181,PPW1312,B4,N,23,
182,PPW1312,B4,E,18,
183,PPW1312,B4,S,20,
184,PPW1312,B4,W,21,
185,PPW1312,C4,N,19,
186,PPW1312,C4,E,17,
187,PPW1312,C4,S,14,
188,PPW1312,C4,W,19,
189,PPW1312,C2,N,31,
190,PPW1312,C2,E,19,
191,PPW1312,C2,S,19,
192,PPW1312,C2,W,32
193,PPW1313,B2,N,37
194,PPW1313,B2,E,23
195,PPW1313,B2,S,18
196,PPW1313,B2,W,17
197,PPW1313,B4,N,32
198,PPW1313,B4,E,23
199,PPW1313,B4,S,30
200,PPW1313,B4,W,18
201,PPW1313,C4,N,20
202,PPW1313,C4,E,23
203,PPW1313,C4,S,23
204,PPW1313,C4,W,20
205,PPW1313,C2,N,17
206,PPW1313,C2,E,15
207,PPW1313,C2,S,19
208,PPW1313,C2,W,22,
209,PPW1314,B2,N,34,
210,PPW1314,B2,E,39,
211,PPW1314,B2,S,35,
212,PPW1314,B2,W,84,12
213,PPW1314,B4,N,66,30
214,PPW1314,B4,E,58,38
215,PPW1314,B4,S,65,31
216,PPW1314,B4,W,92,4
217,PPW1314,C4,N,27,
218,PPW1314,C4,E,15,
219,PPW1314,C4,S,30,
220,PPW1314,C4,W,57,39
221,PPW1314,C2,N,23,
222,PPW1314,C2,E,22,
223,PPW1314,C2,S,16,
224,PPW1314,C2,W,41
225,PPW1315,B2,N,23
226,PPW1315,B2,E,20
227,PPW1315,B2,S,22
228,PPW1315,B2,W,16
229,PPW1315,B4,N,33
230,PPW1315,B4,E,22
231,PPW1315,B4,S,19
232,PPW1315,B4,W,27
233,PPW1315,C4,N,22
234,PPW1315,C4,E,21
235,PPW1315,C4,S,25
236,PPW1315,C4,W,24
237,PPW1315,C2,N,24
238,PPW1315,C2,E,14
239,PPW1315,C2,S,26
240,PPW1315,C2,W,14
241,PPW1316,B2,N,12
242,PPW1316,B2,E,14
243,PPW1316,B2,S,18
244,PPW1316,B2,W,11
245,PPW1316,B4,N,17
246,PPW1316,B4,E,17
247,PPW1316,B4,S,16
248,PPW1316,B4,W,13
249,PPW1316,C4,N,19
250,PPW1316,C4,E,21
251,PPW1316,C4,S,23
252,PPW1316,C4,W,21
253,PPW1316,C2,N,16
254,PPW1316,C2,E,19
255,PPW1316,C2,S,23
256,PPW1316,C2,W,24
257,PPW1317,B2,N,21
258,PPW1317,B2,E,15
259,PPW1317,B2,S,22
260,PPW1317,B2,W,16
261,PPW1317,B4,N,22
262,PPW1317,B4,E,20
263,PPW1317,B4,S,28
264,PPW1317,B4,W,22
265,PPW1317,C4,N,28
266,PPW1317,C4,E,25
267,PPW1317,C4,S,40
268,PPW1317,C4,W,29
269,PPW1317,C2,N,22
270,PPW1317,C2,E,14
271,PPW1317,C2,S,14
272,PPW1317,C2,W,16,
273,PPW1318,B2,N,23,
274,PPW1318,B2,E,26,
275,PPW1318,B2,S,25,
276,PPW1318,B2,W,36,
277,PPW1318,B4,N,53,43
278,PPW1318,B4,E,25,
279,PPW1318,B4,S,23,
280,PPW1318,B4,W,26,
281,PPW1318,C4,N,17,
282,PPW1318,C4,E,14,
283,PPW1318,C4,S,12,
284,PPW1318,C4,W,17,
285,PPW1318,C2,N,10,
286,PPW1318,C2,E,71,25
287,PPW1318,C2,S,61,
288,PPW1318,C2,W,35,
289,PPW1319,B2,N,20,
290,PPW1319,B2,E,12,
291,PPW1319,B2,S,11,
292,PPW1319,B2,W,8,
293,PPW1319,B4,N,32,
294,PPW1319,B4,E,14,
295,PPW1319,B4,S,23,
296,PPW1319,B4,W,39,
297,PPW1319,C4,N,29,
298,PPW1319,C4,E,23,
299,PPW1319,C4,S,25,
300,PPW1319,C4,W,15,
301,PPW1319,C2,N,48,48
302,PPW1319,C2,E,31,
303,PPW1319,C2,S,34,
304,PPW1319,C2,W,63
305,PPW1320,B2,N,15
306,PPW1320,B2,E,19
307,PPW1320,B2,S,17
308,PPW1320,B2,W,11
309,PPW1320,B4,N,19
310,PPW1320,B4,E,11
311,PPW1320,B4,S,16
312,PPW1320,B4,W,15
313,PPW1320,C4,N,32
314,PPW1320,C4,E,21
315,PPW1320,C4,S,28
316,PPW1320,C4,W,16
317,PPW1320,C2,N,20
318,PPW1320,C2,E,19
319,PPW1320,C2,S,15
320,PPW1320,C2,W,21
321,PPW1321,B2,N,34
322,PPW1321,B2,E,23
323,PPW1321,B2,S,28
324,PPW1321,B2,W,29
325,PPW1321,B4,N,31
326,PPW1321,B4,E,24
327,PPW1321,B4,S,17
328,PPW1321,B4,W,18
329,PPW1321,C4,N,24
330,PPW1321,C4,E,24
331,PPW1321,C4,S,21
332,PPW1321,C4,W,23
333,PPW1321,C2,N,30
334,PPW1321,C2,E,29
335,PPW1321,C2,S,13
336,PPW1321,C2,W,34
337,PPW1322,B2,N,18
338,PPW1322,B2,E,36
339,PPW1322,B2,S,13
340,PPW1322,B2,W,21
341,PPW1322,B4,N,54
342,PPW1322,B4,E,56
343,PPW1322,B4,S,24
344,PPW1322,B4,W,28
345,PPW1322,C4,N,36
346,PPW1322,C4,E,27
347,PPW1322,C4,S,32
348,PPW1322,C4,W,30
349,PPW1322,C2,N,30
350,PPW1322,C2,E,37
351,PPW1322,C2,S,10
352,PPW1322,C2,W,20
353,PPW1323,B2,N,8
354,PPW1323,B2,E,10
355,PPW1323,B2,S,18
356,PPW1323,B2,W,14
357,PPW1323,B4,N,21
358,PPW1323,B4,E,25
359,PPW1323,B4,S,30
360,PPW1323,B4,W,34
361,PPW1323,C4,N,26
362,PPW1323,C4,E,22
363,PPW1323,C4,S,8
364,PPW1323,C4,W,20
365,PPW1323,C2,N,8
366,PPW1323,C2,E,13
367,PPW1323,C2,S,12
