,Plot,Quad,Dir,Light (OPEN),96 total
368,PPW1323,C2,W,17
369,PPW1324,B2,N,29
370,PPW1324,B2,E,25
371,PPW1324,B2,S,19
372,PPW1324,B2,W,24
373,PPW1324,B4,N,27
374,PPW1324,B4,E,20
375,PPW1324,B4,S,26
376,PPW1324,B4,W,27
377,PPW1324,C4,N,20
378,PPW1324,C4,E,17
379,PPW1324,C4,S,13
380,PPW1324,C4,W,11
381,PPW1324,C2,N,11
382,PPW1324,C2,E,15
383,PPW1324,C2,S,14
384,PPW1324,C2,W,22,
385,PPW1325,B2,N,41,
386,PPW1325,B2,E,32,
387,PPW1325,B2,S,32,
388,PPW1325,B2,W,27,
389,PPW1325,B4,N,33,
390,PPW1325,B4,E,29,
391,PPW1325,B4,S,31,
392,PPW1325,B4,W,26,
393,PPW1325,C4,N,78,18
394,PPW1325,C4,E,73,23
395,PPW1325,C4,S,64,32
396,PPW1325,C4,W,81,15
397,PPW1325,C2,N,48,48
398,PPW1325,C2,E,58,38
399,PPW1325,C2,S,24,
400,PPW1325,C2,W,36
401,PPW1326,B2,N,10
402,PPW1326,B2,E,11
403,PPW1326,B2,S,10
404,PPW1326,B2,W,8
405,PPW1326,B4,N,15
406,PPW1326,B4,E,11
407,PPW1326,B4,S,10
408,PPW1326,B4,W,9
409,PPW1326,C4,N,10
410,PPW1326,C4,E,9
411,PPW1326,C4,S,8
412,PPW1326,C4,W,13
413,PPW1326,C2,N,9
414,PPW1326,C2,E,13
415,PPW1326,C2,S,11
416,PPW1326,C2,W,10
417,PPW1327,B2,N,11
418,PPW1327,B2,E,6
419,PPW1327,B2,S,6
420,PPW1327,B2,W,15
421,PPW1327,B4,N,4
422,PPW1327,B4,E,7
423,PPW1327,B4,S,13
424,PPW1327,B4,W,15
425,PPW1327,C4,N,5
426,PPW1327,C4,E,5
427,PPW1327,C4,S,7
428,PPW1327,C4,W,6
429,PPW1327,C2,N,10
430,PPW1327,C2,E,11
431,PPW1327,C2,S,9
432,PPW1327,C2,W,8
433,PPW1328,B2,N,12
434,PPW1328,B2,E,7
435,PPW1328,B2,S,7
436,PPW1328,B2,W,8
437,PPW1328,B4,N,21
438,PPW1328,B4,E,13
439,PPW1328,B4,S,14
440,PPW1328,B4,W,13
441,PPW1328,C4,N,10
442,PPW1328,C4,E,9
443,PPW1328,C4,S,15
444,PPW1328,C4,W,12
445,PPW1328,C2,N,14
446,PPW1328,C2,E,13
447,PPW1328,C2,S,18
448,PPW1328,C2,W,15
449,PPW1329,B2,N,26
450,PPW1329,B2,E,15
451,PPW1329,B2,S,20
452,PPW1329,B2,W,20
453,PPW1329,B4,N,30
454,PPW1329,B4,E,31
455,PPW1329,B4,S,16
456,PPW1329,B4,W,27
457,PPW1329,C4,N,32
458,PPW1329,C4,E,23
459,PPW1329,C4,S,25
460,PPW1329,C4,W,37
461,PPW1329,C2,N,20
462,PPW1329,C2,E,33
463,PPW1329,C2,S,27
464,PPW1329,C2,W,19
465,PPW1330,B2,N,15
466,PPW1330,B2,E,15
467,PPW1330,B2,S,13
468,PPW1330,B2,W,14
469,PPW1330,B4,N,18
470,PPW1330,B4,E,8
471,PPW1330,B4,S,7
472,PPW1330,B4,W,15
473,PPW1330,C4,N,6
474,PPW1330,C4,E,5
475,PPW1330,C4,S,5
476,PPW1330,C4,W,4
477,PPW1330,C2,N,10
478,PPW1330,C2,E,12
479,PPW1330,C2,S,12
480,PPW1330,C2,W,13
481,PPW1331,B2,N,19
482,PPW1331,B2,E,16
483,PPW1331,B2,S,18
484,PPW1331,B2,W,19
485,PPW1331,B4,N,23
486,PPW1331,B4,E,16
487,PPW1331,B4,S,24
488,PPW1331,B4,W,24
489,PPW1331,C4,N,23
490,PPW1331,C4,E,19
491,PPW1331,C4,S,23
492,PPW1331,C4,W,23
493,PPW1331,C2,N,19
494,PPW1331,C2,E,18
495,PPW1331,C2,S,17
496,PPW1331,C2,W,27
497,PPW1332,B2,N,9
498,PPW1332,B2,E,9
499,PPW1332,B2,S,13
500,PPW1332,B2,W,10
501,PPW1332,B4,N,14
502,PPW1332,B4,E,8
503,PPW1332,B4,S,13
504,PPW1332,B4,W,19
505,PPW1332,C4,N,21
506,PPW1332,C4,E,18
507,PPW1332,C4,S,18
508,PPW1332,C4,W,21
509,PPW1332,C2,N,25
510,PPW1332,C2,E,20
511,PPW1332,C2,S,15
512,PPW1332,C2,W,17
513,PPW1333,B2,N,7
514,PPW1333,B2,E,6
515,PPW1333,B2,S,9
516,PPW1333,B2,W,5
517,PPW1333,B4,N,54
518,PPW1333,B4,E,29
519,PPW1333,B4,S,17
520,PPW1333,B4,W,18
521,PPW1333,C4,N,17
522,PPW1333,C4,E,19
523,PPW1333,C4,S,7
524,PPW1333,C4,W,7
525,PPW1333,C2,N,6
526,PPW1333,C2,E,8
527,PPW1333,C2,S,5
528,PPW1333,C2,W,5,
529,PPW1334,B2,N,25,
530,PPW1334,B2,E,82,14
531,PPW1334,B2,S,59,37
532,PPW1334,B2,W,46,50
533,PPW1334,B4,N,47,49
534,PPW1334,B4,E,17,
535,PPW1334,B4,S,24,
536,PPW1334,B4,W,21,
537,PPW1334,C4,N,61,35
538,PPW1334,C4,E,50,46
539,PPW1334,C4,S,27,
540,PPW1334,C4,W,24,
541,PPW1334,C2,N,84,12
542,PPW1334,C2,E,73,23
543,PPW1334,C2,S,57,39
544,PPW1334,C2,W,59,37
545,PPW1335,B2,N,28,
546,PPW1335,B2,E,16,
547,PPW1335,B2,S,12,
548,PPW1335,B2,W,14,
549,PPW1335,B4,N,29,
550,PPW1335,B4,E,33,
551,PPW1335,B4,S,29,
552,PPW1335,B4,W,37,
553,PPW1335,C4,N,20,
554,PPW1335,C4,E,20,
555,PPW1335,C4,S,15,
556,PPW1335,C4,W,21,
557,PPW1335,C2,N,15,
558,PPW1335,C2,E,10,
559,PPW1335,C2,S,8,
560,PPW1335,C2,W,12
561,PPW1336,B2,N,20
562,PPW1336,B2,E,16
563,PPW1336,B2,S,14
564,PPW1336,B2,W,20
565,PPW1336,B4,N,18
566,PPW1336,B4,E,19
567,PPW1336,B4,S,13
568,PPW1336,B4,W,15
569,PPW1336,C4,N,15
570,PPW1336,C4,E,9
571,PPW1336,C4,S,13
572,PPW1336,C4,W,15
573,PPW1336,C2,N,15
574,PPW1336,C2,E,15
575,PPW1336,C2,S,13
576,PPW1336,C2,W,13
577,PPW1337,B2,N,23
578,PPW1337,B2,E,11
579,PPW1337,B2,S,10
580,PPW1337,B2,W,54
581,PPW1337,B4,N,13
582,PPW1337,B4,E,15
583,PPW1337,B4,S,24
584,PPW1337,B4,W,37
585,PPW1337,C4,N,11
586,PPW1337,C4,E,13
587,PPW1337,C4,S,12
588,PPW1337,C4,W,20
589,PPW1337,C2,N,13
590,PPW1337,C2,E,15
591,PPW1337,C2,S,12
592,PPW1337,C2,W,16
593,PPW1338,B2,N,18
594,PPW1338,B2,E,17
595,PPW1338,B2,S,18
596,PPW1338,B2,W,20
597,PPW1338,B4,N,17
598,PPW1338,B4,E,16
599,PPW1338,B4,S,18
600,PPW1338,B4,W,17
601,PPW1338,C4,N,16
602,PPW1338,C4,E,13
603,PPW1338,C4,S,20
604,PPW1338,C4,W,17
605,PPW1338,C2,N,15
606,PPW1338,C2,E,11
607,PPW1338,C2,S,13
608,PPW1338,C2,W,17
609,PPW1339,B2,N,35
610,PPW1339,B2,E,9
611,PPW1339,B2,S,14
612,PPW1339,B2,W,18
613,PPW1339,B4,N,13
614,PPW1339,B4,E,13
615,PPW1339,B4,S,22
616,PPW1339,B4,W,16
617,PPW1339,C4,N,72
618,PPW1339,C4,E,27
619,PPW1339,C4,S,22
620,PPW1339,C4,W,51
621,PPW1339,C2,N,18
622,PPW1339,C2,E,14
623,PPW1339,C2,S,29
624,PPW1339,C2,W,19,
625,PPW1340,B2,N,20,
626,PPW1340,B2,E,11,
627,PPW1340,B2,S,10,
628,PPW1340,B2,W,20,
629,PPW1340,B4,N,21,
630,PPW1340,B4,E,25,
631,PPW1340,B4,S,15,
632,PPW1340,B4,W,15,
633,PPW1340,C4,N,58,38
634,PPW1340,C4,E,54,42
635,PPW1340,C4,S,44,52
636,PPW1340,C4,W,49,
637,PPW1340,C2,N,22,
638,PPW1340,C2,E,16,
639,PPW1340,C2,S,21,
640,PPW1340,C2,W,12
641,PPW1341,B2,N,11
642,PPW1341,B2,E,10
643,PPW1341,B2,S,10
644,PPW1341,B2,W,10
645,PPW1341,B4,N,13
646,PPW1341,B4,E,17
647,PPW1341,B4,S,10
648,PPW1341,B4,W,12
649,PPW1341,C4,N,15
650,PPW1341,C4,E,19
651,PPW1341,C4,S,13
652,PPW1341,C4,W,13
653,PPW1341,C2,N,8
654,PPW1341,C2,E,12
655,PPW1341,C2,S,18
656,PPW1341,C2,W,13
657,PPW1342,B2,N,18
658,PPW1342,B2,E,15
659,PPW1342,B2,S,14
660,PPW1342,B2,W,19
661,PPW1342,B4,N,19
662,PPW1342,B4,E,14
663,PPW1342,B4,S,11
664,PPW1342,B4,W,17
665,PPW1342,C4,N,18
666,PPW1342,C4,E,20
667,PPW1342,C4,S,17
668,PPW1342,C4,W,17
669,PPW1342,C2,N,20
670,PPW1342,C2,E,17
671,PPW1342,C2,S,15
672,PPW1342,C2,W,18
673,PPW1343,B2,N,19
674,PPW1343,B2,E,15
675,PPW1343,B2,S,5
676,PPW1343,B2,W,5
677,PPW1343,B4,N,23
678,PPW1343,B4,E,11
679,PPW1343,B4,S,12
680,PPW1343,B4,W,14
681,PPW1343,C4,N,11
682,PPW1343,C4,E,11
683,PPW1343,C4,S,4
684,PPW1343,C4,W,7
685,PPW1343,C2,N,8
686,PPW1343,C2,E,4
687,PPW1343,C2,S,6
688,PPW1343,C2,W,7
689,PPW1344,B2,N,30
690,PPW1344,B2,E,17
691,PPW1344,B2,S,15
692,PPW1344,B2,W,24
693,PPW1344,B4,N,18
694,PPW1344,B4,E,36
695,PPW1344,B4,S,37
696,PPW1344,B4,W,25
697,PPW1344,C4,N,29
698,PPW1344,C4,E,34
699,PPW1344,C4,S,24
700,PPW1344,C4,W,33
701,PPW1344,C2,N,29
702,PPW1344,C2,E,15
703,PPW1344,C2,S,39
704,PPW1344,C2,W,43,
705,PPW1345,B2,N,25,
706,PPW1345,B2,E,20,
707,PPW1345,B2,S,16,
708,PPW1345,B2,W,31,
709,PPW1345,B4,N,29,
710,PPW1345,B4,E,25,
711,PPW1345,B4,S,24,
712,PPW1345,B4,W,18,
713,PPW1345,C4,N,64,32
714,PPW1345,C4,E,47,49
715,PPW1345,C4,S,51,45
716,PPW1345,C4,W,32,64
717,PPW1345,C2,N,43,53
718,PPW1345,C2,E,37,
719,PPW1345,C2,S,52,44
720,PPW1345,C2,W,30
721,PPW1346,B2,N,29
722,PPW1346,B2,E,42
723,PPW1346,B2,S,43
724,PPW1346,B2,W,41
725,PPW1346,B4,N,33
726,PPW1346,B4,E,32
727,PPW1346,B4,S,22
728,PPW1346,B4,W,13
729,PPW1346,C4,N,18
730,PPW1346,C4,E,13
731,PPW1346,C4,S,8
732,PPW1346,C4,W,14
733,PPW1346,C2,N,25
734,PPW1346,C2,E,13
735,PPW1346,C2,S,24
736,PPW1346,C2,W,27
737,PPW1347,B2,N,11
738,PPW1347,B2,E,13
739,PPW1347,B2,S,14
740,PPW1347,B2,W,13
741,PPW1347,B4,N,18
742,PPW1347,B4,E,9
743,PPW1347,B4,S,11
744,PPW1347,B4,W,12
745,PPW1347,C4,N,18
746,PPW1347,C4,E,11
747,PPW1347,C4,S,17
748,PPW1347,C4,W,15
749,PPW1347,C2,N,14
750,PPW1347,C2,E,17
751,PPW1347,C2,S,10
752,PPW1347,C2,W,11
753,PPW1348,B2,N,15
754,PPW1348,B2,E,14
755,PPW1348,B2,S,16
756,PPW1348,B2,W,19
757,PPW1348,B4,N,14
758,PPW1348,B4,E,13
759,PPW1348,B4,S,17
760,PPW1348,B4,W,18
761,PPW1348,C4,N,15
762,PPW1348,C4,E,11
763,PPW1348,C4,S,7
764,PPW1348,C4,W,18
765,PPW1348,C2,N,42
766,PPW1348,C2,E,21
767,PPW1348,C2,S,16
768,PPW1348,C2,W,27
769,PPW1349,B2,N,15
770,PPW1349,B2,E,12
771,PPW1349,B2,S,7
772,PPW1349,B2,W,8
773,PPW1349,B4,N,23
774,PPW1349,B4,E,14
775,PPW1349,B4,S,10
776,PPW1349,B4,W,17
777,PPW1349,C4,N,14
778,PPW1349,C4,E,18
779,PPW1349,C4,S,18
780,PPW1349,C4,W,19
781,PPW1349,C2,N,20
782,PPW1349,C2,E,13
783,PPW1349,C2,S,11
784,PPW1349,C2,W,11
785,PPW1350,B2,N,12
786,PPW1350,B2,E,12
787,PPW1350,B2,S,15
788,PPW1350,B2,W,14
789,PPW1350,B4,N,10
790,PPW1350,B4,E,12
791,PPW1350,B4,S,12
792,PPW1350,B4,W,6
793,PPW1350,C4,N,10
794,PPW1350,C4,E,8
795,PPW1350,C4,S,8
796,PPW1350,C4,W,9
797,PPW1350,C2,N,13
798,PPW1350,C2,E,15
799,PPW1350,C2,S,14
800,PPW1350,C2,W,12
