plot,date,device,quad,reading,notes
PPW1310,20210512,1799,C3,5.3,
PPW1310,20210512,1799,C4,5.2,
PPW1310,20210512,1799,D4,4.1,
PPW1310,20210512,1799,D3,5.5,
PPW1310,20210512,1799,D2,8.3,
PPW1310,20210512,1799,D1,2.9,
PPW1311,20210512,1799,A1,4.3,
PPW1311,20210512,1799,A2,3.5,
PPW1311,20210512,1799,A3,3.3,
PPW1311,20210512,1799,A4,2.9,
PPW1311,20210512,1799,B4,2.1,
PPW1311,20210512,1799,B3,2.7,
PPW1311,20210512,1799,B2,3.4,
PPW1311,20210512,1799,B1,2.9,
PPW1311,20210512,1799,C1,2.6,
PPW1311,20210512,1799,C2,4.1,
PPW1311,20210512,1799,C3,1.9,
PPW1311,20210512,1799,C4,1.8,
PPW1311,20210512,1799,D4,2.6,
PPW1311,20210512,1799,D3,2.9,
PPW1311,20210512,1799,D2,2.5,
PPW1311,20210512,1799,D1,1.3,
PPW1312,20210512,1799,A1,5.6,
PPW1312,20210512,1799,A2,6.7,
PPW1312,20210512,1799,A3,4.2,
PPW1312,20210512,1799,A4,3.6,
PPW1312,20210512,1799,B4,5.2,
PPW1312,20210512,1799,B3,5.9,
PPW1312,20210512,1799,B2,7.1,
PPW1312,20210512,1799,B1,6.6,
PPW1312,20210512,1799,C1,6.2,
PPW1312,20210512,1799,C2,5.1,
PPW1312,20210512,1799,C3,5.9,
PPW1312,20210512,1799,C4,3.9,
PPW1312,20210512,1799,D4,5.9,
PPW1312,20210512,1799,D3,5.1,
PPW1312,20210512,1799,D2,6.7,
PPW1312,20210512,1799,D1,3.8,
PPW1313,20210512,1799,A1,2.8,
PPW1313,20210512,1799,A2,2.5,
PPW1313,20210512,1799,A3,3.2,
PPW1313,20210512,1799,A4,3.7,
PPW1313,20210512,1799,B4,4.8,
PPW1313,20210512,1799,B3,3.5,
PPW1313,20210512,1799,B2,2.7,
PPW1313,20210512,1799,B1,3.1,
PPW1313,20210512,1799,C1,3.9,
PPW1313,20210512,1799,C2,2.8,
PPW1313,20210512,1799,C3,3.2,
PPW1313,20210512,1799,C4,4.8,
PPW1313,20210512,1799,D4,3.1,
PPW1313,20210512,1799,D3,3.6,
PPW1313,20210512,1799,D2,3.6,
PPW1313,20210512,1799,D1,3.4,
PPW1314,20210512,1799,A1,3.8,
PPW1314,20210512,1799,A2,2,
PPW1314,20210512,1799,A3,2.9,
PPW1314,20210512,1799,A4,2.6,
PPW1314,20210512,1799,B4,2.2,
PPW1314,20210512,1799,B3,3.5,
PPW1314,20210512,1799,B2,3.6,
PPW1314,20210512,1799,B1,2.4,
PPW1314,20210512,1799,C1,3.9,
PPW1314,20210512,1799,C2,3.9,
PPW1314,20210512,1799,C3,4.2,
PPW1314,20210512,1799,C4,7.3,
PPW1314,20210512,1799,D4,7.9,
PPW1314,20210512,1799,D3,3.6,
PPW1314,20210512,1799,D2,2.2,
PPW1314,20210512,1799,D1,2.7,
PPW1315,20210513,1799,A1,2.1,
PPW1315,20210513,1799,A2,2,
PPW1315,20210513,1591,A3,5.2,
PPW1315,20210513,1591,A4,5.3,
PPW1315,20210513,1591,B4,4.5,
PPW1315,20210513,1591,B3,2.5,
PPW1315,20210513,1799,B2,3.8,
PPW1315,20210513,1799,B1,2.9,
PPW1315,20210513,1799,C1,3.4,
PPW1315,20210513,1799,C2,2.8,
PPW1315,20210513,1591,C3,4.5,
PPW1315,20210513,1591,C4,4.9,
PPW1315,20210513,1591,D4,6.3,
PPW1315,20210513,1591,D3,5.1,
PPW1315,20210513,1799,D2,2.5,
PPW1315,20210513,1799,D1,3.2,
PPW1316,20210513,1799,A1,2.3,
PPW1316,20210513,1799,A2,1.1,
PPW1316,20210513,1591,A3,3.2,
PPW1316,20210513,1591,A4,3.8,
PPW1316,20210513,1591,B4,2.5,
PPW1316,20210513,1591,B3,4.2,
PPW1316,20210513,1799,B2,2.4,
PPW1316,20210513,1799,B1,1.1,
PPW1316,20210513,1799,C1,1.2,
PPW1316,20210513,1799,C2,1.9,
PPW1316,20210513,1591,C3,1.5,
PPW1316,20210513,1591,C4,2.9,
PPW1316,20210513,1591,D4,4.6,
PPW1316,20210513,1591,D3,1.8,
PPW1316,20210513,1799,D2,1.3,
PPW1316,20210513,1799,D1,1.4,
PPW1317,20210513,1591,A1,1.5,
PPW1317,20210513,1591,A2,2.8,
PPW1317,20210513,1799,A3,0.8,
PPW1317,20210513,1799,A4,0.9,
PPW1317,20210513,1799,B4,1.4,
PPW1317,20210513,1799,B3,2.4,
PPW1317,20210513,1591,B2,2.1,
PPW1317,20210513,1591,B1,1,
PPW1317,20210513,1591,C1,1.4,
PPW1317,20210513,1591,C2,1,
PPW1317,20210513,1799,C3,2.2,
PPW1317,20210513,1799,C4,2.1,
PPW1317,20210513,1799,D4,2.2,
PPW1317,20210513,1799,D3,0.6,
PPW1317,20210513,1591,D2,1.7,
PPW1317,20210513,1591,D1,3,
PPW1318,20210513,1591,A1,2.5,
PPW1318,20210513,1591,A2,2.3,
PPW1318,20210513,1799,A3,1.3,
PPW1318,20210513,1799,A4,0.9,
PPW1318,20210513,1799,B4,2.5,
PPW1318,20210513,1799,B3,2.1,
PPW1318,20210513,1591,B2,4.4,
PPW1318,20210513,1591,B1,3.1,
PPW1318,20210513,1591,C1,2.1,
PPW1318,20210513,1591,C2,3.1,
PPW1318,20210513,1799,C3,2,
PPW1318,20210513,1799,C4,1.8,
PPW1318,20210513,1799,D4,2.2,
PPW1318,20210513,1799,D3,1.3,
PPW1318,20210513,1591,D2,4.4,
PPW1318,20210513,1591,D1,2.8,
PPW1319,20210513,1799,A1,2.9,
PPW1319,20210513,1799,A2,5.2,
PPW1319,20210513,1591,A3,7.2,
PPW1319,20210513,1591,A4,8.3,
PPW1319,20210513,1591,B4,8.8,
PPW1319,20210513,1591,B3,4.9,
PPW1319,20210513,1799,B2,5.3,
PPW1319,20210513,1799,B1,3.2,
PPW1319,20210513,1799,C1,4.3,
PPW1319,20210513,1799,C2,3.1,
PPW1319,20210513,1591,C3,4.5,
PPW1319,20210513,1591,C4,3.8,
PPW1319,20210513,1591,D4,3.9,
PPW1319,20210513,1591,D3,5,
PPW1319,20210513,1799,D2,4.7,
PPW1319,20210513,1799,D1,4.3,
PPW1320,20210513,1591,A1,4.2,
PPW1320,20210513,1591,A2,4.2,
PPW1320,20210513,1799,A3,0.8,
PPW1320,20210513,1799,A4,4.5,
PPW1320,20210513,1799,B4,1,
PPW1320,20210513,1799,B3,1.3,
PPW1320,20210513,1591,B2,3.4,
PPW1320,20210513,1591,B1,4.2,
PPW1320,20210513,1591,C1,4.7,
PPW1320,20210513,1591,C2,4.2,
PPW1320,20210513,1799,C3,1.1,
PPW1320,20210513,1799,C4,1,
PPW1320,20210513,1799,D4,2,
PPW1320,20210513,1799,D3,1.4,
PPW1320,20210513,1591,D2,5,
PPW1320,20210513,1591,D1,8.4,
PPW1321,20210514,1591,A1,5.7,
PPW1321,20210514,1591,A2,2.8,
PPW1321,20210514,1591,A3,8.7,
PPW1321,20210514,1591,A4,6.9,
PPW1321,20210514,1591,B4,4.3,
PPW1321,20210514,1591,B3,6.9,
PPW1321,20210514,1591,B2,7.1,
PPW1321,20210514,1591,B1,4.2,
PPW1321,20210514,1591,C1,3.3,
PPW1321,20210514,1591,C2,3.9,
PPW1321,20210514,1591,C3,4.5,
PPW1321,20210514,1591,C4,4.5,
PPW1321,20210514,1591,D4,2.3,
PPW1321,20210514,1591,D3,6.1,
PPW1321,20210514,1591,D2,6.1,
PPW1321,20210514,1591,D1,7.3,
PPW1322,20210514,1591,A1,4.3,
PPW1322,20210514,1591,A2,5.4,
PPW1322,20210514,1591,A3,11.8,
PPW1322,20210514,1591,A4,8.4,
PPW1322,20210514,1591,B4,13,
PPW1322,20210514,1591,B3,9.3,
PPW1322,20210514,1591,B2,8.5,
PPW1322,20210514,1591,B1,3.8,
PPW1322,20210514,1591,C1,5.4,
PPW1322,20210514,1591,C2,3.6,
PPW1322,20210514,1591,C3,9,
PPW1322,20210514,1591,C4,11.5,
PPW1322,20210514,1591,D4,5.9,
PPW1322,20210514,1591,D3,7.8,
PPW1322,20210514,1591,D2,8.3,
PPW1322,20210514,1591,D1,11.9,
PPW1323,20210512,1799,A1,14.6,
PPW1323,20210512,1799,A2,9.5,
PPW1323,20210512,1799,A3,9,
PPW1323,20210512,1799,A4,7.4,
PPW1323,20210512,1799,B4,6.3,
PPW1323,20210512,1799,B3,6.3,
PPW1323,20210512,1799,B2,8.5,
PPW1323,20210512,1799,B1,7,
PPW1323,20210512,1799,C1,9.9,
PPW1323,20210512,1799,C2,6.4,
PPW1323,20210512,1799,C3,9.3,
PPW1323,20210512,1799,C4,7.1,
PPW1323,20210512,1799,D4,8.3,
PPW1323,20210512,1799,D3,7.9,
PPW1323,20210512,1799,D2,14.3,
PPW1323,20210512,1799,D1,13.6,
PPW1324,20210512,1799,A1,2.3,
PPW1324,20210512,1799,A2,1.1,
PPW1324,20210512,1799,A3,1.2,
PPW1324,20210512,1799,A4,3,
PPW1324,20210512,1799,B4,2.5,
PPW1324,20210512,1799,B3,2.8,
PPW1324,20210512,1799,B2,3.7,
PPW1324,20210512,1799,B1,1.5,
PPW1324,20210512,1799,C1,2.4,
PPW1324,20210512,1799,C2,2.4,
PPW1324,20210512,1799,C3,3.9,
PPW1324,20210512,1799,C4,2.9,
PPW1324,20210512,1799,D4,2.1,
PPW1324,20210512,1799,D3,3.4,
PPW1324,20210512,1799,D2,4,
PPW1324,20210512,1799,D1,1.8,
PPW1325,20210515,1799,A1,6.8,
PPW1325,20210515,1799,A2,4.5,
PPW1325,20210515,4500,A3,4.1,
PPW1325,20210515,4500,A4,6.2,
PPW1325,20210515,4500,B4,3.5,
PPW1325,20210515,4500,B3,4.7,
PPW1325,20210515,1799,B2,3.1,
PPW1325,20210515,1799,B1,4.7,
PPW1325,20210515,1799,C1,4.1,
PPW1325,20210515,1799,C2,2.6,
PPW1325,20210515,4500,C3,5.6,
PPW1325,20210515,4500,C4,5.4,
PPW1325,20210515,4500,D4,4.7,
PPW1325,20210515,4500,D3,5.1,
PPW1325,20210515,1799,D2,3.9,
PPW1325,20210515,1799,D1,4.4,
PPW1326,20210513,1799,A1,2.2,
PPW1326,20210513,1799,A2,1.5,
PPW1326,20210513,1591,A3,3,
PPW1326,20210513,1591,A4,4.1,
PPW1326,20210513,1591,B4,3.8,
PPW1326,20210513,1591,B3,4.4,
PPW1326,20210513,1799,B2,2.4,
PPW1326,20210513,1799,B1,1.8,
PPW1326,20210513,1799,C1,2.3,
PPW1326,20210513,1799,C2,1.1,
PPW1326,20210513,1591,C3,4.3,
PPW1326,20210513,1591,C4,3.4,
PPW1326,20210513,1591,D4,5.2,
PPW1326,20210513,1591,D3,4.9,
PPW1326,20210513,1799,D2,1.8,
PPW1326,20210513,1799,D1,3.1,
PPW1327,20210514,1591,A1,4.4,
PPW1327,20210514,1591,A2,3.9,
PPW1327,20210514,1591,A3,4.9,
PPW1327,20210514,1591,A4,6.1,
PPW1327,20210514,1591,B4,5.4,
PPW1327,20210514,1591,B3,4.9,
PPW1327,20210514,1591,B2,6.4,
PPW1327,20210514,1591,B1,8.4,
PPW1327,20210514,1591,C1,2.8,
PPW1327,20210514,1591,C2,4.9,
PPW1327,20210514,1591,C3,3.8,
PPW1327,20210514,1591,C4,5.5,
PPW1327,20210514,1591,D4,3.3,
PPW1327,20210514,1591,D3,2.4,
PPW1327,20210514,1591,D2,6.4,
PPW1327,20210514,1591,D1,7,
PPW1328,20210513,1591,A1,4.3,
PPW1328,20210513,1591,A2,5.4,
PPW1328,20210513,1591,A3,4.1,
PPW1328,20210513,1591,A4,7.7,
PPW1328,20210513,1591,B4,10.8,
PPW1328,20210513,1591,B3,9.1,
PPW1328,20210513,1591,B2,6.2,
PPW1328,20210513,1591,B1,3.9,
PPW1328,20210513,1799,C1,5.8,
PPW1328,20210513,1799,C2,6.9,
PPW1328,20210513,1799,C3,4.2,
PPW1328,20210513,1799,C4,7.1,
PPW1328,20210513,1799,D4,4.5,
PPW1328,20210513,1799,D3,4.4,
PPW1328,20210513,1799,D2,3.5,
PPW1328,20210513,1799,D1,3.7,
PPW1329,20210514,1591,A1,1.7,
PPW1329,20210514,1591,A2,7.8,
PPW1329,20210514,1591,A3,2.1,
PPW1329,20210514,1591,A4,10.9,
PPW1329,20210514,1591,B4,13.3,
PPW1329,20210514,1591,B3,7.6,
PPW1329,20210514,1591,B2,9.7,
PPW1329,20210514,1591,B1,2.8,
PPW1329,20210514,1591,C1,9.4,
PPW1329,20210514,1591,C2,13.5,
PPW1329,20210514,1591,C3,13.7,
PPW1329,20210514,1591,C4,20.3,
PPW1329,20210514,1591,D4,12.7,
PPW1329,20210514,1591,D3,15.3,
PPW1329,20210514,1591,D2,13.9,
PPW1329,20210514,1591,D1,11.6,
PPW1330,20210514,1591,A1,5.3,
PPW1330,20210514,1591,A2,4.7,
PPW1330,20210514,1591,A3,3.7,
PPW1330,20210514,1591,A4,3.4,
PPW1330,20210514,1591,B4,2.5,
PPW1330,20210514,1591,B3,2.9,
PPW1330,20210514,1591,B2,4.1,
PPW1330,20210514,1591,B1,4.2,
PPW1330,20210514,1591,C1,5.3,
PPW1330,20210514,1591,C2,5.2,
PPW1330,20210514,1591,C3,6.2,
PPW1330,20210514,1591,C4,3.9,
PPW1330,20210514,1591,D4,5.2,
PPW1330,20210514,1591,D3,3.9,
PPW1330,20210514,1591,D2,6.4,
PPW1330,20210514,1591,D1,4.8,
PPW1331,20210512,1799,A1,5.8,
PPW1331,20210512,1799,A2,1.4,
PPW1331,20210512,1799,A3,2.8,
PPW1331,20210512,1799,A4,2.9,
PPW1331,20210512,1799,B4,2.6,
PPW1331,20210512,1799,B3,3.3,
PPW1331,20210512,1799,B2,2.8,
PPW1331,20210512,1799,B1,2.6,
PPW1331,20210512,1799,C1,4,
PPW1331,20210512,1799,C2,1.7,
PPW1331,20210512,1799,C3,2.7,
PPW1331,20210512,1799,C4,2,
PPW1331,20210512,1799,D4,1.9,
PPW1331,20210512,1799,D3,2.9,
PPW1331,20210512,1799,D2,3.5,
PPW1331,20210512,1799,D1,5.2,
PPW1332,20210513,1591,A1,11.3,
PPW1332,20210513,1591,A2,12.7,
PPW1332,20210513,1799,A3,6.8,
PPW1332,20210513,1799,A4,5.7,
PPW1332,20210513,1799,B4,6.4,
PPW1332,20210513,1799,B3,6.1,
PPW1332,20210513,1591,B2,10.6,
PPW1332,20210513,1591,B1,11,
PPW1332,20210513,1591,C1,8.6,
PPW1332,20210513,1591,C2,10.7,
PPW1332,20210513,1799,C3,5.2,
PPW1332,20210513,1799,C4,6.1,
PPW1332,20210513,1799,D4,5.5,
PPW1332,20210513,1799,D3,3.8,
PPW1332,20210513,1591,D2,8.9,
PPW1332,20210513,1591,D1,9.2,
PPW1333,20210513,1799,A1,2.8,
PPW1333,20210513,1799,A2,1.5,
PPW1333,20210513,1591,A3,2.3,
PPW1333,20210513,1591,A4,2.3,
PPW1333,20210513,1591,B4,2.1,
PPW1333,20210513,1591,B3,1.9,
PPW1333,20210513,1799,B2,2.6,
PPW1333,20210513,1799,B1,1.5,
PPW1333,20210513,1799,C1,1.9,
PPW1333,20210513,1799,C2,1.5,
PPW1333,20210513,1591,C3,2.6,
PPW1333,20210513,1591,C4,1.4,
PPW1333,20210513,1591,D4,1.9,
PPW1333,20210513,1591,D3,1.6,
PPW1333,20210513,1799,D2,1.5,
PPW1333,20210513,1799,D1,1.6,
PPW1334,20210513,1799,A1,2.6,
PPW1334,20210513,1799,A2,2.1,
PPW1334,20210513,1591,A3,4.1,
PPW1334,20210513,1591,A4,3.9,
PPW1334,20210513,1591,B4,4.6,
PPW1334,20210513,1591,B3,4.7,
PPW1334,20210513,1799,B2,1.7,
PPW1334,20210513,1799,B1,3.6,
PPW1334,20210513,1799,C1,2.1,
PPW1334,20210513,1799,C2,1.5,
PPW1334,20210513,1591,C3,3.4,
PPW1334,20210513,1591,C4,3.1,
PPW1334,20210513,1591,D4,3.3,
PPW1334,20210513,1591,D3,3.4,
PPW1334,20210513,1799,D2,2.2,
PPW1334,20210513,1799,D1,2.7,
PPW1335,20210513,1799,A1,3.1,
PPW1335,20210513,1799,A2,2.2,
PPW1335,20210513,1591,A3,5.3,
PPW1335,20210513,1591,A4,3.1,
PPW1335,20210513,1591,B4,6.4,
PPW1335,20210513,1591,B3,5.6,
PPW1335,20210513,1799,B2,3.9,
PPW1335,20210513,1799,B1,4.2,
PPW1335,20210513,1799,C1,2.7,
PPW1335,20210513,1799,C2,4.3,
PPW1335,20210513,1591,C3,4.2,
PPW1335,20210513,1591,C4,7.1,
PPW1335,20210513,1591,D4,9.2,
PPW1335,20210513,1591,D3,7.4,
PPW1335,20210513,1799,D2,5.6,
PPW1335,20210513,1799,D1,4.4,
PPW1336,20210515,4500,A1,2.9,
PPW1336,20210515,4500,A2,2.9,
PPW1336,20210515,4500,A3,2.8,
PPW1336,20210515,4500,A4,3.6,
PPW1336,20210515,4500,B4,2.4,
PPW1336,20210515,4500,B3,3.6,
PPW1336,20210515,4500,B2,3.5,
PPW1336,20210515,4500,B1,2.2,
PPW1336,20210515,1799,C1,2,
PPW1336,20210515,1799,C2,1,
PPW1336,20210515,1799,C3,0.8,
PPW1336,20210515,1799,C4,0.7,
PPW1336,20210515,1799,D4,3.1,
PPW1336,20210515,1799,D3,1.5,
PPW1336,20210515,1799,D2,2,
PPW1336,20210515,1799,D1,2.7,
PPW1337,20210515,1799,A1,7.4,
PPW1337,20210515,1799,A2,7.4,
PPW1337,20210515,4500,A3,9.3,
PPW1337,20210515,4500,A4,8.4,
PPW1337,20210515,4500,B4,7.5,
PPW1337,20210515,4500,B3,4.3,
PPW1337,20210515,1799,B2,3.5,
PPW1337,20210515,1799,B1,6.7,
PPW1337,20210515,1799,C1,8.9,
PPW1337,20210515,1799,C2,7.5,
PPW1337,20210515,4500,C3,9.8,
PPW1337,20210515,4500,C4,8.7,
PPW1337,20210515,4500,D4,10.2,
PPW1337,20210515,4500,D3,4.7,
PPW1337,20210515,1799,D2,11.8,
PPW1337,20210515,1799,D1,7.7,
PPW1338,20210514,1591,A1,11.9,
PPW1338,20210514,1591,A2,13.8,
PPW1338,20210514,1591,A3,7.5,
PPW1338,20210514,1591,A4,6.4,
PPW1338,20210514,1591,B4,7.6,
PPW1338,20210514,1591,B3,10.9,
PPW1338,20210514,1591,B2,12.4,
PPW1338,20210514,1591,B1,11.8,
PPW1338,20210514,1591,C1,13.5,
PPW1338,20210514,1591,C2,12.5,
PPW1338,20210514,1591,C3,15.1,
PPW1338,20210514,1591,C4,8.2,
PPW1338,20210514,1591,D4,12.6,
PPW1338,20210514,1591,D3,9.7,
PPW1338,20210514,1591,D2,13.9,
PPW1338,20210514,1591,D1,8.4,
PPW1339,20210514,1591,A1,7.3,
PPW1339,20210514,1591,A2,11.6,
PPW1339,20210514,1591,A3,8.5,
PPW1339,20210514,1591,A4,8.3,
PPW1339,20210514,1591,B4,6.7,
PPW1339,20210514,1591,B3,9.6,
PPW1339,20210514,1591,B2,5.2,
PPW1339,20210514,1591,B1,3.5,
PPW1339,20210514,1591,C1,5.4,
PPW1339,20210514,1591,C2,7.9,
PPW1339,20210514,1591,C3,11,
PPW1339,20210514,1591,C4,12.3,
PPW1339,20210514,1591,D4,6.9,
PPW1339,20210514,1591,D3,9.8,
PPW1339,20210514,1591,D2,7.9,
PPW1339,20210514,1591,D1,6.5,
PPW1340,20210514,4500,A1,4.6,
PPW1340,20210514,4500,A2,3.4,
PPW1340,20210514,4500,A3,5.9,
PPW1340,20210514,4500,A4,5.5,
PPW1340,20210514,4500,B4,4.1,
PPW1340,20210514,4500,B3,5.7,
PPW1340,20210514,4500,B2,5.2,
PPW1340,20210514,4500,B1,3.3,
PPW1340,20210514,1799,C1,2.3,
PPW1340,20210514,1799,C2,3.6,
PPW1340,20210514,1799,C3,3.7,
PPW1340,20210514,1799,C4,4.3,
PPW1340,20210514,1799,D4,3.9,
PPW1340,20210514,1799,D3,2.9,
PPW1340,20210514,1799,D2,4.1,
PPW1340,20210514,1799,D1,5.5,
PPW1341,20210514,4500,A1,3.4,
PPW1341,20210514,4500,A2,3.4,btwn two psemens
PPW1341,20210514,4500,A3,3.1,
PPW1341,20210514,4500,A4,3.9,
PPW1341,20210514,4500,B4,3.9,
PPW1341,20210514,4500,B3,3.6,
PPW1341,20210514,4500,B2,2.3,
PPW1341,20210514,4500,B1,4.7,
PPW1341,20210514,1799,C1,2.5,
PPW1341,20210514,1799,C2,1.5,
PPW1341,20210514,1799,C3,1.8,
PPW1341,20210514,1799,C4,1.8,
PPW1341,20210514,1799,D4,1.7,
PPW1341,20210514,1799,D3,3.1,
PPW1341,20210514,1799,D2,1.9,
PPW1341,20210514,1799,D1,2.9,
PPW1342,20210514,4500,A1,6.1,
PPW1342,20210514,4500,A2,9.4,
PPW1342,20210514,4500,A3,6.9,
PPW1342,20210514,4500,A4,6.6,
PPW1342,20210514,4500,B4,6.4,
PPW1342,20210514,4500,B3,5.2,
PPW1342,20210514,4500,B2,8.1,
PPW1342,20210514,4500,B1,7.2,
PPW1342,20210514,1799,C1,2.1,
PPW1342,20210514,1799,C2,6.5,
PPW1342,20210514,1799,C3,4.1,
